parameter_set,model_type,condition,reference_condition,feature_id,Q_Ah,tau_factor_set,omega_tau_set,period_s,phase_norm,cycle_count,delta_x_inst,x_DCAC_cycle_mean,x_DC_window_mean,delta_x_cycle_mean,x_DCAC_cycle_amp,window_valid
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_max_surface_sto,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,0.010021187565866896,0.28610314414591653,0.27618134236883557,0.009921801777080963,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_min_surface_sto,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,0.010021187565866896,0.28610314414591653,0.27618134236883557,0.009921801777080963,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_sto,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,-3.9633573993835824e-06,0.6844468241199476,0.6905472541575688,-0.006100430037621174,0.07142869587678013,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_surface_sto,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,-0.02097731937857439,0.6608523644159526,0.6689271819236715,-0.008074817507718879,0.12175394742866308,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_mean,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,0.0,1000.0,1000.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_range,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,eta_n_mean,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,-0.04659580801193066,-0.02978367137503951,-0.035085807400357834,0.005302136025318323,0.12896884810158776,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,eta_p_mean,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,0.00867646104013042,0.0045340331181347735,0.004042874012586654,0.0004911591055481194,0.018635813747587632,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,j_n_mean_signed,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,-0.9929865621174621,-0.5193352792430875,-0.4464741494515074,-0.07286112979158016,2.083533304859418,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,j_p_mean_signed,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,1.1242779048180358,0.5880010887563654,0.5055063587470555,0.08249473000930985,2.359015265635436,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,cell_temperature_K,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,0.0,298.15000000000003,298.15000000000003,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,total_heating_mean,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_surface_minus_avg_sto,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,0.010015248721448,0.005730419818200127,0.004949732815026123,0.000780687003174004,0.02247663837664929,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_surface_minus_avg_sto,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,-0.020973356021175043,-0.02359445970399513,-0.021620072233897274,-0.0019743874700978575,0.06486872047842318,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_surface_sto_range,1.169510543822526,5.0,0.2,1140.9175086262733,0.20110018248935446,2.2011001824893546,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_avg_sto,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,5.962723734986852e-06,0.28274701741626757,0.27915782508751835,0.0035891923287492133,0.10703145567337008,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_avg_surface_sto,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,0.0107920720038171,0.2884708620483526,0.2841075579025445,0.0043633041458081,0.11378706670778058,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_max_surface_sto,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,0.010792072003817044,0.2884708620483526,0.2841075579025445,0.0043633041458081,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_min_surface_sto,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,0.010792072003817044,0.2884708620483526,0.2841075579025445,0.0043633041458081,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_sto,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,-3.97929354056803e-06,0.6828623118111363,0.6852576013611157,-0.0023952895499793625,0.07142869587678013,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_surface_sto,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,-0.025195119201676164,0.6592791803869351,0.663636341290518,-0.004357160903582846,0.12175394742866308,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_mean,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,0.0,1000.0,1000.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_range,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,eta_n_mean,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,-0.047774622963506805,-0.029827905463575523,-0.034819583874423125,0.004991678410847602,0.12896884810158776,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,eta_p_mean,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,0.00897278638642389,0.00453480084668351,0.004026860673153016,0.0005079401735304939,0.018635813747587632,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,j_n_mean_signed,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,-1.0341524531463588,-0.5186501890331272,-0.4464741494515074,-0.07217603958161983,2.083533304859418,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,j_p_mean_signed,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,1.1708866943843752,0.5872254168437233,0.5055063587470556,0.08171905809666768,2.359015265635436,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,cell_temperature_K,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,0.0,298.15000000000003,298.1500000000001,-5.684341886080802e-14,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,total_heating_mean,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_surface_minus_avg_sto,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,0.010786109280082095,0.005723844632085048,0.004949732815026121,0.0007741118170589267,0.02247663837664929,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_surface_minus_avg_sto,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,-0.025191139908135655,-0.023583131424201233,-0.021621260070597694,-0.0019618713536035393,0.06486872047842318,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_surface_sto_range,1.2156777125759795,5.0,0.2,1140.9175086262733,0.2307381953180914,2.2307381953180916,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_avg_sto,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,5.946709194015742e-06,0.2850873767677867,0.2870554209237132,-0.001968044155926496,0.10703145567337008,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_avg_surface_sto,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,0.011186677812656531,0.2908116367287529,0.2920051537387393,-0.0011935170099864334,0.11378706670778058,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_max_surface_sto,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,0.011186677812656531,0.29081163672875293,0.29200515373873936,-0.0011935170099864334,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_min_surface_sto,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,0.011186677812656531,0.29081163672875293,0.29200515373873936,-0.0011935170099864334,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_sto,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,-3.9686060494537045e-06,0.6813004455792859,0.6799870482550944,0.0013133973241915564,0.07142869587678013,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_surface_sto,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,-0.02849697832360787,0.6577138441815188,0.6583649326901877,-0.0006510885086689067,0.12175394742866308,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_mean,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,0.0,1000.0,1000.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_range,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,eta_n_mean,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,-0.04782290076338002,-0.029921908530049453,-0.034569552356927956,0.004647643826878503,0.12889188761321307,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,eta_p_mean,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,0.008972867828999951,0.0045422698491835,0.004011588659572713,0.000530681189610787,0.018624705392919584,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,j_n_mean_signed,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,-1.0397538366208392,-0.5186560432531967,-0.4464741494515074,-0.07218189380168932,2.083534606236446,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,j_p_mean_signed,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,1.177228685219923,0.5872320451008671,0.5055063587470556,0.0817256863538115,2.359016739078779,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,cell_temperature_K,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,0.0,298.15000000000003,298.1500000000001,-5.684341886080802e-14,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,total_heating_mean,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_surface_minus_avg_sto,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,0.011180731103462516,0.00572425996096614,0.004949732815026117,0.0007745271459400228,0.02247663837664929,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_surface_minus_avg_sto,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,-0.02849300971755839,-0.023586601397767075,-0.021622115564906518,-0.0019644858328605568,0.06486872047842318,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_surface_sto_range,1.2618448813294332,5.0,0.2,1140.9175086262733,0.2599104702950402,2.2599104702950403,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_avg_sto,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,5.889172910389373e-06,0.2874276630135546,0.2944308153923641,-0.007003152378809496,0.10703145567337008,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_avg_surface_sto,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,0.011205265342227821,0.29315194395554883,0.29938054820739024,-0.0062286042518414075,0.11378706670778058,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_max_surface_sto,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,0.011205265342227877,0.29315194395554883,0.29938054820739024,-0.0062286042518414075,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_min_surface_sto,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,0.011205265342227877,0.29315194395554883,0.29938054820739024,-0.0062286042518414075,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_sto,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,-3.930208536950808e-06,0.6797386281354152,0.6750649923495834,0.004673635785831798,0.07142869587678013,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_surface_sto,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,-0.030859416009683782,0.6561495647797138,0.6534422752013815,0.002707289578332217,0.12175394742866308,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_mean,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,0.0,1000.0,1000.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_range,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,eta_n_mean,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,-0.04676419260970084,-0.030014986169591952,-0.03434749880181377,0.00433251263222182,0.12716548812608353,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,eta_p_mean,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,0.008682723831920109,0.004549539881272943,0.00399785120364527,0.0005516886776276726,0.018374466160573054,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,j_n_mean_signed,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,-1.010141412496685,-0.5186252835730149,-0.44647414945150726,-0.07215113412150759,2.083534606236446,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,j_p_mean_signed,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,1.1437009463551662,0.5871972184172974,0.5055063587470556,0.08169085967024181,2.359016739078779,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,cell_temperature_K,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,0.0,298.15000000000003,298.15000000000003,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,total_heating_mean,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_surface_minus_avg_sto,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,0.011199376169317453,0.00572428094199428,0.004949732815026121,0.000774548126968159,0.022476462396937125,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_surface_minus_avg_sto,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,-0.030855485801146724,-0.023589063355701354,-0.02162271714820189,-0.001966346207499463,0.06486872047842318,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_surface_sto_range,1.3080120500828867,5.0,0.2,1140.9175086262733,0.2893200222641985,2.2893200222641985,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_avg_sto,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,5.777435725218272e-06,0.289842520849896,0.3018603949760249,-0.012017874126128925,0.10703145567337008,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_avg_surface_sto,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,0.010823678316648211,0.29555853150046957,0.306810127791051,-0.011251596290581423,0.11378706670778058,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_max_surface_sto,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,0.010823678316648266,0.29555853150046957,0.306810127791051,-0.011251596290581423,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_min_surface_sto,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,0.010823678316648266,0.29555853150046957,0.306810127791051,-0.011251596290581423,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_sto,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,-3.855639417849055e-06,0.6781270444669272,0.670106775372762,0.0080202690941652,0.07142869587678013,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_surface_sto,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,-0.03219671575620853,0.6545598965874533,0.6484836217426708,0.006076274844782459,0.12175394742866308,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_mean,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,0.0,1000.0,1000.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_range,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,eta_n_mean,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,-0.04447639620481323,-0.030059618287182368,-0.03413688269077502,0.004077264403592653,0.12568087870121225,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,eta_p_mean,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,0.008086890998271264,0.004550076743219036,0.003984626331099252,0.0005654504121197839,0.018374466160573054,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,j_n_mean_signed,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,-0.9433967782663244,-0.5178674756192985,-0.4464741494515074,-0.0713933261677911,2.083534606236446,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,j_p_mean_signed,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,1.0681314266928452,0.5863392141189899,0.5055063587470556,0.0808328553719343,2.359016739078779,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,cell_temperature_K,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,0.0,298.15000000000003,298.1500000000001,-5.684341886080802e-14,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,total_heating_mean,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_surface_minus_avg_sto,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,0.01081790088092299,0.005716010650573568,0.004949732815026123,0.0007662778355474447,0.022476462396937125,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_surface_minus_avg_sto,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,-0.03219286011679076,-0.023567147879473983,-0.02162315363009127,-0.0019439942493827134,0.06486872047842318,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_surface_sto_range,1.3541792188363402,5.0,0.2,1140.9175086262733,0.3197219495186162,2.319721949518616,0.0,0.0,0.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_avg_sto,1.400346387589794,5.0,0.2,1140.9175086262733,0.3521152580691794,2.3521152580691793,5.6014439651641545e-06,0.29238571047673717,0.3094073179083099,-0.017021607431572716,0.10703145567337008,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_avg_surface_sto,1.400346387589794,5.0,0.2,1140.9175086262733,0.3521152580691794,2.3521152580691793,0.009984582252812901,0.29810875455540414,0.31435705072333603,-0.016248296167931886,0.11378706670778058,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_max_surface_sto,1.400346387589794,5.0,0.2,1140.9175086262733,0.3521152580691794,2.3521152580691793,0.009984582252812957,0.29810875455540414,0.3143570507233361,-0.01624829616793194,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,neg_min_surface_sto,1.400346387589794,5.0,0.2,1140.9175086262733,0.3521152580691794,2.3521152580691793,0.009984582252812957,0.29810875455540414,0.3143570507233361,-0.01624829616793194,0.11378706670778047,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_sto,1.400346387589794,5.0,0.2,1140.9175086262733,0.3521152580691794,2.3521152580691793,-3.7381892551424656e-06,0.6764298170745708,0.6650702479374935,0.011359569137077363,0.07142869587678013,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,pos_avg_surface_sto,1.400346387589794,5.0,0.2,1140.9175086262733,0.3521152580691794,2.3521152580691793,-0.032332631446129856,0.6528391975876593,0.6434467747385305,0.009392422849128779,0.12175394742866308,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_mean,1.400346387589794,5.0,0.2,1140.9175086262733,0.3521152580691794,2.3521152580691793,0.0,1000.0,1000.0,0.0,0.0,True
Chen2020,SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,Chen2020_SPM_hier_DC03,elyte_c_range,1.400346387589794,5.0,0.2,1140.9175086262733,0.3521152580691794,2.3521152580691793,0.0,0.0,0.0,0.0,0.0,True
