param_set,arm,t_s,V_V,I_A,Q_Ah,stage,Vmax_cutoff_V,I_cutoff_A,termination_method,initial_soc
Chen2020,DC_reference,16000.0,4.156740450320306,-1.0,4.444444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16010.0,4.157173573474133,-1.0,4.447222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16020.0,4.157613338900127,-1.0,4.45,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16030.0,4.1580597304020195,-1.0,4.4527777777777775,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16040.0,4.158512802745587,-1.0,4.455555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16050.0,4.158972653189948,-1.0,4.458333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16060.0,4.159439219068798,-1.0,4.461111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16070.0,4.159913043247846,-1.0,4.463888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16080.0,4.160393136174138,-1.0,4.466666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16090.0,4.1608799427330485,-1.0,4.469444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16100.0,4.161373906109815,-1.0,4.472222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16110.0,4.161874772396085,-1.0,4.475,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16120.0,4.16238256244783,-1.0,4.477777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16130.0,4.162897304368581,-1.0,4.480555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16140.0,4.163418989737107,-1.0,4.483333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16150.0,4.163947648519089,-1.0,4.486111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16160.0,4.164483320995826,-1.0,4.488888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16170.0,4.165025979427431,-1.0,4.491666666666666,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16180.0,4.1655761055984675,-1.0,4.4944444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16190.0,4.1661326702055055,-1.0,4.497222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16200.0,4.1666961712002015,-1.0,4.5,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16210.0,4.167266976851556,-1.0,4.502777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16220.0,4.16784482699054,-1.0,4.5055555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16230.0,4.168429724315013,-1.0,4.508333333333334,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16240.0,4.169021671745257,-1.0,4.511111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16250.0,4.169620668341629,-1.0,4.513888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16260.0,4.170226710702693,-1.0,4.516666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16270.0,4.170839795441151,-1.0,4.519444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16280.0,4.171459925103947,-1.0,4.522222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16290.0,4.172087507686196,-1.0,4.525,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16300.0,4.172721502993661,-1.0,4.527777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16310.0,4.173362454505908,-1.0,4.530555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16320.0,4.174010640678325,-1.0,4.533333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16330.0,4.174665804471824,-1.0,4.536111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16340.0,4.175327932072702,-1.0,4.538888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16350.0,4.17599700444266,-1.0,4.541666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16360.0,4.176673027400228,-1.0,4.544444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16370.0,4.1773559570573155,-1.0,4.5472222222222225,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16380.0,4.178045762274463,-1.0,4.55,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16390.0,4.178742469510495,-1.0,4.552777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16400.0,4.1794464044516495,-1.0,4.555555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16410.0,4.180156544719537,-1.0,4.558333333333334,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16420.0,4.180873467428805,-1.0,4.561111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16430.0,4.181597353640438,-1.0,4.563888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16440.0,4.182327950159493,-1.0,4.566666666666666,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16450.0,4.183065244074019,-1.0,4.569444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16460.0,4.1838092417829476,-1.0,4.572222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16470.0,4.1845597952469,-1.0,4.575,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16480.0,4.18531697372353,-1.0,4.5777777777777775,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16490.0,4.186080753451567,-1.0,4.580555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16500.0,4.186851008134571,-1.0,4.583333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16510.0,4.187628118728828,-1.0,4.586111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16520.0,4.1884110662256395,-1.0,4.588888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16530.0,4.189200446826695,-1.0,4.591666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16540.0,4.189996344217869,-1.0,4.594444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16550.0,4.190798518613356,-1.0,4.597222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16560.0,4.191606955608784,-1.0,4.6,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16570.0,4.1924216564601595,-1.0,4.602777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16580.0,4.193242423975111,-1.0,4.605555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16590.0,4.194069353224922,-1.0,4.608333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16600.0,4.194902398928962,-1.0,4.611111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16610.0,4.19574140692413,-1.0,4.613888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16620.0,4.196586714864123,-1.0,4.616666666666666,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16630.0,4.197437360488701,-1.0,4.6194444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16640.0,4.198293939532453,-1.0,4.622222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16650.0,4.199156445409685,-1.0,4.625,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16659.60132920325,4.1999900000000014,-1.0,4.627667035889792,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16659.601329203255,4.200000000000001,-1.000270241797806,4.627667035889793,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16669.60132920325,4.199999999999999,-0.97956209364142,4.630416803022347,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16679.60132920325,4.2,-0.9622825998405988,4.633113809541071,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16689.60132920325,4.199999999999973,-0.9468360593968814,4.635765363234457,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16699.60132920325,4.200000000000141,-0.9325923537434939,4.6383756804749305,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16709.60132920325,4.199999999999971,-0.9191892273195055,4.640947599337517,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16719.60132920325,4.200000000000006,-0.9064237462213349,4.64348317291188,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16729.60132920325,4.199999999999999,-0.8941723261651181,4.645984000790195,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16739.60132920325,4.2,-0.8823530429359855,4.648451397136168,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16749.60132920325,4.199999999999998,-0.8709080843599494,4.65088648203519,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16759.60132920325,4.2,-0.8597953342711283,4.65329023678329,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16769.60132920325,4.199999999999999,-0.8489844851969586,4.6556635420881065,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16779.60132920325,4.199999999999998,-0.8384514148023354,4.658007203060328,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16789.60132920325,4.199999999999999,-0.8281898456425558,4.660321982588724,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16799.60132920325,4.199999999999999,-0.8181502659378392,4.66260856607703,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16809.60132920325,4.200000000000001,-0.8083324582578412,4.664867569860635,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16819.60132920325,4.199999999999999,-0.7987256198191259,4.667099594969075,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16829.60132920325,4.199999999999999,-0.789320001684922,4.669305213887831,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16839.60132920325,4.2,-0.7801063692976249,4.671484972736417,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16849.60132920325,4.200000000000001,-0.771076214715844,4.6736393929919915,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16859.60132920325,4.2,-0.7622216491152671,4.675768973358424,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16869.60132920325,4.199999999999999,-0.7535348702710758,4.67787419074646,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16879.60132920325,4.2,-0.7450102433043098,4.679955503404203,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16889.60132920325,4.200000000000001,-0.7366422812895659,4.682013354132806,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16899.60132920325,4.199999999999999,-0.7284331099542165,4.684048181065089,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16909.60132920325,4.2,-0.7203561529656323,4.6860603883747,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16919.60132920325,4.199999999999999,-0.7124158783908265,4.6880503495293615,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16929.60132920325,4.199999999999998,-0.7046074267203177,4.690018437453127,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16939.60132920325,4.199999999999999,-0.6969270592290706,4.691965013128057,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16949.60132920325,4.2,-0.6893724530130453,4.693890429117282,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16959.60132920325,4.199999999999999,-0.6819379250004854,4.695795026864523,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16969.60132920325,4.200000000000001,-0.6746207214926503,4.697679136095764,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16979.60132920325,4.200000000000001,-0.667418233937098,4.699543079089416,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16989.60132920325,4.2,-0.6603263055489736,4.7013871687275905,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,16999.60132920325,4.200000000000001,-0.6533426547636629,4.703211708950247,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17009.60132920325,4.200000000000001,-0.646471248229981,4.705017006037738,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17019.60132920325,4.200000000000001,-0.639693100506329,4.706803345410983,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17029.60132920325,4.199999999999999,-0.6330125474951604,4.708570992144318,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17039.60132920325,4.199999999999999,-0.6264266962357151,4.710320213316166,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17049.60132920325,4.199999999999999,-0.6199341734178975,4.712051270079574,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17059.60132920325,4.2,-0.6135329433974372,4.713764418852928,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17069.60132920325,4.200000000000001,-0.6072201411477872,4.715459909248129,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17079.60132920325,4.200000000000001,-0.6009948343571946,4.717137985602998,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17089.60132920325,4.2,-0.5948534610869392,4.718798886013336,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17099.60132920325,4.2,-0.5887959707231508,4.7204428435575165,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17109.60132920325,4.199999999999999,-0.5828196199215708,4.722070087433412,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17119.60132920325,4.200000000000001,-0.5769293866006471,4.723680849942471,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17129.60132920325,4.200000000000001,-0.5711100975009551,4.725275349225946,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17139.60132920325,4.2,-0.5653652708904859,4.726853787237601,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17149.60132920325,4.200000000000001,-0.5596935002120038,4.728416368864131,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17159.60132920325,4.199999999999998,-0.5540940341020371,4.729963295995123,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17169.60132920325,4.2,-0.5485647457662991,4.731494766522718,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17179.60132920325,4.200000000000001,-0.5431053745868535,4.733010975023209,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17189.60132920325,4.200000000000001,-0.5377135693500322,4.734512112445343,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17199.60132920325,4.200000000000001,-0.5323885375778759,4.735998365371633,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17209.60132920325,4.200000000000001,-0.5271289330431951,4.737469917414162,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17219.60132920325,4.2,-0.5219339551968173,4.7389269492033845,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17229.60132920325,4.2,-0.5168080483345607,4.740369646430511,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17239.60132920325,4.200000000000001,-0.5117387486251807,4.741798183648511,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17249.60132920325,4.199999999999999,-0.5067285652020455,4.743212721584382,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17259.60132920325,4.200000000000001,-0.5017773332000419,4.744613424221052,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17269.60132920325,4.200000000000001,-0.49688406953565056,4.746000453947074,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17279.60132920325,4.2,-0.4920476633283222,4.747373970242719,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17289.60132920325,4.200000000000001,-0.4872678312219929,4.748734130651816,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17299.60132920325,4.2,-0.4825427756701786,4.750081089828055,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17309.60132920325,4.199999999999999,-0.47787250690404215,4.7514149999427415,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17319.60132920325,4.199999999999999,-0.47325496901288355,4.752736010325959,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17329.60132920325,4.200000000000001,-0.468690588604,4.754044268044872,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17339.60132920325,4.200000000000001,-0.46418363184011374,4.755339926684377,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17349.60132920325,4.200000000000001,-0.4597232162708633,4.7566231306400875,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17359.60132920325,4.1999999999999975,-0.45531117260801146,4.757894011735752,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17369.60132920325,4.199999999999998,-0.4509480806214438,4.759152705143016,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17379.60132920325,4.2,-0.44663280662197746,4.7603993452641875,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17389.60132920325,4.200000000000001,-0.4423650718830442,4.761634064539889,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17399.60132920325,4.200000000000001,-0.4381438607732913,4.762856993613022,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17409.60132920325,4.2,-0.433969093576233,4.764068261605175,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17419.60132920325,4.200000000000001,-0.42983924263122797,4.765267995405463,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17429.60132920325,4.200000000000001,-0.4257546771432957,4.766456320294038,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17439.60132920325,4.199999999999999,-0.42171434510370664,4.767633360602715,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17449.60132920325,4.2,-0.41772198786819587,4.768799244398509,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17459.60132920325,4.200000000000001,-0.4137688660202932,4.769954092806688,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17469.60132920325,4.199999999999998,-0.40985657178176865,4.771098017025857,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17479.60132920325,4.2,-0.40598568115294453,4.772231131266044,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17489.60132920325,4.199999999999999,-0.4021553113983778,4.773353549311254,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17499.60132920325,4.200000000000002,-0.39836525262653666,4.774465383427955,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17509.60132920325,4.200000000000001,-0.3946147305252541,4.775566744515666,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17519.60132920325,4.200000000000001,-0.39090368172806045,4.776657742310463,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17529.60132920325,4.2,-0.38723093412585574,4.777738484832482,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17539.60132920325,4.199999999999999,-0.3835967700007637,4.778809078865991,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17549.60132920325,4.199999999999999,-0.38000037852410246,4.779869630461165,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17559.60132920325,4.2,-0.3764450174310166,4.780920249066659,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17569.60132920325,4.2,-0.372923286885418,4.781961038378209,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17579.60132920325,4.200000000000002,-0.36943659366239245,4.7829920937678585,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17589.60132920325,4.199999999999999,-0.3659854894937482,4.784013513327798,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17599.60132920325,4.199999999999999,-0.36256926509508347,4.7850253949313934,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17609.60132920325,4.2,-0.35918775722339635,4.786027835240168,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17619.60132920325,4.2,-0.3558403562053659,4.787020929842153,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17629.60132920325,4.199999999999999,-0.3525270102233758,4.788004773406637,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17639.60132920325,4.199999999999999,-0.34924679087161525,4.788979459241492,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17649.60132920325,4.200000000000001,-0.3459999211037526,4.789945079674791,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17659.60132920325,4.200000000000001,-0.34278575632647135,4.7909017264489995,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17669.60132920325,4.2,-0.33960716274706815,4.7918494943921575,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17679.60132920325,4.2,-0.3364577668356036,4.792788473461022,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17689.60132920325,4.2,-0.3333390976862707,4.793718746883969,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17699.60132920325,4.199999999999999,-0.3302512832889729,4.794640400190879,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17709.60132920325,4.199999999999998,-0.32719379033108886,4.795553518348685,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17719.60132920325,4.199999999999999,-0.32416655339570455,4.79645818549275,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17729.60132920325,4.200000000000001,-0.321168973400755,4.797354484835523,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17739.60132920325,4.200000000000001,-0.3182011032325676,4.798242498830847,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17749.60132920325,4.200000000000002,-0.31526223000087145,4.799122309015893,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17759.60132920325,4.2,-0.3123523372138295,4.799993995914804,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17769.60132920325,4.199999999999999,-0.3094712090003033,4.8008576397289895,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17779.60132920325,4.199999999999999,-0.30662122020705157,4.801713323658444,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17789.60132920325,4.200000000000001,-0.3037968201459288,4.802561126492267,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
Chen2020,DC_reference,17799.60132920325,4.2,-0.3009993822815845,4.803401121217862,CV_after_Vmax,4.2,0.0735294117647058,CustomTermination,0.05
