policy_id,delta_t_raw_mean_s,delta_t_raw_min_s,delta_t_raw_max_s,delta_t_geom_mean_s,delta_t_resid_mean_s,resid_abs_mean_s,resid_max_abs_s,resid_positive_fraction,dt_resid_class
seed_aggressive_margin_test,87.1084789021936,0.018000911805756914,152.45748515598643,87.12884534522698,-0.020366443033398695,0.020366443033398695,0.11700078647663759,0.0,geometry_dominated
seed_balanced_late_off,55.449232953060694,0.03670822718049749,127.06216820251439,55.46308724356081,-0.013854290500106572,0.013868585772605684,0.0971156535542832,0.01,geometry_dominated
seed_conservative_low_mid,83.31543778514919,0.03670822718049749,127.06216820251439,83.33105398717588,-0.015616202026689053,0.015630497299188164,0.0971156535542832,0.01,geometry_dominated
seed_low_amplitude_long_window,44.44209868338625,0.025176572432428657,90.73264563487055,44.44900134452776,-0.006902661141512567,0.006960185727558041,0.04020811487316678,0.01,geometry_dominated
seed_sched_v2_conservative,55.576168412751606,0.04189671247718252,137.9424579174315,55.593111605109634,-0.01694319235802766,0.016962527903658042,0.07126627932666452,0.01,geometry_dominated
seed_sched_v3_early_derate,60.7653088081643,0.04189671247718252,137.9424579174315,60.78269879335254,-0.017389985188235074,0.017409320733865457,0.08899969903995952,0.01,geometry_dominated
seed_sched_v5_low_stress,60.09855055013729,0.02575680907784772,108.91410836526939,60.11023787633001,-0.011687326192727028,0.01170521351621062,0.22638568756610766,0.01,geometry_dominated
