tau_factor_set,min_U_NE_mV_false,min_U_NE_mV_differential,delta_min_U_NE_mV_diff_minus_false,fraction_time_below_0mV_false,fraction_time_below_0mV_differential,delta_fraction_time_below_0mV_diff_minus_false,Q_end_Ah_false,Q_end_Ah_differential,delta_Q_end_Ah_diff_minus_false,Q_at_min_U_NE_Ah_false,Q_at_min_U_NE_Ah_differential,delta_Q_at_min_U_NE_Ah_diff_minus_false,max_c_e_range_molm3_false,max_c_e_range_molm3_differential,delta_max_c_e_range_molm3_diff_minus_false,eta_n_at_min_U_NE_V_false,eta_n_at_min_U_NE_V_differential,delta_eta_n_at_min_U_NE_V_diff_minus_false,neg_avg_sto_at_min_U_NE_false,neg_avg_sto_at_min_U_NE_differential,delta_neg_avg_sto_at_min_U_NE_diff_minus_false,neg_surface_sto_xavg_at_min_U_NE_false,neg_surface_sto_xavg_at_min_U_NE_differential,delta_neg_surface_sto_xavg_at_min_U_NE_diff_minus_false,j_dl_proxy_neg_abs_max_A_m2_false,j_dl_proxy_neg_abs_max_A_m2_differential,delta_j_dl_proxy_neg_abs_max_A_m2_diff_minus_false,j_dl_proxy_neg_rms_A_m2_false,j_dl_proxy_neg_rms_A_m2_differential,delta_j_dl_proxy_neg_rms_A_m2_diff_minus_false,delta_t_raw_mean_s_false,delta_t_raw_mean_s_differential,delta_delta_t_raw_mean_s_diff_minus_false,delta_t_resid_mean_s_false,delta_t_resid_mean_s_differential,delta_delta_t_resid_mean_s_diff_minus_false,resid_abs_mean_s_false,resid_abs_mean_s_differential,delta_resid_abs_mean_s_diff_minus_false
0.5,3.4593552098025513,3.498149380993354,0.03879417119080264,0.0,0.0,0.0,4.011888176882029,4.011802501981341,-8.567490068767114e-05,3.9698222055050505,3.969808961738968,-1.3243766082471353e-05,603.3173292803184,602.4881522525935,-0.8291770277248816,-0.07250514964122812,-0.07249126575462725,1.3883886600868367e-05,0.7521307179945356,0.7521215616100648,-9.156384470743184e-06,0.7601237397031951,0.7600997771663712,-2.3962536823907143e-05,0.001340116227918987,0.4464701899966332,0.4451300737687142,0.00035300993594570505,0.023329275295170964,0.02297626535922526,23.185412799401696,23.14536304640316,-0.04004975299853797,-0.4671023617251876,-0.484361676000932,-0.017259314275744397,0.4671023617251876,0.484361676000932,0.017259314275744397
0.1,5.802931555445298,5.817345512751815,0.014413957306516956,0.0,0.0,0.0,4.072996720384923,4.072537869220402,-0.0004588511645211568,4.063579947475462,4.063380406951732,-0.00019954052373005737,429.51332383262763,429.7788271944215,0.2655033617938898,-0.07242515333523439,-0.07237846556494537,4.668777028901672e-05,0.7684131034560037,0.768558747029325,0.00014564357332136346,0.7743547080803987,0.7745554917356076,0.0002007836552088138,0.004204606584397652,0.44647022220741794,0.4422656156230203,0.0016311671390962113,0.015279111240201265,0.013647944101105054,4.347608284776028,3.9381962034556794,-0.40941208132034834,-0.24277964223829657,-0.7162307988589844,-0.4734511566206879,0.24277964223829657,0.7162307988589844,0.4734511566206879
