variant_id,surface_form,tau_factor_set,protocol_id,delta_t_raw_mean_s,delta_t_raw_min_s,delta_t_raw_max_s,delta_t_geom_mean_s,delta_t_resid_mean_s,resid_abs_mean_s,resid_max_abs_s,dt_resid_class
surface_form_differential,differential,0.1,fixed_AC0p38_0.1tau,3.9381962034556794,-1.6014867778012558,8.992209970256681,4.654427002314664,-0.7162307988589844,0.7162307988589844,10.616486060805983,mostly_geometry_small_residual
surface_form_differential,differential,0.5,fixed_AC0p38_0.5tau,23.14536304640316,-0.15423327145344956,45.85721656218675,23.629724722404095,-0.484361676000932,0.484361676000932,38.76055001108216,geometry_dominated
surface_form_false,false,0.1,fixed_AC0p38_0.1tau,4.347608284776028,-0.8454476568840619,9.0058906864233,4.590387927014325,-0.24277964223829657,0.24277964223829657,1.3826707657217412,mostly_geometry_small_residual
surface_form_false,false,0.5,fixed_AC0p38_0.5tau,23.185412799401696,-0.13835664802081737,45.860730653235805,23.652515161126885,-0.4671023617251876,0.4671023617251876,37.73038604161684,geometry_dominated
