condition,ablation,alpha,alpha_direction,DC_C,AC_C,f_Hz,Q_mAh,t_DC_min,t_DCAC_min,delta_t_min,Q_window_lo,Q_window_hi,Q_CC_end_DCAC,Q_CC_end_DC,status
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1025.0,123.00000000000001,122.67298078021061,0.3270192197894062,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1063.9367088607596,127.67240506329114,127.33850655067019,0.33389851262094794,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1102.873417721519,132.34481012658227,132.0030517691313,0.3417583574509706,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1141.8101265822784,137.0172151898734,136.66842679962375,0.34878839024966624,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1180.746835443038,141.68962025316458,141.3333408405997,0.3562794125648736,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1219.6835443037976,146.3620253164557,145.99902306500812,0.3630022514475968,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1258.620253164557,151.03443037974685,150.66425743905148,0.3701729406953689,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1297.5569620253164,155.70683544303796,155.32942432226108,0.377411120776884,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1336.493670886076,160.37924050632913,159.99482853212558,0.38441197420354456,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1375.4303797468356,165.05164556962026,164.65983812136474,0.39180744825551983,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1414.367088607595,169.7240506329114,169.32494742493253,0.3991032079788681,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1453.3037974683543,174.3964556962025,173.9897957376409,0.40665995856161885,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1492.240506329114,179.0688607594937,178.65388952463584,0.4149712348578589,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1531.1772151898736,183.74126582278484,183.31922692154427,0.422038901240569,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1570.113924050633,188.41367088607595,187.9845263262686,0.4291445598073551,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1609.0506329113923,193.08607594936709,192.6507764873624,0.4352994620046786,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1647.987341772152,197.75848101265825,197.3177303795841,0.4407506330741455,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1686.9240506329115,202.4308860759494,201.98466239391036,0.44622368203903306,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1725.860759493671,207.10329113924053,206.65047849700375,0.4528126422367791,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1764.7974683544303,211.7756962025316,211.3155633490455,0.4601328534861011,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1803.73417721519,216.44810126582283,215.98032346371053,0.4677778021122947,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1842.6708860759495,221.12050632911397,220.6465191147539,0.4739872143600792,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1881.607594936709,225.7929113924051,225.31218123517434,0.4807301572307665,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1920.5443037974683,230.4653164556962,229.97853415978545,0.48678229591075706,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1959.4810126582279,235.13772151898738,234.64420478472388,0.4935167342634941,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,1998.4177215189875,239.81012658227849,239.30930397976937,0.5008226025091176,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2037.3544303797469,244.48253164556962,243.9754213157344,0.5071103298352284,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2076.2911392405063,249.15493670886073,248.64082479083874,0.514111918021996,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2115.227848101266,253.82734177215193,253.30712139011405,0.520220382037877,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2154.1645569620255,258.4997468354431,257.973371501779,0.5263753336640775,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2193.1012658227846,263.17215189873417,262.63802445656995,0.5341274421642197,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2232.0379746835442,267.8445569620253,267.305121878029,0.5394350839962954,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2270.974683544304,272.51696202531645,271.97089976846894,0.546062256847506,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2309.9113924050635,277.1893670886076,276.63778740859823,0.551579680009354,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2348.848101265823,281.8617721518988,281.30479966087864,0.556972491020133,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2387.784810126582,286.53417721518986,285.9702760442303,0.563901170959582,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2426.721518987342,291.20658227848105,290.6405755127629,0.5660067657181571,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2465.6582278481014,295.8789873417722,295.30684820784666,0.572139133925532,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2504.5949367088606,300.5513924050632,299.9725651033838,0.5788273016794392,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2543.53164556962,305.22379746835446,304.6384484637818,0.585349004572663,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2582.46835443038,309.89620253164566,309.30452867283833,0.5916738588073258,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2621.4050632911394,314.56860759493674,313.97009658484507,0.59851101009167,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2660.341772151899,319.2410126582279,318.6384316756815,0.6025809825463853,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2699.278481012658,323.913417721519,323.3065064174942,0.606911304024834,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2738.215189873418,328.5858227848101,327.9733415559938,0.6124812288163071,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2777.1518987341774,333.2582278481013,332.64292834089616,0.6152995072051226,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2816.0886075949365,337.93063291139237,337.3088796960179,0.6217532153744401,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2855.025316455696,342.60303797468356,341.97696447097144,0.6260735037121208,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2893.9620253164558,347.2754430379747,346.64307553564987,0.6323675023248256,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2932.8987341772154,351.94784810126583,351.3106829514775,0.637165149788359,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,2971.835443037975,356.62025316455697,355.9772042285318,0.6430489360251954,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3010.772151898734,361.2926582278481,360.6446939470952,0.6479642807528876,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3049.7088607594937,365.96506329113924,365.3131868310749,0.6518764600643294,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3088.6455696202534,370.6374683544304,369.9872750776087,0.6501932768217102,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3127.5822784810125,375.3098734177216,374.6568136621423,0.6530597555792497,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3166.518987341772,379.9822784810127,379.322107016361,0.6601714646517394,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3205.4556962025317,384.6546835443038,383.9914436456282,0.663239898675613,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3244.3924050632913,389.327088607595,388.66562357663986,0.661465030955128,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3283.329113924051,393.99949367088607,393.33537957422504,0.6641140966610237,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3322.26582278481,398.67189873417726,398.0034809275186,0.668417806658681,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3361.2025316455697,403.3443037974684,402.6784154173309,0.6658883801375168,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3400.1392405063293,408.01670886075954,407.34980202172017,0.6669068390393704,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3439.0759493670885,412.6891139240506,412.0349625101356,0.6541514139150308,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3478.012658227848,417.3615189873418,416.71545901788915,0.646059969452665,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3516.9493670886077,422.0339240506329,421.39113498440366,0.642789066229227,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3555.8860759493673,426.7063291139241,426.696024413922,0.010304700002109257,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3594.822784810127,431.3787341772153,431.3647928851647,0.013941292050560605,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3633.759493670886,436.05113924050636,436.033821375106,0.017317865400343635,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3672.6962025316457,440.7235443037975,440.7014506087938,0.022093695003718494,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3711.6329113924053,445.3959493670887,445.36815713106563,0.027792236023060468,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3750.5696202531644,450.06835443037977,450.0355712268435,0.03278320353626896,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3789.506329113924,454.74075949367096,454.7010372061914,0.03972228747954887,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3828.4430379746836,459.4131645569621,459.3680366146006,0.045127942361489204,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3867.3797468354433,464.08556962025324,464.0336212398133,0.05194838043996697,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3906.316455696203,468.7579746835444,468.7000310295145,0.05794365402988433,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3945.253164556962,473.4303797468355,473.3684980147112,0.06188173212433412,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,3984.1898734177216,478.1027848101266,478.03399079422513,0.06879401590146017,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,4023.1265822784812,482.77518987341773,482.6985175088334,0.0766723645843399,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,4062.0632911392404,487.4475949367088,487.36435495689767,0.08323997981113962,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,baseline_AsymBV_alpha0p5_v2,0.5,baseline,0.1,0.2,0.0143,4101.0,492.11999999999995,492.0302613562896,0.08973864371034779,1025.0,4101.0,4764.281317077386,4918.440540933074,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1025.0,123.00000000000001,122.67888206032245,0.3211179396775634,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1063.9367088607596,127.67240506329115,127.34422125120594,0.3281838120852143,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1102.873417721519,132.34481012658227,132.01158930234553,0.33322082423674715,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1141.8101265822784,137.0172151898734,136.67776413843197,0.3394510514414435,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1180.746835443038,141.68962025316458,141.34486523058703,0.3447550225775444,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1219.6835443037976,146.36202531645574,146.01140423043904,0.3506210860167016,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1258.620253164557,151.03443037974685,150.67595738717034,0.3584729925765089,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1297.5569620253164,155.706835443038,155.34113948526016,0.3656959577778309,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1336.493670886076,160.37924050632913,160.00703674393472,0.3722037623944061,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1375.4303797468356,165.05164556962026,164.6737094313977,0.3779361382225659,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1414.367088607595,169.72405063291137,169.33709651973848,0.38695411317289086,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1453.3037974683543,174.39645569620254,174.00110572161313,0.3953499745894078,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1492.240506329114,179.0688607594937,178.6646903225606,0.40417043693310006,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1531.1772151898736,183.74126582278484,183.33059102077,0.41067480201485296,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1570.113924050633,188.41367088607595,187.99587122603478,0.41779966004116886,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1609.0506329113923,193.08607594936709,192.6624063926356,0.42366955673148254,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1647.987341772152,197.75848101265825,197.33005880023933,0.42842221241892275,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1686.9240506329115,202.43088607594936,201.995809697371,0.43507637857837267,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1725.860759493671,207.10329113924053,206.66147378126678,0.441817357973747,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1764.7974683544303,211.77569620253163,211.3278495128546,0.44784668967702146,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1803.73417721519,216.44810126582283,215.99411758580484,0.45398368001798417,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1842.6708860759495,221.12050632911397,220.66018626895112,0.460320060162843,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1881.607594936709,225.7929113924051,225.325543973947,0.46736741845811025,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1920.5443037974683,230.4653164556962,229.9910942991401,0.47422215655612376,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1959.4810126582279,235.13772151898738,234.6583947616605,0.4793267573268736,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,1998.4177215189875,239.81012658227849,239.32480736538704,0.4853192168914404,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2037.3544303797469,244.48253164556962,243.99219539844455,0.4903362471250716,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2076.2911392405063,249.1549367088607,248.6578044888712,0.49713221998950985,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2115.227848101266,253.8273417721519,253.32243487237824,0.5049068997736583,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2154.1645569620255,258.49974683544303,257.9896128898687,0.5101339455743528,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2193.1012658227846,263.1721518987341,262.65611880603416,0.5160330926999563,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2232.0379746835442,267.84455696202525,267.32149445878304,0.5230625032422154,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2270.974683544304,272.5169620253165,271.98863861331193,0.5283234120045677,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2309.9113924050635,277.1893670886076,276.65691518604336,0.5324519025642189,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2348.848101265823,281.8617721518987,281.32463233386073,0.5371398180379856,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2387.784810126582,286.5341772151898,285.99105994011535,0.5431172750744508,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2426.721518987342,291.20658227848094,290.6574230481479,0.5491592303330322,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2465.6582278481014,295.87898734177213,295.3230553259825,0.5559320157896082,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2504.5949367088606,300.5513924050632,299.99048814902807,0.560904256035144,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
0.1+0.2C 1τ,asymBV_alpha_up_v2,0.6,alpha_up,0.1,0.2,0.0143,2543.53164556962,305.22379746835435,304.6572115136254,0.5665859547289642,1025.0,4101.0,4724.2993957530225,4912.451565459389,ok
