param_set,anchor_label,Q_nom_Ah,tau95_eq_s,T_period_s,f_anchor_Hz,Q_sinusoidal_ripple_amp_Ah,rel_ripple_pct_window,q_lo_full_Ah,q_lo_stable_added_Ah,q_hi_Ah,stable_window_definition,n_grid,n_valid,t_end_DC_s,t_end_DCAC_s,event_shift_s,Q_to_Vmax_DC_Ah,Q_to_Vmax_DCAC_Ah,Q_to_Vmax_shift_Ah,Q_to_Vmax_shift_pct,full_n,full_status,full_mean_s,full_median_s,full_area_sAh,full_min_s,full_max_s,full_range_s,full_frac_positive,full_frac_above_thr,full_frac_below_thr,full_n_cross,full_mean_early_s,full_mean_mid_s,full_mean_late_s,full_t_dc_avg_s,full_rel_signal_pct,full_class_mean,full_sign_topology,stable_n,stable_status,stable_mean_s,stable_median_s,stable_area_sAh,stable_min_s,stable_max_s,stable_range_s,stable_frac_positive,stable_frac_above_thr,stable_frac_below_thr,stable_n_cross,stable_mean_early_s,stable_mean_mid_s,stable_mean_late_s,stable_t_dc_avg_s,stable_rel_signal_pct,stable_class_mean,stable_sign_topology
Ai2020,Route2_AC0p5C_10tau_native,2.28,37.04603411316819,2327.6709722915,0.0004296139840656,0.11731244135837493,5.908455754051573,0.11399999999999999,0.45599999999999996,2.0995008862160116,Q_net >= 0.20*Q_nom from sim start (SOC0=0.05); NOT absolute SOC,80,80,18097.74423013782,17988.392588000035,109.35164213778626,2.2923809358174596,2.1451008862160115,-0.14728004960144814,-6.4247633235934405,80,OK,-635.4907606698075,-601.0143812301643,-1250.3940734770267,-1443.3554490517345,-0.7990117363206082,1442.5564373154139,0.0,0.0,0.875,0,-652.7087542635544,-616.4651598692164,-637.1692530761629,8737.503498221096,-7.273138841079602,negative,negative_only,66,OK,-626.6468138609139,-563.7349932605741,-1016.1204829966878,-1443.3554490517345,-0.7990117363206082,1442.5564373154139,0.0,0.0,0.8636363636363636,0,-602.7346231382774,-647.4425606967071,-629.763257747757,10126.428168791927,-6.188231461436143,negative,negative_only
Chen2020,Route2_AC0p5C_10tau_native,5.0,39.04888331734019,2453.513699213217,0.0004075787309933,0.2711728008149063,8.024811231091245,0.25,1.0,3.6291798087944698,Q_net >= 0.20*Q_nom from sim start (SOC0=0.05); NOT absolute SOC,80,80,16659.71567625351,14192.044694631228,2467.670981622281,4.627698798959308,3.72917980879447,-0.8985189901648383,-19.41610785833555,80,OK,-682.1382262427397,-662.4690095894622,-2292.02502671012,-1485.4782297206598,-0.03681263483576913,1485.441417085824,0.0,0.0,0.875,0,-608.3083661287666,-780.2780566972094,-659.5646823551358,6982.523655830046,-9.769221843927298,negative,negative_only,62,OK,-672.2122447480428,-612.0228085564513,-1745.3402427611113,-1478.4627790044105,-0.03681263483576913,1478.4259663695748,0.0,0.0,0.8709677419354839,0,-661.2262936389503,-574.7202721431684,-770.8285390334672,8368.415121715372,-8.032730630244496,negative,negative_only
Ecker2015,Route2_AC0p5C_10tau_native,0.15625,16.349925670057466,1027.2961274359038,0.0009734291537689,0.0035481609527036836,2.429741611519066,0.0078125,0.03125,0.1538428818267073,Q_net >= 0.20*Q_nom from sim start (SOC0=0.05); NOT absolute SOC,80,80,18535.598918266547,18309.79931817739,225.79960008915805,0.1608992961655082,0.1569678818267073,-0.003931414338800898,-2.443400581912347,80,OK,-290.4896181670957,-280.6798846369377,-42.467561864322896,-638.6970602092915,-0.08886737216926122,638.6081928371223,0.0,0.0,0.825,0,-279.37240269861434,-300.7223137799376,-291.3109580330465,9311.34999321834,-3.1197368628465867,negative,negative_only,67,OK,-287.65272784857154,-267.53014057165274,-34.94906622136441,-638.6970602092915,-0.08886737216926122,638.6081928371223,0.0,0.0,0.835820895522388,0,-264.0623158533131,-315.50933030912415,-283.5720239252467,10695.496194634019,-2.6894752951516945,negative,negative_only
Marquis2019,Route2_AC0p5C_10tau_native,0.680616,41.71934892290287,2621.3040017748267,0.0003814895179357,0.03943730053682021,5.325151402021126,0.0340308,0.1361232,0.7746163262979386,Q_net >= 0.20*Q_nom from sim start (SOC0=0.05); NOT absolute SOC,80,80,21392.539258209235,22615.11757694472,-1222.5783187354864,0.8088946944314095,0.7882286462979387,-0.020666048133470838,-2.5548502513046523,80,OK,-714.3949348012202,-695.2310643955079,-529.8033965984866,-1607.3961139396915,-0.663551693163754,1606.7325622465278,0.0,0.0,0.9,0,-738.2287008396286,-687.7686717965199,-716.9879676984912,10692.995957605226,-6.680961422164552,negative,negative_only,69,OK,-714.573143629456,-683.4884397615278,-456.6049970454288,-1607.3961139396915,-1.289697078149402,1606.1064168615421,0.0,0.0,0.8985507246376812,0,-765.301295020502,-692.5986899168896,-685.8194459509767,12056.577673221145,-5.926832331670652,negative,negative_only
Mohtat2020,Route2_AC0p5C_10tau_native,5.0,30.03606189856617,1887.2214280661497,0.0005298795282463,0.2085837631844955,5.072775482834837,0.25,1.0,4.361827221415522,Q_net >= 0.20*Q_nom from sim start (SOC0=0.05); NOT absolute SOC,80,80,16706.235631020536,16599.83934992361,106.39628109692421,4.640621008616815,4.461827221415522,-0.17879378720129324,-3.8527987282155673,80,OK,-537.0217569542058,-503.1584584207585,-2200.265657655361,-1168.5980593847362,-7.603396076437093,1160.994663308299,0.0,0.0,0.875,0,-482.66148164658415,-624.0113481609066,-506.72310647648936,8301.28899854794,-6.469136986414298,negative,negative_only,65,OK,-552.5277909199602,-517.3703419447193,-1848.3356080918054,-1168.5980593847362,-11.409070894735578,1157.1889884900006,0.0,0.0,0.8615384615384616,0,-527.5753781088036,-599.3423440054402,-532.5667063216652,9706.597036246916,-5.692291426714019,negative,negative_only
NCA_Kim2011,Route2_AC0p5C_10tau_native,0.43,36.044609511082186,2264.749608830762,0.000441549916203,0.02152664179134256,5.125612594844577,0.021500000000000002,0.08600000000000001,0.4414818342298128,Q_net >= 0.20*Q_nom from sim start (SOC0=0.05); NOT absolute SOC,80,80,19099.365641785764,19795.17319186081,-695.8075500750456,0.4562626236648835,0.4500818342298128,-0.0061807894350707215,-1.3546560937698904,80,OK,-635.7023495011701,-609.8628758249738,-264.9464052912407,-1408.1692724722816,-0.04685805436747614,1408.1224144179141,0.0,0.0,0.8875,0,-601.4945486307565,-700.8269159419324,-606.9939243287037,9690.317460623983,-6.560180841177888,negative,negative_only,67,OK,-635.2610640917985,-596.0329572490673,-222.02333680219832,-1408.1692724722816,-0.04685805436747614,1408.1224144179141,0.0,0.0,0.8805970149253731,0,-638.4787114291695,-604.1535295971364,-661.9383474596423,11136.82539718236,-5.704148547148103,negative,negative_only
OKane2022,Route2_AC0p5C_10tau_native,5.0,40.05030791942619,2516.435062673768,0.0003973875641907,0.2781271383293705,8.30298084377788,0.25,1.0,3.599726364090007,Q_net >= 0.20*Q_nom from sim start (SOC0=0.05); NOT absolute SOC,80,80,16548.641554760092,14426.804090843034,2121.837463917058,4.596844876322248,3.699726364090007,-0.8971185122322405,-19.515962282155353,80,OK,-667.9343696424094,-635.4992333950565,-2215.8140614221684,-1525.439319492929,-0.14641217529242567,1525.2929073176365,0.0,0.0,0.875,0,-621.1728911919846,-763.265109525614,-622.8343411691136,6929.507455362012,-9.63898767618131,negative,negative_only,62,OK,-660.9154313921368,-609.5908107138509,-1691.0707618978806,-1525.439319492929,-0.14641217529242567,1525.2929073176365,0.0,0.0,0.8709677419354839,0,-707.8674244616741,-605.4557936361596,-668.6496538343547,8303.319280634369,-7.959653351323897,negative,negative_only
