policy_id,condition,n_time,min_U_NE_mV,fraction_time_below_50mV,fraction_time_below_0mV,max_c_e_range_molm3,max_neg_surface_sto_range,status
DC03,Chen2020_DFN_Day35_DC03,12159,37.28056183906979,0.21983715766099185,0.0,377.86842281485883,0.11671652965597157,ok
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,14711,0.5656856544375326,0.143701991706886,0.0,747.6848433551694,0.13327870236770345,ok
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,15500,-25.30820344967092,0.2201935483870968,0.03948387096774193,1054.0890622244815,0.1730201409414363,ok
sched_v1_day34,Chen2020_DFN_Day35_sched_v1_day34,15902,7.750469429029426,0.2231794742799648,0.0,747.6848433551694,0.13327870236770345,ok
sched_v2_conservative,Chen2020_DFN_Day35_sched_v2_conservative,15575,24.160262360136276,0.2251685393258427,0.0,747.6848433551694,0.13327870236770345,ok
sched_v3_early_derate,Chen2020_DFN_Day35_sched_v3_early_derate,15859,20.499176522101415,0.22050570653887383,0.0,747.6848433551694,0.13327870236770345,ok
sched_v4_aggressive,Chen2020_DFN_Day35_sched_v4_aggressive,16158,4.3566149127978635,0.21475430127491027,0.0,747.6848433551694,0.13384783723683102,ok
sched_v5_low_stress,Chen2020_DFN_Day35_sched_v5_low_stress,14982,16.256867294337823,0.20064076892270724,0.0,670.1783594757309,0.12445887232841446,ok
