protocol_pair,protocol_label_DCAC,file_name_DCAC,kappa,Q_label,Q_Ah,is_anchor,generalized_region,t_DC_s,t_DCAC_s,dt_raw_s,t_geom_DC_s,t_geom_DCAC_s,dt_geom_s,dt_resid_s,dt_geom_fit_s,dt_resid_fit_s,boundary_ordering_by_Q,boundary_ordering_by_time,protocol_mode_status_DCAC,geometry_phase_reference_status,geometry_phase_offset_rad,fit_status,I0_fit_A,A_fit_A,A_fit_ratio_to_expected,fit_rmse_A,continued_AC_after_Vmax_caveat,not_same_protocol_family_as_Day21A_Day22A
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.6700000000000002,False,G0_shared_pre_boundary,4421.099447025501,4418.41559769076,2.6838493347413532,4420.58823529389,4419.396721693619,1.1915136002708095,1.4923357344705437,26.728685703457813,-24.04483636871646,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.6800000000000002,False,G0_shared_pre_boundary,4447.571774141679,4434.108555518798,13.463218622880959,4447.058823529182,4435.6068191175,11.452004411681628,2.0112142111993307,27.81656178641788,-14.35334316353692,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.6900000000000002,False,G0_shared_pre_boundary,4474.0440922984,4474.347506608686,-0.30341431028591614,4473.5294117644735,4477.703491106974,-4.17407934250059,3.8706650322146743,36.997771690516856,-37.30118600080277,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.7000000000000002,False,G0_shared_pre_boundary,4500.5163137537675,4493.971774860796,6.544538892971104,4499.999999999765,4494.702252739318,5.297747260447068,1.2467916325240367,23.565057288391472,-17.020518395420368,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.7100000000000002,False,G0_shared_pre_boundary,4526.988555370838,4511.136305940577,15.852249430261509,4526.470588235057,4514.861299631931,11.609288603126515,4.2429608271349935,31.830053913119627,-15.977804482858119,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.72,False,G0_shared_pre_boundary,4553.46082421087,4553.236324939047,0.2244992718224239,4552.941176470348,4554.531458028679,-1.590281558330389,1.814780830152813,37.109433445407376,-36.88493417358495,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.73,False,G0_shared_pre_boundary,4579.9329889993705,4569.372053532701,10.560935466669434,4579.41176470564,4570.212101155242,9.199663550398327,1.3612719162711073,25.89435108865564,-15.333415621986205,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.74,False,G0_shared_pre_boundary,4606.405136122297,4594.839859006172,11.56527711612489,4605.882352940932,4609.077581744534,-3.1952288036018217,14.760505919726711,35.6603079752349,-24.09503085911001,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.75,False,G0_shared_pre_boundary,4632.877283037092,4629.448991693633,3.4282913434590228,4632.352941176224,4630.099487500035,2.2534536761886557,1.174837667270367,26.67081323889397,-23.242521895434948,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.76,False,G0_shared_pre_boundary,4659.34948717423,4645.237808626554,14.111678547675183,4658.823529411516,4646.842802354821,11.980727056694377,2.130951490980806,29.56886447925899,-15.457185931583808,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.77,False,G0_shared_pre_boundary,4685.821693130276,4686.48682734482,-0.6651342145441959,4685.2941176468075,4689.018447117574,-3.724329470766861,3.059195256222665,38.48610535241096,-39.151239566955155,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.78,False,G0_shared_pre_boundary,4712.29381540335,4704.924585696023,7.369229707326667,4711.764705882099,4705.397292932272,6.367412949827667,1.0018167574990002,24.94945295510206,-17.580223247775393,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.79,False,G0_shared_pre_boundary,4738.765944246742,4722.809516708139,15.956427538602838,4738.235294117391,4728.470004180719,9.765289936672161,6.191137601930677,33.592229847718954,-17.635802309116116,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.8,False,G0_shared_pre_boundary,4765.238017579687,4764.4714162887485,0.7666012909385245,4764.705882352683,4765.356458217966,-0.6505758652829172,1.4171771562214417,37.72543888327891,-36.95883759234039,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.81,False,G0_shared_pre_boundary,4791.710123910902,4780.36365942465,11.346464486252444,4791.176470587975,4781.083211137677,10.09325945029832,1.2532050359541245,27.564148228723752,-16.21768374247131,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.82,False,G0_shared_pre_boundary,4818.182092052385,4811.663210385454,6.51888166693152,4817.647058823267,4821.789726176587,-4.142667353319666,10.661549020251186,37.34745481430309,-30.82857314737157,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.83,False,G0_shared_pre_boundary,4844.654057702908,4840.454452627882,4.199605075025829,4844.117647058559,4840.7854473112075,3.3321997473512965,0.8674053276745326,27.016285468215756,-22.816680393189927,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.84,False,G0_shared_pre_boundary,4871.1260141411785,4856.430495243836,14.695518897342481,4870.588235293851,4858.316679839092,12.271555454758527,2.423963442583954,31.32727433544369,-16.63175543810121,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.85,False,G0_shared_pre_boundary,4897.598071946141,4898.304130042668,-0.7060580965262488,4897.0588235291425,4900.140798991696,-3.0819754625536007,2.375917366027352,39.924836669240904,-40.63089476576715,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.86,False,G0_shared_pre_boundary,4924.070204185205,4915.875819297225,8.19438488798005,4923.529411764434,4916.117984182269,7.411427582165743,0.7829573058143069,26.390807678428246,-18.196422790448196,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.87,False,G0_shared_pre_boundary,4950.5423416832145,4934.734063508503,15.808278174711631,4949.999999999726,4945.347745848198,4.6522541515278135,11.156024023183818,35.349681393906394,-19.541403219194763,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.8800000000000001,False,G0_shared_pre_boundary,4977.014314528755,4975.635809640335,1.3785048884201387,4976.470588235018,4976.122033005563,0.3485552294550871,1.0299496589650516,38.027399689186495,-36.64889480076636,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.8900000000000001,False,G0_shared_pre_boundary,5003.486259765697,4991.378822205393,12.107437560303879,5002.94117647031,4992.047585926246,10.893590544063954,1.2138470162399244,29.252971709888698,-17.14553414958482,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.9000000000000001,False,G0_shared_pre_boundary,5029.958220183902,5027.526531816413,2.431688367489187,5029.411764705602,5033.747260956433,-4.335496250831056,6.767184618320243,39.012607361596565,-36.58091899410738,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.9100000000000001,False,G0_shared_pre_boundary,5056.430184689067,5051.438173618457,4.992011070609806,5055.882352940894,5051.465348310424,4.417004630469819,0.5750064401399868,27.66516349045196,-22.673152419842154,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.9200000000000002,False,G0_shared_pre_boundary,5082.9021016929455,5067.70205459644,15.200047096505841,5082.352941176186,5070.1833398151075,12.169601361078094,3.0304457354277474,33.09021239447247,-17.890165297966632,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.9300000000000002,False,G0_shared_pre_boundary,5109.374012463946,5109.889024862874,-0.5150123989278654,5108.8235294114775,5111.124750015219,-2.3012206037419674,1.786208204814102,41.294997730136856,-41.81001012906472,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.9400000000000002,False,G0_shared_pre_boundary,5135.846020259131,5126.829997873307,9.016022385824726,5135.294117646769,5126.877399932079,8.416717714690094,0.5993046711346324,27.886783045479206,-18.87076065965448,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.9500000000000002,False,G0_shared_pre_boundary,5162.3179007820445,5147.052721503192,15.265179278852884,5161.764705882061,5162.9982125471215,-1.233506665060304,16.498685943913188,37.10083497576488,-21.835655696912,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.9600000000000002,False,G0_shared_pre_boundary,5188.789794280404,5186.746025737666,2.04376854273778,5188.235294117353,5186.847681887976,1.3876122293768276,0.6561563133609525,37.90729961021043,-35.86353106747265,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.97,False,G0_shared_pre_boundary,5215.261685907309,5202.425422147793,12.836263759515532,5214.705882352644,5203.139168242687,11.566714109956592,1.2695496495589396,30.9582522912242,-18.121988531708666,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.98,False,G0_shared_pre_boundary,5241.73371440969,5241.188477774224,0.5452366354656988,5241.176470587936,5245.289523558179,-4.113052970243189,4.658289605708887,40.65458230354125,-40.10934566807555,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,1.99,False,G0_shared_pre_boundary,5268.205725380868,5262.340342271384,5.865383109484355,5267.647058823228,5262.148988658303,5.498070164924684,0.36731294455967145,28.541135126312838,-22.675752016828483,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.0,False,G0_shared_pre_boundary,5294.6776795172045,5279.017293673184,15.660385844020311,5294.11764705852,5282.726150204973,11.391496853546414,4.268888990473897,34.85616192751877,-19.19577608349846,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.01,False,G0_shared_pre_boundary,5321.149636176285,5321.276079051746,-0.12644287546117994,5320.588235293826,5322.009336056742,-1.4211007629155574,1.2946578874543775,42.58759075716898,-42.71403363263016,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.02,False,G0_shared_pre_boundary,5347.621596035984,5337.726160870962,9.895435165021809,5347.058823529134,5337.68966313977,9.36916038936397,0.5262747756578392,29.43101028604542,-19.535575121023612,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.03,False,G0_shared_pre_boundary,5374.093662419527,5360.078246346591,14.015416072936205,5373.529411764436,5376.986909891472,-3.4574981270361604,17.472914199972365,38.8439590823682,-24.828543009431996,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.04,False,G0_shared_pre_boundary,5400.565668181362,5397.748927224273,2.8167409570887685,5399.999999999743,5397.547288324476,2.4527116752669826,0.36402928182178584,37.30406882802981,-34.487327870941044,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.05,False,G0_shared_pre_boundary,5427.037601273624,5413.45009194628,13.587509327344378,5426.47058823505,5414.413474021294,12.057114213755995,1.5303951135883835,32.67761816577786,-19.09010883843348,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.06,False,G0_shared_pre_boundary,5453.509579505947,5453.801471844567,-0.2918923386196184,5452.941176470358,5456.558019461942,-3.6168429915842353,3.324950652964617,42.26969371544055,-42.56158605406017,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.07,False,G0_shared_pre_boundary,5479.981560832095,5473.298239316133,6.683321515962234,5479.411764705665,5472.84916185375,6.562602851914562,0.12071866404767206,29.589624175815516,-22.90630265985328,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.08,False,G0_shared_pre_boundary,5506.4535719538535,5490.526278203827,15.927293750026365,5505.882352940973,5496.725187930976,9.157165009996788,6.770128740029577,36.623653689012826,-20.69635993898646,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.09,False,G0_shared_pre_boundary,5532.925546810878,5532.589824589905,0.33572222097245685,5532.352941176279,5532.820036111055,-0.4670949347755595,0.8028171557480164,43.77950061019965,-43.44377838922719,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.0999999999999996,False,G0_shared_pre_boundary,5559.397506084004,5548.7022176628725,10.695288421131409,5558.823529411587,5548.5749354213085,10.248593990278096,0.44669443085331295,31.009534946073472,-20.314246524942064,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.11,False,G0_shared_pre_boundary,5585.869376675677,5574.625289653324,11.244087022352687,5585.294117646894,5589.516802138828,-4.22268449193416,15.466771514286847,40.577446432017496,-29.33335940966481,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.1199999999999997,False,G0_shared_pre_boundary,5612.341356869991,5608.779896500539,3.5614603694521065,5611.764705882201,5608.2316871560215,3.533018726179762,0.028441643272344663,36.43367688088347,-32.87221651143136,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.13,False,G0_shared_pre_boundary,5638.813455720172,5624.587471483637,14.225984236534714,5638.2352941175095,5625.952990096136,12.28230402137342,1.9436802151612937,34.40900188429259,-20.18301764775788,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.1399999999999997,False,G0_shared_pre_boundary,5665.285571714249,5665.907008223342,-0.6214365090927458,5664.705882352816,5667.649865572882,-2.943983220066002,2.3225467109732563,43.85525814078483,-44.47669464987757,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.15,False,G0_shared_pre_boundary,5691.757761121529,5684.250339896858,7.507421224670907,5691.176470588124,5683.575917076217,7.600553511907492,-0.0931322872365854,30.760569521791695,-23.253148297120788,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
0.4C DC vs 0.4C+0.3C 1tau,0.4C+0.3C 1tau,DC0.4C+AC0.3C f=0.0143Hz.csv,0.7499999999999999,G0_grid,2.1599999999999997,False,G0_shared_pre_boundary,5718.229920498779,5702.209433133828,16.020487364951805,5717.647058823431,5714.392198241505,3.254860581925641,12.765626783026164,38.39128651342253,-22.370799148470724,DCAC_first,DCAC_first_by_time,possible_full_DCAC_after_Vmax,estimated_from_current_waveform,-1.0733026641093348,ok,1.3682764294001724,0.8695413317573739,0.8524915017229155,0.37550721449508984,True,True
