arm,param_set,t_s,V_V,I_A,Q_Ah,stage,Vmax_cutoff_V,I_cutoff_A,termination_method
DC_reference,Chen2020,0.0,3.157896704104518,-1.0,-0.0,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,10.0,3.17155750623896,-1.0,0.002777777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,20.0,3.1788665768314353,-1.0,0.005555555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,30.0,3.184502392204595,-1.0,0.008333333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,40.0,3.1892045659146984,-1.0,0.011111111111111112,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,50.0,3.193295489307089,-1.0,0.013888888888888888,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,60.0,3.196955784584789,-1.0,0.016666666666666666,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,70.0,3.2003008107312647,-1.0,0.019444444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,80.0,3.203406798956326,-1.0,0.022222222222222223,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,90.0,3.2063277275019564,-1.0,0.025,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,100.0,3.2091025228786956,-1.0,0.027777777777777776,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,110.0,3.2117594866686305,-1.0,0.030555555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,120.0,3.2143191074256956,-1.0,0.03333333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,130.0,3.216798699247587,-1.0,0.03611111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,140.0,3.219210018303005,-1.0,0.03888888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,150.0,3.221562959965979,-1.0,0.041666666666666664,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,160.0,3.2238650475980277,-1.0,0.044444444444444446,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,170.0,3.226122380799504,-1.0,0.04722222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,180.0,3.22834000028526,-1.0,0.05,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,190.0,3.2305220733114606,-1.0,0.05277777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,200.0,3.2326719947220406,-1.0,0.05555555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,210.0,3.2347925809277998,-1.0,0.058333333333333334,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,220.0,3.236886277063965,-1.0,0.06111111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,230.0,3.2389548798606427,-1.0,0.06388888888888888,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,240.0,3.2410010470499415,-1.0,0.06666666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,250.0,3.243026013684067,-1.0,0.06944444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,260.0,3.2450311882339076,-1.0,0.07222222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,270.0,3.247017897937268,-1.0,0.075,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,280.0,3.2489873820561472,-1.0,0.07777777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,290.0,3.250940779610644,-1.0,0.08055555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,300.0,3.252879095292678,-1.0,0.08333333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,310.0,3.2548032930003807,-1.0,0.08611111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,320.0,3.2567142864611256,-1.0,0.08888888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,330.0,3.2586129265212085,-1.0,0.09166666666666666,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,340.0,3.260500074911649,-1.0,0.09444444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,350.0,3.2623764295663014,-1.0,0.09722222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,360.0,3.2642427010911303,-1.0,0.1,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,370.0,3.266099596131301,-1.0,0.10277777777777777,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,380.0,3.2679477770343226,-1.0,0.10555555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,390.0,3.2697878905691162,-1.0,0.10833333333333334,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,400.0,3.271620565893882,-1.0,0.1111111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,410.0,3.2734464152920326,-1.0,0.11388888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,420.0,3.275265988428485,-1.0,0.11666666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,430.0,3.2770799005868234,-1.0,0.11944444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,440.0,3.278888659313465,-1.0,0.12222222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,450.0,3.2806925305355845,-1.0,0.125,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,460.0,3.2824924181979993,-1.0,0.12777777777777777,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,470.0,3.2842887711170974,-1.0,0.13055555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,480.0,3.2860819515735527,-1.0,0.13333333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,490.0,3.2878723653133974,-1.0,0.1361111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,500.0,3.2896604454886713,-1.0,0.1388888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,510.0,3.2914466116238055,-1.0,0.14166666666666666,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,520.0,3.2932312933026657,-1.0,0.14444444444444443,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,530.0,3.2950148481294383,-1.0,0.14722222222222223,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,540.0,3.2967976549357925,-1.0,0.15,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,550.0,3.2985800197420923,-1.0,0.1527777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,560.0,3.300362142226149,-1.0,0.15555555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,570.0,3.302144536932754,-1.0,0.15833333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,580.0,3.3039275774562027,-1.0,0.16111111111111112,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,590.0,3.3057114218267896,-1.0,0.1638888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,600.0,3.307496301572341,-1.0,0.16666666666666666,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,610.0,3.309282470161657,-1.0,0.16944444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,620.0,3.3110701908502476,-1.0,0.17222222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,630.0,3.3128596034440934,-1.0,0.175,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,640.0,3.314650892409511,-1.0,0.17777777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,650.0,3.3164442677075123,-1.0,0.18055555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,660.0,3.3182398728793414,-1.0,0.18333333333333332,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,670.0,3.3200377235245275,-1.0,0.18611111111111112,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,680.0,3.3218380153176064,-1.0,0.18888888888888888,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,690.0,3.323640981285451,-1.0,0.19166666666666668,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,700.0,3.325446573433339,-1.0,0.19444444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,710.0,3.327254848078931,-1.0,0.19722222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,720.0,3.329065837767936,-1.0,0.2,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,730.0,3.3308795617174347,-1.0,0.20277777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,740.0,3.3326960069789644,-1.0,0.20555555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,750.0,3.33451517344049,-1.0,0.20833333333333334,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,760.0,3.3363370530376297,-1.0,0.2111111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,770.0,3.338161471333338,-1.0,0.21388888888888888,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,780.0,3.3399883508726154,-1.0,0.21666666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,790.0,3.3418175843639335,-1.0,0.21944444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,800.0,3.3436492361690013,-1.0,0.2222222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,810.0,3.3454830501406345,-1.0,0.225,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,820.0,3.3473189064737308,-1.0,0.22777777777777777,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,830.0,3.3491566448333243,-1.0,0.23055555555555557,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,840.0,3.350995981202513,-1.0,0.23333333333333334,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,850.0,3.352836817462515,-1.0,0.2361111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,860.0,3.3546789276231426,-1.0,0.2388888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,870.0,3.356521992728438,-1.0,0.24166666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,880.0,3.3583658180589575,-1.0,0.24444444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,890.0,3.3602100570134166,-1.0,0.24722222222222223,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,900.0,3.362054407667795,-1.0,0.25,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,910.0,3.363898640512317,-1.0,0.25277777777777777,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,920.0,3.3657425619378674,-1.0,0.25555555555555554,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,930.0,3.367585855932349,-1.0,0.25833333333333336,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,940.0,3.369428096448817,-1.0,0.2611111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,950.0,3.3712689080327753,-1.0,0.2638888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,960.0,3.3731079467442138,-1.0,0.26666666666666666,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,970.0,3.3749448724151856,-1.0,0.26944444444444443,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,980.0,3.376779329217836,-1.0,0.2722222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,990.0,3.3786108926903937,-1.0,0.275,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1000.0,3.380439067888389,-1.0,0.2777777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1010.0,3.3822637212814977,-1.0,0.28055555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1020.0,3.384084269032652,-1.0,0.2833333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1030.0,3.385900375001749,-1.0,0.2861111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1040.0,3.3877115475571253,-1.0,0.28888888888888886,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1050.0,3.389517538299236,-1.0,0.2916666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1060.0,3.391317785358308,-1.0,0.29444444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1070.0,3.393111907781729,-1.0,0.2972222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1080.0,3.394899559752765,-1.0,0.3,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1090.0,3.396680237254082,-1.0,0.30277777777777776,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1100.0,3.398453439216296,-1.0,0.3055555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1110.0,3.400218876416542,-1.0,0.30833333333333335,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1120.0,3.4019761727008557,-1.0,0.3111111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1130.0,3.403724900192351,-1.0,0.3138888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1140.0,3.4054646309756946,-1.0,0.31666666666666665,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1150.0,3.4071949980520193,-1.0,0.3194444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1160.0,3.408915592664026,-1.0,0.32222222222222224,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1170.0,3.410626043922311,-1.0,0.325,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1180.0,3.4123259843863845,-1.0,0.3277777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1190.0,3.414015037289294,-1.0,0.33055555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1200.0,3.4156928368731956,-1.0,0.3333333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1210.0,3.4173590685379853,-1.0,0.33611111111111114,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1220.0,3.4190133722881155,-1.0,0.3388888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1230.0,3.4206554400242704,-1.0,0.3416666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1240.0,3.4222849665125987,-1.0,0.34444444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1250.0,3.4239016470441355,-1.0,0.3472222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1260.0,3.4255051781829335,-1.0,0.35,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1270.0,3.427095291251342,-1.0,0.3527777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1280.0,3.428671719533148,-1.0,0.35555555555555557,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1290.0,3.430234229641644,-1.0,0.35833333333333334,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1300.0,3.4317825662568606,-1.0,0.3611111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1310.0,3.433316481701962,-1.0,0.3638888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1320.0,3.4348357943103602,-1.0,0.36666666666666664,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1330.0,3.436340314696661,-1.0,0.36944444444444446,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1340.0,3.43782985551896,-1.0,0.37222222222222223,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1350.0,3.439304252994162,-1.0,0.375,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1360.0,3.440763325516513,-1.0,0.37777777777777777,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1370.0,3.4422070060301984,-1.0,0.38055555555555554,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1380.0,3.443635058630939,-1.0,0.38333333333333336,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1390.0,3.4450475092809763,-1.0,0.3861111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1400.0,3.4464441095672327,-1.0,0.3888888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1410.0,3.447824908344619,-1.0,0.39166666666666666,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1420.0,3.449189732182277,-1.0,0.39444444444444443,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1430.0,3.4505386104734956,-1.0,0.3972222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1440.0,3.451871419578154,-1.0,0.4,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1450.0,3.453188171851288,-1.0,0.4027777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1460.0,3.454488844715084,-1.0,0.40555555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1470.0,3.4557734340164576,-1.0,0.4083333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1480.0,3.4570419414594427,-1.0,0.4111111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1490.0,3.4582943948484495,-1.0,0.41388888888888886,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1500.0,3.459530801779302,-1.0,0.4166666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1510.0,3.4607512773303144,-1.0,0.41944444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1520.0,3.4619558279020355,-1.0,0.4222222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1530.0,3.4631444354940966,-1.0,0.425,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1540.0,3.464317100106498,-1.0,0.42777777777777776,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1550.0,3.4654741570617897,-1.0,0.4305555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1560.0,3.4666155890413357,-1.0,0.43333333333333335,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1570.0,3.4677414855022204,-1.0,0.4361111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1580.0,3.4688519702422016,-1.0,0.4388888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1590.0,3.4699471416908025,-1.0,0.44166666666666665,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1600.0,3.4710271225529663,-1.0,0.4444444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1610.0,3.4720920525686236,-1.0,0.44722222222222224,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1620.0,3.4731420504001047,-1.0,0.45,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1630.0,3.474177292080885,-1.0,0.4527777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1640.0,3.475197878990287,-1.0,0.45555555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1650.0,3.476203977327793,-1.0,0.4583333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1660.0,3.4771957824853397,-1.0,0.46111111111111114,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1670.0,3.4781735445051503,-1.0,0.4638888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1680.0,3.4791372982961013,-1.0,0.4666666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1690.0,3.4800872819521533,-1.0,0.46944444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1700.0,3.4810236820785576,-1.0,0.4722222222222222,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1710.0,3.481946600630341,-1.0,0.475,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1720.0,3.48285636642745,-1.0,0.4777777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1730.0,3.483752970354997,-1.0,0.48055555555555557,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1740.0,3.4846368541038757,-1.0,0.48333333333333334,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1750.0,3.4855079208730366,-1.0,0.4861111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1760.0,3.486366563626863,-1.0,0.4888888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1770.0,3.4872129697591094,-1.0,0.49166666666666664,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1780.0,3.488047440372993,-1.0,0.49444444444444446,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1790.0,3.488869976972544,-1.0,0.49722222222222223,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1800.0,3.4896808575479,-1.0,0.5,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1810.0,3.490480290499348,-1.0,0.5027777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1820.0,3.4912684740118243,-1.0,0.5055555555555555,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1830.0,3.4920456271164158,-1.0,0.5083333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1840.0,3.4928119461426794,-1.0,0.5111111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1850.0,3.4935676369171835,-1.0,0.5138888888888888,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1860.0,3.494312904305379,-1.0,0.5166666666666667,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1870.0,3.495047953422806,-1.0,0.5194444444444445,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1880.0,3.495772899408668,-1.0,0.5222222222222223,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1890.0,3.4964882092113294,-1.0,0.525,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1900.0,3.4971938190638565,-1.0,0.5277777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1910.0,3.497890013199319,-1.0,0.5305555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1920.0,3.498576996058085,-1.0,0.5333333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1930.0,3.4992549686090477,-1.0,0.5361111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1940.0,3.4999241232551404,-1.0,0.5388888888888889,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1950.0,3.5005846589731853,-1.0,0.5416666666666666,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1960.0,3.5012367657573575,-1.0,0.5444444444444444,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1970.0,3.501880636389478,-1.0,0.5472222222222223,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1980.0,3.5025164649140397,-1.0,0.55,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,1990.0,3.503144355702102,-1.0,0.5527777777777778,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,2000.0,3.50376473376296,-1.0,0.5555555555555556,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,2010.0,3.5043775418838328,-1.0,0.5583333333333333,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
DC_reference,Chen2020,2020.0,3.504983038722748,-1.0,0.5611111111111111,CC_until_Vmax,4.2,0.0735294117647058,CustomTermination
