t_s,V_terminal_V,I_py_A,I_charge_A,Q_net_Ah,t_rel_s,V_fit_V,qfrac_target
10157.28602963118,4.037076268612154,0.0,-0.0,3.8314589937762205,661.8128639120405,4.037052153694425,0.85
10158.242605097073,4.037072957009419,0.0,-0.0,3.8314589937762205,662.7694393779348,4.037049050710855,0.85
10158.408964700538,4.037072381989899,0.0,-0.0,3.8314589937762205,662.9357989813998,4.037048512142902,0.85
10158.646029056477,4.037071563315283,0.0,-0.0,3.8314589937762205,663.1728633373386,4.0370477452278255,0.85
10158.883093412416,4.037070745226762,0.0,-0.0,3.8314589937762205,663.4099276932775,4.037046978959212,0.85
10159.357222124292,4.03706911047094,0.0,-0.0,3.8314589937762205,663.8840564051534,4.037045448359189,0.85
10160.305479548044,4.037065848099602,0.0,-0.0,3.8314589937762205,664.8323138289052,4.037042394892739,0.85
10160.488475235788,4.037065219523791,0.0,-0.0,3.8314589937762205,665.0153095166497,4.037041806816369,0.85
10160.723460081192,4.037064413108157,0.0,-0.0,3.8314589937762205,665.250294362053,4.037041052228416,0.85
10160.958444926595,4.037063607264027,0.0,-0.0,3.8314589937762205,665.4852792074562,4.037040298270957,0.85
10161.428414617401,4.037061996964218,0.0,-0.0,3.8314589937762205,665.9552488982627,4.037038792245412,0.85
10162.368353999012,4.037058783333293,0.0,-0.0,3.8314589937762205,666.8951882798738,4.037035787737096,0.85
10162.56798577104,4.03705810188948,0.0,-0.0,3.8314589937762205,667.0948200519015,4.037035150908174,0.85
10162.800891105908,4.0370573076090945,0.0,-0.0,3.8314589937762205,667.3277253867691,4.03703440850735,0.85
10163.033796440775,4.037056513887729,0.0,-0.0,3.8314589937762205,667.5606307216367,4.037033666721347,0.85
10163.49960711051,4.03705492779841,0.0,-0.0,3.8314589937762205,668.0264413913719,4.0370321849917765,0.85
10164.431228449981,4.037051762422221,0.0,-0.0,3.8314589937762205,668.9580627308424,4.037029228888143,0.85
10164.64749630629,4.03705102879316,0.0,-0.0,3.8314589937762205,669.1743305871514,4.037028544054108,0.85
10164.878322130622,4.037050246527066,0.0,-0.0,3.8314589937762205,669.4051564114834,4.0370278137018065,0.85
10165.109147954954,4.037049464806447,0.0,-0.0,3.8314589937762205,669.6359822358154,4.037027083948953,0.85
10165.570799603618,4.037047902685147,0.0,-0.0,3.8314589937762205,670.0976338844794,4.037025626239618,0.85
10166.494102900948,4.037044785081555,0.0,-0.0,3.8314589937762205,671.0209371818091,4.037022717992694,0.85
10166.727006841542,4.037043999943197,0.0,-0.0,3.8314589937762205,671.2538411224032,4.037021985892639,0.85
10166.955753155338,4.037043229570845,0.0,-0.0,3.8314589937762205,671.4825874361995,4.03702126745164,0.85
10167.184499469135,4.037042459730083,0.0,-0.0,3.8314589937762205,671.7113337499959,4.037020549595002,0.85
10167.64199209673,4.03704092133754,0.0,-0.0,3.8314589937762205,672.1688263775904,4.037019115632904,0.85
10168.556977351918,4.0370378510285985,0.0,-0.0,3.8314589937762205,673.0838116327795,4.037016254700151,0.85
10168.806517376792,4.037037015049137,0.0,-0.0,3.8314589937762205,673.3333516576531,4.0370154760649015,0.85
10169.033184180054,4.03703625645095,0.0,-0.0,3.8314589937762205,673.5600184609157,4.0370147693993506,0.85
10169.259850983317,4.037035498370653,0.0,-0.0,3.8314589937762205,673.7866852641782,4.037014063303358,0.85
10169.71318458984,4.037033983469388,0.0,-0.0,3.8314589937762205,674.2400188707015,4.037012652818217,0.85
10170.619851802887,4.037030959981745,0.0,-0.0,3.8314589937762205,675.1466860837481,4.037009838662476,0.85
10170.886027912044,4.037030073823766,0.0,-0.0,3.8314589937762205,675.4128621929049,4.037009014214677,0.85
10171.11061520477,4.037029326880711,0.0,-0.0,3.8314589937762205,675.6374494856318,4.037008319190074,0.85
10171.335202497497,4.037028580444039,0.0,-0.0,3.8314589937762205,675.8620367783587,4.03700762472051,0.85
10171.784377082951,4.037027088795913,0.0,-0.0,3.8314589937762205,676.3112113638126,4.037006237444731,0.85
10172.682726253857,4.03702411166201,0.0,-0.0,3.8314589937762205,677.2095605347185,4.037003469534174,0.85
10172.965538447294,4.037023175981039,0.0,-0.0,3.8314589937762205,677.4923727281548,4.037002599988369,0.85
10173.188046229485,4.037022440576614,0.0,-0.0,3.8314589937762205,677.7148805103461,4.037001916471557,0.85
10173.410554011676,4.037021705665178,0.0,-0.0,3.8314589937762205,677.9373882925374,4.037001233495544,0.85
10173.855569576059,4.03702023703838,0.0,-0.0,3.8314589937762205,678.3824038569201,4.036999869164199,0.85
10174.745600704824,4.037017305792349,0.0,-0.0,3.8314589937762205,679.2724349856853,4.036997146972279,0.85
10175.045048982545,4.037016321238264,0.0,-0.0,3.8314589937762205,679.5718832634066,4.03699623303499,0.85
10175.265477254201,4.037015597255637,0.0,-0.0,3.8314589937762205,679.7923115350623,4.036995560894143,0.85
10175.485905525857,4.037014873753362,0.0,-0.0,3.8314589937762205,680.012739806718,4.036994889280126,0.85
10175.926762069168,4.037013427915876,0.0,-0.0,3.8314589937762205,680.4535963500293,4.036993547630927,0.85
10176.808475155793,4.037010542097605,0.0,-0.0,3.8314589937762205,681.3353094366539,4.036990870636331,0.85
10177.124559517795,4.03700950931311,0.0,-0.0,3.8314589937762205,681.6513937986565,4.036989913006136,0.85
10177.342908278915,4.037008796637306,0.0,-0.0,3.8314589937762205,681.8697425597766,4.036989252110746,0.85
10177.561257040035,4.037008084429583,0.0,-0.0,3.8314589937762205,682.0880913208966,4.036988591728486,0.85
10177.997954562277,4.037006661151258,0.0,-0.0,3.8314589937762205,682.5247888431386,4.0369872725017615,0.85
10178.871349606761,4.037003820305129,0.0,-0.0,3.8314589937762205,683.3981838876225,4.036984640188361,0.85
10179.204070053047,4.037002739927085,0.0,-0.0,3.8314589937762205,683.7309043339083,4.036983639555974,0.85
10179.420339303633,4.037002038443024,0.0,-0.0,3.8314589937762205,683.9471735844945,4.036982989776837,0.85
10179.63660855422,4.037001337415666,0.0,-0.0,3.8314589937762205,684.1634428350808,4.036982340497396,0.85
10180.06914705539,4.036999936469961,0.0,-0.0,3.8314589937762205,684.5959813362515,4.036981043436066,0.85
10180.934224057733,4.036997140143537,0.0,-0.0,3.8314589937762205,685.4610583385947,4.036978455292869,0.85
10181.283580588297,4.0369960128014615,0.0,-0.0,3.8314589937762205,685.8104148691582,4.036977412341218,0.85
10181.497770328348,4.036995322397173,0.0,-0.0,3.8314589937762205,686.0246046092088,4.036976773550424,0.85
10181.711960068398,4.036994632437494,0.0,-0.0,3.8314589937762205,686.2387943492595,4.036976135246154,0.85
10182.1403395485,4.036993253598657,0.0,-0.0,3.8314589937762205,686.6671738293608,4.036974860095704,0.85
10182.9970985087,4.036990501344311,0.0,-0.0,3.8314589937762205,687.5239327895615,4.036972315616808,0.85
10183.363091123549,4.03698932766196,0.0,-0.0,3.8314589937762205,687.88992540441,4.036971231021113,0.85
10183.575201353064,4.036988648224642,0.0,-0.0,3.8314589937762205,688.102035633925,4.0369706030920325,0.85
10183.787311582579,4.036987969221469,0.0,-0.0,3.8314589937762205,688.31414586344,4.036969975636564,0.85
10184.211532041609,4.036986612265055,0.0,-0.0,3.8314589937762205,688.73836632247,4.036968722145024,0.85
10185.059972959669,4.036983903639812,0.0,-0.0,3.8314589937762205,689.5868072405301,4.036966220829567,0.85
10185.4426016588,4.036982684235813,0.0,-0.0,3.8314589937762205,689.9694359396617,4.036965095257414,0.85
10185.65263237778,4.0369820156543135,0.0,-0.0,3.8314589937762205,690.1794666586411,4.0369644780646885,0.85
10185.86266309676,4.036981347495452,0.0,-0.0,3.8314589937762205,690.3894973776205,4.0369638613329135,0.85
10186.28272453472,4.0369800122023225,0.0,-0.0,3.8314589937762205,690.8095588155811,4.036962629250836,0.85
10187.12284741064,4.036977346764983,0.0,-0.0,3.8314589937762205,691.6496816915005,4.036960170602951,0.85
10187.52211219405,4.036976082250521,0.0,-0.0,3.8314589937762205,692.0489464749116,4.03695900471437,0.85
10187.730063402494,4.036975424415116,0.0,-0.0,3.8314589937762205,692.2568976833554,4.036958398133897,0.85
10187.938014610938,4.036974766991092,0.0,-0.0,3.8314589937762205,692.4648488917992,4.0369577920019655,0.85
10188.353917027827,4.036973453142023,0.0,-0.0,3.8314589937762205,692.8807513086886,4.036956581082396,0.85
10189.185721861606,4.036970830455909,0.0,-0.0,3.8314589937762205,693.7125561424673,4.036954164611166,0.85
10189.601622729302,4.036969521390681,0.0,-0.0,3.8314589937762205,694.1284570101634,4.036952959058704,0.85
10189.807494427212,4.036968874192873,0.0,-0.0,3.8314589937762205,694.3343287080734,4.036952362967629,0.85
