policy_id,condition,case_role,max_c_e_range_molm3,max_c_e_range_vs_DC,c_e_range_at_min_U_NE_molm3,c_e_range_at_min_vs_DC,max_neg_surface_sto_range,max_surface_range_vs_DC,neg_surface_sto_range_at_min_U_NE,surface_range_at_min_vs_DC,eta_n_at_min_U_NE_V,abs_eta_n_at_min_vs_DC,microstate_context_class
DC03,Chen2020_DFN_Day35_DC03,dc_reference,377.86842281485883,1.0,354.11854862261725,0.9371477668990665,0.11671652965597157,1.0,0.11671652965597157,1.0,-0.04531043975666531,1.0,dc_reference_context
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,747.6848433551694,1.9786909892746094,623.7327186682746,1.650661132311339,0.13327870236770345,1.1419008323889495,0.12683400687991409,1.0866841847831181,-0.07321158460629495,1.6157774013995374,transport_surface_stress
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1054.0890622244815,2.78956641672317,961.3940093992884,2.5442560196948105,0.1730201409414363,1.482396207730154,0.13326621568460062,1.1417938494008533,-0.09141658227888828,2.017561135354918,transport_surface_stress
sched_v1_day34,Chen2020_DFN_Day35_sched_v1_day34,scheduled_v1_day34_baseline,747.6848433551694,1.9786909892746094,693.577657768825,1.8355004437845068,0.13327870236770345,1.1419008323889495,0.08496026771174348,0.7279197553437252,-0.06952142017545634,1.5343355868716664,transport_surface_stress
sched_v2_conservative,Chen2020_DFN_Day35_sched_v2_conservative,scheduled_v2_conservative,747.6848433551694,1.9786909892746094,733.2190244804582,1.940408301435941,0.13327870236770345,1.1419008323889495,0.09408751428154627,0.8061198748701185,-0.06891482036589446,1.5209479478900194,transport_surface_stress
sched_v3_early_derate,Chen2020_DFN_Day35_sched_v3_early_derate,scheduled_v3_early_derate,747.6848433551694,1.9786909892746094,519.613456703727,1.3751174359396467,0.13327870236770345,1.1419008323889495,0.10398273739532571,0.8908998382818661,-0.05734168467657226,1.265529202199745,transport_surface_stress
sched_v4_aggressive,Chen2020_DFN_Day35_sched_v4_aggressive,scheduled_v4_aggressive,747.6848433551694,1.9786909892746094,678.9271552701197,1.7967290048016744,0.13384783723683102,1.1467770471873602,0.09445362739087482,0.8092566465888089,-0.07012471967160377,1.5476503880386243,transport_surface_stress
sched_v5_low_stress,Chen2020_DFN_Day35_sched_v5_low_stress,scheduled_v5_low_stress,670.1783594757309,1.773575983098468,623.7059032884405,1.650590167451046,0.12445887232841446,1.0663345859859257,0.07849371117666193,0.6725158073841511,-0.06326246366532906,1.3962006108321416,transport_surface_stress
