reference_protocol,protocol,Q_net_Ah,t_ref_min,t_protocol_min,Delta_t_Q_min
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.057066704384264234,3.357374280999005,3.292985226225186,0.06438905477381907
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.05869718165238607,3.4532981183023894,3.4012871919616976,0.05201092634069182
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.060327658920507905,3.549221664695469,3.5103166890495454,0.038904975645923656
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.06195813618862974,3.6451450108228007,3.619872799549341,0.0252722112734598
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.06358861345675157,3.7410685960915404,3.7285446058855443,0.01252399020599615
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.0652190907248734,3.8369923376588386,3.7638517091281507,0.07314062853068792
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.06684956799299524,3.9329158093238785,3.8716247505885097,0.061291058735368775
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.06848004526111708,4.028838534616933,3.9796717988564527,0.049166735760480584
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.07011052252923891,4.124762199705976,4.089275665684728,0.03548653402124824
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.07174099979736075,4.220685842019147,4.198876079406819,0.021809762612328143
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.07337147706548258,4.316609125433962,4.3066652959795,0.009943829454461373
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.07500195433360442,4.412532074821022,4.342834250209223,0.06969782461179896
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.07663243160172625,4.508455310706039,4.449416224704337,0.059039086001702046
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.07826290886984809,4.604378086502518,4.558652671774396,0.04572541472812208
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.07989338613796992,4.700300881283327,4.668205225800392,0.03209565548293458
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.08152386340609176,4.796223507274046,4.7770047104810445,0.019218796793001758
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.0831543406742136,4.892145994653396,4.82383217740686,0.06831381724653607
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.08478481794233543,4.9880689814872365,4.920991836939278,0.06707714454795877
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.08641529521045727,5.083991465582321,5.028173670528083,0.05581779505423867
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.0880457724785791,5.179913674689272,5.137601095708782,0.04231257898049012
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.08967624974670094,5.275835872271293,5.246793300227416,0.029042572043877612
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.09130672701482277,5.37175825428513,5.355684061615947,0.01607419266918253
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.09293720428294461,5.467680454178583,5.394395391722912,0.07328506245567112
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.09456768155106644,5.563603180525652,5.497921262238761,0.06568191828689063
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.09619815881918828,5.659525258670516,5.6071415713762125,0.052383687294303094
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.09782863608731011,5.755447297477584,5.716266509035233,0.0391807884423514
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.09945911335543195,5.851369416258523,5.825397765223758,0.025971651034764953
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.10108959062355378,5.9472909459113845,5.934713620938808,0.012577324972576243
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.10272006789167562,6.0432122461377835,5.971913145201147,0.0712991009366366
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.10435054515979746,6.13913392215001,6.077114003722282,0.062019918427727916
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.10598102242791929,6.235055428534178,6.185892885410841,0.04916254312333734
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.10761149969604113,6.3309768616668425,6.294860964943069,0.03611589672377313
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.10924197696416296,6.426898598707468,6.404297187558003,0.022601411149465456
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1108724542322848,6.522820483997338,6.5131292477993386,0.009691236197999054
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.11250293150040663,6.618741955144343,6.547513158402996,0.07122879674134719
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.11413340876852847,6.714664054038984,6.655914125300623,0.0587499287383606
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1157638860366503,6.810586073116706,6.7641851486228175,0.04640092449388877
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.11739436330477214,6.906508130073069,6.873733034177285,0.032775095895784645
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.11902484057289398,7.002429982061985,6.983325349389596,0.01910463267238871
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.12065531784101581,7.098351290128561,7.028431230926765,0.06992005920179611
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.12228579510913765,7.194272825266028,7.126566473093727,0.06770635217230048
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.12391627237725948,7.290194042435075,7.234065349198692,0.056128693236382254
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.12554674964538132,7.386114765756035,7.343067997173539,0.04304676858249579
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.12717722691350314,7.482035450264733,7.452673152526231,0.029362297738502185
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.128807704181625,7.5779561693556765,7.561481813600243,0.016474355755433656
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1304381814497468,7.673876960064562,7.59824142329005,0.07563553677451207
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.13206865871786866,7.7697981958468025,7.704987289930531,0.06481090591627137
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.13369913598599048,7.865719740491275,7.812459453545253,0.05326028694602147
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.13532961325411233,7.961641297985558,7.922018314446616,0.039622983538942336
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.13696009052223415,8.05756272312591,8.03145325072053,0.02610947240538053
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.138590567790356,8.15348357598701,8.139857801260357,0.013625774726653717
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.14022104505847782,8.249404286769582,8.17718645509933,0.07221783167025286
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.14185152232659967,8.345324440544688,8.282233028256483,0.06309141228820536
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1434819995947215,8.44124483345618,8.39144947745202,0.049795356004159075
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.14511247686284334,8.537165502755292,8.500817856862103,0.03634764589318884
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.14674295413096516,8.633086115393555,8.609778043426875,0.023308071966679833
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.148373431399087,8.729006840059675,8.718735003324214,0.010271836735460838
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.15000390866720884,8.824927540668895,8.75497767735967,0.06994986330922437
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.15163438593533068,8.92084804876562,8.861111575886778,0.05973647287884276
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1532648632034525,9.016768270693431,8.970225945284971,0.04654232540845982
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.15489534047157436,9.112688230887048,9.079271258811174,0.033416972075874796
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.15652581773969618,9.208608756632543,9.18848773616966,0.020121020462882555
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.15815629500781803,9.304529062168687,9.23054180212634,0.07398726004234746
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.15978677227593985,9.40044973148966,9.331124945125197,0.06932478636446326
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1614172495440617,9.496370279342578,9.439980378810226,0.056389900532352044
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.16304772681218352,9.592291138714051,9.548605475130346,0.04368566358370529
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.16467820408030537,9.688212050230007,9.657995277469428,0.030216772760578436
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1663086813484272,9.78413309975122,9.767496855439813,0.016636244311406756
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.16793915861654904,9.880053750766637,9.807874065551795,0.07217968521484153
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.16956963588467086,9.975973741531856,9.910222745647589,0.06575099588426703
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1712001131527927,10.071893961418779,10.018414571310899,0.05347939010787961
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.17283059042091453,10.167813832849086,10.127343654361958,0.040470178487128194
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.17446106768903638,10.263734225332314,10.236929490675898,0.026804734656415974
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1760915449571582,10.359654934011461,10.345776178420644,0.013878755590816638
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.17772202222528005,10.455575429766169,10.381227016170335,0.07434841359583366
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.17935249949340187,10.551495424229266,10.488849703443426,0.06264572078583974
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.18098297676152372,10.647415745024723,10.596660949002775,0.05075479602194832
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.18261345402964554,10.743335833694463,10.706271163955098,0.037064669739365286
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1842439312977674,10.839256128498386,10.815825311847096,0.023430816651289987
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.18587440856588922,10.935176317220067,10.923839597060258,0.011336720159809133
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.18750488583401106,11.031096836205041,10.96022654103242,0.07087029517262167
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.1891353631021329,11.127017424209681,11.066584575721965,0.06043284848771613
0.3C dc.csv,0.3+0.7 0.1tau.csv,0.19076584037025474,11.222937874279959,11.17562114949654,0.04731672478341942
