reference_protocol,protocol,Q_net_Ah,t_ref_min,t_protocol_min,Delta_t_Q_min
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.345143746200514,79.13438898193043,79.1199274098104,0.014461572120026744
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.346774223468636,79.23030943318304,79.2270263781084,0.003283055074632557
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3484047007367577,79.32623041017834,79.33602743102948,-0.009797020851138427
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3500351780048796,79.422151182099,79.44561143732959,-0.0234602552305887
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3516656552730015,79.51807199561301,79.55445495348118,-0.03638295786817025
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3532961325411232,79.6139925026169,79.5946729933975,0.019319509219400288
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3549266098092452,79.70991300592532,79.69821775341471,0.01169525251060577
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3565570870773669,79.80583313484102,79.80544226810353,0.00039086673749011425
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3581875643454888,79.90175306491071,79.91493865450965,-0.013185589598947445
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3598180416136105,79.99767296534128,80.02427432133042,-0.02660135598914337
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3614485188817325,80.09359336521993,80.13290479346915,-0.039311428249220626
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3630789961498542,80.1895135063591,80.1708829560126,0.01863055034650074
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.364709473417976,80.28543327149293,80.27515621881794,0.01027705267499357
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.366339950686098,80.38135328582813,80.38442338936325,-0.0030701035351228256
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3679704279542197,80.47727364936264,80.49363574774779,-0.016362098385144463
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3696009052223417,80.57319378180385,80.60267141437002,-0.029477632566170087
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3712313824904634,80.66911374731167,80.7117888331737,-0.042675085862029505
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3728618597585853,80.76503421157706,80.74844761741652,0.0165865941605432
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.374492337026707,80.86095431900158,80.8541542477624,0.0068000712391835805
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.376122814294829,80.95687451596558,80.96310483243691,-0.006230316471331321
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3777532915629507,81.05279480231354,81.07208913054583,-0.01929432823229149
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3793837688310726,81.14871496109541,81.18145841629274,-0.032743455197334015
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3810142460991945,81.24463541522555,81.29038926076166,-0.045753845536111726
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3826447233673163,81.3405556656818,81.3243586083257,0.016197057356109212
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3842752006354382,81.43647606794511,81.43299407850587,0.0034819894392370543
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.38590567790356,81.5323963234225,81.54143201866671,-0.009035695244207886
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3875361551716818,81.62831671833186,81.65090550294595,-0.02258878461408642
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3891666324398035,81.72423697537805,81.76045983195789,-0.03622285657984037
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3907971097079255,81.82015736097809,81.80271391126693,0.01744344971115197
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3924275869760474,81.9160780955373,81.90344453303277,0.012633562504532847
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3940580642441691,82.01199912276586,82.01133817322038,0.0006609495454767966
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.395688541512291,82.1079204096458,82.12025072481218,-0.012330315166380501
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3973190187804128,82.20384165941113,82.22985495817933,-0.026013298768205573
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.3989494960485347,82.29976298067864,82.33871164621195,-0.038948665533311555
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4005799733166564,82.39568373441534,82.37474413783929,0.020939596576056374
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4022104505847783,82.49160451044774,82.48198414810717,0.009620362340569955
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4038409278529,82.58752570020297,82.58958603224498,-0.0020603320420065074
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.405471405121022,82.68344699548011,82.6991702781077,-0.01572328262759015
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.407101882389144,82.77936846290294,82.8087149961482,-0.02934653324525982
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4087323596572656,82.87528963909406,82.91689042686902,-0.041600787774953574
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4103628369253876,82.97121052172895,82.95367512382948,0.01753539789946501
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4119933141935093,83.06713137940406,83.05948685601815,0.0076445233859061545
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4136237914616312,83.16305258249861,83.16856983907496,-0.005517256576354157
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.415254268729753,83.2589738426436,83.27799350140248,-0.019019658758878677
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4168847459978748,83.35489520691199,83.38690315704503,-0.03200795013303548
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4185152232659968,83.45081679644633,83.49568712041675,-0.04487032397041446
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4201457005341185,83.54673822228274,83.53161610048042,0.015122121802320976
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4217761778022404,83.64265917218141,83.63811896539133,0.0045402067900823795
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4234066550703621,83.73858077967594,83.74742902682148,-0.008848247145536448
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.425037132338484,83.8345020731648,83.85654713267887,-0.02204505951407043
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4266676096066058,83.93042351848844,83.96567483762439,-0.03525131913595203
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4282980868747277,84.02634446410416,84.00630289376593,0.02004157033822196
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4299285641428494,84.12226533153186,84.10811009840295,0.014155233128917644
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4315590414109713,84.21818601496827,84.21711020316222,0.001075811806046545
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4331895186790933,84.31410666985589,84.3259918325764,-0.011885162720517428
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.434819995947215,84.41002762585414,84.4352213865172,-0.025193760663057674
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.436450473215337,84.50594871603558,84.54464914151147,-0.03870042547589492
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4380809504834586,84.60187001848695,84.58372613717503,0.018143881311914356
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4397114277515806,84.69779113439209,84.68724795426861,0.010543180123477214
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4413419050197023,84.79371158569806,84.79574038493683,-0.0020287992387721943
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4429723822878242,84.8896324115572,84.90462492039832,-0.014992508841118024
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4446028595559461,84.9855524812004,85.01417242534589,-0.02861994414548974
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4462333368240678,85.08147279793566,85.12317764648573,-0.04170484855006862
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4478638140921898,85.17739244734842,85.15802958407457,0.01936286327385517
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4494942913603115,85.27331233599627,85.26603347143995,0.0072788645563122145
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4511247686284334,85.36923223319477,85.37395088310521,-0.004718649910444128
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4527552458965551,85.46515192072324,85.48355471767212,-0.0184027969488767
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.454385723164677,85.56107169015023,85.59315636552684,-0.032084675376609084
0.3C dc.csv,0.3+0.7 0.1tau.csv,1.4560162004327988,85.65699118145733,85.70103733558493,-0.04404615412759938
