variant_id,surface_form,protocol_id,condition,delta_t_raw_mean_s,delta_t_raw_min_s,delta_t_raw_max_s,delta_t_geom_mean_s,delta_t_resid_mean_s,resid_abs_mean_s,resid_max_abs_s,dt_resid_class
surface_form_algebraic,algebraic,fixed_AC0p38,Chen2020_DFN_Day36_surface_form_algebraic_fixed_AC0p38,69.34928442759414,-0.004034628551380592,137.96592271579266,69.35847505490149,-0.009190627307350496,0.009278497031825737,0.03526656159920094,geometry_dominated
surface_form_algebraic,algebraic,fixed_AC0p7,Chen2020_DFN_Day36_surface_form_algebraic_fixed_AC0p7,158.66124027901523,48.42992214176411,254.16564296183162,158.67734566894987,-0.016105389934650133,0.016105389934650133,0.047502787341727526,geometry_dominated
surface_form_algebraic,algebraic,sched_v2_conservative,Chen2020_DFN_Day36_surface_form_algebraic_sched_v2_conservative,65.68915238240476,-0.004034628551380592,137.96592271579266,65.69868715886953,-0.009534776464768129,0.00962264618924337,0.03526656159920094,geometry_dominated
surface_form_differential,differential,fixed_AC0p38,Chen2020_DFN_Day36_surface_form_differential_fixed_AC0p38,69.39133131764129,-0.0021503652505998616,137.96900107137753,69.3989909550586,-0.007659637417313547,0.007774876397713229,0.03323940063046393,geometry_dominated
surface_form_differential,differential,fixed_AC0p7,Chen2020_DFN_Day36_surface_form_differential_fixed_AC0p7,158.727476007757,48.56353865699748,254.16538564032044,158.7432537570386,-0.015777749281591015,0.015777749281591015,0.04473237894944759,geometry_dominated
surface_form_differential,differential,sched_v2_conservative,Chen2020_DFN_Day36_surface_form_differential_sched_v2_conservative,65.7239926151833,-0.0021503652505998616,137.96900107137753,65.73179987527313,-0.0078072600898252634,0.007922499070224943,0.03323940063046393,geometry_dominated
surface_form_false,false,fixed_AC0p38,Chen2020_DFN_Day36_surface_form_false_fixed_AC0p38,69.35065528421227,-0.012173282616458891,137.95346019234694,69.36353608981146,-0.012880805599183419,0.012948244713588224,0.04513282634252391,geometry_dominated
surface_form_false,false,fixed_AC0p7,Chen2020_DFN_Day36_surface_form_false_fixed_AC0p7,158.66534902126395,48.4389174145399,254.15932513260736,158.68556780196005,-0.0202187806960967,0.0202187806960967,0.0707415182105251,geometry_dominated
surface_form_false,false,sched_v2_conservative,Chen2020_DFN_Day36_surface_form_false_sched_v2_conservative,65.68908230737254,-0.012173282616458891,137.95346019234694,65.70282460300787,-0.01374229563532424,0.013809734749729045,0.04513282634252391,geometry_dominated
