param_set,chem_tag,tau_descriptor,tau2_biexp_s,ratio_native_over_label,f_label_0p1tau_Hz,f_native_0p1tau_Hz,T_native_0p1tau_s,f_label_1tau_Hz,f_native_1tau_Hz,T_native_1tau_s,f_label_10tau_Hz,f_native_10tau_Hz,T_native_10tau_s
Ecker2015,Kokam-Ecker Co-rich Mn-free,tau2_biexp,16.51765434839429,0.6720082504377536,0.14338283161432014,0.09635444581595029,10.378348311090202,0.014338283161432014,0.009635444581595029,103.78348311090201,0.0014338283161432013,0.000963544458159503,1037.8348311090201
Chen2020,LG M50 NMC811-Si,tau2_biexp,36.316532231592305,0.30564592261217993,0.14338283161432014,0.04382437785550572,22.818350172525463,0.014338283161432014,0.004382437785550572,228.18350172525462,0.0014338283161432013,0.0004382437785550571,2281.8350172525465
NCA_Kim2011,graphite/NCA,tau2_biexp,39.39195667694234,0.2817834130716656,0.14338283161432014,0.04040290366816304,24.75069634136189,0.014338283161432014,0.004040290366816304,247.50696341361893,0.0014338283161432013,0.0004040290366816305,2475.069634136189
Marquis2019,Kokam-Marquis LCO/graphite,tau2_biexp,43.44669740303815,0.2554854721644227,0.14338283161432014,0.03663223043525649,27.29836507682468,0.014338283161432014,0.00366322304352565,272.9836507682468,0.0014338283161432013,0.00036632230435256494,2729.836507682468
Mohtat2020,graphite/NMC532,tau2_biexp,43.93258267119451,0.2526598557402361,0.14338283161432014,0.036227085551300685,27.603655794610184,0.014338283161432014,0.0036227085551300687,276.0365579461018,0.0014338283161432013,0.00036227085551300683,2760.3655794610186
Ai2020,Enertech LCO/graphite,tau2_biexp,52.419262375868904,0.2117542196684908,0.14338283161432014,0.030361919622348972,32.93599391732512,0.014338283161432014,0.0030361919622348974,329.3599391732512,0.0014338283161432013,0.00030361919622348975,3293.599391732512
ORegan2022,LG M50 NMC811-Si,tau2_biexp,53.575426259434366,0.20718453916258567,0.14338283161432014,0.029706705891839536,33.66243310991614,0.014338283161432014,0.0029706705891839533,336.6243310991614,0.0014338283161432013,0.00029706705891839537,3366.2433109916137
OKane2022,LG M50 NMC811-Si,tau2_biexp,58.81775623543399,0.1887185215901342,0.14338283161432014,0.027058996003661653,36.95628617797493,0.014338283161432014,0.002705899600366165,369.5628617797493,0.0014338283161432013,0.0002705899600366165,3695.628617797493
