protocol_pair,Q_Ah,dt_raw_s,dt_geom_prescribed_s,dt_resid_prescribed_s,dt_geom_fitted_s,dt_resid_fitted_s,fit_status,I0_fit_A,A_fit_A,f_meta_Hz,f_fit_Hz,f_fit_rel_error_ppm,phi_fit_rad,fit_rmse_A
0.3C DC vs 0.3C+0.7C 10tau,1.24,520.1724831033903,512.2364535475831,7.936029555807181,519.792144040503,0.3803390628872876,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.25,109.37020535082866,113.34923058800176,-3.9790252371731185,109.11712081904716,0.2530845317814965,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.26,132.74790069529809,136.8675246112443,-4.119623915946249,132.4957097388451,0.25219095645297784,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.27,156.59547983306948,160.81872324910546,-4.223243416035984,156.34322736806917,0.2522524650003106,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.28,180.78713476678695,185.08536248743897,-4.298227720651994,180.5341393452245,0.2529954215624457,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.29,205.22458346292842,209.5725607611248,-4.347977298196383,204.96905548401446,0.2555279789139604,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.3,229.82211781717524,234.1996097482679,-4.377491931092663,229.56474941310807,0.2573684040671651,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.31,254.5076312835281,258.8944087665368,-4.3867774830087,254.24779821026823,0.2598330732598697,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.32,279.2124744612802,283.58858499350845,-4.376110532228267,278.94939498127496,0.2630794800052172,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.33,303.86801729459876,308.21380664305707,-4.345789348458311,303.60202968948397,0.2659876051147876,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.34,328.4050520833416,332.697829296334,-4.292777212992405,328.13530000967785,0.2697520736637671,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.35,352.74624291983037,356.95968422433816,-4.213441304507796,352.4720731586085,0.2741697612218559,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.36,376.80156678410185,380.90408060835216,-4.102513824250309,376.5228564252402,0.27871035886164464,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.37,400.4613263603569,404.4133518187336,-3.9520254583767382,400.1777291456665,0.2835972146904169,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.38,423.58387479295834,427.330725324121,-3.7468505311617264,423.2952855614503,0.28858923150801274,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.39,445.9750946377544,449.4379723708853,-3.4628777331299716,445.68057790102284,0.2945167367315662,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.4,467.3474004367072,470.4028858563688,-3.0554854196607266,467.0460286214029,0.3013718153042646,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.41,487.23568099227487,489.6660094384106,-2.430328446135718,486.92606916617024,0.30961182610462856,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.4200000000000002,504.77561482185774,506.1279000217655,-1.352285199907783,504.4552083448798,0.32040647697795066,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.4300000000000002,517.9487847236151,516.8699410208928,1.0788437027222244,517.6112027949239,0.3375819286911792,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.4400000000000002,518.009027918758,95.8443497556209,422.164678163137,517.6185161398071,0.39051177895089495,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.4500000000000002,113.67401236658316,118.93178725619418,-5.257774889611028,113.36823704339258,0.30577532319057354,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.46,137.1497761332712,142.56648918776318,-5.416713054491993,136.83904971994434,0.31072641332684725,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.47,161.06912884153917,166.60280676159618,-5.533677920057016,160.75438614176437,0.3147426997747971,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.48,185.3127697029213,190.9302654767298,-5.617495773808514,184.994442296359,0.31832740656227543,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.49,209.78537877107647,215.45791496251695,-5.672536191440486,209.46318691396027,0.322191857116195,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.5,234.4045524702151,240.1075399123956,-5.702987442180529,234.07925813962083,0.3252943305942608,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.51,259.09840468852053,264.8083669188127,-5.709962230292149,258.7703376337504,0.32806705477014475,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.52,283.79974801267053,289.49231895793673,-5.692570945266198,283.46826862932085,0.33147938334968785,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.53,308.4388891341414,314.0905346715999,-5.651645537458535,308.1053128675885,0.33357626655288186,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.54,332.9458515425449,338.52914798031907,-5.583296437774152,332.6103256668657,0.33552587567919545,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.55,357.2418412243478,362.72435750191744,-5.48251627756963,356.9041576518812,0.3376835724666307,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.56,381.23231809642675,386.5764977318813,-5.344179635454566,380.89417805441644,0.3381400420103091,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.57,404.8050433909575,409.959994545733,-5.154951154775517,404.46715190527084,0.3378914856866686,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.58,427.80990511680466,432.7071287460276,-4.897223629222935,427.472547535328,0.33735758147668093,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.59,450.0391181690529,454.5763234430369,-4.537205273984,449.70412192289496,0.33499624615797075,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.6,471.1802190316639,475.19735536068765,-4.017136329023742,470.8509614946606,0.3292575370032864,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.61,490.717523679702,493.92290043992944,-3.2053767602274092,490.40029422940916,0.31722945029287075,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.62,507.66442001901396,509.4133088580047,-1.7488888389907515,507.36992863250634,0.29449138650761597,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.63,519.5530602228091,517.6552585807049,1.8978016421033317,519.3170377925962,0.23602243021286995,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.64,511.5265096378844,101.31195200154434,410.2145576363382,511.8422590344944,-0.31574939661004464,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.65,117.99922791820518,124.54615192171786,-6.546924003511776,117.63697878007679,0.36224913812839077,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.66,141.56726536512542,148.28828740473728,-6.721022039611853,141.19535128351436,0.37191408161106665,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.6700000000000002,165.5558242691077,172.40350937066523,-6.847685101557545,165.17544042802547,0.3803838410822209,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.6800000000000002,189.8482497361274,196.78659216470805,-6.938342428580654,189.46181588033414,0.38643385579325695,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.6900000000000002,214.35389024909728,221.3502347014191,-6.996344452321864,213.9616583361294,0.39223191296787263,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.7000000000000002,238.99280276708214,246.01839139809908,-7.025588631016944,238.59596351583696,0.3968392512451828,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.7100000000000002,263.69328240583764,270.7213607340882,-7.028078328250558,263.29309549210393,0.4001869137337053,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.72,288.3885831139878,295.3911578135121,-7.002574699524303,287.98536939736096,0.40321371662685124,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.73,313.0096207454153,319.958150837635,-6.948530092219698,312.60454380807005,0.40507693734525674,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.74,337.48384874335807,344.346586748813,-6.862738005454958,337.07855595572255,0.405292787635517,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.75,361.7311063202642,368.4695036398234,-6.738397319559226,361.32648852160037,0.4046177986638213,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.76,385.6545355481903,392.2224271602181,-6.567891612027779,385.25300457906906,0.40153096912126784,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.77,409.13463654535644,415.4709895713195,-6.336353025963035,408.73855530085257,0.3960812445038755,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.78,432.01482330220097,438.0328965239923,-6.018073221791383,431.6268640431108,0.3879592590901666,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.79,454.06966203386855,459.6445154298299,-5.574853395961327,453.69517229996563,0.3744897339029194,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.8,474.963283439055,479.8857381814532,-4.9224547423982585,474.60833344367893,0.354949995376046,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.81,494.11903508854266,498.0028676362581,-3.883832547715429,493.7989765565244,0.3200585320182654,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.82,510.3988364131883,512.3322035291867,-1.933367115998408,510.14358080104375,0.25525561214453774,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.83,520.7259715331484,516.9828382106771,3.7431333224712944,520.6332892677701,0.09268226537824376,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.84,99.37098358087133,106.81886211398889,-7.447878533117546,98.82384628989985,0.5471372909714773,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.85,122.48581248037317,130.18912106115567,-7.703308580782505,121.92306685818767,0.5627456221855027,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.86,146.1396727463616,154.0313684168459,-7.891695670484296,145.56495868134607,0.5747140650155416,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.87,170.1903448458006,178.21966206269008,-8.029317216889467,169.60573660149112,0.5846082443094929,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.88,194.52775188732176,202.65321300637697,-8.125461119054307,193.93561127644261,0.5921406108791416,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.89,219.0629263568444,227.24851035240408,-8.185583995559682,218.46442619291793,0.5985001639264738,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.9,243.71831648332318,251.93123320983523,-8.212916726512049,243.11456313129565,0.6037533520275247,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.91,268.4228162119098,276.63247940176643,-8.209663189855746,267.8157057023218,0.607110509587983,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.92,293.10974851621995,301.2841323988159,-8.174383882595976,292.5001588540372,0.6095896621827706,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.93,317.7101184654575,325.8155435857334,-8.105425120275868,317.0995477219658,0.6105707434917349,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.94,342.148855868777,350.14883639324216,-7.999980524464263,341.54030432860145,0.6085515401755401,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.95,366.3445701390947,374.1936064643378,-7.849036325242196,365.73968079233055,0.6048893467641392,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.96,390.19739766030307,397.8394205292134,-7.642022868909407,389.59826058612543,0.5991370741776336,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.97,413.5818417550672,420.9423663655552,-7.360524610488028,412.99236675279917,0.5894750022680455,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.98,436.33249129707565,443.3053312156553,-6.972839918579666,435.755863042129,0.5766282549466268,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,1.99,458.2056810464037,464.63541871688267,-6.429737670478971,457.651405689513,0.5542753568906846,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.0,478.8366290073891,484.45632852839935,-5.619699521010261,478.3149358641158,0.5216931432732963,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.01,497.5824728434318,501.8777511585149,-4.295278315083124,497.11422702971504,0.46824581371674867,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.02,513.120017846124,514.7872603820924,-1.6672425359683984,512.7561598218199,0.36385802430413605,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.03,521.525204628173,513.4501135120727,8.075091116100339,521.445595201988,0.07960942618501576,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.04,103.62293427980694,112.36179335606175,-8.738859076254812,103.01958306290362,0.6033512169033202,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.05,126.85017294979389,135.8587484988666,-9.008575549072702,126.22591703977287,0.6242559100210201,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.06,150.58559263365714,159.79435349048708,-9.20876085682994,149.94605324578333,0.6395393878738105,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.07,174.6970609356631,184.04968987778463,-9.352628942121555,174.044821213839,0.6522397218241167,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.08,199.07753831540776,208.52907658716688,-9.451538271759093,198.41539486025886,0.6621434551489074,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.09,223.64005495781112,233.15179717657975,-9.511742218768632,222.970676201272,0.6693787565391176,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.0999999999999996,248.3097428348783,257.8451254322754,-9.535382597397074,247.63474708225112,0.6749957526271828,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.11,273.0159472968662,282.5407582467369,-9.524810949870698,272.3378160481916,0.6781312486746174,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.1199999999999997,297.69130823921387,307.1702398873258,-9.47893164811194,297.01243302497096,0.6788752142429075,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.13,322.2676692916002,331.6616689336015,-9.39399964200129,321.58949560452766,0.6781736870725581,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.1399999999999997,346.6685430392581,355.9347201766932,-9.26617713743508,345.99442114004796,0.6741218992101494,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.15,370.8095070404506,379.89511661770666,-9.085609577256037,370.1419427010933,0.6675643393573409,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.1599999999999997,394.58743489815606,403.425444330147,-8.83800943199094,393.9300557969109,0.6573791012451693,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.17,417.8685823599553,426.3723232979037,-8.50374093794835,417.22760748454584,0.6409748754094835,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.1799999999999997,440.47831362861234,448.5199526860324,-8.04163905742007,439.858634205023,0.6196794235893321,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.19,462.1566944857632,469.5414959430673,-7.384801457304093,461.5707939597951,0.5859005259680998,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.1999999999999997,482.50083409143735,488.8936200758999,-6.3927859844625345,481.96549782413695,0.5353362673004085,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.21,500.78947715172035,505.5116774977123,-4.722200345991951,500.3386931248824,0.45078402683793684,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.22,515.4645830810323,516.6258976320942,-1.1613145510627874,515.1785030821438,0.2860799988884537,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,2.23,521.308930289616,94.87848930073142,426.4304409888846,521.5585907049008,-0.24966041528477945,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
