source,dc_reference_file,n_Q_grid,Q_lo_Ah,Q_hi_Ah,Q_grid_step_Ah,dt_even_minus_odd_mean_s,dt_even_minus_odd_median_s,dt_even_minus_odd_p95_abs_s,dt_even_minus_odd_max_abs_s,dt_full_minus_even_p95_abs_s,dt_full_minus_even_max_abs_s,dt_full_minus_odd_p95_abs_s,dt_full_minus_odd_max_abs_s,day23A_self_consistency_resolution_p95_s,day23A_self_consistency_resolution_max_s,repeat_based_noise_floor_available,floor_scope,formal_disappearance_claim_allowed
0.4C_DC_self_consistency_even_odd_split,0.4C DC.csv,328,0.05,3.32,0.01,-0.905408341149117,-0.7580320479664806,1.3719166736632347,10.223522053945999,0.2406800567206117,1.7665095853735693,1.6125967303838464,11.990031639319568,1.6125967303838464,11.990031639319568,False,lower_bound_for_sampling_interpolation_first_passage_resolution_not_repeatability,False
