pair_idx,source_file,source_json,dcac_case_id,dcac_condition,dc_case_id,dc_condition,DC_C,AC_C,tau_label,f_Hz,phase,kappa_used,n,n_finite,dt_resid_median_s,dt_resid_mean_s,dt_resid_median_abs_s,dt_resid_mean_abs_s,dt_resid_p95_abs_s,dt_resid_max_abs_s,frac_abs_gt_1s,frac_abs_gt_10s,frac_abs_gt_60s,max_resid_Q_mAh,max_resid_Q_frac_window,max_resid_is_edge,dt_model_median_s,dt_geom_median_s,resid_over_geom_median,resid_over_geom_p95,resid_over_geom_max,sign_topology,taxonomy,stable_p95_abs_s,stable_max_abs_s,stable_frac_gt_10s,stable_region_verdict,cell5B_residual_class
143,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.20C+AC0.80C_f0.14300Hz_X5beta_v2,0.2+0.8C 0.1τ,DC0.20C_baseline_X5beta_v2,0.2C_DC,0.2,0.8,0.1τ,0.143,discharge_first,3.999999978843782,80,80,-0.7546930855634173,-2.709923795182344,0.7546930855634173,2.709923795182344,6.599671196512736,6.732590326406353,0.45,0.0,0.0,4043.264684831208,1.0,True,-4.9325275638379935,-2.2071851851906104,0.30831424333702495,69.61258403488985,513.0867964195759,negative_only,edge_or_boundary_artifact,6.442772037423038,6.615837503308285,0.0,stable_weak,small_residual
144,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.20C+AC0.80C_f0.01430Hz_X5beta_v2,0.2+0.8C 1τ,DC0.20C_baseline_X5beta_v2,0.2C_DC,0.2,0.8,1τ,0.0143,discharge_first,3.99999999621608,80,80,-0.1622300689968483,0.3847657281929358,0.20939325939389158,0.9594760491789586,1.2306830416173167,49.53792645035537,0.0625,0.0125,0.0,2273.2055784093413,0.5443037974683544,False,-22.10981060366248,-22.403585761846443,0.010659135367726504,1.0891359489185823,3912.996510367324,mixed,isolated_spike,1.0211225401150168,49.53792645035537,0.013888888888888888,stable_weak,inspect_residual
145,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.30C+AC0.70C_f0.14300Hz_X5beta_v2,0.3+0.7C 0.1τ,DC0.30C_baseline_X5beta_v2,0.3C_DC,0.3,0.7,0.1τ,0.143,discharge_first,2.333333333334162,80,80,-1.5629214014020363,-3.114774132136648,1.5629214014020363,3.114774132136648,6.532762160982929,6.772174193420142,0.6125,0.0,0.0,3957.6153441554097,1.0,True,-4.95470984607158,-1.8678890468257805,0.6685059962047271,114.34749656811118,5988.157429420452,negative_only,edge_or_boundary_artifact,6.509076888839263,6.544159298100567,0.0,stable_weak,small_residual
146,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.30C+AC0.70C_f0.01430Hz_X5beta_v2,0.3+0.7C 1τ,DC0.30C_baseline_X5beta_v2,0.3C_DC,0.3,0.7,1τ,0.0143,discharge_first,2.333333392101935,80,80,-0.724255625017804,-1.5111182792040565,0.724255625017804,1.5111182792040565,2.3545847470556494,43.1931368845444,0.375,0.0125,0.0,1224.378350725426,0.26582278481012656,False,-19.57013928664287,-18.337311873083365,0.0405880856155553,9.671907153412151,130.9517019438325,negative_only,isolated_spike,2.491201135871826,43.1931368845444,0.013888888888888888,stable_weak,inspect_residual
147,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.30C+AC0.70C_f0.00143Hz_X5beta_v2,0.3+0.7C 10τ,DC0.30C_baseline_X5beta_v2,0.3C_DC,0.3,0.7,10τ,0.00143,discharge_first,2.333475698408141,80,80,-0.15669018341600344,-0.2281095362754158,0.17363596231007244,0.2912424657319022,0.6802376645326148,1.6386605478428464,0.025,0.0,0.0,1756.0168751549686,0.43037974683544306,False,-179.71461434773175,-179.54185359254654,0.001444845496954671,0.05435199715768044,38.319304092642845,mixed,null_residual,0.6866896764215199,1.6386605478428464,0.0,stable_null,small_residual
148,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.30C+AC0.40C_f0.14300Hz_X5beta_v2,0.3+0.4C 0.1τ,DC0.30C_baseline_X5beta_v2,0.3C_DC,0.3,0.4,0.1τ,0.143,discharge_first,1.33333333436182,80,80,-4.38886991333402,-3.615174497064409,4.38886991333402,3.615174497064409,6.841936223543507,7.005227260800893,0.8875,0.0,0.0,4147.141225479306,1.0,True,-4.91526106305264,-1.3532263545304204,2.929041020916714,264.9989963079979,1386.8120055403501,negative_only,edge_or_boundary_artifact,6.433535891899556,6.83961315689703,0.0,stable_weak,small_residual
149,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.30C+AC0.40C_f0.01430Hz_X5beta_v2,0.3+0.4C 1τ,DC0.30C_baseline_X5beta_v2,0.3C_DC,0.3,0.4,1τ,0.0143,discharge_first,1.3333333326378995,80,80,-1.3629243311966093,-2.306654725581919,1.3629243311966093,2.306654725581919,3.8699020175547942,31.606089901880296,0.65,0.025,0.0,2302.967666009288,0.5316455696202531,False,-16.527034548010647,-14.492483938253372,0.09410555498031446,15.814647315622633,825.3985071484742,negative_only,isolated_spike,3.1930800393352925,31.606089901880296,0.027777777777777776,stable_weak,inspect_residual
150,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.30C+AC0.40C_f0.00143Hz_X5beta_v2,0.3+0.4C 10τ,DC0.30C_baseline_X5beta_v2,0.3C_DC,0.3,0.4,10τ,0.00143,discharge_first,1.3332490600421625,80,80,0.4083532145148183,0.3437517544279288,0.417503272265094,0.41793022873481933,0.7913875502847986,1.1267943789551964,0.025,0.0,0.0,304.59524825854265,0.012658227848101266,True,-105.53461591056202,-105.91524428700632,0.002864912554125754,0.6091928369457689,8.274067977176129,mixed,null_residual,0.7836143829869798,1.1248524449238175,0.0,stable_null,small_residual
151,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.40C+AC0.60C_f0.02860Hz_X5beta_v2,0.4+0.6C 0.5τ,DC0.40C_baseline_X5beta_v2,0.4C_DC,0.4,0.6,0.5τ,0.0286,discharge_first,1.4999996533687356,80,80,-1.027170994940434,-2.4493949078700026,1.027170994940434,2.4493949078700026,18.662610314213406,20.443044426911,0.5125,0.075,0.0,3592.3114539112894,0.9240506329113924,False,-9.712730577584807,-7.261148221437054,0.13291825733466178,48.06055319796964,15623.1432536665,negative_only,mixed_or_intermediate,9.358340673847984,20.443044426911,0.05555555555555555,stable_weak,inspect_residual
152,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.40C+AC0.50C_f0.00860Hz_X5beta_v2,0.4+0.5C 1.67τ,DC0.40C_baseline_X5beta_v2,0.4C_DC,0.4,0.5,1.67τ,0.0086,discharge_first,1.249997731952211,80,80,-0.7994735783026954,-2.013511221435455,0.7994735783026954,2.013511221435455,2.430266149240923,47.41051784504998,0.4,0.025,0.0,3685.0955409526023,0.9493670886075949,False,-24.28809991446542,-21.557866056531793,0.03880353471421532,11.173703490768629,565.5141818433141,negative_only,isolated_spike,2.582360724343017,47.41051784504998,0.027777777777777776,stable_weak,inspect_residual
153,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.40C+AC0.60C_f0.00860Hz_X5beta_v2,0.4+0.6C 1.67τ,DC0.40C_baseline_X5beta_v2,0.4C_DC,0.4,0.6,1.67τ,0.0086,discharge_first,1.5000004700102465,80,80,-1.1319038530941725,-2.548934885115842,1.1319038530941725,2.548934885115842,2.870229765318343,56.49178799906531,0.575,0.025,0.0,3038.764065935706,0.7848101265822784,False,-27.144752432009227,-24.255688013602366,0.04120770298994092,14.726749349054721,1697.1904960390773,negative_only,isolated_spike,2.730054226574794,56.49178799906531,0.013888888888888888,stable_weak,inspect_residual
154,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.40C+AC0.60C_f0.00286Hz_X5beta_v2,0.4+0.6C 5τ,DC0.40C_baseline_X5beta_v2,0.4C_DC,0.4,0.6,5τ,0.00286,discharge_first,1.4999757789722912,80,80,0.022427461171957902,-0.08733977864149979,0.1615309839037877,0.24107076651959147,0.7827717704277802,1.481054235895499,0.0375,0.0,0.0,2729.280093614469,0.7215189873417721,False,-71.43767003269716,-71.57400077506895,0.002129047640211791,0.3170209139479393,326.84782743810865,negative_only,null_residual,0.7108099672530447,1.481054235895499,0.0,stable_null,small_residual
155,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.40C+AC0.60C_f0.00143Hz_X5beta_v2,0.4+0.6C 10τ,DC0.40C_baseline_X5beta_v2,0.4C_DC,0.4,0.6,10τ,0.00143,discharge_first,1.5000163795419954,80,80,0.05646786195757155,0.036782457557016805,0.20396708360431146,0.2441950279139647,0.6091646300432785,1.5043579807997958,0.0125,0.0,0.0,1571.2491153086814,0.3924050632911392,False,-152.02245167635374,-151.8362069119603,0.0012355410868634524,0.1366307146947685,3.919783892005942,positive_only,null_residual,0.6126339057755559,1.5043579807997958,0.0,stable_null,small_residual
156,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.50C+AC0.50C_f0.01430Hz_X5beta_v2,0.5+0.5C 1τ,DC0.50C_baseline_X5beta_v2,0.5C_DC,0.5,0.5,1τ,0.0143,discharge_first,0.999999972748854,80,80,-1.2640859401997204,-1.87702854439193,1.2640859401997204,1.87702854439193,3.893304763833156,20.000055481219533,0.6,0.0375,0.0,2917.6716717207487,0.759493670886076,False,-12.752334299734798,-10.931384808266557,0.11251412041016956,10.220421887320008,449.7796608737053,negative_only,isolated_spike,4.056587066537987,20.000055481219533,0.041666666666666664,stable_weak,inspect_residual
157,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.90C+AC0.10C_f0.00086Hz_X5beta_v2,0.9+0.1C 16.7τ,DC0.90C_baseline_X5beta_v2,0.9C_DC,0.9,0.1,16.7τ,0.00086,discharge_first,0.1110556664410411,80,80,0.01237645181439,0.036584373221299406,0.0363018971522137,0.06881537828768951,0.2580246967312175,0.3719730836137387,0.0,0.0,0.0,3546.395653360317,0.9873417721518988,True,-22.869544532682426,-22.877028934433497,0.002117520407604016,0.13305027450656606,4.2070645301844545,near_zero,null_residual,0.18530526432783745,0.3459407731943429,0.0,stable_null,null_residual
158,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.90C+AC0.10C_f0.00860Hz_X5beta_v2,0.9+0.1C 1.67τ,DC0.90C_baseline_X5beta_v2,0.9C_DC,0.9,0.1,1.67τ,0.0086,discharge_first,0.1111108124868298,80,80,-0.02038434901436395,-0.023304977068724458,0.02099669242051045,0.02591400514028659,0.05693567135509736,0.072142780843933,0.0,0.0,0.0,3354.529753596172,0.9240506329113924,False,-2.0533449744733616,-2.0311794043525424,0.010397262356634459,0.9736056418305391,16.904626956539794,near_zero,null_residual,0.055027623553769396,0.072142780843933,0.0,stable_null,null_residual
159,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.90C+AC0.10C_f0.00143Hz_X5beta_v2,0.9+0.1C 10τ,DC0.90C_baseline_X5beta_v2,0.9C_DC,0.9,0.1,10τ,0.00143,discharge_first,0.1110938414162266,80,80,0.01476642495705955,0.015222220942064272,0.0516495964379828,0.055075513519750485,0.1322803781926722,0.2340571444251509,0.0,0.0,0.0,2214.0612292482765,0.5822784810126582,False,-12.549718933198932,-12.55867268243145,0.003494489237593629,0.5260302221343421,15.34249172330115,near_zero,null_residual,0.13640537809719716,0.2340571444251509,0.0,stable_null,null_residual
160,results_day9_x5beta_v2_truephase0_mj1freq.json,data/results_day9_x5beta_v2_truephase0_mj1freq.json,DC0.90C+AC0.10C_f0.01430Hz_X5beta_v2,0.9+0.1C 1τ,DC0.90C_baseline_X5beta_v2,0.9C_DC,0.9,0.1,1τ,0.0143,discharge_first,0.1111106900350554,80,80,-0.009544398723846749,-0.00761565793164676,0.012672716449230799,0.015166095587815629,0.035959603092261656,0.0566698356124106,0.0,0.0,0.0,1829.0579285608835,0.46835443037974683,False,-1.224183280645093,-1.2101388251822414,0.010724887575123236,0.6537251852102848,721.6744495477197,near_zero,null_residual,0.036366332896079684,0.0566698356124106,0.0,stable_null,null_residual
161,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.10C+AC0.90C_f0.01430Hz_X6alpha,0.1+0.9C 1τ,DC0.10C_baseline_X6alpha,0.1C_DC,0.1,0.9,1τ,0.0143,discharge_first,9.000000009302816,80,80,-58.80345725563984,-35.044292391504975,58.80345725563984,35.044292391504975,68.5318078201386,69.0534203310308,0.9875,0.5375,0.475,4624.883454088068,0.9746835443037974,True,-59.03473508841125,-21.342782345946034,1.4888250607965,658.5494193702416,130878.51981722866,negative_only,distributed_residual_requires_inspection,68.16857571489254,68.60442897863686,0.5416666666666666,stable_distributed_nonzero,inspect_residual
162,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.10C+AC0.20C_f0.01430Hz_X6alpha,0.1+0.2C 1τ,DC0.10C_baseline_X6alpha,0.1C_DC,0.1,0.2,1τ,0.0143,discharge_first,1.9999993286670033,80,80,-58.62681289522152,-50.02454111874329,58.62681289522152,50.02454111874329,120.04030420591334,125.77514739356413,0.975,0.75,0.4875,5280.957462059359,0.9746835443037974,True,-68.29793553868694,-17.098781966818933,2.889090068843524,473.44011525699136,3880.628047585301,negative_only,distributed_residual_requires_inspection,119.83511849486494,124.83859209868388,0.7777777777777778,stable_distributed_nonzero,inspect_residual
163,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.20C+AC0.30C_f0.01430Hz_X6alpha,0.2+0.3C 1τ,DC0.20C_baseline_X6alpha,0.2C_DC,0.2,0.3,1τ,0.0143,discharge_first,1.499923451571012,80,80,-5.726945319718652,-13.669909391135047,5.726945319718652,13.669909391135047,48.391062239319034,50.012638771095226,0.9,0.3,0.0,4910.677590150205,0.9620253164556962,True,-28.3384083597864,-14.240485645974786,0.33485620752013245,180.42794863001885,5894.388774264978,negative_only,distributed_residual_requires_inspection,47.302515936789405,49.095375472388696,0.2777777777777778,stable_distributed_nonzero,inspect_residual
164,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.20C+AC0.30C_f0.00143Hz_X6alpha,0.2+0.3C 10τ,DC0.20C_baseline_X6alpha,0.2C_DC,0.2,0.3,10τ,0.00143,discharge_first,1.4999979995506671,80,80,-2.723978129833995,-3.3291598124914685,2.723978129833995,3.3291598124914685,8.043649357188858,15.475453919003485,0.775,0.025,0.0,4467.552173957077,0.8860759493670886,False,-154.85784077747303,-152.4622167831285,0.019185800424008435,4.0410810259412,4247.234312362078,negative_only,isolated_spike,8.275204025091536,15.475453919003485,0.027777777777777776,stable_weak,inspect_residual
165,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.20C+AC0.30C_f0.00041Hz_X6alpha,0.2+0.3C 34.8τ,DC0.20C_baseline_X6alpha,0.2C_DC,0.2,0.3,34.8τ,0.00041,discharge_first,1.4999999675086912,80,80,-0.4042835910004214,-13.902341212712253,0.6627475203872564,14.114962478729609,4.039433038266361,1043.695786466651,0.375,0.0125,0.0125,4101.9526967857055,0.8227848101265823,False,-530.5910582041561,-507.44572092427006,0.001106102390787165,0.5041918075394192,11.234466854579503,mixed,isolated_spike,3.9797834303255515,1043.695786466651,0.013888888888888888,stable_weak,inspect_residual
166,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.20C+AC0.80C_f0.14300Hz_X6alpha,0.2+0.8C 0.1τ,DC0.20C_baseline_X6alpha,0.2C_DC,0.2,0.8,0.1τ,0.143,discharge_first,3.999999989739538,80,80,-14.188964757559916,-16.30278498750305,14.188964757559916,16.30278498750305,34.89899989558917,35.443164967000484,0.9625,0.55,0.0,4728.749550154152,1.0,True,-15.067211264057732,-2.1514749698335436,7.319280881945975,260.02434999651,1706.0956579601652,negative_only,distributed_residual_requires_inspection,34.40385661839618,34.8926208858702,0.5555555555555556,stable_distributed_nonzero,inspect_residual
167,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.20C+AC0.80C_f0.01430Hz_X6alpha,0.2+0.8C 1τ,DC0.20C_baseline_X6alpha,0.2C_DC,0.2,0.8,1τ,0.0143,discharge_first,4.000001263750713,80,80,-2.2496664448672163,-9.330564262982978,2.2496664448672163,9.330564262982978,55.12967670658045,57.867517221882736,0.7,0.1375,0.0,4347.438447124328,0.9240506329113924,False,-31.38654649395312,-21.480912368102963,0.0909743557050184,80.95197213448726,102094.2149322579,negative_only,mixed_or_intermediate,55.45869671014607,57.867517221882736,0.1388888888888889,stable_intermediate_or_spiky,inspect_residual
168,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.30C+AC0.70C_f0.14300Hz_X6alpha,0.3+0.7C 0.1τ,DC0.30C_baseline_X6alpha,0.3C_DC,0.3,0.7,0.1τ,0.143,discharge_first,2.333333327556622,80,80,-6.994302203581356,-7.63321722240233,6.994302203581356,7.63321722240233,14.916494549787421,19.268898839069152,0.8,0.3125,0.0,4364.30866206771,0.9367088607594937,False,-8.887947968120898,-1.8018734196436983,4.2962599115633555,148.1678554460146,7813.194817155679,negative_only,distributed_residual_requires_inspection,14.60663033420606,19.268898839069152,0.2916666666666667,stable_distributed_nonzero,inspect_residual
169,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.30C+AC0.70C_f0.01430Hz_X6alpha,0.3+0.7C 1τ,DC0.30C_baseline_X6alpha,0.3C_DC,0.3,0.7,1τ,0.0143,discharge_first,2.3333334991479218,80,80,-1.572761855414683,-5.479852693925951,1.572761855414683,5.479852693925951,44.89071951426754,49.343189383867866,0.6375,0.0875,0.0,4338.7919968046035,0.9367088607594937,False,-22.933814239026105,-17.780215995434446,0.08655451284259022,39.35332643201947,63663.26926944378,negative_only,mixed_or_intermediate,44.891512225623366,49.343189383867866,0.09722222222222222,stable_intermediate_or_spiky,inspect_residual
170,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.30C+AC0.40C_f0.14300Hz_X6alpha,0.3+0.4C 0.1τ,DC0.30C_baseline_X6alpha,0.3C_DC,0.3,0.4,0.1τ,0.143,discharge_first,1.333333334832706,80,80,-7.515024758105483,-8.573613656068053,7.515024758105483,8.573613656068053,18.798438401364002,19.877196098766944,0.9,0.375,0.0,4751.122635804233,0.9873417721518988,True,-9.688177138524225,-1.3773238934052188,6.35547400905316,417.4584507442268,7082.340047667933,negative_only,distributed_residual_requires_inspection,16.60820634944067,19.38714532035374,0.3611111111111111,stable_distributed_nonzero,inspect_residual
171,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.30C+AC0.40C_f0.01430Hz_X6alpha,0.3+0.4C 1τ,DC0.30C_baseline_X6alpha,0.3C_DC,0.3,0.4,1τ,0.0143,discharge_first,1.3333333200716866,80,80,-3.5687840675254847,-6.251481054244562,3.5687840675254847,6.251481054244562,35.84690874444277,38.976353039368405,0.8,0.1,0.0,4107.567954137266,0.8481012658227848,False,-18.615946446110684,-12.317730944952928,0.1979318607186933,74.9352145817841,531.7321283664177,negative_only,mixed_or_intermediate,35.873083678245166,38.976353039368405,0.1111111111111111,stable_intermediate_or_spiky,inspect_residual
172,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.30C+AC0.40C_f0.00143Hz_X6alpha,0.3+0.4C 10τ,DC0.30C_baseline_X6alpha,0.3C_DC,0.3,0.4,10τ,0.00143,discharge_first,1.3333325010571593,80,80,-0.9967602592796538,-1.3288690622582053,0.9967602592796538,1.3288690622582053,3.0312867777410664,10.723807646265412,0.5,0.0125,0.0,4677.867275680609,1.0,True,-137.2289775999634,-136.42262188141785,0.005412218068439733,0.7240019235236121,289.0896550238168,negative_only,isolated_spike,2.9384568076940925,7.685933136574022,0.0,stable_weak,inspect_residual
173,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.40C+AC0.60C_f0.02860Hz_X6alpha,0.4+0.6C 0.5τ,DC0.40C_baseline_X6alpha,0.4C_DC,0.4,0.6,0.5τ,0.0286,discharge_first,1.4999999588625612,80,80,-2.0943065472574744,-3.837321420595258,2.0943065472574744,3.837321420595258,21.168020549041646,22.94847612298599,0.7125,0.1,0.0,4407.836475715186,0.9620253164556962,True,-11.414320868377672,-7.649888284426652,0.23992275005945468,71.10881549298479,1461.9865615056208,negative_only,edge_or_boundary_artifact,20.864718456647097,22.41032965144768,0.09722222222222222,stable_intermediate_or_spiky,inspect_residual
174,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.40C+AC0.50C_f0.00860Hz_X6alpha,0.4+0.5C 1.67τ,DC0.40C_baseline_X6alpha,0.4C_DC,0.4,0.5,1.67τ,0.0086,discharge_first,1.2500000077609572,80,80,-2.187032183095198,-3.9623123474382496,2.187032183095198,3.9623123474382496,8.156207555533182,52.83187559309317,0.7625,0.0375,0.0,4458.270829088367,0.9746835443037974,True,-25.838391002011576,-21.618842469549463,0.09185876194066342,27.48580275400544,520.8697328269569,negative_only,isolated_spike,6.742912726413586,48.50507958568596,0.027777777777777776,stable_weak,inspect_residual
175,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.40C+AC0.60C_f0.00860Hz_X6alpha,0.4+0.6C 1.67τ,DC0.40C_baseline_X6alpha,0.4C_DC,0.4,0.6,1.67τ,0.0086,discharge_first,1.4999975730997377,80,80,-1.4978153841186668,-3.6303637963601645,1.4978153841186668,3.6303637963601645,4.633520291109604,58.906832018723435,0.6375,0.0375,0.0,4394.924987564012,0.9746835443037974,True,-28.15507630533807,-24.263908652373175,0.05775327416006387,12.169512954784693,1502.635023229606,negative_only,isolated_spike,4.10953069627499,56.50804738720308,0.027777777777777776,stable_weak,inspect_residual
176,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.40C+AC0.60C_f0.00286Hz_X6alpha,0.4+0.6C 5τ,DC0.40C_baseline_X6alpha,0.4C_DC,0.4,0.6,5τ,0.00286,discharge_first,1.4999999601344876,80,80,-0.7468095585368246,-0.9531358436409036,0.7468095585368246,0.9531358436409036,2.1378326568157684,5.931497948499782,0.3125,0.0,0.0,3698.8581545951474,0.8227848101265823,False,-73.54421311244442,-73.09988487812547,0.008909616511955393,1.3727678250196518,39.439589636716306,negative_only,weak_distributed_residual,1.9904062128837614,5.931497948499782,0.0,stable_weak,small_residual
177,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.40C+AC0.60C_f0.00143Hz_X6alpha,0.4+0.6C 10τ,DC0.40C_baseline_X6alpha,0.4C_DC,0.4,0.6,10τ,0.00143,discharge_first,1.500034770354515,80,80,-0.29054428180836567,-0.3656887899487444,0.2926808431171821,0.38634438350285477,1.0288773160455993,3.080579337234667,0.0625,0.0,0.0,4292.4226769729785,0.9873417721518988,True,-144.78756284524889,-144.4218279620327,0.0018728535376519673,0.7106521375802443,3.9330952273882387,negative_only,edge_or_boundary_artifact,0.9693627574381483,2.5417096329229025,0.0,stable_null,small_residual
178,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.50C+AC0.50C_f0.01430Hz_X6alpha,0.5+0.5C 1τ,DC0.50C_baseline_X6alpha,0.5C_DC,0.5,0.5,1τ,0.0143,discharge_first,0.9999999985245944,80,80,-1.0298369037150223,-1.3680458078334845,1.0298369037150223,1.3680458078334845,2.920195737368612,15.727106291801649,0.5125,0.0125,0.0,4421.762521217484,0.9873417721518988,True,-12.201467983113389,-11.33833242730634,0.09028620785864583,6.683116923329207,16.317270880685452,negative_only,isolated_spike,2.621284492582527,5.210059164485756,0.0,stable_weak,inspect_residual
179,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.90C+AC0.10C_f0.00086Hz_X6alpha,0.9+0.1C 16.7τ,DC0.90C_baseline_X6alpha,0.9C_DC,0.9,0.1,16.7τ,0.00086,discharge_first,0.1111076808842021,80,80,0.017418910916006752,0.032078765418817656,0.0867255475289994,0.1333947817952303,0.36496525734326035,0.4383602959592281,0.0,0.0,0.0,2160.386161688964,0.4810126582278481,False,-23.506132076297945,-23.532334244198523,0.005579752003935725,0.5206461975306054,25.8304080308539,near_zero,null_residual,0.37086254311414,0.4383602959592281,0.0,stable_null,null_residual
180,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.90C+AC0.10C_f0.00860Hz_X6alpha,0.9+0.1C 1.67τ,DC0.90C_baseline_X6alpha,0.9C_DC,0.9,0.1,1.67τ,0.0086,discharge_first,0.11109535353902,80,80,0.007819820802410449,0.008447413275639443,0.034883336526803504,0.03983996084063679,0.08723185697047021,0.0999134809990209,0.0,0.0,0.0,3054.757679415105,0.7088607594936709,False,-1.9857353837597884,-1.9890825213263383,0.018133398646732853,1.0487457484627185,361.1774333577754,near_zero,null_residual,0.08730393313792315,0.0999134809990209,0.0,stable_null,null_residual
181,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.90C+AC0.10C_f0.00143Hz_X6alpha,0.9+0.1C 10τ,DC0.90C_baseline_X6alpha,0.9C_DC,0.9,0.1,10τ,0.00143,discharge_first,0.111059402402761,80,80,0.0014965164778430499,-0.0007527945874226591,0.08456026344680365,0.09292224783744021,0.21514712870815622,0.2467500420143551,0.0,0.0,0.0,3030.5690252508343,0.7088607594936709,False,-13.620495233747988,-13.63325738821959,0.006816329088366097,0.6566876121759238,118.5056495783699,near_zero,null_residual,0.217007126212718,0.2467500420143551,0.0,stable_null,null_residual
