variant_id,surface_form,condition,parameter_set,model_type,dc_c,tau_factor_set,tau_ref_set_s,f_Hz,period_s,protocol_id,protocol_type,case_role,schedule_type,fixed_ac_c,early_ac_c,mid_ac_c,late_ac_c,qfrac_derate,qfrac_ac_off,peak_c_nominal
surface_form_false,false,Chen2020_DFN_Day36B_surface_form_false_fixed_AC0p38_0p5tauSet,Chen2020,DFN,0.3,0.5,36.316532231592305,0.008764875571101144,114.09175086262731,fixed_AC0p38_0p5tauSet,DCAC,high_frequency_surface_form_sensitivity,constant,0.38,0.38,0.38,0.38,,,0.6799999999999999
surface_form_false,false,Chen2020_DFN_Day36B_surface_form_false_fixed_AC0p38_0p1tauSet,Chen2020,DFN,0.3,0.1,36.316532231592305,0.04382437785550572,22.818350172525463,fixed_AC0p38_0p1tauSet,DCAC,high_frequency_surface_form_sensitivity,constant,0.38,0.38,0.38,0.38,,,0.6799999999999999
surface_form_differential,differential,Chen2020_DFN_Day36B_surface_form_differential_fixed_AC0p38_0p5tauSet,Chen2020,DFN,0.3,0.5,36.316532231592305,0.008764875571101144,114.09175086262731,fixed_AC0p38_0p5tauSet,DCAC,high_frequency_surface_form_sensitivity,constant,0.38,0.38,0.38,0.38,,,0.6799999999999999
surface_form_differential,differential,Chen2020_DFN_Day36B_surface_form_differential_fixed_AC0p38_0p1tauSet,Chen2020,DFN,0.3,0.1,36.316532231592305,0.04382437785550572,22.818350172525463,fixed_AC0p38_0p1tauSet,DCAC,high_frequency_surface_form_sensitivity,constant,0.38,0.38,0.38,0.38,,,0.6799999999999999
