condition,feature_id,tau_factor_set,omega_tau_set,n_Q,window_valid_fraction,delta_x_inst_mean,delta_x_inst_abs_mean,delta_x_cycle_mean,delta_x_cycle_abs_mean,cycle_amp_mean,cycle_amp_max,cycle_count_min,cycle_count_max
Chen2020_DFN_fine_DC03_AC07_0p5tauSet,neg_min_surface_sto,0.5,2.0,80,1.0,-0.0012115903694656272,0.00328450491843211,-0.006589238383225363,0.006591253068104494,0.018362494672603084,0.021734736361422646,3.471482243474841,70.25847424177101
Chen2020_DFN_fine_DC03_AC07_0p5tauSet,neg_surface_minus_avg_sto,0.5,2.0,80,1.0,0.004887740123282704,0.004887740123282704,-0.00024701503457151097,0.00024701503457151097,0.012517330072314153,0.012529389285447001,3.471482243474841,70.25847424177101
Chen2020_DFN_fine_DC03_AC07_0p5tauSet,neg_surface_sto_range,0.5,2.0,80,1.0,0.020384366369100716,0.020384366369100716,0.018358312791255053,0.018358312791255056,0.008711831098755264,0.01293650245190231,3.471482243474841,70.25847424177101
Chen2020_DFN_fine_DC03_AC07_0p5tauSet,pos_avg_sto,0.5,2.0,80,1.0,3.641500439449941e-05,3.673718861227915e-05,0.0005957821729222045,0.000996117921847131,0.007120358917049971,0.007153465955057947,3.471482243474841,70.25847424177101
Chen2020_DFN_fine_DC03_AC07_0p5tauSet,pos_avg_surface_sto,0.5,2.0,80,1.0,-0.007451617081035147,0.007473087201770689,0.0009729661731728567,0.0011885967882412584,0.02808871531048875,0.02872774025629843,3.471482243474841,70.25847424177101
Chen2020_DFN_fine_DC03_AC07_0p5tauSet,pos_surface_minus_avg_sto,0.5,2.0,80,1.0,-0.00748803208542965,0.0075064273458919336,0.0003771840002506659,0.0003771840002506659,0.02216279569473833,0.02256951519431838,3.471482243474841,70.25847424177101
Chen2020_DFN_fine_DC03_AC07_0p5tauSet,total_heating_mean,0.5,2.0,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.471482243474841,70.25847424177101
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,cell_temperature_K,1.0,1.0,80,1.0,0.0,0.0,1.1368683772161604e-14,3.694822225952521e-14,0.0,0.0,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,elyte_c_mean,1.0,1.0,80,1.0,-20.314779547432693,20.314779547432693,1.7040169775074219,1.7040169775074219,55.6727290411093,56.7222364153223,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,elyte_c_range,1.0,1.0,80,1.0,444.13192206561115,444.1319220656111,80.84700398856066,80.84700398856066,917.0027897407854,971.6046296698386,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,eta_n_mean,1.0,1.0,80,1.0,-0.04413719411883232,0.044853047362295076,0.009264397260019472,0.009264397260019472,0.13482396637348587,0.16882913695924717,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,eta_p_mean,1.0,1.0,80,1.0,0.006075949186509622,0.006168426482902992,-0.0004775298470142942,0.0004775298470142942,0.01724959788945013,0.019945725772305245,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,j_n_mean_signed,1.0,1.0,80,1.0,-0.7971403163534203,0.8075596953752264,0.023269818335053254,0.023269818335053254,2.0833761367064847,2.0835450967887987,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,j_p_mean_signed,1.0,1.0,80,1.0,0.9025370821864094,0.9143340770912068,-0.026346546135028105,0.026346546135028105,2.3588375062499134,2.359028799114945,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_avg_sto,1.0,1.0,80,1.0,0.0001435731997354684,0.0001435731997354684,-0.0015150901393045054,0.0029865532098393233,0.021353291222499213,0.02144946013735005,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_avg_surface_sto,1.0,1.0,80,1.0,0.006688960622854433,0.006688960622854433,-0.001709400689994342,0.0030405998824192893,0.032961628710901775,0.033480722394299084,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_max_surface_sto,1.0,1.0,80,1.0,0.029687035191410784,0.029687035191410784,0.018468218327772117,0.018803634870183255,0.043348624941522404,0.05145327851284576,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_min_surface_sto,1.0,1.0,80,1.0,-0.0037842464147791895,0.005532400321173843,-0.010943257282386657,0.010968018534725909,0.02824035220988133,0.03435971504703883,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_surface_minus_avg_sto,1.0,1.0,80,1.0,0.006545387423118966,0.0065453874231189675,-0.0001943105506898417,0.0001943105506898417,0.016424932289013223,0.016431056347446765,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_surface_sto_range,1.0,1.0,80,1.0,0.03347128160618997,0.03347128160618997,0.029411475610158784,0.029411475610158777,0.016890083092780124,0.025500428838839906,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,pos_avg_sto,1.0,1.0,80,1.0,-9.581525688353646e-05,9.581525688353646e-05,0.0010111131545902708,0.0019931112737215442,0.014250369063042495,0.014314548515041325,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,pos_avg_surface_sto,1.0,1.0,80,1.0,-0.011612551710972372,0.011612551710972372,0.001363240437267401,0.0021232915836252525,0.04338965504699206,0.04493215517371585,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,pos_surface_minus_avg_sto,1.0,1.0,80,1.0,-0.011516736454088839,0.011516736454088839,0.00035212728267712643,0.00035212728267712643,0.032009224648476685,0.03285244009177124,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,total_heating_mean,1.0,1.0,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4139478028502872,35.15625405488383
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,cell_temperature_K,1.5,0.6666666666666666,80,1.0,0.0,0.0,-2.7711166694643907e-14,3.623767952376511e-14,0.0,0.0,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,elyte_c_mean,1.5,0.6666666666666666,80,1.0,-23.452765298492082,23.452765298492082,1.86452787512319,1.86452787512319,62.60902687921068,64.17366377234578,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,elyte_c_range,1.5,0.6666666666666666,80,1.0,526.7398122076825,526.7398122076826,121.85509804154154,121.85509804154154,995.6219142510265,1045.8711672095574,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,eta_n_mean,1.5,0.6666666666666666,80,1.0,-0.044933015630196575,0.04554360034790098,0.00816373466059124,0.00816373466059124,0.13549512873261071,0.16854518582953815,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,eta_p_mean,1.5,0.6666666666666666,80,1.0,0.0059587073371152235,0.006053109590269194,-0.0004892645963038559,0.0004892645963038559,0.017207433640384462,0.019728377206221115,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,j_n_mean_signed,1.5,0.6666666666666666,80,1.0,-0.7963953206349793,0.8063076746484938,0.016218796305943275,0.016218796305943275,2.0834797404921233,2.0835459755390837,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,j_p_mean_signed,1.5,0.6666666666666666,80,1.0,0.9016936185865905,0.912916596387039,-0.01836323107665437,0.01836323107665437,2.3589546476485346,2.359029611255515,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_avg_sto,1.5,0.6666666666666666,80,1.0,1.4386793478452127e-05,2.990965823674186e-05,-0.0024610344250957233,0.004515846573175659,0.03202449164865263,0.03213726508731592,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_avg_surface_sto,1.5,0.6666666666666666,80,1.0,0.0075595113871939346,0.0075595113871939346,-0.0026221713819652133,0.004557399854660623,0.04356326465799581,0.04423609019497174,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_max_surface_sto,1.5,0.6666666666666666,80,1.0,0.03518972271761458,0.03518972271761458,0.02095383047213398,0.021463447462869746,0.057794994743570506,0.07003462967583668,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_min_surface_sto,1.5,0.6666666666666666,80,1.0,-0.00533864061819341,0.006860156415475284,-0.013669028200316702,0.013729385580624354,0.03712475965453514,0.0455068863821011,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_surface_minus_avg_sto,1.5,0.6666666666666666,80,1.0,0.007545124593715484,0.007545124593715484,-0.000161136956869499,0.000161136956869499,0.018733883593771785,0.018741256428673664,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_surface_sto_range,1.5,0.6666666666666666,80,1.0,0.04052836333580799,0.04052836333580799,0.03462285867245067,0.03462285867245067,0.023402420285556363,0.03648583027166169,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,pos_avg_sto,1.5,0.6666666666666666,80,1.0,-9.601195177636607e-06,1.9960560832821968e-05,0.0016424001559771791,0.0030137031162679796,0.021371919686496273,0.021447180361994,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,pos_avg_surface_sto,1.5,0.6666666666666666,80,1.0,-0.014398007391892795,0.014398007391892795,0.001960875404885363,0.0031314485150729966,0.05566300385715874,0.05756065879709471,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,pos_surface_minus_avg_sto,1.5,0.6666666666666666,80,1.0,-0.014388406196715168,0.014388406196715168,0.0003184752489081885,0.0003184752489081885,0.0388687835135982,0.03999803072585861,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,total_heating_mean,1.5,0.6666666666666666,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1829328066771567,23.2277487213083
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,cell_temperature_K,2.0,0.5,80,1.0,0.0,0.0,4.689582056016661e-14,4.831690603168681e-14,0.0,0.0,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,elyte_c_mean,2.0,0.5,80,1.0,-24.674526385301313,24.674526385301313,1.5436232934063114,1.5436232934063114,65.86215081145524,67.63179372706463,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,elyte_c_range,2.0,0.5,80,1.0,561.7102604205378,561.7102604205378,148.36850746605873,148.36850746605873,1032.6269146788422,1079.2559317939385,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,eta_n_mean,2.0,0.5,80,1.0,-0.045058365032180685,0.04562178436088342,0.0068043716254043264,0.0068043716254043264,0.13590718282798836,0.17082990176102258,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,eta_p_mean,2.0,0.5,80,1.0,0.005856379786815168,0.005942970977496065,-0.0004013856497690674,0.0004013856497690674,0.017204612486861955,0.019920582189902447,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,j_n_mean_signed,2.0,0.5,80,1.0,-0.7914156868557867,0.7996974999427117,0.0008427865961290554,0.007175143272810898,2.083514555279019,2.083543096814178,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,j_p_mean_signed,2.0,0.5,80,1.0,0.8960555287253268,0.9054324853280938,-0.000954235668545373,0.008123826160108844,2.358994109333903,2.35902635079584,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_avg_sto,2.0,0.5,80,1.0,5.305398305549703e-05,5.695996466773563e-05,-0.0033319986811319903,0.006127127912824067,0.04269653870298107,0.042853966911649166,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_avg_surface_sto,2.0,0.5,80,1.0,0.0081837449211791,0.0081837449211791,-0.0033534296433773932,0.006126667459544767,0.05347115480493932,0.05432239513955761,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_max_surface_sto,2.0,0.5,80,1.0,0.03852372156588307,0.03852372156588307,0.022040302241240883,0.022870099264322402,0.07087655183916677,0.08649722206659849,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_min_surface_sto,2.0,0.5,80,1.0,-0.006098266206551921,0.007557380735370098,-0.015352788089300639,0.015503606676521184,0.045533734273829,0.05658340167285425,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_surface_minus_avg_sto,2.0,0.5,80,1.0,0.0081306909381236,0.008130690938123599,-2.143096224539497e-05,7.616151106431013e-05,0.020129094437379556,0.020144549390350208,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_surface_sto_range,2.0,0.5,80,1.0,0.04462198777243499,0.04462198777243499,0.037393090330541515,0.03739309033054152,0.02914719523129467,0.0459138717982826,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,pos_avg_sto,2.0,0.5,80,1.0,-3.540619714944571e-05,3.801289973894839e-05,0.0022236483560747733,0.004089010595341223,0.028494035317181494,0.028599096876594676,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,pos_avg_surface_sto,2.0,0.5,80,1.0,-0.016797334580793577,0.016797334580793577,0.00230060884594985,0.004122618728291808,0.0665169013922707,0.06830769816447979,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,pos_surface_minus_avg_sto,2.0,0.5,80,1.0,-0.016761928383644133,0.016761928383644133,7.696048987508438e-05,0.00017060606081098164,0.04426282210640361,0.04513202038543718,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,total_heating_mean,2.0,0.5,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39173937545609655,17.26174036248317
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,cell_temperature_K,3.0,0.3333333333333333,80,0.9875,0.0,0.0,-3.552713678800501e-14,4.689582056016661e-14,0.0,0.0,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,elyte_c_mean,3.0,0.3333333333333333,80,0.9875,-25.46478538114434,25.46478538114434,1.0874631283926548,1.3415251923652662,68.71804733844475,70.85306261084224,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,elyte_c_range,3.0,0.3333333333333333,80,0.9875,586.8106867238093,586.8106867238093,171.03812630779478,171.03812630779478,1066.4977446561875,1110.4719142394997,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,eta_n_mean,3.0,0.3333333333333333,80,0.9875,-0.045246286260376474,0.046063452577013365,0.005199083607731136,0.005264556304010148,0.13631452354171483,0.1665181488917159,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,eta_p_mean,3.0,0.3333333333333333,80,0.9875,0.00579717723774323,0.005901962244741941,-0.000288773732820537,0.00033549722481143876,0.017212158672090007,0.0195476569348072,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,j_n_mean_signed,3.0,0.3333333333333333,80,0.9875,-0.7904073737768477,0.8015973737409634,-0.01564016438480774,0.016152981825381812,2.0835294693275968,2.0835449087171884,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,j_p_mean_signed,3.0,0.3333333333333333,80,0.9875,0.8949139747159279,0.9075834998372617,0.017708083148322177,0.018288704561368208,2.359010913630901,2.3590284054793393,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_avg_sto,3.0,0.3333333333333333,80,0.9875,-7.710332416681516e-06,1.7409776165852424e-05,-0.005062045748262345,0.009158850333676175,0.06394530271777278,0.0642429954190773,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_avg_surface_sto,3.0,0.3333333333333333,80,0.9875,0.008676236011611256,0.008676236011611254,-0.004906145026859337,0.00910736984324791,0.07268274301644866,0.07388303911807087,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_max_surface_sto,3.0,0.3333333333333333,80,0.9875,0.0423108098303158,0.0423108098303158,0.02245485629499029,0.024309122659963565,0.09541955882895167,0.11867173916025647,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_min_surface_sto,3.0,0.3333333333333333,80,0.9875,-0.007069402096642391,0.008499807610121994,-0.017691095032525316,0.018139858486602507,0.062058105399984506,0.07580107311710771,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_surface_minus_avg_sto,3.0,0.3333333333333333,80,0.9875,0.00868394634402794,0.008683946344027938,0.00015590072140300704,0.00016916225558530297,0.021535062126338468,0.021540271610582556,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_surface_sto_range,3.0,0.3333333333333333,80,0.9875,0.04938021192695819,0.0493802119269582,0.040145951327515625,0.04014595132751562,0.039490861278587086,0.06336377790498865,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,pos_avg_sto,3.0,0.3333333333333333,80,0.9875,5.145580668584199e-06,1.161861808930756e-05,0.0033782155347897988,0.006112266071214594,0.042674646923565596,0.04287331563541796,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,pos_avg_surface_sto,3.0,0.3333333333333333,80,0.9875,-0.020549084364456408,0.020549084364456405,0.003008986648435151,0.006131594900334969,0.08555713873430923,0.08758830839853182,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,pos_surface_minus_avg_sto,3.0,0.3333333333333333,80,0.9875,-0.020554229945124996,0.020554229945124996,-0.00036922888635466906,0.00042857885567646316,0.05267490761787008,0.053173516769675855,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,total_heating_mean,3.0,0.3333333333333333,80,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.274014050117809,11.296132745532983
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,cell_temperature_K,4.0,0.25,80,0.9625,0.0,0.0,3.552713678800501e-14,4.121147867408581e-14,0.0,0.0,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,elyte_c_mean,4.0,0.25,80,0.9625,-25.868839706996674,25.86883970699668,0.5579845717565206,1.279983691530785,69.89443453831501,71.66500495604578,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,elyte_c_range,4.0,0.25,80,0.9625,598.7793667185417,598.7793667185417,189.22995943077586,189.22995943077586,1081.9331690546514,1124.2055569325562,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,eta_n_mean,4.0,0.25,80,0.9625,-0.046022323366710485,0.046830029910500344,0.0038006026546359402,0.004438629672275201,0.13650355290243035,0.16250207407027953,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,eta_p_mean,4.0,0.25,80,0.9625,0.005868873469442058,0.005971075357997692,-0.000164094421159288,0.0003215332596396617,0.017209714707772876,0.019235542925030824,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,j_n_mean_signed,4.0,0.25,80,0.9625,-0.8023070648542339,0.8135043184135246,-0.032673879717713704,0.032673879717713704,2.083320560043915,2.083545934780467,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,j_p_mean_signed,4.0,0.25,80,0.9625,0.9083869202333146,0.9210647436652618,0.036993945507118264,0.036993945507118264,2.3587743908314565,2.3590295686715965,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_avg_sto,4.0,0.25,80,0.9625,8.494796590619823e-05,8.862103959559712e-05,-0.005904514089535793,0.01202976434238214,0.08524238775326985,0.08571361367156949,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_avg_surface_sto,4.0,0.25,80,0.9625,0.009042308420651195,0.009042308420651193,-0.005557705672384913,0.012006156921873203,0.09233859451989171,0.09372873034734075,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_max_surface_sto,4.0,0.25,80,0.9625,0.044386583917314634,0.044386583917314634,0.022439258651066073,0.02556868333908937,0.12022323005257077,0.14797402265849413,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_min_surface_sto,4.0,0.25,80,0.9625,-0.007501827175433506,0.008963074825422787,-0.018659795971933936,0.020039988799347014,0.07912283957896728,0.09115502494145089,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_surface_minus_avg_sto,4.0,0.25,80,0.9625,0.008957360454744996,0.008957360454744996,0.0003468084171508785,0.0003468084171508785,0.02214542062577414,0.02215875555816721,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_surface_sto_range,4.0,0.25,80,0.9625,0.051888411092748145,0.051888411092748145,0.041099054623000016,0.041099054623000016,0.048684803141214976,0.07685745593346882,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,pos_avg_sto,4.0,0.25,80,0.9625,-5.669102026133119e-05,5.914228901914495e-05,0.003940446652324262,0.008028204169281968,0.05688750612922551,0.057201984266474826,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,pos_avg_surface_sto,4.0,0.25,80,0.9625,-0.023548081014675995,0.02354808101467599,0.0029440066427813376,0.008201485167841176,0.10287008180624087,0.10517215621171527,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,pos_surface_minus_avg_sto,4.0,0.25,80,0.9625,-0.02349138999441467,0.02349138999441467,-0.000996440009542916,0.000996440009542916,0.059167707255737625,0.05953555215165962,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,total_heating_mean,4.0,0.25,80,0.9625,0.0,0.0,0.0,0.0,0.0,0.0,0.22125072729478765,8.313846572239596
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,cell_temperature_K,5.0,0.2,80,0.9375,0.0,0.0,7.105427357601002e-15,3.694822225952521e-14,0.0,0.0,0.18875586237596187,6.396810609826552
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,elyte_c_mean,5.0,0.2,80,0.9375,-26.234573347523412,26.2995858994881,-0.048329960617161306,1.2989423640166138,70.46127175172728,72.79396356377379,0.18875586237596187,6.396810609826552
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,elyte_c_range,5.0,0.2,80,0.9375,608.6552871453842,609.8156180264996,201.0482482438199,201.0482482438199,1091.6976474655778,1123.9158434589267,0.18875586237596187,6.396810609826552
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,eta_n_mean,5.0,0.2,80,0.9375,-0.04687658353288264,0.04769332683841414,0.002344246568704684,0.00397508611124737,0.13646543606353914,0.15882091508193014,0.18875586237596187,6.396810609826552
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,eta_p_mean,5.0,0.2,80,0.9375,0.005957113924432976,0.006047798494251444,-1.7302075294443387e-05,0.00032893502435074026,0.017186617332805472,0.018969126720904228,0.18875586237596187,6.396810609826552
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,j_n_mean_signed,5.0,0.2,80,0.9375,-0.8158648081906856,0.825951161867325,-0.050806365052551726,0.050806365052551726,2.0822249203006633,2.083545711900096,0.18875586237596187,6.396810609826552
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,j_p_mean_signed,5.0,0.2,80,0.9375,0.9237373320713811,0.9351572897772957,0.05752390441285114,0.05752390441285116,2.357533885073816,2.359029313107497,0.18875586237596187,6.396810609826552
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,neg_avg_sto,5.0,0.2,80,0.9375,5.383634239397462e-05,5.383634239397462e-05,-0.006567296425294583,0.015202778267774575,0.10647313038849338,0.10706894490651392,0.18875586237596187,6.396810609826552
