pair_idx,source_json,source_file,dc_record_idx,dc_case_id,dc_condition,dcac_record_idx,dcac_case_id,dcac_condition,DC_C,AC_C,tau_label,f_Hz,phase,Q_mAh,Q_Ah,t_DC_model_s,t_DCAC_model_s,dt_model_s,t_DC_geom_s,t_DCAC_geom_s,dt_geom_s,dt_resid_s,I_DC_A_used,I_AC_A_used,kappa_used,kappa_meta,q_lo_mAh,q_hi_mAh,Q_ref_mAh,Q_CC_end_DC_mAh,Q_CC_end_DCAC_mAh,fp_mode,N_Q_GRID,dt_eval_geom_s,dc_clean_removed,dcac_clean_removed,finite
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,1756.9239562516782,1.7569239562516783,4216.617495004028,4219.1920109640205,-2.574515959992823,4216.622672691458,4218.447974122065,-1.825301430606487,-0.7492145293863359,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,1802.3974272851035,1.8023974272851035,4325.753825484248,4335.676305196092,-9.922479711843152,4325.759137182759,4335.310710013503,-9.55157283074368,-0.37090688109947223,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,1847.8708983185286,1.8478708983185286,4434.890155964468,4454.146715043025,-19.256559078557075,4434.89560167406,4453.881929733624,-18.986328059563675,-0.27023101899339963,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,1893.3443693519537,1.8933443693519536,4544.026486444689,4573.392431662089,-29.365945217399712,4544.032066165361,4573.148417585596,-29.116351420234423,-0.2495937971652893,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,1938.817840385379,1.938817840385379,4653.16281692491,4692.960598987625,-39.79778206271567,4653.168530656662,4692.737799438478,-39.56926878181548,-0.22851328090018797,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,1984.291311418804,1.984291311418804,4762.29914740513,4812.648663755261,-50.349516350131125,4762.304995147963,4812.4357948265815,-50.13079967861813,-0.21871667151299334,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2029.7647824522292,2.0297647824522294,4871.435477885349,4932.276733334569,-60.841255449219716,4871.441459639264,4932.068661252415,-60.627201613150646,-0.2140538360690698,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2075.2382534856542,2.0752382534856544,4980.57180836557,5051.676738079923,-71.10492971435269,4980.5779241305645,5051.4390025836165,-70.86107845305196,-0.2438512613007333,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2120.71172451908,2.12071172451908,5089.708138845791,5091.397348351077,-1.6892095052862715,5089.714388621866,5090.362723406857,-0.6483347849907659,-1.0408747202955055,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2166.185195552505,2.166185195552505,5198.844469326011,5206.973259779411,-8.128790453400143,5198.850853113167,5206.425742852669,-7.5748897395014865,-0.5539007138986562,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2211.65866658593,2.21165866658593,5307.9807998062315,5325.0890134648,-17.108213658568275,5307.987317604468,5324.744238141251,-16.756920536782673,-0.3512931217856021,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2257.132137619355,2.257132137619355,5417.117130286452,5444.2128284176915,-27.09569813123926,5417.1237820957695,5443.895109726571,-26.771327630801352,-0.32437050043790805,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2302.60560865278,2.30260560865278,5526.253460766673,5563.722664117589,-37.46920335091636,5526.2602465870705,5563.432824221246,-37.17257763417547,-0.2966257167408912,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2348.079079686205,2.348079079686205,5635.389791246892,5683.395392343799,-48.00560109690741,5635.396711078371,5683.12172984421,-47.725018765839195,-0.2805823310682172,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2393.5525507196303,2.3935525507196305,5744.526121727113,5803.094930971006,-58.568809243893156,5744.533175569672,5802.784916327179,-58.25174075750783,-0.3170684863853239,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2439.026021753056,2.439026021753056,5853.662452207334,5922.570091665071,-68.90763945773688,5853.6696400609735,5922.236228619803,-68.56658855882961,-0.3410508989072696,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2484.499492786481,2.484499492786481,5962.798782687555,5964.602899076571,-1.8041163890156895,5962.806104552275,5962.821687940577,-0.015583388301820378,-1.7885330007138691,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2529.972963819906,2.529972963819906,6071.935113167774,6078.358777332329,-6.423664164554793,6071.942569043576,6077.639798661407,-5.697229617830999,-0.7264345467237945,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
53,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,40,DC0.30C+AC0.70C_f0.00805Hz,0.3+0.7C 1τ,0.3,0.7,1τ,0.0080491886409736,discharge_first,2575.446434853331,2.575446434853331,6181.071443647994,6196.180631860848,-15.109188212853951,6181.079033534877,6195.647183968994,-14.568150434116433,-0.5410377787375182,1.4999981581150046,3.4999977323018614,2.3333346866906735,2.3333333333333335,256.2994121486482,3848.7036237892353,5125.988242972963,4727.270499485405,3951.2233886486943,raw,80,0.1,0,0,True
