param_set,protocol,phase_label,anchor_label,n_samples,t_start_s,t_end_s,Q_start_Ah,Q_end_Ah,V_min_V,V_max_V,I_min_A,I_max_A,I_initial_A,I_final_A,V_max_cutoff,event_found_calc,event_idx_calc,t_to_Vmax_calc_s,Q_to_Vmax_calc_Ah,t_to_Vmax_meta_s,Q_to_Vmax_meta_Ah,t_to_Vmax_err_s,Q_to_Vmax_err_Ah,n_post_event_samples,has_post_event_tail,I_post_event_range_A,has_cv_like_current_decay,termination_raw,feasibility_verdict,frac_below_Vmin,frac_above_Vmax,event_time_reconstruction_ok,event_Q_reconstruction_ok
Chen2020,DCAC_DC0p2C_AC0p5C_10tau,charge_first,Route2_AC0p5C_10tau_native_charge_first,8964,0.0,12799.1196716878,0.0,3.7700742589106406,3.1578966263866057,4.200000000000001,-3.4999999775179544,1.499999948826714,-1.0,-3.445311138189472,4.2,True,8963,12799.119671687797,3.770074258910636,12797.938507306417,3.7689441080309423,1.1811643813798582,0.0011301508796939252,0,False,,False,event: maximum voltage [v],feasible_clean,0.0,0.000223114680946,True,True
Chen2020,DC_0p2C,charge_first,Route2_AC0p5C_10tau_native_charge_first,9464,0.0,16659.71567625351,0.0,4.627698798959311,3.1578966263866057,4.2,-1.0,-1.0,-1.0,-1.0,4.2,True,9463,16659.71567625351,4.627698798959311,16650.0,4.6250000000000036,9.715676253508718,0.002698798959307247,0,False,,False,event: maximum voltage [v],feasible_clean,0.0,0.0006339814032121,True,True
OKane2022,DCAC_DC0p2C_AC0p5C_10tau,charge_first,Route2_AC0p5C_10tau_native_charge_first,9164,0.0,13045.76650066397,0.0,3.790252887247405,3.177914875823376,4.200000000000004,-3.4999990613132423,1.4999996993369193,-1.0,-3.289526984640475,4.2,True,9163,13045.766500663956,3.790252887247392,13042.006684388009,3.7868222884438887,3.759816275947742,0.003430598803503493,0,False,,False,event: maximum voltage [v],feasible_clean,0.0,0.0003273679615888,True,True
OKane2022,DC_0p2C,charge_first,Route2_AC0p5C_10tau_native_charge_first,9403,0.0,16548.641554760092,0.0,4.596844876322244,3.177914875823376,4.2,-1.0,-1.0,-1.0,-1.0,4.2,True,9402,16548.641554760092,4.596844876322244,16540.0,4.594444444444441,8.641554760091822,0.0024004318778034772,0,False,,False,event: maximum voltage [v],feasible_clean,0.0,0.0006380942252472,True,True
ORegan2022,DCAC_DC0p2C_AC0p5C_10tau,charge_first,Route2_AC0p5C_10tau_native_charge_first,7798,0.0,9925.854020315359,0.0,3.210457296623795,3.0992821237593953,4.400000000000571,-3.4999995322698605,1.4999987936038677,-1.0,-3.3249816938292347,4.4,True,7797,9925.854020315357,3.2104572966237943,9925.85402031536,3.210457296623795,-3.637978807091713e-12,-8.881784197001252e-16,0,False,,False,event: maximum voltage [v],feasible_clean,0.0,0.000128238009746,True,True
ORegan2022,DC_0p2C,charge_first,Route2_AC0p5C_10tau_native_charge_first,12378,0.0,17006.861900825734,0.0,4.724128305784915,3.0992821237593953,4.400000000000024,-1.0,-1.0,-1.0,-1.0,4.4,True,12377,17006.861900825734,4.724128305784915,17006.861900825734,4.724128305784915,0.0,0.0,0,False,,False,event: maximum voltage [v],feasible_clean,0.0,8.078849571820973e-05,True,True
