branch_id,search_term,variable_key
surface_form_algebraic,surface potential difference,Negative electrode surface potential difference at separator interface [V]
surface_form_algebraic,surface potential difference,Positive electrode surface potential difference [V]
surface_form_algebraic,surface potential difference,Positive electrode surface potential difference at separator interface [V]
surface_form_algebraic,surface potential difference,X-averaged negative electrode surface potential difference [V]
surface_form_algebraic,surface potential difference,X-averaged positive electrode surface potential difference [V]
surface_form_algebraic,overpotential,Battery negative particle concentration overpotential [V]
surface_form_algebraic,overpotential,Battery particle concentration overpotential [V]
surface_form_algebraic,overpotential,Battery positive particle concentration overpotential [V]
surface_form_algebraic,overpotential,Contact overpotential [V]
surface_form_algebraic,overpotential,Negative electrode SEI film overpotential [V]
surface_form_algebraic,overpotential,Negative electrode lithium plating reaction overpotential [V]
surface_form_algebraic,overpotential,Negative electrode reaction overpotential [V]
surface_form_algebraic,overpotential,Negative particle concentration overpotential [V]
surface_form_algebraic,overpotential,Particle concentration overpotential [V]
surface_form_algebraic,overpotential,Positive electrode SEI film overpotential [V]
surface_form_algebraic,overpotential,Positive electrode lithium plating reaction overpotential [V]
surface_form_algebraic,overpotential,Positive electrode reaction overpotential [V]
surface_form_algebraic,overpotential,Positive particle concentration overpotential [V]
surface_form_algebraic,overpotential,X-averaged SEI film overpotential [V]
surface_form_algebraic,overpotential,X-averaged battery concentration overpotential [V]
surface_form_algebraic,overpotential,X-averaged battery negative reaction overpotential [V]
surface_form_algebraic,overpotential,X-averaged battery positive reaction overpotential [V]
surface_form_algebraic,overpotential,X-averaged battery reaction overpotential [V]
surface_form_algebraic,overpotential,X-averaged concentration overpotential [V]
surface_form_algebraic,overpotential,X-averaged electrolyte overpotential [V]
surface_form_algebraic,overpotential,X-averaged negative electrode SEI film overpotential [V]
surface_form_algebraic,overpotential,X-averaged negative electrode lithium plating reaction overpotential [V]
surface_form_algebraic,overpotential,X-averaged negative electrode reaction overpotential [V]
surface_form_algebraic,overpotential,X-averaged positive electrode SEI film overpotential [V]
surface_form_algebraic,overpotential,X-averaged positive electrode lithium plating reaction overpotential [V]
surface_form_algebraic,overpotential,X-averaged positive electrode reaction overpotential [V]
surface_form_algebraic,overpotential,X-averaged reaction overpotential [V]
sei_solvent_diffusion_limited,plating,Loss of capacity to negative lithium plating [A.h]
sei_solvent_diffusion_limited,plating,Loss of capacity to positive lithium plating [A.h]
sei_solvent_diffusion_limited,plating,Loss of lithium to negative lithium plating [mol]
sei_solvent_diffusion_limited,plating,Loss of lithium to positive lithium plating [mol]
sei_solvent_diffusion_limited,plating,Negative electrode lithium plating interfacial current density [A.m-2]
sei_solvent_diffusion_limited,plating,Negative electrode lithium plating reaction overpotential [V]
sei_solvent_diffusion_limited,plating,Negative electrode lithium plating volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,plating,Negative lithium plating concentration [mol.m-3]
sei_solvent_diffusion_limited,plating,Negative lithium plating thickness [m]
sei_solvent_diffusion_limited,plating,Positive electrode lithium plating interfacial current density [A.m-2]
sei_solvent_diffusion_limited,plating,Positive electrode lithium plating reaction overpotential [V]
sei_solvent_diffusion_limited,plating,Positive electrode lithium plating volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,plating,Positive lithium plating concentration [mol.m-3]
sei_solvent_diffusion_limited,plating,Positive lithium plating thickness [m]
sei_solvent_diffusion_limited,plating,Volume-averaged negative lithium plating concentration [mol.m-3]
sei_solvent_diffusion_limited,plating,Volume-averaged negative lithium plating thickness [m]
sei_solvent_diffusion_limited,plating,Volume-averaged positive lithium plating concentration [mol.m-3]
sei_solvent_diffusion_limited,plating,Volume-averaged positive lithium plating thickness [m]
sei_solvent_diffusion_limited,plating,X-averaged negative electrode lithium plating interfacial current density [A.m-2]
sei_solvent_diffusion_limited,plating,X-averaged negative electrode lithium plating reaction overpotential [V]
sei_solvent_diffusion_limited,plating,X-averaged negative electrode lithium plating volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,plating,X-averaged negative lithium plating concentration [mol.m-3]
sei_solvent_diffusion_limited,plating,X-averaged negative lithium plating thickness [m]
sei_solvent_diffusion_limited,plating,X-averaged positive electrode lithium plating interfacial current density [A.m-2]
sei_solvent_diffusion_limited,plating,X-averaged positive electrode lithium plating reaction overpotential [V]
sei_solvent_diffusion_limited,plating,X-averaged positive electrode lithium plating volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,plating,X-averaged positive lithium plating concentration [mol.m-3]
sei_solvent_diffusion_limited,plating,X-averaged positive lithium plating thickness [m]
sei_solvent_diffusion_limited,sei,Loss of capacity to negative SEI [A.h]
sei_solvent_diffusion_limited,sei,Loss of capacity to negative SEI on cracks [A.h]
sei_solvent_diffusion_limited,sei,Loss of capacity to positive SEI [A.h]
sei_solvent_diffusion_limited,sei,Loss of capacity to positive SEI on cracks [A.h]
sei_solvent_diffusion_limited,sei,Loss of lithium to negative SEI [mol]
sei_solvent_diffusion_limited,sei,Loss of lithium to negative SEI on cracks [mol]
sei_solvent_diffusion_limited,sei,Loss of lithium to positive SEI [mol]
sei_solvent_diffusion_limited,sei,Loss of lithium to positive SEI on cracks [mol]
sei_solvent_diffusion_limited,sei,Negative SEI concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,Negative SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,Negative SEI on cracks thickness [m]
sei_solvent_diffusion_limited,sei,Negative SEI thickness [m]
sei_solvent_diffusion_limited,sei,Negative electrode SEI film overpotential [V]
sei_solvent_diffusion_limited,sei,Negative electrode SEI interfacial current density [A.m-2]
sei_solvent_diffusion_limited,sei,Negative electrode SEI on cracks interfacial current density [A.m-2]
sei_solvent_diffusion_limited,sei,Negative electrode SEI on cracks volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,sei,Negative electrode SEI volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,sei,Positive SEI concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,Positive SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,Positive SEI on cracks thickness [m]
sei_solvent_diffusion_limited,sei,Positive SEI thickness [m]
sei_solvent_diffusion_limited,sei,Positive electrode SEI film overpotential [V]
sei_solvent_diffusion_limited,sei,Positive electrode SEI interfacial current density [A.m-2]
sei_solvent_diffusion_limited,sei,Positive electrode SEI on cracks interfacial current density [A.m-2]
sei_solvent_diffusion_limited,sei,Positive electrode SEI on cracks volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,sei,Positive electrode SEI volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,sei,Volume-averaged negative SEI concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,Volume-averaged negative SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,Volume-averaged negative SEI on cracks thickness [m]
sei_solvent_diffusion_limited,sei,Volume-averaged negative SEI thickness [m]
sei_solvent_diffusion_limited,sei,Volume-averaged positive SEI concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,Volume-averaged positive SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,Volume-averaged positive SEI on cracks thickness [m]
sei_solvent_diffusion_limited,sei,Volume-averaged positive SEI thickness [m]
sei_solvent_diffusion_limited,sei,X-averaged SEI film overpotential [V]
sei_solvent_diffusion_limited,sei,X-averaged negative SEI concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,X-averaged negative SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,X-averaged negative SEI on cracks thickness [m]
sei_solvent_diffusion_limited,sei,X-averaged negative SEI thickness [m]
sei_solvent_diffusion_limited,sei,X-averaged negative electrode SEI film overpotential [V]
sei_solvent_diffusion_limited,sei,X-averaged negative electrode SEI interfacial current density [A.m-2]
sei_solvent_diffusion_limited,sei,X-averaged negative electrode SEI on cracks interfacial current density [A.m-2]
sei_solvent_diffusion_limited,sei,X-averaged negative electrode SEI on cracks volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,sei,X-averaged negative electrode SEI volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,sei,X-averaged positive SEI concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,X-averaged positive SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,sei,X-averaged positive SEI on cracks thickness [m]
sei_solvent_diffusion_limited,sei,X-averaged positive SEI thickness [m]
sei_solvent_diffusion_limited,sei,X-averaged positive electrode SEI film overpotential [V]
sei_solvent_diffusion_limited,sei,X-averaged positive electrode SEI interfacial current density [A.m-2]
sei_solvent_diffusion_limited,sei,X-averaged positive electrode SEI on cracks interfacial current density [A.m-2]
sei_solvent_diffusion_limited,sei,X-averaged positive electrode SEI on cracks volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,sei,X-averaged positive electrode SEI volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,crack,Loss of capacity to negative SEI on cracks [A.h]
sei_solvent_diffusion_limited,crack,Loss of capacity to positive SEI on cracks [A.h]
sei_solvent_diffusion_limited,crack,Loss of lithium to negative SEI on cracks [mol]
sei_solvent_diffusion_limited,crack,Loss of lithium to positive SEI on cracks [mol]
sei_solvent_diffusion_limited,crack,Negative SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,crack,Negative SEI on cracks thickness [m]
sei_solvent_diffusion_limited,crack,Negative crack surface to volume ratio [m-1]
sei_solvent_diffusion_limited,crack,Negative electrode SEI on cracks interfacial current density [A.m-2]
sei_solvent_diffusion_limited,crack,Negative electrode SEI on cracks volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,crack,Negative particle crack length [m]
sei_solvent_diffusion_limited,crack,Negative particle cracking rate [m.s-1]
sei_solvent_diffusion_limited,crack,Positive SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,crack,Positive SEI on cracks thickness [m]
sei_solvent_diffusion_limited,crack,Positive crack surface to volume ratio [m-1]
sei_solvent_diffusion_limited,crack,Positive electrode SEI on cracks interfacial current density [A.m-2]
sei_solvent_diffusion_limited,crack,Positive electrode SEI on cracks volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,crack,Positive particle crack length [m]
sei_solvent_diffusion_limited,crack,Positive particle cracking rate [m.s-1]
sei_solvent_diffusion_limited,crack,Volume-averaged negative SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,crack,Volume-averaged negative SEI on cracks thickness [m]
sei_solvent_diffusion_limited,crack,Volume-averaged positive SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,crack,Volume-averaged positive SEI on cracks thickness [m]
sei_solvent_diffusion_limited,crack,X-averaged negative SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,crack,X-averaged negative SEI on cracks thickness [m]
sei_solvent_diffusion_limited,crack,X-averaged negative electrode SEI on cracks interfacial current density [A.m-2]
sei_solvent_diffusion_limited,crack,X-averaged negative electrode SEI on cracks volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,crack,X-averaged negative particle crack length [m]
sei_solvent_diffusion_limited,crack,X-averaged negative particle cracking rate [m.s-1]
sei_solvent_diffusion_limited,crack,X-averaged positive SEI on cracks concentration [mol.m-3]
sei_solvent_diffusion_limited,crack,X-averaged positive SEI on cracks thickness [m]
sei_solvent_diffusion_limited,crack,X-averaged positive electrode SEI on cracks interfacial current density [A.m-2]
sei_solvent_diffusion_limited,crack,X-averaged positive electrode SEI on cracks volumetric interfacial current density [A.m-3]
sei_solvent_diffusion_limited,crack,X-averaged positive particle crack length [m]
sei_solvent_diffusion_limited,crack,X-averaged positive particle cracking rate [m.s-1]
sei_solvent_diffusion_limited,surface potential difference,Negative electrode surface potential difference [V]
sei_solvent_diffusion_limited,surface potential difference,Negative electrode surface potential difference at separator interface [V]
sei_solvent_diffusion_limited,surface potential difference,Positive electrode surface potential difference [V]
sei_solvent_diffusion_limited,surface potential difference,Positive electrode surface potential difference at separator interface [V]
sei_solvent_diffusion_limited,surface potential difference,X-averaged negative electrode surface potential difference [V]
sei_solvent_diffusion_limited,surface potential difference,X-averaged positive electrode surface potential difference [V]
sei_solvent_diffusion_limited,overpotential,Battery negative particle concentration overpotential [V]
sei_solvent_diffusion_limited,overpotential,Battery particle concentration overpotential [V]
sei_solvent_diffusion_limited,overpotential,Battery positive particle concentration overpotential [V]
sei_solvent_diffusion_limited,overpotential,Contact overpotential [V]
sei_solvent_diffusion_limited,overpotential,Negative electrode SEI film overpotential [V]
sei_solvent_diffusion_limited,overpotential,Negative electrode lithium plating reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,Negative electrode reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,Negative particle concentration overpotential [V]
sei_solvent_diffusion_limited,overpotential,Particle concentration overpotential [V]
sei_solvent_diffusion_limited,overpotential,Positive electrode SEI film overpotential [V]
sei_solvent_diffusion_limited,overpotential,Positive electrode lithium plating reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,Positive electrode reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,Positive particle concentration overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged SEI film overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged battery concentration overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged battery negative reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged battery positive reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged battery reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged concentration overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged electrolyte overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged negative electrode SEI film overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged negative electrode lithium plating reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged negative electrode reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged positive electrode SEI film overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged positive electrode lithium plating reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged positive electrode reaction overpotential [V]
sei_solvent_diffusion_limited,overpotential,X-averaged reaction overpotential [V]
