parameter_set,model_type,condition,reference_condition,Q_Ah,feature_id,x_DC,x_DCAC,delta_x,t_DC_s,t_DCAC_s,delta_t_raw_s
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,total_heating_mean,0.0,0.0,0.0,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,neg_surface_minus_avg_sto,0.004949726200136185,0.006011007727253843,0.0010612815271176575,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,pos_surface_minus_avg_sto,-0.0200868512421436,-0.02064268673196884,-0.0005558354898252404,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,neg_surface_sto_range,0.00484253211337288,0.005740076438772947,0.0008975443254000673,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,neg_avg_sto,0.12498106709039201,0.12499728232403554,1.6215233643521176e-05,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,neg_avg_surface_sto,0.12993079882366693,0.12965258788640974,-0.0002782109372571895,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,neg_max_surface_sto,0.13324945305634323,0.13325859785939587,9.14480305264087e-06,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,neg_min_surface_sto,0.1281721476047613,0.12772989315240335,-0.0004422544523579597,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,pos_avg_sto,0.7881492670771455,0.7881384456510034,-1.0821426142060275e-05,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,pos_avg_surface_sto,0.7676871154921134,0.7682913430713354,0.0006042275792219609,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,elyte_c_mean,983.0832156522252,983.9154762125909,0.8322605603656257,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,elyte_c_range,352.6658303406899,338.2343763662267,-14.431453974463238,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,eta_n_mean,-0.04714278031452878,-0.09340110046842594,-0.04625832015389716,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,eta_p_mean,0.004274827156340559,0.012189833201547583,0.007915006045207024,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,j_n_mean_signed,-0.4464741494499859,-1.279899694939154,-0.8334255454891679,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,j_p_mean_signed,0.5055063587453458,1.4489638100326798,0.943457451287334,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,cell_temperature_K,298.15,298.15,0.0,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,total_heating_mean,0.0,0.0,0.0,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,neg_surface_minus_avg_sto,0.0049497317332749015,0.004655305562374204,-0.00029442617090069765,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,pos_surface_minus_avg_sto,-0.02046215158503211,-0.019847102579668065,0.0006150490053640455,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.31714850920022586,neg_surface_sto_range,0.005077305451581905,0.00552870470699252,0.00045139925541061443,761.1564220805408,761.2371678771689,-0.08074579662809356
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,neg_avg_sto,0.13168183620542448,0.13170017522592917,1.8339020504687387e-05,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,neg_avg_surface_sto,0.1366315688430855,0.1375445719152384,0.0009130030721528903,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,neg_max_surface_sto,0.14023481288320408,0.1418062215714032,0.001571408688199133,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,neg_min_surface_sto,0.13474146256698102,0.13532381115979467,0.0005823485928136418,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,pos_avg_sto,0.7836774303049843,0.7836651915447993,-1.2238760184968278e-05,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,pos_avg_surface_sto,0.7629328061606839,0.7625415819559288,-0.0003912242047551251,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,elyte_c_mean,983.1102248820793,982.5922359394615,-0.5179889426177624,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,elyte_c_range,352.1631759895252,358.6757752059458,6.512599216420597,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,eta_n_mean,-0.04634400282781847,-0.09856820962691851,-0.05222420679910004,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,eta_p_mean,0.004245067363740069,0.0136012661131723,0.009356198749432231,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,j_n_mean_signed,-0.4464741494479169,-1.4496375120659595,-1.0031633626180425,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,j_p_mean_signed,0.505506358745589,1.6407859667698215,1.1352796080242324,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,cell_temperature_K,298.15,298.15,0.0,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,total_heating_mean,0.0,0.0,0.0,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,neg_surface_minus_avg_sto,0.004949732637660993,0.0058443966893092295,0.0008946640516482368,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,pos_surface_minus_avg_sto,-0.020744624144300342,-0.021123609588870572,-0.0003789854445702297,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3561980122669678,neg_surface_sto_range,0.005493350316223056,0.006482410411608559,0.0009890600953855033,854.875229440721,852.9011657728423,1.9740636678786814
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,neg_avg_sto,0.13838260532043267,0.13840623905416058,2.363373372790689e-05,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,neg_avg_surface_sto,0.14333233810642962,0.14470351363594386,0.0013711755295142403,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,neg_max_surface_sto,0.14737714727411116,0.14964818310243216,0.0022710358283209997,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,neg_min_surface_sto,0.14123717639954858,0.1421857788605082,0.0009486024609596244,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,pos_avg_sto,0.7792055935328384,0.7791898212837536,-1.5772249084777812e-05,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,pos_avg_surface_sto,0.7582476591841345,0.7570904310036396,-0.001157228180494907,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,elyte_c_mean,983.1513440684499,981.6144506411646,-1.5368934272853494,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,elyte_c_range,351.3493810950036,375.35014807124924,24.000766976245643,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,eta_n_mean,-0.045592638853765535,-0.0567319568219408,-0.011139317968175265,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,eta_p_mean,0.004217009135655714,0.005589519838200183,0.0013725107025444692,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,j_n_mean_signed,-0.4464741494513223,-0.5964468138648402,-0.14997266441351792,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,j_p_mean_signed,0.5055063587447991,0.6748859289976559,0.16937957025285677,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,cell_temperature_K,298.15,298.15,0.0,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,total_heating_mean,0.0,0.0,0.0,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,neg_surface_minus_avg_sto,0.004949732785996947,0.00629727458178328,0.0013475417957863325,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,pos_surface_minus_avg_sto,-0.02095793434870384,-0.02209939028011399,-0.00114145593141015,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.3952475153337097,neg_surface_sto_range,0.00613997087456258,0.007462404241923953,0.0013224333673613727,948.5940368009022,944.8614612001157,3.732575600786504
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,neg_avg_sto,0.1450833744354532,0.1451124553788839,2.9080943430709327e-05,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,neg_avg_surface_sto,0.1500331072457281,0.15076270825778978,0.0007296010120616814,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,neg_max_surface_sto,0.15469654495046326,0.15638893409817406,0.0016923891477108044,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,neg_min_surface_sto,0.14765048695322486,0.14794184285818016,0.0002913559049552983,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,pos_avg_sto,0.7747337567606848,0.7747143492523874,-1.9407508297430986e-05,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,pos_avg_surface_sto,0.7536144384531643,0.7533926335030353,-0.00022180495012902313,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,elyte_c_mean,983.2017503020805,982.9507239891467,-0.2510263129338455,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,elyte_c_range,350.3307276647558,352.55445630961464,2.223728644858852,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,eta_n_mean,-0.04488440887092505,-0.09738583431369087,-0.05250142544276582,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,eta_p_mean,0.004190403702610599,0.013674661038724282,0.009484257336113683,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,j_n_mean_signed,-0.44647414945244585,-1.4749060272164656,-1.0284318777640198,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,j_p_mean_signed,0.5055063587415096,1.6696423555755662,1.1641359968340566,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,cell_temperature_K,298.15,298.15,0.0,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,total_heating_mean,0.0,0.0,0.0,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,neg_surface_minus_avg_sto,0.004949732810274915,0.0056502528789059,0.0007005200686309851,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,pos_surface_minus_avg_sto,-0.021119318307520413,-0.021321715749352023,-0.0002023974418316095,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.43429701840045165,neg_surface_sto_range,0.007046057997238396,0.008447091239993884,0.0014010332427554888,1042.3128441610825,1041.0297883455232,1.283055815559237
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,neg_avg_sto,0.15178414355041953,0.15181441204422663,3.0268493807106278e-05,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,neg_avg_surface_sto,0.15673387636460726,0.15816100512566275,0.0014271287610554961,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,neg_max_surface_sto,0.16220051507758837,0.16506939959123942,0.0028688845136510543,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,neg_min_surface_sto,0.1539788458707162,0.1547806811388997,0.0008018352681835039,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,pos_avg_sto,0.7702619199885671,0.7702417199546128,-2.0200033954309582e-05,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,pos_avg_surface_sto,0.7490203773078619,0.7479440311308513,-0.0010763461770105787,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,elyte_c_mean,983.2569655340654,981.8784437744292,-1.3785217596362145,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,elyte_c_range,349.2043046177146,369.91370357178164,20.709398954067012,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,eta_n_mean,-0.04421616041043147,-0.07353282161919834,-0.029316661208766873,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,eta_p_mean,0.004165055716433465,0.00838008515840018,0.004215029441966716,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,j_n_mean_signed,-0.4464741494488038,-0.9071076758358299,-0.46063352638702604,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,j_p_mean_signed,0.5055063587428255,1.0263362982793645,0.520829939536539,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,cell_temperature_K,298.15,298.15,0.0,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,total_heating_mean,0.0,0.0,0.0,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,neg_surface_minus_avg_sto,0.004949732814187731,0.006346593081436117,0.0013968602672483855,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,pos_surface_minus_avg_sto,-0.02124154268070532,-0.02229768882376149,-0.0010561461430561685,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.4733465214671936,neg_surface_sto_range,0.008221669206872163,0.010288718452339722,0.002067049245467559,1136.0316515212633,1132.8207070750316,3.2109444462316787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.5123960245339355,neg_avg_sto,0.1584849126653817,0.1585278962854752,4.298362009350076e-05,1229.7504588814431,1229.1621812682868,0.5882776131563787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.5123960245339355,neg_avg_surface_sto,0.16343464548018727,0.1640047204353894,0.0005700749552021434,1229.7504588814431,1229.1621812682868,0.5882776131563787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.5123960245339355,neg_max_surface_sto,0.16988242646589752,0.17203055658002986,0.0021481301141323406,1229.7504588814431,1229.1621812682868,0.5882776131563787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.5123960245339355,neg_min_surface_sto,0.16022546543882182,0.1601391497038644,-8.631573495743172e-05,1229.7504588814431,1229.1621812682868,0.5882776131563787
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.5123960245339355,pos_avg_sto,0.7657900832164523,0.7657613975940061,-2.868562244617845e-05,1229.7504588814431,1229.1621812682868,0.5882776131563787
