parameter_set,model_type,condition,reference_condition,Q_Ah,feature_id,x_DC,x_DCAC,delta_x,t_DC_s,t_DCAC_s,delta_t_raw_s
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,neg_avg_sto,0.10487875974534007,0.10488645149513985,7.691749799781933e-06,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,neg_avg_surface_sto,0.10982824912880139,0.11103786131281414,0.0012096121840127483,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,neg_max_surface_sto,0.11282757354536864,0.1147177932260998,0.0018902196807311644,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,neg_min_surface_sto,0.10823320396342406,0.10907624002124215,0.000843036057818089,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,pos_avg_sto,0.8015647773936018,0.8015596442142595,-5.133179342253769e-06,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,pos_avg_surface_sto,0.7826530095082835,0.7819279359700585,-0.0007250735382250406,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,elyte_c_mean,983.1285067661867,982.1095135398458,-1.0189932263408537,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,elyte_c_range,351.3687757808939,366.23844012623,14.869664345336105,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,eta_n_mean,-0.04988222991147024,-0.09737407331655504,-0.0474918434050848,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,eta_p_mean,0.004378049242598056,0.012481354937805231,0.008103305695207175,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,j_n_mean_signed,-0.4464743273896474,-1.2899878061360488,-0.8435134787464014,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,j_p_mean_signed,0.50550636547448,1.4604936335582792,0.9549872680837992,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,cell_temperature_K,298.15,298.15,0.0,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,total_heating_mean,0.0,0.0,0.0,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,neg_surface_minus_avg_sto,0.004949489383461327,0.006151409817674283,0.001201920434212956,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,pos_surface_minus_avg_sto,-0.018911767885318204,-0.01963170824420108,-0.000719940358882877,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2,neg_surface_sto_range,0.00459436958194458,0.005641553204857652,0.001047183622913072,479.9999999999992,476.6750005671545,3.32499943284472
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,neg_avg_sto,0.11157952886035757,0.11159354351571249,1.4014655354915861e-05,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,neg_avg_surface_sto,0.11652922121923837,0.11651407211099395,-1.5149108244419396e-05,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,neg_max_surface_sto,0.11960245571935549,0.1199280289289908,0.00032557320963531866,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,neg_min_surface_sto,0.11488782981636417,0.11466954440305877,-0.0002182854133054024,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,pos_avg_sto,0.7970929406214493,0.7970835877770092,-9.352844440146946e-06,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,pos_avg_surface_sto,0.7775072486014822,0.7779048928221615,0.00039764422067922744,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,elyte_c_mean,983.0905279863954,983.6249546693152,0.5344266829198432,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,elyte_c_range,352.31319621877697,342.57652269612237,-9.736673522654598,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,eta_n_mean,-0.048904741671291496,-0.09948335674788286,-0.050578615076591366,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,eta_p_mean,0.00434083741667623,0.013322298991387179,0.008981461574710949,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,j_n_mean_signed,-0.4464741494481392,-1.3813009529158187,-0.9348268034676794,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,j_p_mean_signed,0.5055063587432487,1.5641250309160157,1.058618672172767,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,cell_temperature_K,298.15,298.15,0.0,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,total_heating_mean,0.0,0.0,0.0,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,neg_surface_minus_avg_sto,0.004949692358880784,0.004920528595281463,-2.9163763599320512e-05,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,pos_surface_minus_avg_sto,-0.019585692019967037,-0.019178694954847746,0.0004069970651192911,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.23904950306674194,neg_surface_sto_range,0.004714625902991333,0.005258484525932035,0.000543858622940702,573.7188073601798,573.1347094075825,0.5840979525972898
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,neg_avg_sto,0.11828029797537512,0.11829254867357977,1.2250698204652188e-05,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,neg_avg_surface_sto,0.12323002417551131,0.12430355640083361,0.0010735322253223045,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,neg_max_surface_sto,0.12638816554956547,0.12804584286946052,0.0016576773198950512,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,neg_min_surface_sto,0.12154563343619261,0.12230576643068757,0.0007601329944949553,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,pos_avg_sto,0.7926211038492967,0.7926129282023266,-8.175646970087769e-06,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,pos_avg_surface_sto,0.7725342526071531,0.7719702414703579,-0.0005640111367952727,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,elyte_c_mean,983.0753764774842,982.2896669803603,-0.7857094971238894,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,elyte_c_range,352.7447297814978,363.7797276640605,11.034997882562664,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,eta_n_mean,-0.0479942360597805,-0.09887853895918965,-0.050884302899409144,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,eta_p_mean,0.004306611150734633,0.013268957937885786,0.008962346787151153,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,j_n_mean_signed,-0.4464741497741729,-1.3943655244539999,-0.947891374679827,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,j_p_mean_signed,0.5055063587431013,1.5786484452399892,1.0731420864968877,667.4376147203602,664.7730687198705,2.664546000489736
Chen2020,DFN,DC03_AC07_0p1tau,DC03,0.2780990061334839,cell_temperature_K,298.15,298.15,0.0,667.4376147203602,664.7730687198705,2.664546000489736
