protocol_id,Q_Ah,t_false_s,t_differential_s,delta_t_differential_minus_false_s,neg_avg_sto_false,neg_avg_sto_differential,delta_neg_avg_sto_diff_minus_false,neg_surface_sto_xavg_false,neg_surface_sto_xavg_differential,delta_neg_surface_sto_xavg_diff_minus_false,neg_surface_sto_range_false,neg_surface_sto_range_differential,delta_neg_surface_sto_range_diff_minus_false,pos_avg_sto_false,pos_avg_sto_differential,delta_pos_avg_sto_diff_minus_false,U_NE_min_mV_false,U_NE_min_mV_differential,delta_U_NE_min_mV_diff_minus_false,eta_n_V_false,eta_n_V_differential,delta_eta_n_V_diff_minus_false,c_e_range_molm3_false,c_e_range_molm3_differential,delta_c_e_range_molm3_diff_minus_false
DC03,4.185817897400107,10045.962953760254,10045.962953760247,-7.275957614183426e-12,0.788832289687052,0.7888172797117795,-1.5009975272484155e-05,0.7937820225020568,0.7937670019675971,-1.5020534459675439e-05,0.11036963320415706,0.11036044041848332,-9.19278567373949e-06,0.3451203762902444,0.3451310061643161,1.0629874071688139e-05,41.9895609285134,41.99237843416132,0.0028175056479184946,-0.0408106000844805,-0.04080827308490142,2.326999579083111e-06,344.37843543765797,344.4920373412104,0.11360190355242139
DC03,4.226908803558872,10144.581128541293,10144.581128541276,-1.6370904631912708e-11,0.7958833570060445,0.7958683311932787,-1.502581276580095e-05,0.8008330898210587,0.8008180527646783,-1.5037056380395875e-05,0.11172939842525073,0.11172047665975071,-8.921765500019552e-06,0.34041476390773195,0.340425429570978,1.0665663246034462e-05,41.473899633106,41.476884121847064,0.0029844887410632737,-0.04130460603201228,-0.04130210189610486,2.5041359074245984e-06,346.8121902147088,346.92348664384514,0.11129642913635962
DC03,4.267999709717635,10243.199303322332,10243.19930332231,-2.1827872842550278e-11,0.8029344243250328,0.8029193817237166,-1.504260131623969e-05,0.8078841571400344,0.8078691026319408,-1.5054508093581553e-05,0.11294808567758367,0.11293945294736529,-8.632730218380291e-06,0.335709151525223,0.3357198616396952,1.0710114472178844e-05,40.92546067890915,40.9285235593144,0.0030628804052525993,-0.041828420369957195,-0.041825841383566376,2.5789863908193267e-06,349.2424239648756,349.34831970857203,0.10589574369640786
fixed_AC0p38,0.2,420.4022728566911,420.4023501590569,7.730236575298477e-05,0.1048927631542378,0.10493635962797686,4.359647373905484e-05,0.11415365293144615,0.11419849591855508,4.484298710892565e-05,0.007308456931969744,0.007313363185254158,4.90625328441411e-06,0.8015554320546152,0.8015219428308291,-3.348922378609842e-05,252.1732662125598,252.04430280727757,-0.12896340528223504,-0.08808110845632337,-0.08806000739353537,2.1101062788006497e-05,644.0375739900074,644.3494736417882,0.3118996517807773
fixed_AC0p38,0.2354641881932017,458.8943689776175,458.89437348231934,4.504701848873083e-06,0.11097842531545023,0.11102103758807068,4.261227262045142e-05,0.12095402256492002,0.12099674944506318,4.272688014315962e-05,0.008679149130620642,0.0086824653176937,3.316187073058169e-06,0.7974940941144062,0.7974609687213007,-3.312539310551532e-05,233.06975131041085,232.94218264168398,-0.127568668726866,-0.08355715973120813,-0.08354289198087478,1.4267750333349372e-05,717.2511902794446,717.6016594235836,0.35046914413896957
fixed_AC0p38,0.2709283763864034,512.2687600920351,512.2582670128163,-0.010493079218804269,0.11705769031372916,0.11710677833515763,4.9088021428472794e-05,0.12417958257675649,0.12423343402988643,5.385145312994388e-05,0.007898900382851015,0.00790730150718102,8.40112433000452e-06,0.7934370253958266,0.7933999953186409,-3.703007718569573e-05,262.4013960131902,262.1932209915797,-0.2081750216104865,-0.050459543187423885,-0.05048172828230673,-2.218509488284559e-05,537.0499633947087,537.7287251344319,0.6787617397231998
fixed_AC0p38,0.30639256457960506,720.7023658407934,720.7014543940671,-0.0009114467262634207,0.12314488578238696,0.12316490044019215,2.0014657805197955e-05,0.12932090611048266,0.1293361915952071,1.528548472443103e-05,0.005211953436348594,0.005207596652179713,-4.356784168880502e-06,0.7893746641849306,0.789356238475876,-1.842570905463692e-05,223.4736971937789,223.4585692885595,-0.015127905219401327,-0.07187803577636583,-0.07185203454307501,2.600123329081494e-05,409.68463407408353,409.6222952832186,-0.062338790864941984
fixed_AC0p38,0.3418567527728068,761.871496577142,761.8706483788206,-0.0008481983213641797,0.12923849694508366,0.12926534858402222,2.6851638938563127e-05,0.13845817306349154,0.13848362960464491,2.5456541153379142e-05,0.008448193156772275,0.008448440440141088,2.4728336881288393e-07,0.7853080213854537,0.7852844204198499,-2.3600965603831625e-05,179.6188053908971,179.57722445383789,-0.04158093705922283,-0.08394175641181766,-0.08392242676538116,1.9329646436500036e-05,639.8452810739188,640.129975106364,0.28469403244514524
fixed_AC0p38,0.37732094096600843,800.2908956163004,800.2901208954039,-0.000774720896515646,0.13532182864245465,0.1353484589636668,2.663032121213993e-05,0.1453043251429774,0.14533289707322047,2.8571930243082022e-05,0.011182158706859919,0.011187220988211453,5.062281351534206e-06,0.781248238707592,0.7812246334337343,-2.3605273857696396e-05,167.17244308211866,167.11989912877348,-0.05254395334517881,-0.07993030303327234,-0.07992188759738636,8.415435885977818e-06,712.287861065025,712.9745895830393,0.6867285180143199
fixed_AC0p38,0.4127851291592102,852.79697948658,852.802593407807,0.005613921226995444,0.14139408163077552,0.14143005000397763,3.596837320210544e-05,0.14865865551878737,0.1486990132984269,4.035777963953824e-05,0.011320287108306232,0.011333846455621752,1.3559347315519887e-05,0.7771958495360078,0.7771664753197602,-2.9374216247601836e-05,198.01861417090697,197.93865832629197,-0.07995584461500016,-0.04903190082995045,-0.04903155136211137,3.494678390836281e-07,541.4758081409963,542.1697989770469,0.6939908360506024
fixed_AC0p38,0.44824931735241186,1061.9503092230577,1061.9497721672205,-0.0005370558371851075,0.14746293296234989,0.14747568958274843,1.2756620398540752e-05,0.1535444479123371,0.15355180131108534,7.353398748244366e-06,0.008189794537357952,0.008179420589374042,-1.0373947983909407e-05,0.773145730499906,0.7731312493153649,-1.4481184541059733e-05,169.97946594300936,169.99449140574544,0.015025462736076634,-0.0680136743126619,-0.06799251476133215,2.1159551329752446e-05,400.999947586293,400.9575710473048,-0.04237653898820781
fixed_AC0p38,0.48371350554561354,1103.3383453705974,1103.33795038816,-0.0003949824374558375,0.15355820170476436,0.15357577121736468,1.756951260031836e-05,0.16273949359769127,0.16275296966696706,1.3476069275791813e-05,0.013200285068396718,0.013197995257932343,-2.289810464375236e-06,0.7690779814951857,0.7690599784433957,-1.8003051790005387e-05,140.36549186795142,140.3757570259148,0.01026515796337435,-0.08036416765945918,-0.08034814647489576,1.602118456342505e-05,629.8317909459942,629.9267236771169,0.09493273112275347
fixed_AC0p38,0.5191776937388153,1141.694673360228,1141.6946835099395,1.0149711442863918e-05,0.1596426688541944,0.15965911373704997,1.6444882855570775e-05,0.16964026580946434,0.16965389843262518,1.3632623160841906e-05,0.01772321322122924,0.017719413488123587,-3.799733105654818e-06,0.765017441060089,0.7650002364574857,-1.7204602603237973e-05,137.16570420782602,137.17194957457255,0.006245366746526315,-0.07678663662090929,-0.07677603114780865,1.0605473100638863e-05,702.6310963805363,702.9058177112953,0.2747213307590073
fixed_AC0p38,0.5546418819320169,1193.4025672424157,1193.4066805618463,0.004113319430643969,0.16572262851905847,0.16574146325309086,1.883473403238578e-05,0.17312904211176403,0.17314824685892097,1.9204747156942314e-05,0.018866235879582957,0.018868859783176723,2.6239035937659916e-06,0.7609599087476262,0.7609416231506198,-1.828559700645105e-05,169.65582347213888,169.6426799655268,-0.013143506612067313,-0.04790025280716948,-0.047899965558430395,2.872487390864764e-07,542.262759058175,542.6728853173967,0.4101262592216699
fixed_AC0p38,0.5901060701252185,1403.1875222591952,1403.1865044706803,-0.0010177885149005306,0.17179881793369647,0.1717934784698052,-5.339463891279594e-06,0.17778526279380313,0.17777626326854148,-8.999525261649266e-06,0.0161319701866037,0.01612167078953709,-1.0299397066610566e-05,0.7569048925558219,0.756902289080014,-2.6034758079385156e-06,149.53258918541223,149.56198959057699,0.02940040516475051,-0.06475267002838511,-0.06473534617947917,1.7323848905945183e-05,390.9233976298683,390.90024125470677,-0.023156375161534015
fixed_AC0p38,0.6255702583184204,1444.8054365587768,1444.8047342472967,-0.0007023114801540942,0.1778921183357547,0.177880155734454,-1.1962601300680165e-05,0.1870317345844064,0.18701825239496947,-1.34821894369197e-05,0.022012428298469222,0.021993777882068976,-1.8650416400246145e-05,0.7528384571460979,0.7528401111779848,1.6540318868996096e-06,126.69384755548599,126.71454309088534,0.02069553539935498,-0.07747455466546532,-0.07746495354785542,9.601117609905896e-06,621.5968175217681,621.951777133683,0.3549596119148646
fixed_AC0p38,0.661034446511622,1483.1002224746453,1483.0997779336865,-0.000444540958824291,0.18397542138346623,0.18396279803057877,-1.2623352887458639e-05,0.19397875442566273,0.19396535887973457,-1.3395545928163166e-05,0.026950928051268704,0.026931421767766053,-1.9506283502650906e-05,0.7487786935879222,0.7487809014071148,2.207819192689975e-06,126.26573330134298,126.2812916286552,0.015558327312220399,-0.0744121401361892,-0.07440666370281494,5.476433374257406e-06,697.6280249018301,698.0485209301929,0.420496028362777
fixed_AC0p38,0.6964986347048236,1534.0638579125127,1534.0611766689346,-0.002681243578081194,0.19005608511396963,0.1900450303806312,-1.1054733338428102e-05,0.19759216603890647,0.19758280441407122,-9.36162483525238e-06,0.028178810359517508,0.028162694362910707,-1.611599660680113e-05,0.7447206914090065,0.7447223628785377,1.6714695311170757e-06,157.94620246270162,157.93808348073537,-0.008118981966248384,-0.047222342318683774,-0.04723202788941279,-9.685570729014992e-06,547.9699715279844,548.4858678897838,0.5158963617993777
fixed_AC0p38,0.7319628228980253,1744.4131752476153,1744.4113592981205,-0.0018159494948122301,0.19614348009082774,0.1961285552984398,-1.492479238793254e-05,0.20203562215007742,0.20201644532313118,-1.917682694624334e-05,0.025471824577958366,0.025456357166401787,-1.546741155657866e-05,0.7406581970539753,0.7406620627509454,3.865696970084542e-06,141.68795332677627,141.7202075534697,0.032254226693424926,-0.06206681572275139,-0.06204950552561322,1.731019713817339e-05,383.1119440766033,383.03071760389776,-0.08122647270556627
fixed_AC0p38,0.7674270110912271,1786.2706341561832,1786.2698320543243,-0.0008021018588806328,0.20224040899424567,0.20222214629032276,-1.8262703922911072e-05,0.21133810515775198,0.21131781827150292,-2.0286886249054614e-05,0.030719943013388953,0.030701698637197152,-1.8244376191800526e-05,0.7365893401213595,0.7365952879333161,5.947811956619198e-06,119.28109892518835,119.30498341172724,0.02388448653888986,-0.0753455899088377,-0.07533559319743081,9.996711406889958e-06,619.3065576884542,619.5908669315775,0.284309243123289
fixed_AC0p38,0.8028911992844288,1824.5096750825874,1824.508986622255,-0.0006884603324124328,0.20832551734813187,0.20830675253972247,-1.8764808409399425e-05,0.21833947794243957,0.21831826070064628,-2.1217241793297648e-05,0.03475533493113364,0.034735898268354166,-1.943666277947481e-05,0.7325283717709571,0.732534762194703,6.390423745950002e-06,118.23113781257645,118.25295848940179,0.02182067682534239,-0.07283595344741978,-0.07282948766362135,6.465783798426106e-06,701.3638447708311,701.6497873664638,0.2859425956327186
fixed_AC0p38,0.8383553874776304,1874.7730304540657,1874.7649663886511,-0.008064065414600918,0.2143932280226637,0.21439222721255896,-1.0008101047342954e-06,0.2220493875272441,0.2220566991330776,7.31160583350432e-06,0.03529760295938541,0.03530370889354827,6.105934162864424e-06,0.7284790139656961,0.7284740348136861,-4.97915201003174e-06,148.24714756289794,148.21482198470613,-0.03232557819180215,-0.04700588677000044,-0.04702417206152223,-1.8285291521785707e-05,560.3111680860931,561.3956272565032,1.0844591704101276
