protocol_id,Q_Ah,t_false_s,t_differential_s,delta_t_differential_minus_false_s,neg_avg_sto_false,neg_avg_sto_differential,delta_neg_avg_sto_diff_minus_false,neg_surface_sto_xavg_false,neg_surface_sto_xavg_differential,delta_neg_surface_sto_xavg_diff_minus_false,neg_surface_sto_range_false,neg_surface_sto_range_differential,delta_neg_surface_sto_range_diff_minus_false,pos_avg_sto_false,pos_avg_sto_differential,delta_pos_avg_sto_diff_minus_false,U_NE_min_mV_false,U_NE_min_mV_differential,delta_U_NE_min_mV_diff_minus_false,eta_n_V_false,eta_n_V_differential,delta_eta_n_V_diff_minus_false,c_e_range_molm3_false,c_e_range_molm3_differential,delta_c_e_range_molm3_diff_minus_false
DC03,0.9807272170165158,2353.7453208396405,2353.745320839637,-3.637978807091713e-12,0.2388490388060028,0.23883750506105758,-1.1533744945224633e-05,0.2437987716210117,0.24378716122660907,-1.1610394402644664e-05,0.026723169130026744,0.02672160971188143,-1.5594181453151834e-06,0.7121581421259822,0.712160271833856,2.129707873832487e-06,150.30163435460332,150.31394538295166,0.01231102834833564,-0.03858643707219235,-0.03858056764819615,5.869423996197887e-06,352.10196678234473,352.34065753158694,0.23869074924220968
DC03,1.0218181231752799,2452.363495620674,2452.3634956206693,-4.547473508864641e-12,0.24590010612499316,0.24588845515279775,-1.1650972195409448e-05,0.2508498389400016,0.25083810444717536,-1.1734492826265264e-05,0.026821349781536993,0.026820125924707092,-1.2238568299002828e-06,0.7074525297434703,0.7074547330595149,2.2033160446133238e-06,146.5952817441999,146.6080808558821,0.012799111682198827,-0.038293171728703744,-0.038287274348981035,5.897379722709373e-06,353.3444485642414,353.5860813075706,0.24163274332920537
DC03,1.0629090293340437,2550.981670401708,2550.9816704017007,-7.275957614183426e-12,0.2529511734439853,0.2529393962351312,-1.1777208854146792e-05,0.25790090625900114,0.2578890394137636,-1.1866845237518131e-05,0.0267573117233272,0.02675631391928293,-9.97804044267775e-07,0.7027469173609574,0.7027491946623509,2.277301393460718e-06,142.61801369591714,142.63125571650608,0.013242020588933201,-0.038010355813248436,-0.03800443427923864,5.9215340097937275e-06,354.3480063119142,354.5923136117818,0.2443072998675575
DC03,1.1039999354928078,2649.5998451827422,2649.599845182732,-1.000444171950221e-11,0.2600022407629749,0.25999032996035115,-1.1910802623749106e-05,0.2649519735779867,0.2649399682711669,-1.200530681982892e-05,0.026603821822775497,0.026602933575392736,-8.882473827610815e-07,0.6980413049784462,0.6980436567132323,2.3517347861323756e-06,138.42351321636832,138.43712807947594,0.013614863107619612,-0.037737269505805644,-0.03773132943297445,5.940072831195353e-06,355.05043820482246,355.2969781720672,0.24653996724475746
DC03,1.1450908416515717,2748.2180199637723,2748.2180199637673,-5.002220859751105e-12,0.2670533080819591,0.2670412586256444,-1.2049456314722207e-05,0.2720030408969674,0.2719908937526704,-1.2147144297036672e-05,0.026434305217093407,0.02643340272670087,-9.024903925361483e-07,0.6933356925959391,0.6933381192940467,2.4266981075715677e-06,134.084340989592,134.09821393800993,0.013872948417940734,-0.037473544244260706,-0.03746759436841603,5.949875844679653e-06,355.42188496656934,355.6700662672479,0.24818130067853872
DC03,1.1861817478103358,2846.8361947448057,2846.8361947448016,-4.092726157978177e-12,0.27410437540094784,0.2740921850246945,-1.2190376253329305e-05,0.2790541082159641,0.2790418189699928,-1.2289245971297547e-05,0.026317142430748154,0.026316107791353655,-1.0346393944996035e-06,0.6886300802134281,0.6886325824996755,2.5022862474299856e-06,129.6873581356558,129.70134601443854,0.013987878782728558,-0.03721896188598925,-0.03721301354119163,5.948344797619687e-06,355.46427128994367,355.71342340168803,0.24915211174436536
DC03,1.2272726539690997,2945.4543695258367,2945.4543695258344,-2.2737367544323206e-12,0.28115544271993087,0.2811431122179628,-1.2330501968083052e-05,0.2861051755349288,0.2860927471335255,-1.2428401403308253e-05,0.026311537228050488,0.02631026440987378,-1.272818176707019e-06,0.6839244678309216,0.6839270464402296,2.5786093079682715e-06,125.32681886093691,125.34076051260828,0.013941651671373734,-0.03697335308816169,-0.036967419645057314,5.933443104372271e-06,355.2057664760879,355.4551940255834,0.24942754949552182
DC03,1.2683635601278638,3044.0725443068723,3044.07254430687,-2.2737367544323206e-12,0.28820651003892556,0.28819404325366527,-1.2466785260289992e-05,0.29315624285393105,0.29314368124447704,-1.2561609454009304e-05,0.026465211727985563,0.02646360690974263,-1.604818242934014e-06,0.6792188554484074,0.6792215112432881,2.655794880679352e-06,121.09599942620778,121.10972744064821,0.01372801444043148,-0.036736574797058226,-0.03673067037856926,5.904418488966723e-06,354.69225565868766,354.94128874557737,0.24903308688971038
DC03,1.3094544662866276,3142.6907190879024,3142.6907190879024,0.0,0.2952575773579222,0.29524498089232765,-1.2596465594538753e-05,0.30020731017293945,0.30019462382857176,-1.268634436768501e-05,0.026813900073107896,0.02681189311063385,-2.006962474047219e-06,0.6745132430658919,0.674515977056576,2.7339906840673223e-06,117.07893010810803,117.09229654760264,0.013366439494618021,-0.03650852669643738,-0.03650266563357261,5.861062864771782e-06,353.9780166530028,354.2260301004096,0.24801344740683362
DC03,1.3505453724453917,3241.3088938689384,3241.3088938689298,-8.640199666842818e-12,0.30230864467698265,0.3022959273809701,-1.2717296012543233e-05,0.3072583774920008,0.3072455767539338,-1.2800738066975903e-05,0.027382103580273667,0.027379533352618557,-2.570227655110391e-06,0.6698076306833335,0.6698104440499361,2.8133666025720316e-06,113.34364200063816,113.356516889581,0.012874888942846496,-0.0362891638674929,-0.03628335862790484,5.805239588062283e-06,353.1179367954682,353.3644217356218,0.2464849401536071
DC03,1.3916362786041556,3339.927068649969,3339.927068649966,-3.183231456205249e-12,0.30935971199596524,0.30934688432441493,-1.2827671550308395e-05,0.3143094448109721,0.31429654116663847,-1.2903644333650544e-05,0.02818432516446644,0.028181190841336225,-3.134323130215416e-06,0.6651020183008272,0.6651049124184018,2.8941175745922365e-06,109.93829534953034,109.95059746154237,0.012302112012037014,-0.03607850272914982,-0.03607276373506379,5.7389940860338995e-06,352.16236841545606,352.40670724361127,0.24433882815520747
DC03,1.4327271847629197,3438.545243431004,3438.545243431,-4.092726157978177e-12,0.3164107793149591,0.3163978526414364,-1.2926673522706267e-05,0.32136051212996575,0.3213475175122626,-1.2994617703154798e-05,0.029226986921342072,0.029223282683094116,-3.704238247956293e-06,0.6603964059183132,0.6603993823831235,2.9764648102892366e-06,106.88994756650888,106.90161602102042,0.011668454511536197,-0.03587660062692922,-0.03587093704203579,5.663584893428331e-06,351.15387437903325,351.3957278096331,0.24185343059986053
