parameter_set,pair_id,Q_Ah,Q_frac_nominal_increment,SOC_est,t_DC_s,t_DCAC_s,t_DC_min,t_DCAC_min,delta_t_full_s,delta_t_full_min,control_state_DC,control_state_DCAC,segment_label,control_state_DC_timebased,control_state_DCAC_timebased,segment_label_timebased,segment_label_old_Qbased,control_state_DC_old_Qbased,control_state_DCAC_old_Qbased
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.1,0.02,0.07,240.0,114.33283246688997,4.0,1.9055472077814994,125.66716753311003,2.0944527922185006,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.13429513952890848,0.026859027905781697,0.0768590279057817,322.30833486938036,140.68409316073488,5.371805581156339,2.344734886012248,181.62424170864549,3.0270706951440913,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.16859027905781693,0.03371805581156338,0.08371805581156339,404.6166697387606,165.73161686786395,6.743611162312677,2.7621936144643993,238.88505287089666,3.981417547848278,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.20288541858672537,0.04057708371734507,0.09057708371734507,486.92500460814085,190.470682946851,8.115416743469014,3.174511382447517,296.45432166128984,4.940905361021497,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.23718055811563385,0.04743611162312677,0.09743611162312676,569.2333394775212,215.79307491137018,9.487222324625353,3.5965512485228364,353.44026456615103,5.890671076102517,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.27147569764454227,0.05429513952890845,0.10429513952890845,651.5416743469015,242.79652889177615,10.85902790578169,4.046608814862936,408.74514545512534,6.812419090918755,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.30577083717345077,0.061154167434690154,0.11115416743469016,733.8500092162818,273.33474175239866,12.23083348693803,4.555579029206644,460.51526746388316,7.675254457731386,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.3400659767023593,0.06801319534047186,0.11801319534047186,816.1583440856622,312.12239253910406,13.60263906809437,5.202039875651734,504.0359515465581,8.400599192442636,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.37436111623126767,0.07487222324625353,0.12487222324625354,898.4666789550424,798.4370871520426,14.974444649250707,13.307284785867378,100.02959180299979,1.6671598633833298,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.40865625576017617,0.08173125115203524,0.13173125115203524,980.7750138244228,825.8792182393198,16.346250230407048,13.764653637321997,154.89579558510297,2.5815965930850497,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.44295139528908456,0.08859027905781691,0.1385902790578169,1063.083348693803,851.4004534991637,17.71805581156338,14.190007558319396,211.68289519463917,3.5280482532439863,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.47724653481799306,0.09544930696359862,0.14544930696359862,1145.3916835631833,876.1749050358555,19.089861392719722,14.602915083930926,269.21677852732773,4.486946308788796,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.5115416743469016,0.10230833486938032,0.15230833486938034,1227.7000184325636,901.1055209008888,20.46166697387606,15.018425348348147,326.59449753167485,5.443241625527914,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.54583681387581,0.109167362775162,0.159167362775162,1310.008353301944,927.1477701892662,21.8334725550324,15.45246283648777,382.8605831126778,6.38100971854463,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.5801319534047185,0.1160263906809437,0.16602639068094371,1392.3166881713244,955.68795334692,23.20527813618874,15.928132555782001,436.6287348244043,7.277145580406739,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.6144270929336269,0.12288541858672537,0.17288541858672538,1474.6250230407045,989.5698784851004,24.577083717345076,16.492831308085005,485.0551445556041,8.084252409260069,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.6487222324625354,0.12974444649250708,0.1797444464925071,1556.9333579100849,1039.4303927465328,25.948889298501413,17.32383987910888,517.5029651635521,8.625049419392534,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.6830173719914439,0.13660347439828877,0.18660347439828878,1639.2416927794652,1510.6536540623022,27.320694879657754,25.17756090103837,128.58803871716304,2.143133978619384,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.7173125115203522,0.14346250230407046,0.19346250230407047,1721.5500276488453,1536.9051443967096,28.692500460814088,25.61508573994516,184.64488325213574,3.077414720868929,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.7516076510492607,0.15032153020985214,0.20032153020985216,1803.8583625182257,1561.9136058049482,30.06430604197043,26.03189343008247,241.94475671327746,4.032412611887958,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.7859027905781691,0.15718055811563383,0.20718055811563385,1886.1666973876058,1586.660878907939,31.436111623126763,26.44434798179898,299.5058184796669,4.991763641327782,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.8201979301070776,0.16403958602141552,0.21403958602141554,1968.4750322569864,1612.041059945319,32.80791720428311,26.86735099908865,356.4339723116675,5.940566205194458,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.8544930696359861,0.17089861392719724,0.22089861392719723,2050.783367126367,1639.1751041555485,34.17972278543945,27.31958506925914,411.6082629708185,6.860137716180308,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.8887882091648945,0.1777576418329789,0.22775764183297892,2133.091701995747,1669.9839018523535,35.55152836659578,27.833065030872557,463.10780014339343,7.718463335723224,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.923083348693803,0.18461666973876062,0.2346166697387606,2215.4000368651273,1709.5208697806463,36.92333394775212,28.492014496344105,505.87916708448097,8.431319451408017,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.9573784882227115,0.1914756976445423,0.2414756976445423,2297.7083717345076,2194.8375261495867,38.29513952890846,36.58062543582644,102.87084558492097,1.7145140930820162,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,0.9916736277516199,0.198334725550324,0.248334725550324,2380.016706603888,2222.1384713721027,39.6669451100648,37.03564118953504,157.8782352317853,2.631303920529755,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.0259687672805284,0.2051937534561057,0.2551937534561057,2462.3250414732684,2247.594756814054,41.03875069122114,37.45991261356757,214.73028465921425,3.578838077653571,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.060263906809437,0.2120527813618874,0.2620527813618874,2544.6333763426487,2272.3554441875003,42.41055627237748,37.87259073645834,272.2779321551484,4.53796553591914,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.0945590463383454,0.2189118092676691,0.2689118092676691,2626.941711212029,2297.31919755795,43.78236185353382,38.288653292632496,329.6225136540793,5.493708560901322,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.1288541858672538,0.22577083717345076,0.27577083717345074,2709.250046081409,2323.4527779925515,45.15416743469015,38.724212966542524,385.79726808885744,6.429954468147624,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.1631493253961624,0.2326298650792325,0.2826298650792325,2791.55838095079,2352.1831574179046,46.525973015846496,39.20305262363174,439.37522353288523,7.322920392214754,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.1974444649250708,0.23948889298501416,0.2894888929850142,2873.86671582017,2386.501341901635,47.897778597002834,39.77502236502725,487.36537391853517,8.122756231975586,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.2317396044539792,0.24634792089079585,0.29634792089079587,2956.17505068955,2438.273173104461,49.26958417815917,40.63788621840768,517.9018775850891,8.631697959751484,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.2660347439828878,0.25320694879657757,0.30320694879657756,3038.483385558931,2906.967470428693,50.641389759315516,48.44945784047822,131.51591513023777,2.1919319188372963,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.3003298835117962,0.26006597670235926,0.31006597670235925,3120.791720428311,2933.1228776868743,52.013195340471846,48.88538129478124,187.6688427414365,3.127814045690608,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.3346250230407046,0.26692500460814095,0.31692500460814094,3203.100055297691,2958.09480275987,53.38500092162818,49.30158004599784,245.00525253782098,4.08342087563035,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.3689201625696132,0.27378403251392264,0.3237840325139226,3285.408390167072,2982.852791547502,54.756806502784535,49.71421319245837,302.55559861957,5.042593310326167,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.4032153020985216,0.2806430604197043,0.3306430604197043,3367.716725036452,3008.2947287406173,56.128612083940865,50.13824547901029,359.42199629583456,5.990366604930576,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.43751044162743,0.287502088325486,0.337502088325486,3450.025059905832,3035.562902130493,57.5004176650972,50.59271503550822,414.46215777533916,6.907702629588986,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.4718055811563384,0.2943611162312677,0.3443611162312677,3532.333394775212,3066.6608080814563,58.87222324625353,51.11101346802427,465.6725866937559,7.761209778229264,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.506100720685247,0.3012201441370494,0.3512201441370494,3614.641729644593,3106.995677774517,60.244028827409885,51.783261296241946,507.646051870076,8.460767531167933,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.5403958602141554,0.3080791720428311,0.3580791720428311,3696.950064513973,3591.2283275926334,61.615834408566215,59.85380545987722,105.72173692133947,1.762028948688991,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.5746909997430638,0.3149381999486128,0.36493819994861276,3779.258399383353,3618.3922568535236,62.98763998972255,60.30653761422539,160.86614252982963,2.6811023754971606,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.6089861392719724,0.32179722785439446,0.37179722785439445,3861.566734252734,3643.7871694456203,64.3594455708789,60.72978615742701,217.77956480711373,3.6296594134518956,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.6432812788008808,0.32865625576017615,0.37865625576017614,3943.875069122114,3668.5365466513213,65.73125115203523,61.14227577752202,275.33852247079267,4.588975374513211,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.6775764183297892,0.33551528366595784,0.38551528366595783,4026.1834039914943,3693.535992646682,67.10305673319156,61.55893321077804,332.6474113448121,5.544123522413535,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.7118715578586978,0.3423743115717396,0.3923743115717396,4108.491738860875,3719.7644808382347,68.47486231434792,61.99607468063724,388.72725802263994,6.478787633710666,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.7461666973876062,0.3492333394775212,0.3992333394775212,4190.800073730255,3748.6951310661975,69.84666789550424,62.47825218443663,442.10494266405703,7.368415711067617,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,1.7804618369165146,0.3560923673833029,0.4060923673833029,4273.108408599635,3783.4708795395154,71.21847347666059,63.05784799232526,489.63752906011996,8.160625484335332,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC,A_common_CC,CC,AC_on_CC
