protocol_pair,protocol_label_DCAC,file_name_DCAC,Q_label,Q_Ah,is_anchor,segment_label,t_DC_s,t_DCAC_s,dt_raw_s,t_geom_DC_s,t_geom_DCAC_s,dt_geom_s,dt_resid_s,dt_geom_fit_s,dt_resid_fit_s,geometry_phase_offset_rad,geometry_phase_offset_s,geometry_phase_reference_status,geometry_phase_fit_rmse_A,geometry_phase_fit_window_s,fit_status,I0_fit_A,A_fit_A,f_meta_Hz,f_fit_Hz,f_fit_rel_error_ppm,fit_rmse_A
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.6199999999999997,False,A_shared_prescribed_current,9248.034225479041,9247.632377561384,0.4018479176575056,9247.058823527934,9247.175713446131,-0.11688991819755756,0.5187378358550632,3.587360899793566,-3.1855129821360606,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.63,False,A_shared_prescribed_current,9283.332150674867,9283.111617395805,0.2205332790617831,9282.352941174984,9282.413661806426,-0.060720631441654405,0.2812539105034375,3.649511928186257,-3.428978649124474,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.6399999999999997,False,A_shared_prescribed_current,9318.630050485745,9318.256830872575,0.3732196131695673,9317.64705882203,9317.59577092905,0.05128789298032643,0.3219317201892409,3.714344210220588,-3.341124597051021,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.65,False,A_shared_prescribed_current,9353.928036915844,9353.363019836486,0.5650170793578582,9352.941176469081,9352.738242604271,0.20293386480989284,0.3620832145479653,3.7754829777604755,-3.2104658984026173,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.6599999999999997,False,A_shared_prescribed_current,9389.225988592827,9388.443145572024,0.7828430208028294,9388.23529411613,9387.852298982769,0.38299513336096425,0.39984788744186517,3.830109348409678,-3.047266327606849,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.67,False,A_shared_prescribed_current,9424.524159980469,9423.504922283462,1.019237697006247,9423.529411763178,9422.945966252819,0.5834455103595246,0.43579218664672226,3.878524143672621,-2.859286446666374,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.6799999999999997,False,A_shared_prescribed_current,9459.82226337597,9458.555461624395,1.266801751575258,9458.823529410227,9458.021758417672,0.8017709925552481,0.46503075902001,3.9196972403624386,-2.6528954887871805,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.69,False,A_shared_prescribed_current,9495.120126004156,9493.60089169483,1.5192343093258387,9494.117647057277,9493.086603632199,1.0310434250786784,0.4881908842471603,3.928904803844489,-2.4096704945186502,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.71,False,B_voltage_boundary_control_state_split,9565.715822937165,9537.174245136588,28.541577800577215,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.7199999999999998,False,B_voltage_boundary_control_state_split,9601.013674133035,9558.045635737466,42.96803839556924,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.73,False,B_voltage_boundary_control_state_split,9636.311599478388,9580.313620854087,55.99797862430023,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.7399999999999998,False,B_voltage_boundary_control_state_split,9671.60961411185,9603.647841038022,67.96177307382823,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.75,False,B_voltage_boundary_control_state_split,9706.90785195986,9627.82907164223,79.07878031762993,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.76,False,B_voltage_boundary_control_state_split,9742.205861557759,9652.71480018298,89.49106137477975,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.77,False,B_voltage_boundary_control_state_split,9777.503952039384,9678.225384165296,99.27856787408746,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.78,False,B_voltage_boundary_control_state_split,9812.802229335271,9704.304787466775,108.49744186849603,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.79,False,B_voltage_boundary_control_state_split,9848.100505208475,9730.91780476527,117.18270044320525,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.8,False,B_voltage_boundary_control_state_split,9883.398841874125,9758.04636223634,125.3524796377842,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.81,False,B_voltage_boundary_control_state_split,9918.69715726361,9785.667312306416,133.02984495719465,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.82,False,B_voltage_boundary_control_state_split,9953.995398518264,9813.774473870744,140.2209246475195,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.83,False,B_voltage_boundary_control_state_split,9989.293701774104,9842.358030400565,146.93567137353966,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.84,False,B_voltage_boundary_control_state_split,10024.592142948215,9871.420492227315,153.1716507209003,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.85,False,B_voltage_boundary_control_state_split,10059.890473872296,9900.961034122349,158.92943974994705,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.86,False,B_voltage_boundary_control_state_split,10095.188786153276,9930.980264783868,164.20852136940812,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.87,False,B_voltage_boundary_control_state_split,10130.486813140513,9961.492826782309,168.99398635820398,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.88,False,B_voltage_boundary_control_state_split,10165.78489965067,9992.508092869148,173.27680678152137,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.89,False,B_voltage_boundary_control_state_split,10201.082742349614,10024.032913409355,177.04982894025852,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.9,False,B_voltage_boundary_control_state_split,10236.380563835355,10056.078868580824,180.3016952545313,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.91,False,B_voltage_boundary_control_state_split,10271.678533455211,10088.657877344598,183.02065611061334,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.92,False,B_voltage_boundary_control_state_split,10306.976443973404,10121.79108004116,185.1853639322453,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.93,False,B_voltage_boundary_control_state_split,10342.274515326471,10155.507629768306,186.7668855581651,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.94,False,B_voltage_boundary_control_state_split,10377.572681942282,10189.833129538034,187.73955240424766,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.95,False,B_voltage_boundary_control_state_split,10412.870745221442,10224.80710558249,188.06363963895274,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentB_grid,2.96,False,B_voltage_boundary_control_state_split,10448.16908813963,10260.455359917276,187.7137282223539,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,2.98,False,D_late_CV_feedback,10520.29562031818,10333.954079409372,186.34154090880838,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,2.9899999999999998,False,D_late_CV_feedback,10557.827119603593,10371.898339352634,185.92878025095888,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.0,False,D_late_CV_feedback,10596.27184992409,10410.719539250473,185.55231067361638,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.01,False,D_late_CV_feedback,10635.65043314687,10450.487990879083,185.1624422677869,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.02,False,D_late_CV_feedback,10676.01086261153,10491.289022998513,184.72183961301744,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.03,False,D_late_CV_feedback,10717.4405929759,10533.199042487344,184.24155048855573,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.04,False,D_late_CV_feedback,10760.02315425276,10576.329869103012,183.69328514974768,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.05,False,D_late_CV_feedback,10803.862492670783,10620.800620414288,183.06187225649592,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.06,False,D_late_CV_feedback,10849.087218189294,10666.78038781461,182.30683037468407,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.07,False,D_late_CV_feedback,10895.848449994726,10714.419764137532,181.42868585719407,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.08,False,D_late_CV_feedback,10944.335644022818,10763.91173015281,180.42391387000862,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.09,False,D_late_CV_feedback,10994.738974855702,10815.498440493042,179.24053436265967,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.1,False,D_late_CV_feedback,11047.308712230972,10869.43718976296,177.87152246801088,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.11,False,D_late_CV_feedback,11102.36568242666,10926.054684594827,176.31099783183345,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.12,False,D_late_CV_feedback,11160.258360828695,10985.770695101175,174.48766572751992,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.13,False,D_late_CV_feedback,11221.420823512575,11049.081436644643,172.33938686793226,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.14,False,D_late_CV_feedback,11286.42016849044,11116.594013536662,169.8261549537783,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.15,False,D_late_CV_feedback,11355.952216394402,11189.130615485226,166.8216009091757,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.16,False,D_late_CV_feedback,11430.938042803278,11267.696269296415,163.24177350686296,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.17,False,D_late_CV_feedback,11512.534477410607,11353.605064530035,158.92941288057227,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.18,False,D_late_CV_feedback,11602.294923455172,11448.75532604862,153.53959740655228,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
0.3C DC vs 0.3C+0.4C 0.1tau,0.3C+0.4C 0.1tau,MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,SegmentD_grid,3.19,False,D_late_CV_feedback,11702.448048800505,11555.602280905785,146.84576789471976,,,,,,,0.5623450849925731,0.6242030443417562,estimated_from_current_waveform,0.012622226024300714,34.87167845484671,ok,1.0204122791314518,0.17438263436790427,0.1433828316143201,0.14332853774208673,-378.66369091818916,0.9534172040551391
