param_set,protocol,phase_label,anchor_label,DC_rate_C,AC_rate_C,n_tau,tau95_eq_s,T_anchor_s,f_anchor_Hz,Q_nom_Ah,feasibility_verdict,term_reason,termination_raw,wall_s,t_end_s,V_init_V,V_min_obs,V_max_obs,frac_below_Vmin,frac_above_Vmax,Q_to_Vmax_Ah,t_to_Vmax_s,Q_net_end_Ah,V_max_cutoff,V_min_cutoff,V_headroom_to_Vmax_init_V,V_headroom_to_Vmin_init_V,I_initial_A,I_first_nonzero_A,I_min_first_period_A,I_max_first_period_A,I_initial_C,I_first_nonzero_C,I_min_first_period_C,I_max_first_period_C
Chen2020,DC_0p2C,charge_first,Route2_AC0p5C_10tau_native_charge_first,0.2,0.0,10,39.04888331734019,2453.513699213217,0.0004075787309933,5.0,feasible_clean,Vmax_event,event: maximum voltage [v],1.4616680145263672,16659.71567625351,3.1578966263866057,3.1578966263866057,4.2,0.0,0.0006339814032121725,4.6250000000000036,16650.0,4.627698798959311,4.2,2.5,1.0421033736133944,0.6578966263866057,-1.0,-1.0,-1.0,-1.0,-0.2,-0.2,-0.2,-0.2
Chen2020,DCAC_DC0p2C_AC0p5C_10tau,charge_first,Route2_AC0p5C_10tau_native_charge_first,0.2,0.5,10,39.04888331734019,2453.513699213217,0.0004075787309933,5.0,feasible_clean,Vmax_event,event: maximum voltage [v],1.272979974746704,12799.1196716878,3.1578966263866057,3.1578966263866057,4.200000000000001,0.0,0.00022311468094600624,3.7689441080309427,12797.938507306417,3.7700742589106406,4.2,2.5,1.0421033736133944,0.6578966263866057,-1.0,-1.000020324329852,-3.499993215903981,1.4999999272864342,-0.2,-0.2000040648659704,-0.6999986431807962,0.29999998545728684
OKane2022,DC_0p2C,charge_first,Route2_AC0p5C_10tau_native_charge_first,0.2,0.0,10,40.05030791942619,2516.435062673768,0.0003973875641907,5.0,feasible_clean,Vmax_event,event: maximum voltage [v],1.4880142211914062,16548.641554760092,3.177914875823376,3.177914875823376,4.2,0.0,0.0006380942252472616,4.594444444444441,16540.0,4.596844876322244,4.2,2.5,1.0220851241766242,0.677914875823376,-1.0,-1.0,-1.0,-1.0,-0.2,-0.2,-0.2,-0.2
OKane2022,DCAC_DC0p2C_AC0p5C_10tau,charge_first,Route2_AC0p5C_10tau_native_charge_first,0.2,0.5,10,40.05030791942619,2516.435062673768,0.0003973875641907,5.0,feasible_clean,Vmax_event,event: maximum voltage [v],1.401465892791748,13045.76650066397,3.177914875823376,3.177914875823376,4.200000000000004,0.0,0.00032736796158882583,3.7868222884438887,13042.006684388009,3.790252887247405,4.2,2.5,1.0220851241766242,0.677914875823376,-1.0,-1.0000196994454729,-3.4999990613132423,1.4999989110398921,-0.2,-0.20000393988909457,-0.6999998122626485,0.2999997822079784
ORegan2022,DC_0p2C,charge_first,Route2_AC0p5C_10tau_native_charge_first,0.2,0.0,10,47.72789653541888,2998.8321825398384,0.0003334631413596,5.0,feasible_clean,Vmax_event,event: maximum voltage [v],3.1843738555908203,17006.861900825734,3.0992821237593953,3.0992821237593953,4.400000000000024,0.0,8.078849571820973e-05,4.724128305784915,17006.861900825734,4.724128305784915,4.4,2.5,1.300717876240605,0.5992821237593953,-1.0,-1.0,-1.0,-1.0,-0.2,-0.2,-0.2,-0.2
ORegan2022,DCAC_DC0p2C_AC0p5C_10tau,charge_first,Route2_AC0p5C_10tau_native_charge_first,0.2,0.5,10,47.72789653541888,2998.8321825398384,0.0003334631413596,5.0,feasible_clean,Vmax_event,event: maximum voltage [v],2.0158491134643555,9925.854020315359,3.0992821237593953,3.0992821237593953,4.400000000000571,0.0,0.00012823800974608873,3.210457296623795,9925.854020315359,3.210457296623795,4.4,2.5,1.300717876240605,0.5992821237593953,-1.0,-1.0000139059139261,-3.4999995322698605,1.4999957904297925,-0.2,-0.20000278118278522,-0.6999999064539721,0.2999991580859585
