parameter_set,model_type,condition,reference_condition,Q_Ah,t_DC_geom_s,t_DCAC_geom_s,delta_t_geom_s,tau_factor_set,omega_tau_set,f_Hz,period_s
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.39988493084870436,959.7238340368905,362.06029281809833,597.6635412187921,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.43986191701844524,1055.6686008442687,393.68769748264566,661.980903361623,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.4798389031881861,1151.6133676516467,428.02538074076324,723.5879869108835,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.519815889357927,1247.5581344590248,467.045705972635,780.5124284863898,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.5597928755276679,1343.502901266403,515.4268298627851,828.0760714036178,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.5997698616974088,1439.447668073781,596.367443655331,843.0802244184499,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.6397468478671496,1535.392434881159,1328.5728057168728,206.8196291642862,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.6797238340368905,1631.337201688537,1359.5584110165223,271.7787906720148,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.7197008202066313,1727.281968495915,1389.201482069946,338.08048642596896,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.7596778063763723,1823.2267353032933,1418.1611760698374,405.0655592334558,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.799654792546113,1919.1715021106713,1446.978372749012,472.19312936165943,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.839631778715854,2015.1162689180499,1476.171093806909,538.9451751111408,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.8796087648855948,2111.0610357254277,1506.3189140885768,604.7421216368509,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.9195857510553358,2207.005802532806,1538.1781142007328,668.827688332073,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.9595627372250766,2302.950569340184,1572.9045675862633,730.0460017539206,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,0.9995397233948176,2398.895336147562,1612.6298847567714,786.2654513907905,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.0395167095645583,2494.84010295494,1662.629957814943,832.2101451399969,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.0794936957342993,2590.784869762318,1756.2992000162196,834.4856697460984,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.11947068190404,2686.729636569696,2472.9454293584954,213.78420721120074,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.1594476680737809,2782.6744033770738,2503.7467820751217,278.92762130195206,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.1994246542435218,2878.6191701844523,2533.286841437415,345.3323287470371,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.2394016404132626,2974.5639369918304,2562.205988618386,412.3579483734443,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.2793786265830036,3070.508703799209,2591.038537856193,479.4701659430157,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.3193556127527444,3166.4534706065865,2620.304944691883,546.1485259147034,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.3593325989224854,3262.398237413965,2650.5973663578056,611.8008710561594,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.3993095850922261,3358.3430042213427,2682.701528580556,675.6414756407867,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.4392865712619671,3454.287771028721,2717.8403967343925,736.4473742943287,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.479263557431708,3550.232537836099,2758.3251860441396,791.9073517919592,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.5192405436014487,3646.177304643477,2810.1511893046545,836.0261153388224,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.5592175297711897,3742.122071450855,3584.625994737943,157.49607671291187,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.5991945159409304,3838.066838258233,3617.2931230465674,220.7737152116656,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.6391715021106714,3934.011605065611,3647.920506247207,286.09109881840413,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.6791484882804122,4029.956371872989,3677.3649744367863,352.5913974362029,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.7191254744501532,4125.901138680368,3706.2497925308026,419.65134614956514,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.759102460619894,4221.845905487746,3735.103754346761,486.7421511409848,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.799079446789635,4317.790672295124,3764.450721548994,553.33995074613,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.8390564329593757,4413.735439102502,3794.896801505169,618.8386375973328,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.8790334191291167,4509.68020590988,3827.259829011843,682.4203768980369,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.9190104052988575,4605.624972717258,3862.8366335404125,742.7883391768455,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.9589873914685985,4701.569739524636,3904.141878554976,797.4278609696603,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,1.9989643776383392,4797.514506332014,3958.0481228899325,839.4663834420817,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.0389413638080804,4893.459273139393,4729.2253146784315,164.23395846096173,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.078918349977821,4989.404039946771,4761.617222822285,227.78681712448633,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.118895336147562,5085.348806754148,4792.080489171242,293.2683175829061,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.1588723223173027,5181.2935735615265,4821.43659311238,359.85698044914625,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.1988493084870435,5277.238340368905,4850.293237044504,426.9451033244004,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.2388262946567847,5373.183107176284,4879.174710232066,494.00839694421757,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.2788032808265255,5469.127873983661,4908.609270471936,560.5186035117249,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.3187802669962663,5565.07264079104,4939.21842535192,625.8542154391198,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.3587572531660075,5661.017407598418,4971.855029295074,689.1623783033438,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.3987342393357483,5756.962174405796,5007.897399613612,749.0647747921839,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.438711225505489,5852.906941213173,5050.091761735395,802.8151794777777,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.47868821167523,5948.851708020552,5106.397377136997,842.4543308835546,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.518665197844971,6044.79647482793,5873.787508773507,171.00896605442267,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.5586421840147118,6140.741241635308,5905.918999973734,234.82224166157448,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.5986191701844525,6236.686008442685,5936.227606896138,300.45840154654707,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.6385961563541933,6332.630775250064,5965.502397326587,367.1283779234773,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.6785731425239345,6428.575542057442,5994.336970757339,434.2385713001031,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.7185501286936753,6524.52030886482,6023.252104142052,501.26820472276813,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.758527114863416,6620.465075672199,6052.781464456695,567.6836112155042,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.798504101033157,6716.409842479577,6083.5635025124675,632.8463399671091,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.8384810872028976,6812.354609286955,6116.489281974635,695.86532731232,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.878458073372639,6908.299376094333,6153.027223387582,755.2721527067506,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.9184350595423796,7004.244142901712,6196.188506553698,808.0556363480136,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.9584120457121204,7100.188909709089,6255.30470604209,844.8842036669985,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,2.998389031881861,7196.133676516467,7018.314605164986,177.8190713514814,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,3.0383660180516023,7292.078443323845,7050.199666442151,241.87877688169374,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,3.078343004221343,7388.023210131224,7080.36270831561,307.6605018156142,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,3.118319990391084,7483.967976938601,7109.563076173703,374.40490076489823,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,3.1582969765608246,7579.912743745979,7138.38164278177,441.53110096420914,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,3.198273962730566,7675.857510553357,7167.336646732643,508.5208638207141,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,3.2382509489003066,7771.802277360736,7196.96820581657,574.8340715441664,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,3.2782279350700474,7867.7470441681135,7227.933361742954,639.8136824251596,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,3.318204921239788,7963.6918109754915,7261.164893471842,702.5269175036492,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,Chen2020_DFN_hier_DC03,3.3581819074095294,8059.63657778287,7298.231100188545,761.405477594325,5.0,0.2,0.0008764875571101142,1140.9175086262733
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.2,480.0,395.9776412071198,84.0223587928802,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.23981912139239522,575.5658913417485,500.73754931475844,74.82834202699007,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.27963824278479044,671.131782683497,608.1885466608162,62.94323602268082,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.3194573641771857,766.6976740252456,716.4636896435774,50.23398438166828,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.3592764855695809,862.2635653669942,824.9802307447625,37.28333462223168,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.3990956069619761,957.8294567087427,933.344274717174,24.485181991568652,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.43891472835437134,1053.3953480504913,968.7278613994918,84.66748665099954,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.4787338497467665,1148.9612393922396,1072.4001437816694,76.56109561057019,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.5185529711391618,1244.5271307339883,1179.6234505951988,64.90368013878947,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.558372092531557,1340.0930220757366,1287.8174241785857,52.275597897150874,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.5981912139239522,1435.6589134174853,1396.3228722892027,39.33604112828266,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.6380103353163474,1531.2248047592338,1504.7383376731186,26.486467086115226,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.6778294567087426,1626.7906961009821,1542.3338635716227,84.45683252935942,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.7176485781011379,1722.356587442731,1644.12960845976,78.2269789829711,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.757467699493533,1817.9224787844794,1751.080761977606,66.84171680687336,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.7972868208859283,1913.488370126228,1859.1785872917483,54.30978283447962,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.8371059422783236,2009.0542614679764,1967.6633577340174,41.39090373395902,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.8769250636707187,2104.620152809725,2076.1192558040507,28.500897005674233,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.916744185063114,2200.186044151473,2184.109823532059,16.076220619414016,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.9565633064555092,2295.7519354932224,2215.942775362837,79.80916013038541,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,0.9963824278479043,2391.31782683497,2322.5642478179307,68.75357901703956,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.0362015492402996,2486.883718176719,2430.548955238922,56.33476293779677,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.076020670632695,2582.4496095184677,2539.0031510814283,43.44645843703938,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.11583979202509,2678.015500860216,2647.4891386251193,30.526362235096713,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.1556589134174853,2773.5813922019647,2755.5919552670744,17.989436934890364,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.1954780348098806,2869.147283543713,2787.863859841086,81.2834237026268,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.2352971562022756,2964.7131748854613,2894.0783974698247,70.63477741563656,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.275116277594671,3060.2790662272105,3001.9304551570785,58.34861107013194,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.314935398987066,3155.8449575689588,3110.3437064977265,45.50125107123222,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.3547545203794613,3251.410848910707,3218.8499051321523,32.5609437785547,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.3945736417718566,3346.976740252456,3327.0481085322776,19.928631720178146,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.4343927631642517,3442.542631594204,3359.9300198416518,82.61261175255231,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.474211884556647,3538.108522935953,3465.6286618636,72.47986107235283,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.5140310059490423,3633.674414277701,3573.325206919153,60.34920735854803,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.5538501273414373,3729.2403056194494,3681.686488981716,47.553816637733235,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.5936692487338326,3824.8061969611986,3790.203325248509,34.60287171268965,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.633488370126228,3920.3720883029473,3898.4820203475597,21.89006795538762,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.673307491518623,4015.937979644695,3932.203779387163,83.73420025753194,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.7131266129110183,4111.503870986444,4037.2217999322534,74.28207105419051,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.7529457343034136,4207.069762328193,4144.735575079783,62.33418724840976,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.7927648556958087,4302.635653669941,4253.032995459932,49.602658210009395,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.832583977088204,4398.20154501169,4361.551054065847,36.65049094584265,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.8724030984805993,4493.767436353438,4469.896882514093,23.87055383934512,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,SPMe,Chen2020_SPMe_hier_DC03_AC07_0p5tauSet,Chen2020_SPMe_hier_DC03,1.9122222198729943,4589.333327695186,4504.806783436841,84.52654425834498,0.5,2.0,0.008764875571101144,114.09175086262731
