file_name,file_path,source_type,cell_or_param_set,group_id,protocol_label,protocol_role,DC_C,AC_C,kappa,m_tau,tau_label_s,frequency_Hz,frequency_source,candidate_for_DC_reference,candidate_for_DCAC,use_for_audit,exclusion_status,exclusion_reason,day23a_framework_mode,downstream_segmentation_rule,original_A_B_D_framework_allowed,protocol_mode_status,pre_amp_ratio_to_expected,post_amp_ratio_to_expected,post_late_amp_ratio_to_expected,csv_format_refined,encoding_used,delimiter,header_line_idx,columns,time_column_name,time_column_style,source_session_date,start_time,logging_interval_s,time_parse_method,time_monotonic_status,time_unwrap_count,time_rollover_period_s,time_reconstructed_from_row_index,dt_median_s,dt_min_s,dt_max_s,duration_s,sampling_rate_Hz,T_surface_max_C,T_surface_mean_C,temperature_sensor_type,temperature_alignment_method,temperature_data_status,U00_12h_V,metadata_status,notes,vmax_detected,t_Vmax_s,U_at_Vmax_V,expected_DC_A,expected_AC_A,interpretation,metadata_notes
0.4C DC.csv,/Users/louislu/pybamm-dcac-superimposed/data/raw_mj1_ngu201_day23A_0p4C_subDC/0.4C DC.csv,experimental_MJ1,LG_INR18650_MJ1,Day23A_MJ1_0p4C_subDC_1tau,0.4C DC,DC_reference,0.4,0.0,0.0,,11.1,0.0,fixed_1tau_protocol_metadata,True,False,True,active,,generalized_boundary_ordering_required,use_G0_G1_G2_boundary_ordering,False,not_applicable_DC_reference,,,,NGU201_LOG_raw,utf-8-sig,",",13,Timestamp|U1[V]|I1[A]|P1[W]|DVM1[V],Timestamp,timestamp_string_hh_mm_ss,2025-10-20,09:41:02,1.0,parsed_timestamp_with_unwrap,timebase_ok_approximately_1Hz,0,86400.0,False,1.0,0.8999999999941792,2.099999999998545,11504.5,1.0,,,unknown_or_not_available,not_available,missing_temperature_summary,,auto_created_missing_temperature_summary,framework=generalized_boundary_ordering_required; segmentation=use_G0_G1_G2_boundary_ordering; original_A_B_D_allowed=False; protocol_mode=not_applicable_DC_reference; temperature=missing_temperature_summary; excluded_0p4C_0p2C_missing_CC_raw=True,True,7688.5999999999985,4.200031,1.36,0.0,DC reference; AC-off audit not applicable.,Temperature summary unavailable for Day23A active subset; U00 optional and currently NaN unless manually patched.
DC0.4C+AC0.3C f=0.0143Hz.csv,/Users/louislu/pybamm-dcac-superimposed/data/raw_mj1_ngu201_day23A_0p4C_subDC/DC0.4C+AC0.3C f=0.0143Hz.csv,experimental_MJ1,LG_INR18650_MJ1,Day23A_MJ1_0p4C_subDC_1tau,0.4C+0.3C 1tau,DCAC,0.4,0.3,0.7499999999999999,1.0,11.1,0.014338283161432,fixed_1tau_protocol_metadata,False,True,True,active,,generalized_boundary_ordering_required,use_G0_G1_G2_boundary_ordering,False,possible_full_DCAC_after_Vmax,0.998725449622383,0.8787011558904005,0.696969848157234,NGU201_LOG_raw,utf-8-sig,",",13,Timestamp|U1[V]|I1[A]|P1[W]|DVM1[V],Timestamp,timestamp_string_hh_mm_ss,2025-10-28,12:08:12,1.0,parsed_timestamp_with_unwrap,timebase_ok_approximately_1Hz,0,86400.0,False,1.0,0.8999999999941792,2.5,14103.800000000005,1.0,,,unknown_or_not_available,not_available,missing_temperature_summary,,auto_created_missing_temperature_summary,framework=generalized_boundary_ordering_required; segmentation=use_G0_G1_G2_boundary_ordering; original_A_B_D_allowed=False; protocol_mode=possible_full_DCAC_after_Vmax; temperature=missing_temperature_summary; excluded_0p4C_0p2C_missing_CC_raw=True,True,10288.0,4.201665,1.36,1.02,Post-Vmax fixed-frequency current component remains large; this file may represent full-protocol DCAC or continued modulation after Vmax.,Temperature summary unavailable for Day23A active subset; U00 optional and currently NaN unless manually patched.
处理后DC0.4C+AC0.1C f=0.0143Hz.csv,/Users/louislu/pybamm-dcac-superimposed/data/raw_mj1_ngu201_day23A_0p4C_subDC/处理后DC0.4C+AC0.1C f=0.0143Hz.csv,experimental_MJ1,LG_INR18650_MJ1,Day23A_MJ1_0p4C_subDC_1tau,0.4C+0.1C 1tau,DCAC,0.4,0.1,0.25,1.0,11.1,0.014338283161432,fixed_1tau_protocol_metadata,False,True,True,active,,generalized_boundary_ordering_required,use_G0_G1_G2_boundary_ordering,False,possible_full_DCAC_after_Vmax,0.9986905491975604,0.7652402399127493,0.3476498076806323,processed_1Hz_aligned_or_header_only_csv,utf-8-sig,",",0,Timestamp|U1[V]|I1[A]|P1[W],Timestamp,timestamp_string_hh_mm_ss,unknown_not_recorded,unknown_not_recorded,,parsed_timestamp_with_unwrap,timebase_ok_approximately_1Hz,0,86400.0,False,1.0,1.0,1.0,10938.0,1.0,,,unknown_or_not_available,not_available,missing_temperature_summary,,auto_created_missing_temperature_summary,framework=generalized_boundary_ordering_required; segmentation=use_G0_G1_G2_boundary_ordering; original_A_B_D_allowed=False; protocol_mode=possible_full_DCAC_after_Vmax; temperature=missing_temperature_summary; excluded_0p4C_0p2C_missing_CC_raw=True,True,7499.0,4.200036,1.36,0.34,Post-Vmax fixed-frequency current component remains large; this file may represent full-protocol DCAC or continued modulation after Vmax.,Temperature summary unavailable for Day23A active subset; U00 optional and currently NaN unless manually patched.
