condition,label,t_rel_s,Q_net_mAh,V_V,I_A
0.2+0.8C 10τ,baseline-init_DCAC,13309.13658070809,3694.8130829167326,4.034985393945899,-0.19955178206383273
0.2+0.8C 10τ,baseline-init_DCAC,13309.825509544202,3694.8489512210917,4.033784489875618,-0.175308113251316
0.2+0.8C 10τ,baseline-init_DCAC,13311.203367216427,3694.906787679678,4.031379971700439,-0.12691649979560238
0.2+0.8C 10τ,baseline-init_DCAC,13313.959082560876,3694.9670531077813,4.026563836073217,-0.030542101006726274
0.2+0.8C 10τ,baseline-init_DCAC,13316.714797905324,3694.9537736620505,4.021754626733884,0.06523799565207522
0.2+0.8C 10τ,baseline-init_DCAC,13322.226228594223,3694.708806783711,4.012161248515689,0.25478082044147743
0.2+0.8C 10τ,baseline-init_DCAC,13327.186516214231,3694.242034780631,4.003628637243577,0.42275215337739325
0.2+0.8C 10τ,baseline-init_DCAC,13332.14680383424,3693.545768790165,3.9952155997133723,0.5878979369789628
0.2+0.8C 10τ,baseline-init_DCAC,13337.107091454247,3692.6241279687815,3.986966753162861,0.7498901959499842
0.2+0.8C 10τ,baseline-init_DCAC,13347.027666694265,3690.1260384061566,3.971055050866376,1.0631341918240742
0.2+0.8C 10τ,baseline-init_DCAC,13356.948241934282,3686.7873085051006,3.9559857615442198,1.3599969982539064
