file_name,csv_format_refined,header_line_idx,time_column_name,n_rows,time_parse_method,time_monotonic_status,time_unwrap_count,time_rollover_period_s,time_reconstructed_from_row_index,dt_median_s,dt_min_s,dt_max_s,t_start_s,t_end_s,duration_s,notes
MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,processed_1Hz_aligned_no_metadata,0,Timestamp,13257,parsed_timestamp_with_unwrap,monotonic_after_parse_or_unwrap,0,86400.0,False,1.0,1.0,1.0,1.0,13257.0,13256.0,original_csv_format=NGU201_LOG_raw; source_date=unknown_not_recorded; start_time=unknown_not_recorded
MJ1_0p3C_0p4C_10tau_NGU201_raw.csv,processed_1Hz_aligned_no_metadata,0,Timestamp,13031,parsed_timestamp_with_unwrap,monotonic_after_parse_or_unwrap,0,86400.0,False,1.0,1.0,1.0,1.0,13031.0,13030.0,original_csv_format=NGU201_LOG_raw; source_date=unknown_not_recorded; start_time=unknown_not_recorded
MJ1_0p3C_0p4C_1tau_NGU201_raw.csv,NGU201_LOG_raw,13,Timestamp,13372,parsed_timestamp_with_unwrap,monotonic_after_parse_or_unwrap,0,86400.0,False,1.0,0.8999999999941792,3.0,38417.3,51791.4,13374.099999999999,original_csv_format=NGU201_LOG_raw; source_date=2025-12-08; start_time=10:40:17
MJ1_0p3C_DC_NGU201_raw.csv,NGU201_LOG_raw,13,Timestamp,13477,parsed_timestamp_with_unwrap,monotonic_after_parse_or_unwrap,4,3600.0,False,1.0,0.6000000000003638,4.0,2666.0,16145.0,13479.0,original_csv_format=NGU201_LOG_raw; source_date=20/11/2025; start_time=10:44:25
