condition,feature_id,tau_factor_set,omega_tau_set,delta_x_mean,delta_x_abs_mean,delta_x_max_abs,delta_x_std,delta_t_raw_mean_s,delta_t_raw_min_s,delta_t_raw_max_s
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_avg_surface_sto,1.0,1.0,0.006688960622854433,0.006688960622854433,0.008396385923632066,0.0016058342083653046,107.08749013155546,32.40556394185751,169.3928529021773
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_max_surface_sto,1.0,1.0,0.029687035191410784,0.029687035191410784,0.06167173583901231,0.013834247468190664,107.08749013155546,32.40556394185751,169.3928529021773
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_min_surface_sto,1.0,1.0,-0.0037842464147791895,0.005532400321173843,0.017335574908671103,0.006025671636826463,107.08749013155546,32.40556394185751,169.3928529021773
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_surface_minus_avg_sto,1.0,1.0,0.006545387423118966,0.0065453874231189675,0.008209869063215153,0.0016047922036480308,107.08749013155546,32.40556394185751,169.3928529021773
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,neg_surface_sto_range,1.0,1.0,0.03347128160618997,0.03347128160618997,0.07108570715929426,0.018422324138558717,107.08749013155546,32.40556394185751,169.3928529021773
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,pos_avg_sto,1.0,1.0,-9.581525688353646e-05,9.581525688353646e-05,0.00013615870440097932,3.732671904289294e-05,107.08749013155546,32.40556394185751,169.3928529021773
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,pos_avg_surface_sto,1.0,1.0,-0.011612551710972372,0.011612551710972372,0.016109936711295014,0.004294834397524318,107.08749013155546,32.40556394185751,169.3928529021773
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,pos_surface_minus_avg_sto,1.0,1.0,-0.011516736454088839,0.011516736454088839,0.015977670515553457,0.004295533441508976,107.08749013155546,32.40556394185751,169.3928529021773
Chen2020_DFN_fine_DC03_AC07_1p0tauSet,total_heating_mean,1.0,1.0,0.0,0.0,0.0,0.0,107.08749013155546,32.40556394185751,169.3928529021773
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,cell_temperature_K,1.5,0.6666666666666666,0.0,0.0,0.0,0.0,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,elyte_c_mean,1.5,0.6666666666666666,-23.452765298492082,23.452765298492082,29.70941917481082,5.275098328594379,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,elyte_c_range,1.5,0.6666666666666666,526.7398122076825,526.7398122076826,680.8250112657361,126.31747421807339,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,eta_n_mean,1.5,0.6666666666666666,-0.044933015630196575,0.04554360034790098,0.060476634014583204,0.015742410381936234,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,eta_p_mean,1.5,0.6666666666666666,0.0059587073371152235,0.006053109590269194,0.008569681404549407,0.0024205209609925366,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,j_n_mean_signed,1.5,0.6666666666666666,-0.7963953206349793,0.8063076746484938,1.0417086703927751,0.31063070806757664,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,j_p_mean_signed,1.5,0.6666666666666666,0.9016936185865905,0.912916596387039,1.1794419844688084,0.3517019130963399,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_avg_sto,1.5,0.6666666666666666,1.4386793478452127e-05,2.990965823674186e-05,6.67304244266198e-05,3.198508769461839e-05,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_avg_surface_sto,1.5,0.6666666666666666,0.0075595113871939346,0.0075595113871939346,0.00940545061404141,0.0017914520745491217,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_max_surface_sto,1.5,0.6666666666666666,0.03518972271761458,0.03518972271761458,0.06956460157622024,0.015633819529063318,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_min_surface_sto,1.5,0.6666666666666666,-0.00533864061819341,0.006860156415475284,0.018178143138732172,0.00710434982539129,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_surface_minus_avg_sto,1.5,0.6666666666666666,0.007545124593715484,0.007545124593715484,0.009363944892132037,0.0017911045340145676,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,neg_surface_sto_range,1.5,0.6666666666666666,0.04052836333580799,0.04052836333580799,0.08156458365100665,0.021148581786227343,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,pos_avg_sto,1.5,0.6666666666666666,-9.601195177636607e-06,1.9960560832821968e-05,4.453333052550912e-05,2.1345622996163253e-05,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,pos_avg_surface_sto,1.5,0.6666666666666666,-0.014398007391892795,0.014398007391892795,0.019440419464562042,0.004717121265265637,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,pos_surface_minus_avg_sto,1.5,0.6666666666666666,-0.014388406196715168,0.014388406196715168,0.01940383659543929,0.004717965941497629,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_1p5tauSet,total_heating_mean,1.5,0.6666666666666666,0.0,0.0,0.0,0.0,160.605097279565,49.24771507311743,254.19421998881342
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,cell_temperature_K,2.0,0.5,0.0,0.0,0.0,0.0,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,elyte_c_mean,2.0,0.5,-24.674526385301313,24.674526385301313,30.823939576115436,5.599756142787715,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,elyte_c_range,2.0,0.5,561.7102604205378,561.7102604205378,711.0161659331878,132.05571759254735,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,eta_n_mean,2.0,0.5,-0.045058365032180685,0.04562178436088342,0.06051681206072933,0.016159328081485153,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,eta_p_mean,2.0,0.5,0.005856379786815168,0.005942970977496065,0.008364705957645114,0.002392806132473316,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,j_n_mean_signed,2.0,0.5,-0.7914156868557867,0.7996974999427117,1.041762396799889,0.3122128538744183,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,j_p_mean_signed,2.0,0.5,0.8960555287253268,0.9054324853280938,1.1795028148446902,0.3534934341513104,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_avg_sto,2.0,0.5,5.305398305549703e-05,5.695996466773563e-05,0.00020923376687764783,6.183110668838427e-05,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_avg_surface_sto,2.0,0.5,0.0081837449211791,0.0081837449211791,0.010243885946698561,0.0019788083826363808,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_max_surface_sto,2.0,0.5,0.03852372156588307,0.03852372156588307,0.07475343129106882,0.016665246337464357,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_min_surface_sto,2.0,0.5,-0.006098266206551921,0.007557380735370098,0.020291140852379874,0.007653157498022907,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_surface_minus_avg_sto,2.0,0.5,0.0081306909381236,0.008130690938123599,0.01005951444847961,0.001975914894851886,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,neg_surface_sto_range,2.0,0.5,0.04462198777243499,0.04462198777243499,0.08654594180843238,0.02258116853995087,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,pos_avg_sto,2.0,0.5,-3.540619714944571e-05,3.801289973894839e-05,0.00013963460561550178,4.1263713434314665e-05,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,pos_avg_surface_sto,2.0,0.5,-0.016797334580793577,0.016797334580793577,0.022242832451499273,0.005040155333661098,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,pos_surface_minus_avg_sto,2.0,0.5,-0.016761928383644133,0.016761928383644133,0.0221439617431133,0.005041711181789744,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_2p0tauSet,total_heating_mean,2.0,0.5,0.0,0.0,0.0,0.0,216.03867908687275,67.94275376523456,338.9037859091268
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,cell_temperature_K,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,elyte_c_mean,3.0,0.3333333333333333,-25.46478538114434,25.46478538114434,32.16574440031775,6.7445733638808125,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,elyte_c_range,3.0,0.3333333333333333,586.8106867238093,586.8106867238093,745.8616059173604,157.65183762206368,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,eta_n_mean,3.0,0.3333333333333333,-0.045246286260376474,0.046063452577013365,0.061903236275708574,0.01712416778515397,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,eta_p_mean,3.0,0.3333333333333333,0.00579717723774323,0.005901962244741941,0.008298363450096248,0.002418201961669505,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,j_n_mean_signed,3.0,0.3333333333333333,-0.7904073737768477,0.8015973737409634,1.041738307539811,0.32079920800118417,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,j_p_mean_signed,3.0,0.3333333333333333,0.8949139747159279,0.9075834998372617,1.1794755400414605,0.3632148527371174,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_avg_sto,3.0,0.3333333333333333,-7.710332416681516e-06,1.7409776165852424e-05,2.6708770099193035e-05,1.6882319989590413e-05,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_avg_surface_sto,3.0,0.3333333333333333,0.008676236011611256,0.008676236011611254,0.0107749982150529,0.002405184764202938,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_max_surface_sto,3.0,0.3333333333333333,0.0423108098303158,0.0423108098303158,0.07867077293581792,0.017146292321376724,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_min_surface_sto,3.0,0.3333333333333333,-0.007069402096642391,0.008499807610121994,0.024596822391139916,0.008506506244204088,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_surface_minus_avg_sto,3.0,0.3333333333333333,0.00868394634402794,0.008683946344027938,0.010766837487596163,0.002404476190415545,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,neg_surface_sto_range,3.0,0.3333333333333333,0.04938021192695819,0.0493802119269582,0.09169960316725072,0.02378069710276409,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,pos_avg_sto,3.0,0.3333333333333333,5.145580668584199e-06,1.161861808930756e-05,1.782441063158391e-05,1.1266614030823574e-05,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,pos_avg_surface_sto,3.0,0.3333333333333333,-0.020549084364456408,0.020549084364456405,0.026385741577977018,0.0055304906665032405,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,pos_surface_minus_avg_sto,3.0,0.3333333333333333,-0.020554229945124996,0.020554229945124996,0.026378002435680878,0.005529438869482328,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_3p0tauSet,total_heating_mean,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,326.8227009797692,98.33165229766746,508.41679867143307
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,cell_temperature_K,4.0,0.25,0.0,0.0,0.0,0.0,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,elyte_c_mean,4.0,0.25,-25.868839706996674,25.86883970699668,32.70222699730846,7.105745531144039,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,elyte_c_range,4.0,0.25,598.7793667185417,598.7793667185417,761.5818652055945,166.90429295733145,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,eta_n_mean,4.0,0.25,-0.046022323366710485,0.046830029910500344,0.06215852202207011,0.016634832974207196,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,eta_p_mean,4.0,0.25,0.005868873469442058,0.005971075357997692,0.008316673724186187,0.0023214638339939123,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,j_n_mean_signed,4.0,0.25,-0.8023070648542339,0.8135043184135246,1.0417636417043759,0.3099462943414431,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,j_p_mean_signed,4.0,0.25,0.9083869202333146,0.9210647436652618,1.1795042241260085,0.35092709280091,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_avg_sto,4.0,0.25,8.494796590619823e-05,8.862103959559712e-05,0.00033496313830227997,0.00011511672133463453,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_avg_surface_sto,4.0,0.25,0.009042308420651195,0.009042308420651193,0.011413830559953153,0.002569566890989469,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_max_surface_sto,4.0,0.25,0.044386583917314634,0.044386583917314634,0.08110251309725525,0.0176933195629212,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_min_surface_sto,4.0,0.25,-0.007501827175433506,0.008963074825422787,0.027736749521547033,0.008685591698117109,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_surface_minus_avg_sto,4.0,0.25,0.008957360454744996,0.008957360454744996,0.011079150255608137,0.002554262252699856,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,neg_surface_sto_range,4.0,0.25,0.051888411092748145,0.051888411092748145,0.0937656006169744,0.024645863758038768,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,pos_avg_sto,4.0,0.25,-5.669102026133119e-05,5.914228901914495e-05,0.00022354157462556312,7.682449263927504e-05,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,pos_avg_surface_sto,4.0,0.25,-0.023548081014675995,0.02354808101467599,0.029909998471959742,0.0059546740730368735,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,pos_surface_minus_avg_sto,4.0,0.25,-0.02349138999441467,0.02349138999441467,0.02989070649121036,0.005958537269569045,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_4p0tauSet,total_heating_mean,4.0,0.25,0.0,0.0,0.0,0.0,430.49692430097355,140.6441069336488,676.979448385382
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,cell_temperature_K,5.0,0.2,0.0,0.0,0.0,0.0,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,elyte_c_mean,5.0,0.2,-26.234573347523412,26.2995858994881,32.90357489710027,6.976539494384176,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,elyte_c_range,5.0,0.2,608.6552871453842,609.8156180264996,767.5553247176422,164.65995564537496,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,eta_n_mean,5.0,0.2,-0.04687658353288264,0.04769332683841414,0.0618406054082621,0.01557040139054727,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,eta_p_mean,5.0,0.2,0.005957113924432976,0.006047798494251444,0.008207415096466381,0.0021536178821012337,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,j_n_mean_signed,5.0,0.2,-0.8158648081906856,0.825951161867325,1.0417391668692302,0.28794900335734885,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,j_p_mean_signed,5.0,0.2,0.9237373320713811,0.9351572897772957,1.1794765132528517,0.3260212154320132,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,neg_avg_sto,5.0,0.2,5.383634239397462e-05,5.383634239397462e-05,6.67281825658117e-05,1.514299843534845e-05,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,neg_avg_surface_sto,5.0,0.2,0.00920073519113242,0.00922327851036175,0.011303513039546909,0.0025233396357576634,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,neg_max_surface_sto,5.0,0.2,0.04569692974070229,0.04569692974070229,0.08143336095649811,0.018081384570029883,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,neg_min_surface_sto,5.0,0.2,-0.008057013715699453,0.009564870842529724,0.02810331088939655,0.008993489205895988,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,neg_surface_minus_avg_sto,5.0,0.2,0.009146898848738453,0.00917044624745532,0.011238257208718511,0.0025205607687583224,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,neg_surface_sto_range,5.0,0.2,0.05375394345640174,0.05375394345640174,0.09467203893353392,0.025344445719664755,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,pos_avg_sto,5.0,0.2,-3.5928313820202117e-05,3.5928313820202117e-05,4.453183439301345e-05,1.0105857414608033e-05,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,pos_avg_surface_sto,5.0,0.2,-0.026038764123394176,0.026038764123394183,0.03279777064056155,0.006439674170851157,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,pos_surface_minus_avg_sto,5.0,0.2,-0.026002835809573972,0.026002835809573976,0.03278649771665852,0.006440328977190549,530.9933962403567,157.4961156561517,844.8784382870554
Chen2020_DFN_fine_DC03_AC07_5p0tauSet,total_heating_mean,5.0,0.2,0.0,0.0,0.0,0.0,530.9933962403567,157.4961156561517,844.8784382870554
