condition,Q_Ah,t_q_s,neg_avg_sto,neg_avg_surface_sto,neg_max_surface_sto,neg_min_surface_sto,pos_avg_sto,pos_avg_surface_sto,elyte_c_mean,elyte_c_range,eta_n_mean,eta_p_mean,j_n_rms,j_p_rms,cell_temperature_K,total_heating_mean,neg_surface_minus_avg_sto,pos_surface_minus_avg_sto,neg_surface_sto_range
DC03,0.7076435398676453,1698.3444956823487,0.19198875824040554,0.19693849105551214,0.20974592626132227,0.19068572914966397,0.7434308993557367,0.7218792193394121,983.4570549157556,345.0660924299485,-0.040986509068900945,0.004032032062718425,-0.4464741494607707,0.5055063587475344,298.15,0.0,0.004949732815106609,-0.021551680016324598,0.019060197111658277
DC03,0.7466930429343872,1792.0633030425297,0.1986895273554228,0.2036392601704419,0.21764513238785044,0.1967582899370236,0.7389590625835853,0.7173898257607756,983.4415101959784,345.38125377994874,-0.040571804280813924,0.004012242803294966,-0.44647414958478226,0.5055063587519094,298.15,0.0,0.004949732815019089,-0.02156923682280977,0.020886842450826844
DC03,0.7857425460011291,1885.7821104027125,0.20539029647044324,0.21034002928545154,0.22539855262491598,0.20287420396554798,0.7344872258114316,0.712904675196883,983.4103356407073,346.02411447588725,-0.040187184541304995,0.003993013115841163,-0.4464741493373786,0.5055063587303777,298.15,0.0,0.004949732815008272,-0.0215825506145486,0.022524348659367997
DC03,0.8247920490678711,1979.5009177628929,0.21209106558546315,0.21704079840047585,0.2329720783474458,0.2090523748046933,0.7300153890392781,0.7084227418483682,983.3655500073063,346.9568146645216,-0.0398289897064902,0.003974332187973974,-0.44647414952443126,0.5055063587575661,298.15,0.0,0.0049497328150127145,-0.02159264719090986,0.023919703542752486
DC03,0.863841552134613,2073.2197251230727,0.21879183470048177,0.2237415675154998,0.2403472151084267,0.2153080769352434,0.7255435522671259,0.7039432481956319,983.310297246763,348.1179878928753,-0.03949323998394198,0.0039562018029615465,-0.4464741494520883,0.5055063587476943,298.15,0.0,0.00494973281501804,-0.021600304071493933,0.025039138173183283
DC03,0.9028910552013549,2166.9385324832524,0.22549260381549965,0.2304423366305027,0.24752202532454862,0.22165169271664534,0.7210717154949737,0.6994656047404829,983.248597920561,349.42700591204806,-0.03917605639930869,0.003938633433518861,-0.4464741494506103,0.5055063587458734,298.15,0.0,0.0049497328150030565,-0.021606110754490825,0.025870332607903265
DC03,0.9419405582680969,2260.657339843434,0.23219337293051873,0.23714310574552575,0.2545101655755025,0.22808765472921308,0.7165998787228218,0.6949893643690973,983.184998732204,350.7904054003583,-0.03887404102598187,0.003921644694859899,-0.44647414944967334,0.5055063587449717,298.15,0.0,0.004949732815007014,-0.021610514353724467,0.026422510846289386
DC03,0.9809900613348388,2354.376147203616,0.2388941420455311,0.243843874860541,0.26133828560994393,0.23461382802540617,0.7121280419506726,0.6905141880646871,983.124134828482,352.1104968373651,-0.038584525481843414,0.003905255221356812,-0.4464741494497402,0.505506358745991,298.15,0.0,0.004949732815009871,-0.021613853885985527,0.026724457584537734
DC03,1.0200395644015807,2448.0949545637955,0.24559491116054852,0.25054464397555776,0.2680424614735806,0.24122149134085633,0.7076562051785216,0.686039818687828,983.0702677902441,353.2950627278927,-0.038305641631258026,0.00388948247123891,-0.4464741494506402,0.5055063587460672,298.15,0.0,0.0049497328150092555,-0.021616386490693428,0.02682097013272427
DC03,1.0590890674683227,2541.8137619239783,0.2522956802755669,0.25724541309057475,0.27466424590459665,0.24789606644856002,0.7031843684063696,0.6815660612713408,983.0268706698228,354.26668583637263,-0.03803622935625089,0.0038743380696804977,-0.44647414944744046,0.5055063587428683,298.15,0.0,0.004949732815007838,-0.021618307135028797,0.026768179456036642
DC03,1.0981385705350646,2635.532569284158,0.2589964493905832,0.26394618220559685,0.28124692040394844,0.2546185448357673,0.6987125316342182,0.6770927679341266,982.9963252178646,354.9701462445041,-0.03777564485650219,0.003859825197496369,-0.4464741494500966,0.5055063587454623,298.15,0.0,0.0049497328150136495,-0.02161976370009161,0.026628375568181144
DC03,1.1371880736018065,2729.251376644338,0.26569721850559574,0.27064695132060884,0.28783228486584683,0.26136744101016834,0.6942406948620705,0.6726198265501369,982.9797825464999,355.37647545178146,-0.037523549117609085,0.0038459374136481017,-0.4464741494535611,0.5055063587494295,298.15,0.0,0.0049497328150131005,-0.021620868311933602,0.026464843855678488
DC03,1.1762375766685484,2822.970184004516,0.27239798762060924,0.27734772043562683,0.2944582348296612,0.26812090326833443,0.6897688580899213,0.6681471520621605,982.9772001666009,355.48304745103474,-0.03727974280837752,0.003832658991233478,-0.4464741494496872,0.5055063587450009,298.15,0.0,0.004949732815017573,-0.021621706027760715,0.026337331561326775
DC03,1.2152870797352904,2916.6889913646937,0.27909875673562357,0.28404848955063133,0.3011572168463637,0.27485860426047437,0.6852970213177716,0.6636746799963588,982.9875415792087,355.30978694639737,-0.0370440754439548,0.0038199666858223487,-0.4464741494492009,0.5055063587445373,298.15,0.0,0.004949732815007771,-0.02162234132141276,0.026298612585889326
DC03,1.2543365828020323,3010.4077987248734,0.2857995258506441,0.29074925866565854,0.3079554850922256,0.28156310637284565,0.6808251845456185,0.6592023614251369,983.0090699409387,354.8929244635478,-0.0368164171101202,0.003807832147752572,-0.44647414945068864,0.5055063587462125,298.15,0.0,0.004949732815014455,-0.021622823120481558,0.02639237871937997
DC03,1.2933860858687742,3104.126606085055,0.29250029496566327,0.29745002778067403,0.31487309809315206,0.28822056302567695,0.6763533477734655,0.6547301592743535,983.0396784756192,354.27764566416096,-0.036596668491739266,0.0037962248645133936,-0.44647414944913527,0.5055063587443029,298.15,0.0,0.004949732815010747,-0.021623188499111913,0.026652535067475103
DC03,1.3324355889355162,3197.8454134452336,0.29920106408075475,0.30415079689579944,0.3219242221538357,0.29482089125668004,0.6718815110012647,0.650258045359122,983.0771747696716,353.5115964134428,-0.03638477145096482,0.0037851143818356855,-0.44647414944958613,0.5055063587452037,298.15,0.0,0.004949732815044692,-0.021623465642142695,0.027103330897155678
DC03,1.371485092002258,3291.564220805416,0.3059018331957702,0.3108515660107796,0.32911834881781965,0.3013572506836491,0.6674096742291146,0.6457859985203801,983.1194849778929,352.6400712043818,-0.036180722257262606,0.0037744722894016694,-0.44647414944704633,0.5055063587415943,298.15,0.0,0.004949732815009414,-0.02162367570873442,0.027761098134170527
DC03,1.410534595069,3385.2830281655974,0.3126026023107809,0.31755233512578684,0.3364598873854096,0.3078260280097459,0.6629378374569675,0.6413140023802116,983.1647928448054,351.7028373592904,-0.0359845517525128,0.0037642730012694523,-0.4464741494493695,0.5055063587463638,298.15,0.0,0.004949732815005937,-0.021623835076755905,0.028633859375663717
DC03,1.449584098135742,3479.001835525779,0.31930337142579474,0.32425310424080606,0.34395017172577663,0.3142257033787519,0.6584660006848184,0.636842044741271,983.2115704970788,350.73316862535233,-0.035796328126536124,0.0037544944510456532,-0.4464741494505828,0.5055063587460026,298.15,0.0,0.00494973281501129,-0.02162395594354747,0.029724468347024725
DC03,1.488633601202484,3572.7206428859618,0.326004140540812,0.33095387335581855,0.3515874001113823,0.32055661897854953,0.6539941639126667,0.6323701162992598,983.258582250952,349.75778551423025,-0.03561613290268189,0.003745117711122039,-0.4464741494496798,0.5055063587549258,298.15,0.0,0.004949732815006574,-0.02162404761340697,0.031030781132832773
DC03,1.5276831042692258,3666.4394502461428,0.3327049096558215,0.3376546424708305,0.3593674118374306,0.32682041981549353,0.649522327140521,0.6278982100065067,983.3048571466834,348.7974078082972,-0.03544405391426426,0.003736127042778424,-0.4464741494516345,0.5055063587472154,298.15,0.0,0.0049497328150089745,-0.021624117134014405,0.032546992021937046
DC03,1.5667326073359678,3760.1582576063206,0.3394056787708363,0.3443554115858463,0.367284060670947,0.333019737239336,0.6450504903683709,0.6234263205096123,983.3496522668806,347.86759460654287,-0.03528016870869191,0.0037275092750214986,-0.4464741494556478,0.5055063587743824,298.15,0.0,0.004949732815009981,-0.021624169858758605,0.034264323431611045
DC03,1.6057821104027097,3853.8770649665025,0.3461064478858474,0.35105618070084893,0.3753297391738568,0.33915785710682106,0.6405786535962246,0.6189544437525122,983.3924160912691,346.9795917408805,-0.03512454076633588,0.0037192536984686922,-0.44647414944936503,0.5055063587446548,298.15,0.0,0.004949732815001554,-0.021624209843712362,0.036171882067035775
DC03,1.6448316134694516,3947.5958723266845,0.3528072170008632,0.3577569498158722,0.3834957060206093,0.34523852752794176,0.6361068168240737,0.6144825766561604,983.4327578746409,346.14106140735834,-0.03497720687728372,0.00371135147340399,-0.44647414937161545,0.5055063583277011,298.15,0.0,0.004949732815008935,-0.021624240167913315,0.038257178492667514
DC03,1.6838811165361935,4041.314679686867,0.35950798611587165,0.36445771893086587,0.3917724944487802,0.3512657612928838,0.6316349800519283,0.6100107168867276,983.4704203376187,345.35674051241296,-0.034838177163505395,0.0037037955566776443,-0.4464741495698726,0.5055063593720731,298.15,0.0,0.0049497328149942284,-0.02162426316520068,0.04050673315589643
DC03,1.7229306196029355,4135.033487047049,0.366208755230894,0.3711584880459011,0.4001501971159716,0.35724371851520775,0.6271631432797742,0.6055388626729856,983.5052581241961,344.6289718662581,-0.03470742678362137,0.0036965800964016485,-0.44647414937087965,0.5055063583173846,298.15,0.0,0.004949732815007102,-0.02162428060678865,0.04290647860076387
DC03,1.7619801226696774,4228.752294407228,0.37290952434592467,0.37785925716094443,0.4086188077561537,0.3631765712747517,0.622691306507614,0.6010670126733875,983.5372160881238,343.9582313242254,-0.034584901109077505,0.003689700446546844,-0.4464741495474557,0.5055063592354612,298.15,0.0,0.004949732815019772,-0.021624293834226444,0.04544223648140202
DC03,1.8010296257364193,4322.471101767409,0.3796102934609435,0.3845600262759533,0.4171683959067922,0.3690684510832809,0.6182194697354617,0.5965951658693285,983.5663124585977,343.34354526870885,-0.03447051188676145,0.003683152528180753,-0.44647414939445984,0.5055063585200681,298.15,0.0,0.004949732815009813,-0.021624303866133236,0.0480999448235113
DC03,1.8400791288031613,4416.189909127587,0.3863110625759632,0.3912607953909698,0.4257893464662073,0.37492335961513107,0.6137476329633081,0.592123321489078,983.5926198290437,342.7829365016765,-0.03436414659205339,0.003676932880012723,-0.4464741495223215,0.5055063588926055,298.15,0.0,0.004949732815006619,-0.021624311474230114,0.050865986851076225
DC03,1.8791286318699032,4509.908716487772,0.3930118316909797,0.39796156450599224,0.43447245316841965,0.3807451446860698,0.6092757961911579,0.58765147894683,983.6162508624637,342.273758875825,-0.034265668704669974,0.003671038153061436,-0.44647414942570485,0.5055063587788542,298.15,0.0,0.004949732815012547,-0.021624317244327937,0.05372730848234984
DC03,1.9181781349366451,4603.627523847955,0.39971260080599286,0.40466233362100834,0.4432090362379703,0.38653745333810896,0.6048039594190098,0.5831796377986498,983.6373430020925,341.81302973448595,-0.03417492783016838,0.0036654651496853138,-0.4464741494947068,0.505506358419193,298.15,0.0,0.0049497328150155265,-0.02162432162035992,0.05667158289986138
DC03,1.957227638003387,4697.346331208138,0.40641336992100485,0.41136310273601295,0.45199096392619253,0.3923037233481169,0.6003321226468622,0.5787077977076925,983.6560470024581,341.3976656770921,-0.03409176314570547,0.0036602105821087216,-0.44647414943728225,0.5055063588858771,298.15,0.0,0.004949732815008135,-0.021624324939169638,0.05968724057807565
DC03,1.996277141070129,4791.065138568319,0.4131141390360107,0.41806387185100236,0.46081065474510063,0.3980471716988007,0.5958602858747184,0.5742359584185565,983.6725160391887,341.02468706642895,-0.034016011493436006,0.0036552710622325016,-0.44647414947657327,0.5055063580920681,298.15,0.0,0.00494973281499167,-0.0216243274561619,0.06276348304629992
DC03,2.035326644136871,4884.783945928499,0.41981490815101696,0.4247646409660275,0.46966102263192894,0.40377079722099085,0.5913884491025744,0.5697641197374846,983.6868962059128,340.69137960841505,-0.03394751326994739,0.003650643110587922,-0.44647414945278485,0.505506358815053,298.15,0.0,0.004949732815010551,-0.021624329365089737,0.06589022541093809
DC03,2.0743761472036133,4978.502753288678,0.42651567726602985,0.43146541008102773,0.47853535776656614,0.4094773969250921,0.5869166123304258,0.5652922815175895,983.6993175055783,340.3954368953282,-0.03388611846242636,0.0036463230594578487,-0.4464741494580788,0.5055063582433906,298.15,0.0,0.004949732814997919,-0.021624330812836264,0.06905796084147404
DC03,2.1134256502703552,5072.221560648856,0.4332164463810439,0.43816617919605383,0.4874271394425824,0.4151695833747764,0.5824447755582767,0.5608204436474568,983.7098820358647,340.1351511832112,-0.033831696051976404,0.0036423071711688044,-0.4464741494527443,0.5055063586056844,298.15,0.0,0.0049497328150099554,-0.021624331910820017,0.07225755606780604
DC03,2.152475153337097,5165.940368009039,0.43991721549606194,0.44486694831107987,0.496329704761529,0.4208498301183237,0.5779729387861255,0.5563486060425655,983.7186496713381,339.9096500746814,-0.03378414097625979,0.0036385914098972664,-0.44647414944869096,0.505506358929971,298.15,0.0,0.004949732815017913,-0.02162433274355998,0.07547987464320528
DC03,2.191524656403839,5259.659175369217,0.4466179846110641,0.45156771742605933,0.5052357323371577,0.4265205209759888,0.573501102013984,0.5518767686389285,983.7256134571965,339.71932635715007,-0.033743391404982344,0.00363517145302819,-0.4464741494558163,0.5055063584259517,298.15,0.0,0.004949732814995227,-0.02162433337505545,0.07871521136116887
DC03,2.230574159470581,5353.377982729397,0.45331875372608255,0.4582684865411004,0.5141363810154844,0.4321840459967538,0.5690292652418324,0.5474049313877658,983.7306635619184,339.5664760258617,-0.03370944505573205,0.003632042275406775,-0.4464741494465517,0.5055063590561473,298.15,0.0,0.004949732815017916,-0.021624333854066553,0.08195233501873067
DC03,2.269623662537323,5447.096790089578,0.4600195228410907,0.4649692556561079,0.5230198987892635,0.43784293244157574,0.5645574284696869,0.5429330942523618,983.7335261134978,339.4563931539675,-0.03368239412633003,0.0036291977568409617,-0.4464741495369531,0.5055063517938907,298.15,0.0,0.004949732815017249,-0.021624334217325188,0.08517696634768775
DC03,2.308673165604065,5540.815597449759,0.4667202919561054,0.4716700247711068,0.5318694024798041,0.4435000592307311,0.5600855916975374,0.5384612572047053,983.7336697559272,339.3990567470403,-0.03366246526458319,0.0036266300386288133,-0.4464741494500619,0.5055063587452396,298.15,0.0,0.004949732815001341,-0.021624334492832114,0.08836934324907303
DC03,2.347722668670807,5634.534404809939,0.4734210610711306,0.4783707938861506,0.5406594194285897,0.44915898077441574,0.5556137549253815,0.5339894202235873,983.730162760668,339.41170747240477,-0.033650082305337156,0.003624328057036266,-0.4464741494626958,0.5055063585116597,298.15,0.0,0.004949732815020045,-0.021624334701794243,0.09150043865417405
DC03,2.3867721717375487,5728.253212170116,0.4801218301861443,0.4850715630011565,0.5493511755995423,0.4548244061965824,0.5511419181532324,0.5295175832929907,983.7214859264266,339.522239727128,-0.033645919494892804,0.0036222764402290136,-0.4464741494494349,0.5055063587434715,298.15,0.0,0.0049497328150121716,-0.021624334860241744,0.09452676940295986
DC03,2.4258216748042907,5821.972019530288,0.48682259930116206,0.49177233211616256,0.55788672052062,0.4605028555610946,0.5466700813810815,0.5250457464006796,983.7053151642986,339.7733212776678,-0.03365091986242342,0.0036204536479064187,-0.4464741494669921,0.5055063586812935,298.15,0.0,0.004949732815000535,-0.02162433498040192,0.09738386495952543
DC03,2.4648711778710326,5915.690826890471,0.4935233684161726,0.4984731012311672,0.5661845938264662,0.4662034239378479,0.5421982446089343,0.5205739095373986,983.6784071907895,340.22489827237007,-0.03366616107538848,0.003618830969004012,-0.44647414945160363,0.505506358742918,298.15,0.0,0.004949732814994635,-0.021624335071535664,0.09998116988861831
DC03,2.5039206809377745,6009.409634250655,0.5002241375311889,0.5051738703461922,0.5741415835490996,0.47193846741767476,0.5377264078367843,0.5161020726961112,983.6367818444337,340.9518767943629,-0.03369247939827139,0.003617374026290457,-0.4464741494650819,0.5055063588012084,298.15,0.0,0.004949732815003409,-0.021624335140673075,0.10220311613142484
DC03,2.5429701840045165,6103.128441610832,0.5069249066462015,0.5118746394611983,0.5816471236344284,0.47772381198684677,0.5332545710646361,0.5116302358715489,983.5764411599487,342.03253738642223,-0.033729868815366396,0.003616048248006586,-0.4464741494695563,0.5055063588520073,298.15,0.0,0.004949732814996718,-0.02162433519308726,0.1039233116475816
DC03,2.5820196870712584,6196.847248971009,0.5136256757612183,0.5185754085762271,0.5886098637543857,0.4835782751746274,0.5287827342924855,0.5071583990596216,983.4945055137108,343.52915667942466,-0.033777044011265064,0.003614828077953296,-0.44647414945279473,0.505506358820706,298.15,0.0,0.004949732815008796,-0.02162433523286385,0.10503158857975833
DC03,2.6210691901380003,6290.56605633118,0.520326444876229,0.5252761776912329,0.5949846669850657,0.4895226038357703,0.5243108975203388,0.5026865622573252,983.3902132240133,345.46979854140926,-0.03383160312513658,0.003613705175422695,-0.44647414945925673,0.5055063591209779,298.15,0.0,0.0049497328150038674,-0.021624335263013578,0.10546206314929542
DC03,2.6601186932047423,6384.284863691364,0.5270272139912434,0.5319769468062389,0.6007827241103478,0.4955784218227974,0.5198390607481905,0.4982147254623132,983.2651682448139,347.8422441442265,-0.03389074872577662,0.0036126908545614346,-0.4464741494506679,0.505506358755815,298.15,0.0,0.004949732814995519,-0.02162433528587732,0.10520430228755051
DC03,2.699168196271484,6478.00367105155,0.5337279831062545,0.5386777159212655,0.6060612330684706,0.5017675839772263,0.5153672239760431,0.4937428886728052,983.1228556637957,350.60062681234695,-0.033952014315510474,0.0036118124739425244,-0.44647414944422076,0.5055063594406786,298.15,0.0,0.004949732815010988,-0.021624335303237895,0.10429364909124422
DC03,2.738217699338226,6571.722478411723,0.5404287522212663,0.5453784850362708,0.6109036812239239,0.5081119813788131,0.5108953872038955,0.4892710518875126,982.9678990246088,353.67708222261984,-0.0340136174740958,0.00361110738433599,-0.4464741494451499,0.5055063583549806,298.15,0.0,0.004949732815004604,-0.02162433531638297,0.10279169984511088
DC03,2.777267202404968,6665.441285771903,0.5471295213362746,0.5520792541512756,0.6154026609677328,0.514633671301252,0.5064235504317507,0.48479921510539753,982.8054654201616,356.9912639513049,-0.03407446978947186,0.0036106180928601717,-0.4464741494369481,0.5055063589402271,298.15,0.0,0.004949732815001003,-0.021624335326353168,0.10076898966648068
DC03,2.81631670547171,6759.160093132089,0.5538302904512982,0.5587800232663145,0.6196499753584739,0.5213550003628004,0.5019517136595949,0.48032737832564376,982.640962030991,360.45473072137645,-0.034134042786484485,0.0036103894984812466,-0.44647414944882025,0.5055063587440806,298.15,0.0,0.004949732815016224,-0.021624335333951143,0.09829497499567345
DC03,2.855366208538452,6852.878900492264,0.5605310595663072,0.5654807923813128,0.6237326800610483,0.5282986079883223,0.4974798768874502,0.47585554154778026,982.4799865129734,363.970476211662,-0.034192245032616385,0.0036104683886633744,-0.4464741494418019,0.5055063589786662,298.15,0.0,0.0049497328150055475,-0.021624335339669908,0.09543407207272604
DC03,2.894415711605194,6946.59770785244,0.5672318286813193,0.5721815614963225,0.627732878063871,0.5354869327874845,0.49300804011530286,0.47138370477128627,982.3284651422897,367.4282408116957,-0.034249385554679386,0.0036109043662986445,-0.44647414944896774,0.5055063587442565,298.15,0.0,0.004949732815003221,-0.021624335344016577,0.09224594527638652
DC03,2.9334652146719358,7040.316515212623,0.5739325977963329,0.5788823306113444,0.631729434641885,0.54294070741557,0.4885362033431539,0.46691186799582296,982.192915604115,370.6962150079219,-0.03430625603082824,0.003611751853047022,-0.4464741494675766,0.5055063589577745,298.15,0.0,0.004949732815011538,-0.021624335347330895,0.08878872722631496
DC03,2.9725147177386777,7134.035322572807,0.5806333669113372,0.5855830997263525,0.6358005707677801,0.5506755326598326,0.48406436657101176,0.46244003122118177,982.0807870115501,373.6093995501779,-0.034364345776105275,0.0036130727527165585,-0.4464741494472117,0.5055063587422494,298.15,0.0,0.004949732815015331,-0.021624335349830007,0.08512503810794741
DC03,3.0115642208054196,7227.754129932995,0.5873341360263581,0.5922838688413654,0.6400267668598619,0.5586950309130265,0.4795925297988579,0.45796819444713205,982.0007923794838,375.95598562044944,-0.034426162219360464,0.0036149392271825273,-0.44647414946574504,0.5055063589094646,298.15,0.0,0.004949732815007284,-0.02162433535172591,0.08133173594683539
DC03,3.0506137238721616,7321.472937293176,0.5940349051413707,0.5989846379563664,0.6444930931502688,0.5669784941513873,0.4751206930267106,0.45349635767355784,981.9629642339563,377.4682568260215,-0.03449546717338127,0.003617434382266464,-0.4464741494474341,0.5055063587424217,298.15,0.0,0.004949732814995679,-0.021624335353152772,0.0775145989988814
DC03,3.0896632269389035,7415.19174465336,0.6007356742563775,0.6056854070713743,0.6492895539955824,0.5754630585825825,0.4706488562545663,0.4490245209003282,981.9778801386193,377.83465336228255,-0.03457684113770819,0.0036206470409615938,-0.4464741493886345,0.5055063588681655,298.15,0.0,0.004949732814996809,-0.021624335354238144,0.07382649541299996
DC03,3.1287127300056454,7508.910552013542,0.6074364433713791,0.612386176186377,0.6545057227195041,0.584027015523827,0.46617701948242585,0.4445526841273592,982.053945898247,376.7679153858269,-0.034673554249177445,0.0036246512992747604,-0.44647414945107333,0.5055063587465288,298.15,0.0,0.004949732814997859,-0.02162433535506663,0.07047870719567718
DC03,3.1677622330723874,7602.629359373719,0.6141372124863925,0.6190869453014012,0.660216895174755,0.59249507839818,0.46170518271027783,0.44008084735456726,982.1922879729892,374.15022875880754,-0.03478377346415629,0.0036294671794411017,-0.44647414923684675,0.5055063588284917,298.15,0.0,0.004949732815008621,-0.02162433535571057,0.067721816776575
DC03,3.2068117361391293,7696.348166733903,0.6208379816014145,0.6257877144164244,0.6664624003946962,0.6006850146307088,0.4572333459381239,0.43560901058192425,982.3814352717689,370.1956624370676,-0.03489891195643151,0.003635016560527091,-0.4464741494484301,0.5055063587435408,298.15,0.0,0.004949732815009971,-0.021624335356199655,0.06577738576398737
DC03,3.245861239205871,7790.066974094086,0.6275387507164291,0.6324884835314347,0.6732301621151128,0.6084748399552463,0.4527615091659748,0.4311371738094198,982.5977460048973,365.45620489825626,-0.03500889461781625,0.003641121742086482,-0.4464741493290831,0.5055063587858777,298.15,0.0,0.004949732815005638,-0.021624335356555016,0.06475532215986637
DC03,3.284910742272613,7883.785781454265,0.634239519831435,0.6391892526464298,0.6804598436336736,0.6158350959676249,0.4482896723938316,0.42666533703702175,982.8137176121911,360.606793275373,-0.03511015628562817,0.0036475670152873365,-0.44647414944750513,0.5055063587426576,298.15,0.0,0.004949732814994811,-0.02162433535680982,0.06462474766604871
DC03_AC07_0p1tau,0.2,476.6750005671545,0.10488645149513985,0.11103786131281414,0.1147177932260998,0.10907624002124215,0.8015596442142595,0.7819279359700585,982.1095135398458,366.23844012623,-0.09737407331655504,0.012481354937805231,-1.2899878061360488,1.4604936335582792,298.15,0.0,0.006151409817674283,-0.01963170824420108,0.005641553204857652
DC03_AC07_0p1tau,0.23904950306674194,573.1347094075825,0.11159354351571249,0.11651407211099395,0.1199280289289908,0.11466954440305877,0.7970835877770092,0.7779048928221615,983.6249546693152,342.57652269612237,-0.09948335674788286,0.013322298991387179,-1.3813009529158187,1.5641250309160157,298.15,0.0,0.004920528595281463,-0.019178694954847746,0.005258484525932035
