model_type,condition,feature_id,tau_factor_set,omega_tau_set,n_Q,window_valid_fraction,delta_x_inst_mean,delta_x_inst_abs_mean,delta_x_cycle_mean,delta_x_cycle_abs_mean,cycle_amp_mean,cycle_amp_max,cycle_count_min,cycle_count_max
SPM,Chen2020_SPM_hier_DC03_AC07_0p5tauSet,neg_min_surface_sto,0.5,2.0,80,1.0,0.005077214608458295,0.005077214608458295,-0.0006302632443221436,0.0014999417185557267,0.020799531788736784,0.021095510182191912,3.4711332270637394,80.34763207657365
SPM,Chen2020_SPM_hier_DC03_AC07_0p5tauSet,neg_surface_minus_avg_sto,0.5,2.0,80,1.0,0.004969098180526224,0.004969098180526224,0.0001741652151673046,0.0001741652151673046,0.012512323181864729,0.012517007897045351,3.4711332270637394,80.34763207657365
SPM,Chen2020_SPM_hier_DC03_AC07_0p5tauSet,neg_surface_sto_range,0.5,2.0,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4711332270637394,80.34763207657365
SPM,Chen2020_SPM_hier_DC03_AC07_0p5tauSet,pos_avg_sto,0.5,2.0,80,1.0,-7.215276482448255e-05,7.2383002500543e-05,0.0005368447567682393,0.001038686317954788,0.007124747401008644,0.007139749975893561,3.4711332270637394,80.34763207657365
SPM,Chen2020_SPM_hier_DC03_AC07_0p5tauSet,pos_avg_surface_sto,0.5,2.0,80,1.0,-0.007875908083751583,0.007890815706236726,0.00025469496216614095,0.0009615658975413776,0.028096089724846056,0.028411872877509792,3.4711332270637394,80.34763207657365
SPM,Chen2020_SPM_hier_DC03_AC07_0p5tauSet,pos_surface_minus_avg_sto,0.5,2.0,80,1.0,-0.007803755318927104,0.007823619674096192,-0.00028214979460209423,0.0002861708378453865,0.022130830286530574,0.022251589970237684,3.4711332270637394,80.34763207657365
SPM,Chen2020_SPM_hier_DC03_AC07_0p5tauSet,total_heating_mean,0.5,2.0,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4711332270637394,80.34763207657365
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,cell_temperature_K,1.5,0.6666666666666666,80,1.0,0.0,0.0,-7.815970093361103e-15,2.3447910280083305e-14,0.0,0.0,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,elyte_c_mean,1.5,0.6666666666666666,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,elyte_c_range,1.5,0.6666666666666666,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,eta_n_mean,1.5,0.6666666666666666,80,1.0,-0.03915627727288577,0.03967716069980189,0.006464209190502808,0.006464209190502808,0.12747805226205755,0.1600561854400846,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,eta_p_mean,1.5,0.6666666666666666,80,1.0,0.007100519056282492,0.0071666981950064615,0.00032241609825898554,0.00032241609825898554,0.01841968435946386,0.021101747495239968,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,j_n_mean_signed,1.5,0.6666666666666666,80,1.0,-0.8111067670527904,0.8185154762880067,-0.04181725709361755,0.04181725709361755,2.08348130262504,2.0835459945030546,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,j_p_mean_signed,1.5,0.6666666666666666,80,1.0,0.9183502087896033,0.9267384875580623,0.047346278372786495,0.047346278372786495,2.358956387735833,2.359029633086624,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_avg_sto,1.5,0.6666666666666666,80,1.0,0.00013600121821656321,0.0001360147198428521,-0.0016552737426801106,0.004349119183060397,0.03204399198207157,0.03211566339711647,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_avg_surface_sto,1.5,0.6666666666666666,80,1.0,0.007738625343934394,0.007738625343934394,-0.0011883941205930487,0.004261845352326028,0.04366828267496453,0.04421271475678301,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_max_surface_sto,1.5,0.6666666666666666,80,1.0,0.007738625343934391,0.007738625343934391,-0.0011883941205930494,0.004261845352326015,0.043668282674964504,0.04421271475678301,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_min_surface_sto,1.5,0.6666666666666666,80,1.0,0.007738625343934391,0.007738625343934391,-0.0011883941205930494,0.004261845352326015,0.043668282674964504,0.04421271475678301,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_surface_minus_avg_sto,1.5,0.6666666666666666,80,1.0,0.0076026241257178325,0.0076026241257178325,0.00046687962208706764,0.0004668796220870677,0.0187304229346321,0.018732332304678245,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_surface_sto_range,1.5,0.6666666666666666,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,pos_avg_sto,1.5,0.6666666666666666,80,1.0,-9.076200630628722e-05,9.077101677476413e-05,0.0011046663246326866,0.0029024356391704788,0.021384933462460527,0.02143276422096063,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,pos_avg_surface_sto,1.5,0.6666666666666666,80,1.0,-0.014475398341265133,0.014475398341265133,9.26962006821283e-05,0.002802634903027172,0.0557727570613095,0.05752488315793447,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,pos_surface_minus_avg_sto,1.5,0.6666666666666666,80,1.0,-0.014384636334958853,0.014384636334958853,-0.0010119701239505567,0.0010119701239505567,0.03887031328581951,0.039979156283224015,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,total_heating_mean,1.5,0.6666666666666666,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1829323687078181,26.36296425878692
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,cell_temperature_K,3.0,0.3333333333333333,80,0.9875,0.0,0.0,-7.815970093361103e-15,3.197442310920451e-14,0.0,0.0,0.2740143952528123,13.209724532219992
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,elyte_c_mean,3.0,0.3333333333333333,80,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.2740143952528123,13.209724532219992
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,elyte_c_range,3.0,0.3333333333333333,80,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.2740143952528123,13.209724532219992
