param_set,anchor_label,phase_label,Q_Ah,Q_frac_nom_added,t_DC_s,t_DCAC_s,dtQ_s,dtQ_geom_s,dtQ_resid_s,window_full,window_stable_added,protocol_DC,protocol_DCAC,status,segment_A_Q_lo_Ah,segment_A_Q_hi_Ah,segment_A_before_earliest_Vmax,Q_to_Vmax_DC_Ah,Q_to_Vmax_DCAC_Ah,Q_to_Vmax_shift_Ah,Q_to_Vmax_shift_pct_nom,t_to_Vmax_shift_s,has_cv_feedback_in_current_npz,Q_nom_Ah,f_anchor_Hz,T_period_s,full_geom_mean_s,full_resid_mean_s,full_resid_max_abs_s,stable_geom_mean_s,stable_resid_mean_s,stable_resid_max_abs_s,window_full_bool,window_stable_added_bool,inside_segment_A_by_boundary,segment_A_row,dtQ_identity_err_s,abs_resid_s,abs_geom_s,abs_model_s,resid_over_geom,resid_over_model
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.4617776585426123,0.2923555317085225,5262.399570753392,3460.5169537141296,1801.8826170392624,1801.884840355939,-0.0022233166764635,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,-2.2737367544323206e-13,0.0022233166764635,1801.884840355939,1801.8826170392624,1.2338838901737542e-06,1.2338854126450873e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.5050554320619915,0.3010110864123983,5418.199555423158,3533.719443265406,1884.480112157752,1884.4811432778963,-0.0010311201444892,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,2.2737367544323206e-13,0.0010311201444892,1884.4811432778963,1884.480112157752,5.471639491683389e-07,5.471642485568899e-07
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.5483332055813706,0.3096666411162741,5573.9995400929265,3629.733841222287,1944.265698870639,1944.2734457863107,-0.0077469156717597,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0077469156717597,1944.2734457863107,1944.265698870639,3.9844784634327305e-06,3.984494339564614e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.5916109791007496,0.3183221958201499,5729.7995247626895,5292.189573993482,437.6099507692079,437.6137743209556,-0.0038235517477005,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0038235517477005,437.6137743209556,437.6099507692079,8.737274674759718e-06,8.737351015395469e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.6348887526201286,0.3269777505240257,5885.59950943246,5341.395206353399,544.204303079061,544.2072182882939,-0.002915209232924,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.002915209232924,544.2072182882939,544.204303079061,5.356800011020191e-06,5.356828706480265e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.6781665261395076,0.3356333052279015,6041.3994941022265,5388.560888910964,652.8386051912621,652.8397094922084,-0.001104300946281,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.001104300946281,652.8397094922084,652.8386051912621,1.6915345837953809e-06,1.691537445089469e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.7214442996588866,0.3442888599317773,6197.199478771989,5434.359435280076,762.8400434919131,762.8414144692988,-0.0013709773857044,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0013709773857044,762.8414144692988,762.8400434919131,1.7971984211923987e-06,1.7972016511203688e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.7647220731782656,0.3529444146356531,6352.9994634417535,5479.31605693301,873.6834065087432,873.6847691461589,-0.0013626374156956,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0013626374156956,873.6847691461589,873.6834065087432,1.5596442376204958e-06,1.5596466701144377e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.8079998466976448,0.3615999693395289,6508.799448111518,5523.884990599422,984.9144575120964,984.9159826802706,-0.0015251681743393,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,1.1368683772161603e-13,0.0015251681743393,984.9159826802706,984.9144575120964,1.5485261699062196e-06,1.5485285678432317e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.8512776202170236,0.3702555240434047,6664.599432781285,5568.4866687074755,1096.1127640738096,1096.114454678201,-0.0016906043911149,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,-2.2737367544323206e-13,0.0016906043911149,1096.114454678201,1096.1127640738096,1.542361186735039e-06,1.5423635656167388e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.8945553937364024,0.3789110787472805,6820.399417451043,5613.543234863065,1206.856182587978,1206.8573792514462,-0.0011966634683631,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,2.2737367544323206e-13,0.0011966634683631,1206.8573792514462,1206.856182587978,9.91553342537733e-07,9.915543257167387e-07
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.9378331672557816,0.3875666334511563,6976.1994021208075,5659.517497253539,1316.6819048672687,1316.6840392595968,-0.0021343923281165,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0021343923281165,1316.6840392595968,1316.6819048672687,1.6210360758354145e-06,1.6210387035976335e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,1.9811109407751608,0.3962221881550321,7131.999386790571,5706.955286307286,1425.0441004832855,1425.0454080945656,-0.0013076112800263,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0013076112800263,1425.0454080945656,1425.0441004832855,9.175927115015323e-07,9.175935534786892e-07
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.02438871429454,0.404877742858908,7287.799371460338,5756.553145887488,1531.2462255728497,1531.246812788943,-0.0005872160936633,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,2.2737367544323206e-13,0.0005872160936633,1531.246812788943,1531.2462255728497,3.8348885937843774e-07,3.8348900644219937e-07
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.067666487813919,0.4135332975627838,7443.599356130104,5809.286278172397,1634.3130779577068,1634.3155658436815,-0.0024878859749151,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,2.2737367544323206e-13,0.0024878859749151,1634.3155658436815,1634.3130779577068,1.5222800461003872e-06,1.5222823634404534e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.110944261333298,0.4221888522666596,7599.399340799871,5866.641459442075,1732.7578813577966,1732.7564168208282,0.0014645369683421,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0014645369683421,1732.7564168208282,1732.7578813577966,8.452064895706211e-07,8.452057751972148e-07
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.154222034852677,0.4308444069705354,7755.199325469635,5931.20907649087,1823.9902489787648,1823.989230605167,0.001018373597617,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,2.2737367544323206e-13,0.001018373597617,1823.989230605167,1823.9902489787648,5.583221548293473e-07,5.583218431058927e-07
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.197499808372056,0.4394999616744112,7910.999310139394,6008.4360506480125,1902.5632594913816,1902.5624372216023,0.0008222697788369,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,4.547473508864641e-13,0.0008222697788369,1902.5624372216023,1902.5632594913816,4.321906933249968e-07,4.32190506536282e-07
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.240777581891435,0.448155516378287,8066.799294809153,6115.4529548395585,1951.3463399695947,1951.360599278848,-0.0142593092532479,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0142593092532479,1951.360599278848,1951.3463399695947,7.307367617506279e-06,7.307421015517975e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.2840553554108136,0.4568110710821627,8222.599279478909,7758.346699077155,464.2525804017542,464.2550056193541,-0.0024252175999208,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0024252175999208,464.2550056193541,464.2525804017542,5.223891117092775e-06,5.223918406273733e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.327333128930193,0.4654666257860386,8378.39926414868,7806.964919980256,571.4343441684241,571.4373602010255,-0.0030160326014083,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0030160326014083,571.4373602010255,571.4343441684241,5.277975875338799e-06,5.2780037325151685e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.370610902449572,0.4741221804899144,8534.199248818444,7853.730380703622,680.4688681148218,680.4708823479914,-0.0020142331695751,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0020142331695751,680.4708823479914,680.4688681148218,2.9600578391024015e-06,2.960066601070748e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.413888675968951,0.4827777351937902,8689.999233488215,7899.269693123368,790.7295403648477,790.730858871615,-0.0013185067673475,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0013185067673475,790.730858871615,790.7295403648477,1.6674532839517978e-06,1.6674560643568882e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.45716644948833,0.491433289897666,8845.799218157978,7944.087774748065,901.711443409912,901.7128001056044,-0.0013566956922659,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,-1.1368683772161603e-13,0.0013566956922659,901.7128001056044,901.711443409912,1.5045762820567814e-06,1.504578545809976e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.500444223007709,0.5000888446015418,9001.599202827745,7988.6256279692225,1012.9735748585226,1012.9748644675756,-0.0012896090529466,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0012896090529466,1012.9748644675756,1012.9735748585226,1.2730908714348254e-06,1.2730924921972558e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.543721996527088,0.5087443993054176,9157.399187497507,8033.3007704311,1124.098417066407,1124.0991627395042,-0.000745673097299,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.000745673097299,1124.0991627395042,1124.098417066407,6.633517059845015e-07,6.633521460202793e-07
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.586999770046467,0.5173999540092934,9313.199172167268,8078.543397533934,1234.6557746333335,1234.6567836500171,-0.0010090166833833,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,-2.2737367544323206e-13,0.0010090166833833,1234.6567836500171,1234.6557746333335,8.172446762089971e-07,8.172453440984039e-07
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.630277543565846,0.5260555087131692,9468.999156837031,8124.830610647109,1344.1685461899242,1344.1711551315684,-0.0026089416442118,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0026089416442118,1344.1711551315684,1344.1685461899242,1.940929645939646e-06,1.940933413154848e-06
Chen2020,Route2_AC0p5C_10tau_native_charge_first,charge_first,2.673555317085225,0.534711063417045,9624.7991415068,8172.737836348453,1452.061305158346,1452.0607341609257,0.0005709974202545,True,True,DC_0p2C,DCAC_DC0p2C_AC0p5C_10tau,OK,1.0,3.668944108030942,True,4.6250000000000036,3.7689441080309423,0.8560558919690613,17.121117839381224,3852.061492693583,False,5.0,0.0004075787309933,2453.513699213217,1262.2486683967898,-0.0016021667104638,0.0148704716291376,1277.6954014641344,-0.0017131260501114,0.0142593092532479,True,True,True,True,0.0,0.0005709974202545,1452.0607341609257,1452.061305158346,3.9323246391925285e-07,3.9323230928754296e-07
