condition,status,n_time,min_U_NE_mV,fraction_time_below_50mV,fraction_time_below_0mV
Chen2020_DFN_fineAmp_DC03,ok,12159,37.28056183906979,0.21983715766099185,0.0
Chen2020_DFN_fineAmp_DC03_AC0p3_1p5tauSet,ok,14209,6.6610047008486255,0.12872123302132452,0.0
Chen2020_DFN_fineAmp_DC03_AC0p32_1p5tauSet,ok,14364,5.312509795528183,0.13130047340573656,0.0
Chen2020_DFN_fineAmp_DC03_AC0p34_1p5tauSet,ok,14622,3.145861279668859,0.13431815073177403,0.0
Chen2020_DFN_fineAmp_DC03_AC0p36_1p5tauSet,ok,14356,1.4327017404097246,0.13088604067985513,0.0
Chen2020_DFN_fineAmp_DC03_AC0p38_1p5tauSet,ok,14511,0.5840363154033125,0.14506236648060092,0.0
Chen2020_DFN_fineAmp_DC03_AC0p4_1p5tauSet,ok,14634,-1.327812966396317,0.15614322809894765,0.0027333606669400026
