param_set,chem_tag,tau_descriptor,tau95_eq_s,ratio_native_over_label,f_label_0p1tau_Hz,f_native_0p1tau_Hz,T_native_0p1tau_s,f_label_1tau_Hz,f_native_1tau_Hz,T_native_1tau_s,f_label_10tau_Hz,f_native_10tau_Hz,T_native_10tau_s
Ecker2015,Kokam-Ecker Co-rich Mn-free,tau95_eq,16.349925670057466,0.6789021689760982,0.14338283161432014,0.0973429153768966,10.272961274358343,0.014338283161432014,0.009734291537689661,102.72961274358342,0.0014338283161432013,0.000973429153768966,1027.2961274358343
Mohtat2020,graphite/NMC532,tau95_eq,30.03606189856617,0.36955577057623124,0.14338283161432014,0.05298795282463208,18.872214280660756,0.014338283161432014,0.005298795282463208,188.72214280660756,0.0014338283161432013,0.0005298795282463208,1887.2214280660755
NCA_Kim2011,graphite/NCA,tau95_eq,36.044609511082186,0.3079517339919363,0.14338283161432014,0.044154991620303716,22.647496088305715,0.014338283161432014,0.004415499162030372,226.47496088305715,0.0014338283161432013,0.0004415499162030371,2264.7496088305716
Ai2020,Enertech LCO/graphite,tau95_eq,37.04603411316819,0.29962721424084776,0.14338283161432014,0.042961398406563295,23.27670972291321,0.014338283161432014,0.004296139840656329,232.76709722913213,0.0014338283161432013,0.000429613984065633,2327.670972291321
Chen2020,LG M50 NMC811-Si,tau95_eq,39.04888331734019,0.28425908904470243,0.14338283161432014,0.0407578730993366,24.535136992128194,0.014338283161432014,0.0040757873099336595,245.35136992128196,0.0014338283161432013,0.00040757873099336596,2453.5136992128196
OKane2022,LG M50 NMC811-Si,tau95_eq,40.050307919426196,0.27715142720827873,0.14338283161432014,0.03973875641907314,25.16435062673569,0.014338283161432014,0.003973875641907314,251.64350626735688,0.0014338283161432013,0.0003973875641907314,2516.435062673569
Marquis2019,Kokam-Marquis LCO/graphite,tau95_eq,41.71934892290287,0.266063596066965,0.14338283161432014,0.038148951793570134,26.213040017748177,0.014338283161432014,0.0038148951793570128,262.1304001774818,0.0014338283161432013,0.00038148951793570126,2621.304001774818
ORegan2022,LG M50 NMC811-Si,tau95_eq,47.72789653541888,0.232568388840742,0.14338283161432014,0.03334631413596584,29.988321825393136,0.014338283161432014,0.003334631413596584,299.8832182539314,0.0014338283161432013,0.0003334631413596584,2998.8321825393136
