condition,n_time,min_U_NE_mV,fraction_time_below_50mV,fraction_time_below_0mV,max_c_e_range_molm3,max_neg_surface_sto_range,status
Chen2020_DFN_Day34_DC03,12159,37.28056183906979,0.21983715766099185,0.0,377.86842281485883,0.11671652965597157,ok
Chen2020_DFN_Day34_fixed_AC0p38,14711,0.5656856544375326,0.143701991706886,0.0,747.6848433551694,0.13327870236770345,ok
Chen2020_DFN_Day34_fixed_AC0p7,15500,-25.30820344967092,0.2201935483870968,0.03948387096774193,1054.0890622244815,0.1730201409414363,ok
Chen2020_DFN_Day34_sched_Qfrac_v1,15902,7.750469429029426,0.2231794742799648,0.0,747.6848433551694,0.13327870236770345,ok
