param_set,segment,segment_interpretation,n_points,n_finite,Q_lo_Ah,Q_hi_Ah,dt_full_mean_s,dt_full_median_s,dt_full_min_s,dt_full_max_s,dt_full_mean_min,dt_full_median_min,dt_full_min_min,dt_full_max_min,stage_DC_modes,stage_DCAC_modes,V_DC_median_V,V_DCAC_median_V,I_DC_median_A,I_DCAC_median_A
Chen2020,A_pre_DCAC_Vmax,shared pre-Vmax region; Segment A geometry-dominated,91,91,0.2436294225292678,3.744522805092696,1262.728313274228,1266.1801181336114,466.60587501461305,1952.2737524340137,21.045471887903798,21.103001968893523,7.776764583576884,32.537895873900226,CC_until_Vmax,CC_until_Vmax,3.751355874085353,3.8536695808867396,-1.0,-3.2432971843102516
Chen2020,B_between_DCAC_Vmax_and_DC_Vmax,DCAC already in CV/control-limited state while DC still approaches Vmax,22,22,3.7834216204545115,4.6002967430526445,1687.1129662195226,1752.1286620004958,807.0303726287457,2299.867213052443,28.118549436992044,29.20214436667493,13.450506210479094,38.331120217540715,CC_until_Vmax,CV_after_Vmax,4.136063172571712,4.200000000000001,-1.0,-2.3776689442797405
Chen2020,D_late_CV_feedback_region,late post-DC-Vmax region; both branches have reached voltage boundary,7,7,4.63919555841446,4.872588450585356,2260.960988707774,2259.9237348565894,2235.3610969368237,2287.8534902061274,37.682683145129566,37.665395580943155,37.256018282280394,38.13089150343546,CV_after_Vmax,CV_after_Vmax,4.2,4.2,-0.46226460989614854,-0.4530748959213709
