variant_id,surface_form,protocol_id,condition,tau_factor_set,f_Hz,period_s,status,termination,t_end_s,t_end_min,Q_end_Ah,V_end_V,I_charge_min_A,I_charge_max_A,error
surface_form_false,false,fixed_AC0p38_0p5tauSet,Chen2020_DFN_Day36B_surface_form_false_fixed_AC0p38_0p5tauSet,0.5,0.008764875571101144,114.09175086262731,ok,event: Maximum voltage [V],9609.384133144385,160.1564022190731,4.011888176882029,4.200000000000001,-0.39997013483767546,3.399942599294691,
surface_form_false,false,fixed_AC0p38_0p1tauSet,Chen2020_DFN_Day36B_surface_form_false_fixed_AC0p38_0p1tauSet,0.1,0.04382437785550572,22.818350172525463,ok,event: Maximum voltage [V],9771.78063735418,162.86301062256967,4.072996720384923,4.200000000000002,-0.39982259823731187,3.3994687667428405,
surface_form_differential,differential,fixed_AC0p38_0p5tauSet,Chen2020_DFN_Day36B_surface_form_differential_fixed_AC0p38_0p5tauSet,0.5,0.008764875571101144,114.09175086262731,ok,event: Maximum voltage [V],9609.306955313636,160.15511592189392,4.011802501981341,4.200000000000001,-0.3999865054923983,3.3999177977581287,
surface_form_differential,differential,fixed_AC0p38_0p1tauSet,Chen2020_DFN_Day36B_surface_form_differential_fixed_AC0p38_0p1tauSet,0.1,0.04382437785550572,22.818350172525463,ok,event: Maximum voltage [V],9771.63489372409,162.86058156206815,4.072537869220402,4.200000000000036,-0.3998546080072007,3.39947818221583,
