file,size_mb,top_type,n_records,record_keys,has_Q_net_trajectory,Q_net_trajectory_key,has_time_trajectory,has_current_trajectory,has_voltage_trajectory,Q_net_trajectory_summary,time_like_keys,current_like_keys,voltage_like_keys,q_like_keys,metadata_like_keys,audit_use
data/results_day8_x2_dfn_mj1freq_v2.json,25.3,list,31,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min"", ""Q_net_final_mAh"", ""Q_net_trajectory"", ""t_chg"", ""I_chg"", ""T_max_charging_C"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label""]",True,Q_net_trajectory,False,False,False,"{""type"": ""list"", ""len"": 31332, ""elem_type"": ""float"", ""preview"": [-0.0, 0.0008549260766386448, 0.0017027419107675248, 0.0033770434501551676, 0.006640330256448422]}","[""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min""]",[],[],"[""Q_net_final_mAh"", ""Q_net_trajectory""]","[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""kappa"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label""]",has_Q_trajectory_but_time_axis_unclear
data/results_day8_x4_dfn_chenfreq.json,25.93,list,62,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min"", ""Q_net_final_mAh"", ""Q_net_trajectory"", ""t_chg"", ""I_chg"", ""T_max_charging_C"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label"", ""round"", ""tau_Chen_s"", ""f_Hz_v01""]",True,Q_net_trajectory,False,False,False,"{""type"": ""list"", ""len"": 14149, ""elem_type"": ""float"", ""preview"": [-0.0, 0.009377244821068569, 0.01844766923095799, 0.03566813476271168, 0.06642827083471872]}","[""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min""]",[],[],"[""Q_net_final_mAh"", ""Q_net_trajectory""]","[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""kappa"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label"", ""tau_Chen_s"", ""f_Hz_v01""]",has_Q_trajectory_but_time_axis_unclear
data/results_day8_x5A_dfn_corrected_mj1freq.json,16.07,list,31,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""soc_init"", ""V_init_phase2"", ""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min"", ""Q_net_final_mAh"", ""Q_net_trajectory"", ""t_chg"", ""I_chg"", ""T_max_charging_C"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label"", ""batch""]",True,Q_net_trajectory,False,False,False,"{""type"": ""list"", ""len"": 21049, ""elem_type"": ""float"", ""preview"": [-0.0, 0.00012750738166594363, 0.0002420071004822075, 0.0004707770520088887, 0.0009273990106934387]}","[""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min""]",[],[],"[""Q_net_final_mAh"", ""Q_net_trajectory""]","[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""kappa"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label""]",has_Q_trajectory_but_time_axis_unclear
data/results_day8_x5BC_dfn_corrected_chenfreq.json,16.67,list,62,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""soc_init"", ""V_init_phase2"", ""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min"", ""Q_net_final_mAh"", ""Q_net_trajectory"", ""t_chg"", ""I_chg"", ""T_max_charging_C"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label"", ""batch"", ""tau_Chen_s"", ""f_Hz_v01""]",True,Q_net_trajectory,False,False,False,"{""type"": ""list"", ""len"": 10284, ""elem_type"": ""float"", ""preview"": [-0.0, 0.0005098659865091879, 0.0008878164622016001, 0.0016425507911796485, 0.0031473529601993688]}","[""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min""]",[],[],"[""Q_net_final_mAh"", ""Q_net_trajectory""]","[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""kappa"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label"", ""tau_Chen_s"", ""f_Hz_v01""]",has_Q_trajectory_but_time_axis_unclear
data/results_day9_x5beta_v2_truephase0_mj1freq.json,25.26,list,31,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""V_rest_end"", ""V_init_phase2"", ""sin_at_phase2_start"", ""CC_time_s"", ""CV_time_s"", ""CC_time_min"", ""CV_time_min"", ""Q_net_final_mAh"", ""Q_net_trajectory"", ""t_chg"", ""I_chg"", ""wall_clock_s"", ""status"", ""condition"", ""tau_label"", ""batch""]",True,Q_net_trajectory,False,False,False,"{""type"": ""list"", ""len"": 31330, ""elem_type"": ""float"", ""preview"": [-0.0, 0.004189291891059044, 0.007260996318538899, 0.013227815278350413, 0.024455127494434185]}","[""CC_time_s"", ""CV_time_s"", ""CC_time_min"", ""CV_time_min""]",[],[],"[""Q_net_final_mAh"", ""Q_net_trajectory""]","[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""kappa"", ""status"", ""condition"", ""tau_label""]",has_Q_trajectory_but_time_axis_unclear
data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,51.32,list,31,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""V_init_phase2"", ""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min"", ""Q_net_final_mAh"", ""Q_net_trajectory"", ""t_chg"", ""I_chg"", ""status"", ""condition"", ""tau_label"", ""batch""]",True,Q_net_trajectory,False,False,False,"{""type"": ""list"", ""len"": 55114, ""elem_type"": ""float"", ""preview"": [-0.0, 0.0001190122415447943, 0.00022605270172788494, 0.00043993309108697313, 0.0008668917458183449]}","[""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min""]",[],[],"[""Q_net_final_mAh"", ""Q_net_trajectory""]","[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""kappa"", ""status"", ""condition"", ""tau_label""]",has_Q_trajectory_but_time_axis_unclear
data/results_day9_x6beta_v2_truephase0_mj1freq.json,64.58,list,31,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""status"", ""V_rest_end"", ""V_init_phase2"", ""condition"", ""tau_label"", ""batch""]",False,,False,False,False,{},[],[],[],[],"[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""kappa"", ""status"", ""condition"", ""tau_label""]",summary_or_insufficient_for_tQ_ground_truth
