parameter_set,branch,t_vmax_min,Q_vmax_Ah,t_end_min,Q_end_Ah,I_end_A,I_end_C,termination
Chen2020,DC,179.7136176457366,4.492840441143415,232.0682257555939,4.872669525046633,0.07353941176470592,0.014707882352941185,event: Charge current cutoff [A]
Chen2020,DCAC,174.90905408997696,4.377471663891903,231.49204128682138,4.8720243945182755,0.07353941176470592,0.014707882352941185,event: Charge current cutoff [A]
