candidate,baseline,candidate_delta_t_raw_mean_s,baseline_delta_t_raw_mean_s,delta_raw_gain_s,candidate_min_U_NE_mV,baseline_min_U_NE_mV,delta_min_U_NE_mV,candidate_fraction_below_0mV,baseline_fraction_below_0mV,delta_fraction_below_0mV,candidate_fraction_below_50mV,baseline_fraction_below_50mV,delta_fraction_below_50mV,candidate_max_c_e_range_vs_DC,baseline_max_c_e_range_vs_DC,delta_max_c_e_range_vs_DC,candidate_surface_range_at_min_vs_DC,baseline_surface_range_at_min_vs_DC,delta_surface_range_at_min_vs_DC,candidate_abs_eta_n_at_min_V,baseline_abs_eta_n_at_min_V,delta_abs_eta_n_at_min_V,candidate_verdict,baseline_margin_class,candidate_margin_class,interpretation
rule_based_state_aware_v1,fixed_AC0p38,70.8086408278914,69.35065528421227,1.4579855436791291,7.750469429029426,0.5656856544375326,7.184783774591893,0.0,0.0,0.0,0.2231794742799648,0.143701991706886,0.0794774825730788,1.9786909892746094,1.9786909892746094,0.0,0.7279197553437252,1.0866841847831181,-0.3587644294393929,0.06952142017545634,0.07321158460629495,-0.0036901644308386106,admissible_near_boundary_with_raw_gain,near_boundary,near_boundary,improves_hard_margin+retains_raw_gain+same_hard_risk_exposure+does_not_increase_max_transport_stress+reduces_surface_heterogeneity_at_min_U_NE+reduces_negative_polarization_at_min_U_NE
rule_based_state_aware_v1,fixed_AC0p7_stress,70.8086408278914,158.66534902126395,-87.85670819337255,7.750469429029426,-25.30820344967092,33.05867287870035,0.0,0.03948387096774193,-0.03948387096774193,0.2231794742799648,0.2201935483870968,0.002985925892868002,1.9786909892746094,2.78956641672317,-0.8108754274485606,0.7279197553437252,1.1417938494008533,-0.41387409405712805,0.06952142017545634,0.09141658227888828,-0.02189516210343194,admissible_near_boundary_with_raw_gain,risk_flag,near_boundary,improves_hard_margin+sacrifices_raw_gain+reduces_hard_risk_exposure+does_not_increase_max_transport_stress+reduces_surface_heterogeneity_at_min_U_NE+reduces_negative_polarization_at_min_U_NE
