file,n_rows,n_valid,max_abs_identity_err_s,median_identity_err_s,identity_status,dt_resid_max_abs_s,dt_resid_p95_abs_s,dt_resid_median_abs_s,resid_over_geom_median,resid_over_geom_p95,resid_over_geom_max,resid_over_model_median,resid_over_model_p95,resid_over_model_max,dt_model_mean_s,dt_geom_mean_s,dt_resid_mean_s,dt_model_median_s,dt_geom_median_s,dt_resid_median_s,residual_magnitude_status
day18B_smoke_dtQ_resid_curves_long.csv.gz,1032,1032,2.2737367544323206e-13,0.0,ok,0.044074534514948,0.009089026398123614,0.0014251520118477,4.019811217634887e-05,0.0005227243877107174,0.011959007845532886,4.019972815750582e-05,0.0005229981772327444,0.012103756767677968,274.84085899183316,274.84353498314465,-0.0026759913114691937,57.64850984837403,57.65209931290519,-0.0012795481962939001,near_zero_null_baseline
