condition,reference_condition,tau_factor_set,Q_Ah,t_DC_s,t_DCAC_s,delta_t_raw_s,U_NE_min_DC_mV,U_NE_min_DCAC_mV,delta_U_NE_min_mV,I_charge_DCAC_A,margin_class_DCAC_at_Q
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.4760330939028399,3542.479425366815,3046.4004508927196,496.0789744740955,104.07192492442171,71.3588173001899,-32.71310762423181,2.576923962008649,safe_margin
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.507933921250411,3619.0414110009883,3521.5297448609913,97.51166613999703,102.24962096281945,41.563174548085065,-60.686446414734384,4.2560012080618925,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.539834748597982,3695.6033966351583,3547.145510272935,148.45788636222323,100.63226085422438,31.482683161128143,-69.14957769309623,4.682641667501308,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.571735575945553,3772.1653822693256,3570.9921161849993,201.17326608432631,99.20727303723223,25.294272180545214,-73.913000856687,4.9228900704954555,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.6036364032931238,3848.7273679034975,3594.079085017296,254.6482828862013,97.96006396565184,22.230625036652018,-75.72943892899983,4.999891415281648,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.635537230640695,3925.289353537668,3617.171820742138,308.11753279552977,96.87495744141111,22.03002410683892,-74.84493333457219,4.920350452708974,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.667438057988266,4001.851339171839,3641.0373101815585,360.81402899028035,95.93596695345715,24.823677273110267,-71.11228968034689,4.677348362356639,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.6993388853358369,4078.413324806011,3666.6952605366464,411.71806426936473,95.12734764501907,31.23865958679649,-63.888688058222584,4.2471491972022175,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.731239712683408,4154.975310440183,3695.958825199563,459.01648524062057,94.43405024935454,42.94257977964306,-51.49147046971148,3.573089980674689,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.763140540030979,4231.5372960743525,3733.620686254347,497.9166098200053,93.84198927252312,65.18260714009777,-28.65938213242535,2.4949805737938346,safe_margin
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.79504136737855,4308.0992817085225,4207.662189570422,100.43709213810052,93.33820610722881,34.62608116117479,-58.712124946054026,4.286994669871625,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.8269421947261208,4384.661267342692,4233.137237777497,151.52402956519472,92.91094576609794,26.149969331098106,-66.76097643499983,4.701663175137606,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.858843022073692,4461.223252976863,4256.914845926126,204.3084070507366,92.54965930974225,21.14704815980519,-71.40261114993706,4.931867333142604,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.890743849421263,4537.785238611036,4279.981732142222,257.8035064688138,92.24496984755811,18.974657680347246,-73.27031216721086,4.999564440192081,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.9226446767688339,4614.347224245209,4303.097641028924,311.2495832162849,91.98860585412679,19.457059998905,-72.5315458552218,4.910712302105471,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.9545455041164048,4690.909209879382,4327.036447191108,363.8727626882737,91.77331017576816,22.794044781174783,-68.97926539459337,4.657538852319558,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,1.986446331463976,4767.471195513553,4352.844168413266,414.6270271002868,91.59274462702064,29.680224104746205,-61.912520522274434,4.2150134886844155,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.018347158811547,4844.033181147721,4382.414379152822,461.6188019948986,91.44138807923072,41.889652392647555,-49.551735686583164,3.5234764148166984,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.050247986159118,4920.59516678189,4420.927211194963,499.66795558692684,91.31443419263155,65.06482129379339,-26.249612898838166,2.4097958421704324,safe_margin
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.0821488135066892,4997.157152416059,4893.784529427039,103.37262298901987,91.20769024510679,32.53113177496605,-58.67655847014074,4.31726901903268,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.11404964085426,5073.719138050227,4919.123286542531,154.59585150769635,91.11747649898194,24.454628148573704,-66.66284835040824,4.720061085447736,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.145950468201831,5150.281123684399,4942.8346197752835,207.44650390911556,91.04052166362357,19.578250104184644,-71.46227155943892,4.94015105798545,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.177851295549402,5226.843109318567,4965.884536962854,260.95857235571293,90.97385146672978,17.30260230797471,-73.67124915875507,4.998724720167975,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.209752122896973,5303.405094952738,4989.026194973045,314.3788999796934,90.91466184700937,17.53708632202549,-73.37757552498388,4.900531177892454,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.241652950244544,5379.967080586911,5013.041569741379,366.9255108455318,90.86016552538382,20.60830269373159,-70.25186283165223,4.637120259010493,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.2735537775921153,5456.529066221079,5039.005975543401,417.5230906776778,90.8074003208398,27.380038078238172,-63.42736224260163,4.182012179150282,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.305454604939686,5533.09105185525,5068.897509152275,464.1935427029748,90.75297770474472,39.85572408979352,-50.897253614951204,3.4725117200435824,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.337355432287257,5609.653037489421,5108.328187392752,501.32485009666925,90.69275970083002,64.32077519773452,-26.371984503095504,2.321117670517142,safe_margin
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.3692562596348283,5686.215023123588,5579.8961655652165,106.31885755837175,90.62145994174877,28.372876415268514,-62.24858352648025,4.346756240193754,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.401157086982399,5762.777008757754,5605.103129232235,157.67387952551871,90.5322003010664,19.2108643415046,-71.3213359595618,4.737730214557855,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.43305791432997,5839.338994391921,5628.752986268322,210.58600812359873,90.41613697586784,13.244690766825268,-77.17144620904257,4.9480432206536005,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.464958741677541,5915.90098002609,5651.787819299467,264.1131607266234,90.26236075658375,10.09344314001868,-80.16891761656507,4.9973374598603595,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.496859569025112,5992.462965660264,5674.9579184753875,317.5050471848763,90.05836035731318,9.784961630488384,-80.2733987268248,4.889766567644488,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.5287603963726832,6069.024951294434,5699.0534463955455,369.97150489888827,89.79122698085506,12.694433624870511,-77.09679335598454,4.616031730278419,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.560661223720254,6145.586936928598,5725.179492635926,420.40744429267215,89.44938433235386,19.72429545968411,-69.72508887266974,4.14823815751154,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.592562051067825,6222.148922562767,5755.4101556141895,466.7387669485779,89.02414973832451,33.01287436208684,-56.01127537623767,3.420124554197931,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.6244628784153963,6298.710908196928,5795.851617582544,502.859290614384,88.51041414944942,59.54199030624513,-28.968423843204285,2.2279831609539764,safe_margin
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.656363705762967,6375.272893831101,6265.997234125094,109.27565970600699,87.90625766450846,20.15759960033775,-67.74865806417071,4.3754515574003205,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.688264533110538,6451.83487946528,6291.078617676324,160.75626178895618,87.21189397670224,10.234846926374223,-76.97704705032803,4.754874656778696,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.7201653604581093,6528.396865099447,6314.669057712746,213.727807386701,86.42847837891877,3.810312603236573,-82.6181657756822,4.95530769555092,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.75206618780568,6604.958850733613,6337.691678945799,267.2671717878138,85.55710454111369,0.47959806946057193,-85.07750647165311,4.995375257470511,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.783967015153251,6681.520836367779,6360.8934347242,320.6274016435791,84.59809335084886,0.2293886214388875,-84.36870472940997,4.878318716881598,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.8158678425008223,6758.082822001958,6385.072913288792,373.0099087131666,83.55046521777882,3.3951309492548387,-80.15533426852399,4.594203290830132,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.847768669848393,6834.644807636127,6411.365777920491,423.27902971563526,82.41156773377492,10.88649497307949,-71.52507276069542,4.113629466078631,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.879669497195964,6911.2067932702885,6441.9535768466485,469.25321642363997,81.17673804586059,24.981743136985095,-56.19499490887549,3.3662764852276013,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.911570324543535,6987.768778904461,6483.505152374952,504.26362652950957,79.83896404589984,53.44884077014208,-26.390123275757766,2.130196233524847,safe_margin
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.943471151891106,7064.33076453863,6952.088239895334,112.24252464329675,78.38855051089787,9.415582565157456,-68.97296794574042,4.403382127496765,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,2.9753719792386772,7140.892750172807,6977.048885969105,163.84386420370174,76.81289693250667,-0.611980672886571,-77.42487760539325,4.77138838941233,risk_flag
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.007272806586248,7217.454735806982,7000.583224598302,216.8715112086802,75.09670380628091,-6.9544415298203655,-82.05114533610129,4.96203651688634,risk_flag
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.039173633933819,7294.016721441152,7023.596204415072,270.42051702608023,73.22330835872418,-10.10933726628514,-83.33264562500932,4.992807299483611,risk_flag
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.0710744612813903,7370.578707075325,7046.832022119352,323.74668495597325,71.17835259288356,-10.171727489771046,-81.3500800826546,4.86634068825827,risk_flag
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.102975288628961,7447.1406927094995,7071.099974698311,376.0407180111888,68.95744385946081,-6.852321057941044,-75.80976491740185,4.571658356016361,risk_flag
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.134876115976532,7523.702678343667,7097.56651919422,426.13615914944694,66.57828646648578,0.7468751485957791,-65.83141131789,4.078095439782501,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.1667769433241033,7600.264663977838,7128.52932369889,471.73534027894766,64.09331747055997,15.02404247878013,-49.069274991779835,3.310919924415442,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.198677770671674,7676.826649612009,7171.318021709256,505.5086279027528,61.59260318122048,44.640417577833496,-16.952185603386987,2.0268115594355725,near_boundary
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.230578598019245,7753.3886352461805,7638.168970363548,115.21966488263206,59.187714668395365,-5.498924588572575,-64.68663925696794,4.430513192663541,risk_flag
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.2624794253668163,7829.950620880354,7663.014215738299,166.93640514205526,56.98159998829889,-14.844339708203268,-71.82593969650216,4.787284004741638,risk_flag
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.294380252714387,7906.512606514526,7686.49553619505,220.01707031947626,55.0427976416206,-20.476009471193876,-75.51880711281447,4.9681999001204264,risk_flag
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.326281080061958,7983.074592148694,7709.5015435347805,273.57304861391367,53.3972095427429,-22.99303782118383,-76.39024736392673,4.989658773597682,risk_flag
Chen2020_DFN_DC03_AC07_3p0tauSet,Chen2020_DFN_DC03,3.0,3.3581819074095294,8059.63657778287,7732.773377487092,326.86320029577746,52.03546625812657,-22.54593680271938,-74.58140306084594,4.85389842100555,risk_flag
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.2,479.9999999999992,215.35486824058614,264.64513175941306,314.6922874093739,203.97020338387617,-110.72208402549771,4.744046281788726,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.231900827347571,556.5619856341694,239.17698448165686,317.3850011525126,296.90798931257456,181.152623802796,-115.75536550977856,4.888005768561455,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.263801654695142,633.1239712683396,262.4483786898392,370.67559257850036,278.9986739751337,161.44499656495438,-117.55367741017935,4.972425975364437,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.295702482042713,709.6859569025097,285.459192072129,424.2267648303807,261.46973528133054,145.32242653990832,-116.14730874142222,4.9999859934409505,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.32760330939028404,786.2479425366804,308.4723186144359,477.7756239222445,244.9349923436287,132.97506154483503,-111.95993079879366,4.971364119976433,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.359504136737855,862.8099281708502,331.7517428787655,531.0581852920847,229.9568417417864,124.29283160152302,-105.66401014026339,4.885753880819687,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.391404964085426,939.3719138050212,355.5885225430632,583.7833912619581,216.91830091667273,118.98652470771508,-97.93177620895766,4.740528084723989,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.423305791432997,1015.9338994391916,380.33659987722524,635.5972995619663,205.9695892725067,116.74086918493782,-89.22872008756889,4.530786058725959,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.455206618780568,1092.495885073362,406.4693539369369,686.0265311364251,197.04826413789607,117.34781295990925,-79.70045117798682,4.248399347797882,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.487107446128139,1169.0578707075322,434.6926806039266,734.3651901036055,189.94315307992653,120.88744313925054,-69.055709940676,3.8797661338124922,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.51900827347571,1245.6198563417022,466.19109464203643,779.4287616996658,184.3662234470965,127.91889235011877,-56.447331096977734,3.401117914575268,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.5509091008232809,1322.1818419758727,503.38169235200917,818.8001496238635,180.01118509676132,140.0955681573706,-39.91561693939073,2.763703297037531,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.5828099281708521,1398.743827610043,553.2618590896047,845.4819685204382,176.59067805923019,162.98375914223232,-13.60691891699787,1.8309740363429416,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.614710755518423,1475.3058132442143,1308.086282539648,167.2195307045663,173.85446936418862,106.86660872127409,-66.98786064291453,4.285919233535433,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.646611582865994,1551.867798878385,1334.024575188098,217.843223690287,171.59471702437136,99.29240129789163,-72.30231572647973,4.559142247458026,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.678512410213565,1628.4297845125557,1358.6435634653408,269.7862210472149,169.64395669160677,93.19285951401226,-76.45109717759452,4.760925329434777,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.7104132375611361,1704.9917701467261,1382.397666512061,322.5941036346651,167.86985976935827,88.20547761689859,-79.66438215245968,4.89890124795219,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.742314064908707,1781.5537557808973,1405.6311045006676,375.92265128022973,166.16914204005136,84.15270224565063,-82.01643979440072,4.977642137662482,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.7742148922562779,1858.1157414150698,1428.630585644162,429.4851557709078,164.46197346800778,80.9751258352547,-83.48684763275308,4.999623432877154,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.8061157196038491,1934.67772704924,1451.6579620839368,483.01976496530324,162.6872672029922,78.69453656665792,-83.99273063633427,4.965499919925277,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.83801654695142,2011.2397126834098,1474.9784237092229,536.261288974187,160.79905813057076,77.39440704450692,-83.40465108606384,4.874201688994497,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.869917374298991,2087.801698317579,1498.8876285675608,588.9140697500181,158.76376871132834,77.21364117219042,-81.55012753913792,4.722901309000568,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.9018182016465619,2164.363683951749,1523.7482406128327,640.6154433389163,156.55826064731852,78.35979321224697,-78.19846743507155,4.506446952278015,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.9337190289941331,2240.9256695859217,1550.0510484395043,690.8746211464174,154.1685361492869,81.1463493633468,-73.0221867859401,4.216264492452837,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.965619856341704,2317.4876552200917,1578.5314506078503,738.9562046122414,151.58902195582544,86.07719446928094,-65.5118274865445,3.83815420798766,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,0.9975206836892749,2394.049640854262,1610.4497650579826,783.5998757962795,148.8221867687066,94.0654813510202,-54.75670541768639,3.3467158856565886,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.029421511036846,2470.611626488433,1648.4338665053012,822.1777599831319,145.8784334521266,107.09995808867615,-38.77847536345044,2.6890564984386067,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.061322338384417,2547.173612122604,1700.5474453788675,846.6261667437366,142.77602704772153,131.38090421281808,-11.395122834903447,1.7086010689254392,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.093223165731988,2623.7355977567745,2451.623183044711,172.11241471206358,139.54083638039717,70.57706657790494,-68.96376980249222,4.316165759800766,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.125123993079559,2700.297583390944,2477.4080650267365,222.88951836420756,136.20568544327796,61.15099899664834,-75.05468644662962,4.581967268524804,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.15702482042713,2776.8595690251104,2501.924093717527,274.9354753075836,132.8091807992333,53.34738302463352,-79.46179777459977,4.777193221479405,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.188925647774701,2853.421554659282,2525.61318905448,327.808365604802,129.393984489593,47.01783957650133,-82.37614491309168,4.909201547878485,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.220826475122272,2929.983540293449,2548.8115819515924,381.1719583418567,126.00461346955538,42.08204220684583,-83.92257126270955,4.982295406961255,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.2527273024698429,3006.545525927619,2571.802307337054,434.743218590565,122.68501998087284,38.49424060141596,-84.19077937945687,4.998782470054174,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.284628129817414,3083.107511561792,2594.846533006866,488.2609785549257,119.47620626525706,36.24019512237496,-83.23601114288209,4.959084496232701,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.316528957164985,3159.6694971959587,2618.210916914995,541.4585802809638,116.41413728605411,35.333421354808905,-81.08071593124521,4.862062490233611,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.348429784512556,3236.231482830132,2642.1958597323855,594.0356230977463,113.52822307727241,35.83086428763511,-77.6973587896373,4.704647925617172,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.3803306118601268,3312.793468464301,2667.173500912474,645.6199675518269,110.84039091548134,37.853555630567826,-72.98683528491351,4.481404748851777,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.412231439207698,3389.355454098473,2693.6500237396567,695.7054303588161,108.36489568108269,41.629507145170756,-66.73538853591194,4.18342090154705,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.444132266555269,3465.9174397326433,2722.398834229682,743.5186055029612,106.10863042798398,47.59105040326762,-58.51758002471636,3.7955823390428955,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.4760330939028399,3542.479425366815,2754.7630655260537,787.7163598407615,104.07192492442171,56.59317505115419,-47.47874987326752,3.2907898124046464,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.507933921250411,3619.0414110009883,2793.6037292516253,825.437681749363,102.24962096281945,70.60565507739543,-31.643965885424024,2.611644586063735,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.539834748597982,3695.6033966351583,2848.324848454226,847.2785481809324,100.63226085422438,96.22315498840818,-4.409105865816201,1.5764946695772977,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.571735575945553,3772.1653822693256,3595.1426463316907,177.02273593763493,99.20727303723223,35.74850475225492,-63.45876828497731,4.345662325752458,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.6036364032931238,3848.7273679034975,3620.77879527773,227.9485726257676,97.96006396565184,29.798518744267053,-68.16154522138478,4.604095186496577,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.635537230640695,3925.289353537668,3645.196259674968,280.0930938626998,96.87495744141111,25.39885839426996,-71.47609904714115,4.7928432809045605,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.667438057988266,4001.851339171839,3668.82361470919,333.0277244626486,95.93596695345715,22.298518692940572,-73.63744826051658,4.918931032083721,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.6993388853358369,4078.413324806011,3691.989782651355,386.42354215465593,95.12734764501907,20.344672640803537,-74.78267500421553,4.986434800871248,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.731239712683408,4154.975310440183,3714.9741369094313,440.0011735307521,94.43405024935454,19.450829970880083,-74.98322027847446,4.9973992857072815,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.763140540030979,4231.5372960743525,3738.0378007555414,493.4994953188111,93.84198927252312,19.584578737405575,-74.25741053511754,4.952117963949419,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.79504136737855,4308.0992817085225,3761.4490815084646,546.650200200058,93.33820610722881,20.761498463760777,-72.57670764346804,4.849335090222406,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.8269421947261208,4384.661267342692,3785.513539446849,599.1477278958428,92.91094576609794,23.05602213373966,-69.85492363235828,4.685744158947004,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.858843022073692,4461.223252976863,3810.6124495105532,650.6108034663093,92.54965930974225,26.61491706458796,-65.9347422451543,4.4556622513808275,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.890743849421263,4537.785238611036,3837.27205572606,700.5131828849762,92.24496984755811,31.7007146427703,-60.54425520478781,4.149648501843991,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.9226446767688339,4614.347224245209,3866.302412192366,748.0448120528431,91.98860585412679,38.78366494773486,-53.204940906391926,3.751820479659759,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.9545455041164048,4690.909209879382,3899.133111757241,791.7760981221409,91.77331017576816,48.77329515434619,-43.00001502142197,3.2333084241831083,near_boundary
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,1.986446331463976,4767.471195513553,3938.90255202548,828.5686434880727,91.59274462702064,63.76969928707739,-27.82304533994325,2.5312540897336238,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,2.018347158811547,4844.033181147721,3996.735990466157,847.2971906815637,91.44138807923072,91.15240917625245,-0.2889789029782719,1.4320662427307356,safe_margin
Chen2020_DFN_DC03_AC07_5p0tauSet,Chen2020_DFN_DC03,5.0,2.050247986159118,4920.59516678189,4738.644821179004,181.95034560288605,91.31443419263155,30.063940785055333,-61.250493407576215,4.374397223196318,near_boundary
