parameter_set,pair_id,Q_Ah,Q_frac_nominal_increment,SOC_nominal_est,delta_t_model_s,delta_t_model_min,delta_t_geom_s,delta_t_geom_min,delta_t_resid_s,delta_t_resid_min,q_window_lo_Ah,q_window_hi_Ah,q_margin_Ah,dt_geom_resolution_s
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.16171072516010776,0.032342145032021555,0.08234214503202156,2.7049053974965886,0.045081756624943146,2.718362742660588,0.0453060457110098,-0.013457345163999435,-0.00022428908606665724,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.19256608774016162,0.03851321754803232,0.08851321754803232,0.908651083454572,0.015144184724242867,5.123185080408746,0.08538641800681243,-4.214533996954174,-0.07024223328256957,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.2234214503202155,0.0446842900640431,0.09468429006404311,3.8245099707604595,0.06374183284600766,3.850321529126859,0.06417202548544765,-0.025811558366399368,-0.00043019263943998943,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.2542768129002694,0.050855362580053874,0.10085536258005387,2.0000230830380588,0.033333718050634314,2.006112989296639,0.03343521648827732,-0.006089906258580413,-0.00010149843764300689,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.2851321754803232,0.05702643509606464,0.10702643509606465,4.826808154768514,0.08044680257947524,4.864893690669419,0.08108156151115699,-0.03808553590090469,-0.0006347589316817448,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.3159875380603771,0.06319750761207542,0.11319750761207542,3.133013567697162,0.0522168927949527,3.154020837437315,0.052567013957288584,-0.02100726974015288,-0.0003501211623358813,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.346842900640431,0.0693685801280862,0.1193685801280862,1.3071806235777785,0.021786343726296307,1.3107656522092839,0.021846094203488063,-0.003585028631505338,-5.9750477191755635e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.37769826322048483,0.07553965264409697,0.12553965264409697,4.220823256093809,0.07034705426823014,4.261528265078596,0.07102547108464326,-0.04070500898478713,-0.0006784168164131188,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.40855362580053867,0.08171072516010773,0.13171072516010773,2.42856372081053,0.04047606201350883,2.44186338350994,0.040697723058498995,-0.013299662699409964,-0.00022166104499016608,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.4394089883805926,0.08788179767611852,0.13788179767611852,5.06991804297968,0.08449863404966133,5.132411650336962,0.0855401941722827,-0.0624936073572826,-0.0010415601226213766,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.47026435096064645,0.0940528701921293,0.1440528701921293,3.5603058523054187,0.05933843087175698,3.5836533550593686,0.05972755591765614,-0.02334750275394981,-0.0003891250458991635,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.5011197135407003,0.10022394270814006,0.15022394270814005,1.7258086992280823,0.02876347832046804,1.7337052670063713,0.02889508778343952,-0.007896567778288954,-0.00013160946297148258,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.5319750761207542,0.10639501522415085,0.15639501522415084,4.5951919906192416,0.07658653317698735,4.64286393867701,0.07738106564461683,-0.04767194805776853,-0.0007945324676294755,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.5628304387008081,0.11256608774016161,0.16256608774016162,2.8636276449974503,0.047727127416624174,2.8783047561760213,0.047971745936267025,-0.014677111178571067,-0.0002446185196428511,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.5936858012808619,0.11873716025617238,0.16873716025617239,1.053943394797443,0.01756572324662405,1.0484840316073587,0.017474733860122646,0.005459363190084332,9.098938650140554e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.6245411638609157,0.12490823277218314,0.17490823277218315,3.976556737880628,0.0662759456313438,4.0026350441578415,0.06671058406929736,-0.026078306277213414,-0.00043463843795355693,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.6553965264409697,0.13107930528819395,0.18107930528819394,2.1576017159256935,0.03596002859876156,2.1656348540825547,0.03609391423470924,-0.008033138156861241,-0.00013388563594768737,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.6862518890210235,0.1372503778042047,0.18725037780420473,4.916979599361639,0.08194965998936064,4.980735868786724,0.08301226447977873,-0.06375626942508461,-0.0010626044904180768,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.7171072516010774,0.14342145032021547,0.19342145032021546,3.289763828148125,0.05482939713580208,3.3130517517251974,0.05521752919541996,-0.023287923577072434,-0.0003881320596178739,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.7479626141811313,0.14959252283622626,0.19959252283622625,1.4609733042802873,0.02434955507133812,1.4647168804433477,0.024411948007389127,-0.0037435761630604247,-6.239293605100707e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.7788179767611851,0.15576359535223702,0.20576359535223704,4.3625526678385995,0.07270921113064333,4.407756096871481,0.07346260161452468,-0.045203429032881104,-0.0007533904838813517,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.809673339341239,0.16193466786824778,0.21193466786824777,2.587220712069211,0.043120345201153515,2.6019210609854326,0.04336535101642388,-0.014700348916221628,-0.00024500581527036046,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.8405287019212929,0.16810574038425857,0.21810574038425856,4.997039091321767,0.08328398485536279,5.163932975617627,0.08606554959362711,-0.1668938842958596,-0.0027815647382643267,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.8713840645013468,0.17427681290026936,0.22427681290026935,3.712071160276537,0.06186785267127561,3.7385455441162776,0.06230909240193796,-0.026474383839740767,-0.0004412397306623461,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.9022394270814006,0.18044788541628012,0.23044788541628014,1.880931726718245,0.03134886211197075,1.8909321075011576,0.03151553512501929,-0.010000380782912544,-0.00016667301304854238,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.9330947896614544,0.18661895793229089,0.23661895793229087,4.715957139790589,0.07859928566317649,4.773116603587823,0.07955194339313039,-0.05715946379723391,-0.0009526577299538985,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.9639501522415084,0.19279003044830167,0.24279003044830166,3.0222674087217456,0.05037112347869576,3.038014148320599,0.05063356913867665,-0.01574673959885331,-0.0002624456599808885,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,0.9948055148215622,0.19896110296431244,0.24896110296431245,1.201589622121901,0.020026493702031682,1.1996736785104076,0.019994561308506794,0.001915943611493276,3.1932393524887934e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.025660877401616,0.2051321754803232,0.2551321754803232,4.1270651794916375,0.06878441965819396,4.153152242342912,0.06921920403904853,-0.026087062851274823,-0.00043478438085458037,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.05651623998167,0.21130324799633401,0.26130324799633403,2.3156558470918753,0.03859426411819792,2.325460254429345,0.03875767090715575,-0.009804407337469456,-0.00016340678895782428,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.087371602561724,0.21747432051234478,0.26747432051234477,4.985872615925018,0.08309787693208363,5.072960544444413,0.08454934240740689,-0.08708792851939506,-0.0014514654753232511,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.1182269651417778,0.22364539302835557,0.27364539302835555,3.445711799104174,0.05742852998506957,3.4702578538845046,0.057837630898075074,-0.02454605478033045,-0.00040910091300550754,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.1490823277218316,0.22981646554436633,0.27981646554436634,1.6158859239585581,0.02693143206597597,1.6200276921258592,0.027000461535430988,-0.004141768167301052,-6.902946945501754e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.1799376903018854,0.2359875380603771,0.2859875380603771,4.50116506413633,0.07501941773560551,4.545384591803668,0.07575640986339446,-0.04421952766733739,-0.0007369921277889565,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.2107930528819395,0.2421586105763879,0.2921586105763879,2.7456685961287803,0.045761143268813004,2.761952913541336,0.046032548559022265,-0.016284317412555538,-0.000271405290209259,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.2416484154619933,0.24832968309239867,0.29832968309239866,0.9349013970204396,0.01558168995034066,5.00878275440391,0.0834797125733985,-4.0738813573834705,-0.06789802262305784,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.2725037780420472,0.25450075560840946,0.30450075560840945,3.8620097861871727,0.06436682976978621,3.8919924205883945,0.0648665403431399,-0.02998263440122173,-0.0004997105733536955,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.303359140622101,0.2606718281244202,0.3106718281244202,2.0388875634698707,0.03398145939116451,2.049510657769133,0.03415851096281888,-0.010623094299262448,-0.00017705157165437413,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.3342145032021548,0.266842900640431,0.31684290064043097,4.829995266235073,0.08049992110391789,4.898220486679293,0.08163700811132155,-0.0682252204442193,-0.0011370870074036551,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.3650698657822087,0.2730139731564417,0.3230139731564417,3.180700329627143,0.05301167216045239,3.1973663778289847,0.053289439630483076,-0.016666048201841477,-0.0002777674700306913,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.3959252283622627,0.27918504567245256,0.32918504567245255,1.351317766932425,0.022521962782207083,1.35255809343289,0.022542634890548165,-0.0012403265004650166,-2.067210834108361e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.4267805909423166,0.2853561181884633,0.3353561181884633,4.275833086366674,0.07126388477277791,4.301639030773913,0.07169398384623188,-0.025805944407238712,-0.00043009907345397855,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.4576359535223704,0.2915271907044741,0.34152719070447407,2.4740537873271933,0.041234229788786554,2.4854658539834418,0.04142443089972403,-0.011412066656248498,-0.00019020111093747498,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.4884913161024242,0.29769826322048487,0.34769826322048486,5.0360298737527955,0.08393383122921326,5.152277516370759,0.08587129193951265,-0.11624764261796372,-0.0019374607102993953,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.519346678682478,0.3038693357364956,0.3538693357364956,3.600706004269341,0.06001176673782235,3.6260586320590846,0.060434310534318074,-0.025352627789743565,-0.0004225437964957261,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.550202041262532,0.3100404082525064,0.3600404082525064,1.7717583875887613,0.029529306459812686,1.776519089444264,0.02960865149073773,-0.0047607018555027025,-7.934503092504504e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.581057403842586,0.3162114807685172,0.3662114807685172,4.636267806317846,0.07727113010529744,4.678861043927554,0.07798101739879257,-0.04259323760970801,-0.0007098872934951336,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.6119127664226398,0.322382553284528,0.37238255328452796,2.9037790711681737,0.04839631785280289,2.9218370073781443,0.048697283456302407,-0.01805793620997065,-0.0003009656034995108,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.6427681290026936,0.3285536258005387,0.3785536258005387,1.0853118767336127,0.018088531278893545,1.0894057419518504,0.018156762365864172,-0.0040938652182376245,-6.823108697062708e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.6736234915827475,0.3347246983165495,0.3847246983165495,4.009874832487185,0.06683124720811975,4.043791833317755,0.06739653055529592,-0.03391700083057003,-0.0005652833471761672,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.7044788541628013,0.3408957708325603,0.3908957708325603,2.197557964974294,0.0366259660829049,2.2091410942794028,0.036819018237990046,-0.011583129305108741,-0.0001930521550851457,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.7353342167428552,0.347066843348571,0.397066843348571,4.936288179310395,0.08227146965517325,5.00734851150537,0.0834558085250895,-0.07106033219497476,-0.001184338869916246,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.766189579322909,0.3532379158645818,0.4032379158645818,3.3371546830003354,0.055619244716672255,3.356234019446674,0.05593723365744457,-0.019079336446338857,-0.0003179889407723143,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.797044941902963,0.3594089883805926,0.4094089883805926,1.5028812051887144,0.02504802008647857,1.5069331054874056,0.025115551758123425,-0.00405190029869118,-6.7531671644853e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.8279003044830169,0.3655800608966034,0.4155800608966034,4.410214138640185,0.07350356897733643,4.445886077924115,0.07409810129873524,-0.03567193928392953,-0.0005945323213988256,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.8587556670630707,0.3717511334126141,0.4217511334126141,2.632667212902561,0.04387778688170935,2.6455296430240196,0.044092160717066994,-0.012862430121458601,-0.00021437383535764334,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.8896110296431246,0.3779222059286249,0.4279222059286249,5.042991300732865,0.08404985501221442,5.158539309521984,0.08597565515869973,-0.1155480087891192,-0.0019258001464853198,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.9204663922231784,0.3840932784446357,0.4340932784446357,3.7545861701046306,0.0625764361684105,3.7805439634466893,0.06300906605744482,-0.02595779334205872,-0.000432629889034312,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.9513217548032322,0.39026435096064643,0.4402643509606464,1.928439348826032,0.032140655813767204,1.9340243133246986,0.032233738555411645,-0.0055849644986665226,-9.308274164444204e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,1.9821771173832863,0.3964354234766573,0.44643542347665727,4.767418163432012,0.07945696939053354,4.807620748974841,0.08012701248291403,-0.04020258554282918,-0.0006700430923804863,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.01303247996334,0.402606495992668,0.452606495992668,3.0614204426510696,0.051023674044184494,3.081450176733597,0.05135750294555995,-0.020029734082527284,-0.00033382890137545473,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.043887842543394,0.4087775685086788,0.4587775685086788,1.2372658392914673,0.020621097321524454,1.2411276793818615,0.020685461323031024,-0.003861840090394253,-6.436400150657088e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.074743205123448,0.41494864102468954,0.4649486410246895,4.1553938915531035,0.0692565648592184,4.193723498242434,0.0698953916373739,-0.03832960668933083,-0.0006388267781555139,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.1055985677035016,0.4211197135407003,0.4711197135407003,2.3563170911638736,0.03927195151939789,2.369036685277024,0.03948394475461706,-0.012719594113150379,-0.00021199323521917297,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.1364539302835555,0.4272907860567111,0.4772907860567111,5.033629123172432,0.08389381871954053,5.095854128294377,0.08493090213823962,-0.06222500512194529,-0.001037083418699088,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.1673092928636093,0.43346185857272185,0.48346185857272184,3.4911397209825736,0.058185662016376226,3.5129214649350615,0.058548691082251025,-0.021781743952487886,-0.0003630290658747981,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.198164655443663,0.43963293108873264,0.4896329310887326,1.6560551346319698,0.027600918910532832,1.6626103357375541,0.027710172262292568,-0.006555201105584274,-0.00010925335175973791,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.229020018023717,0.44580400360474337,0.49580400360474336,4.538984279396573,0.07564973798994287,4.582325121730719,0.07637208536217864,-0.043340842334146146,-0.0007223473722357691,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.259875380603771,0.45197507612075416,0.5019750761207542,2.791370128916242,0.046522835481937364,2.8055299790894423,0.04675883298482404,-0.014159850173200539,-0.00023599750288667566,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.290730743183825,0.458146148636765,0.508146148636765,0.9875208629100598,0.016458681048500998,0.9800315674074227,0.01633385945679038,0.0074892955026371055,0.0001248215917106184,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.321586105763879,0.4643172211527758,0.5143172211527758,3.9071816501091234,0.06511969416848538,3.933522480564534,0.0655587080094089,-0.02634083045541047,-0.00043901384092350784,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.3524414683439328,0.47048829366878653,0.5204882936687866,2.085784793329367,0.03476307988882278,2.0929458835980768,0.03488243139330128,-0.007161090268709813,-0.00011935150447849689,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.3832968309239866,0.4766593661847973,0.5266593661847974,4.882381210729363,0.08137302017882272,4.9310129699752,0.08218354949958666,-0.04863175924583629,-0.0008105293207639382,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.4141521935040404,0.4828304387008081,0.5328304387008082,3.2184565285642748,0.053640942142737916,3.240667045878581,0.05401111743130969,-0.022210517314306344,-0.0003701752885717724,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.4450075560840943,0.48900151121681884,0.5390015112168188,1.3905762451395276,0.02317627075232546,1.3944783719161933,0.02324130619860322,-0.003902126776665682,-6.503544627776137e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.475862918664148,0.49517258373282963,0.5451725837328296,4.298264852437569,0.07163774754062616,4.341546085823211,0.07235910143038685,-0.043281233385641826,-0.0007213538897606971,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.506718281244202,0.5013436562488404,0.5513436562488404,2.5150406410166397,0.041917344016944,2.5290746410792053,0.042151244017986755,-0.01403400006256561,-0.00023390000104276016,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.5375736438242558,0.5075147287648512,0.5575147287648512,5.0405466125139355,0.0840091102085656,5.167441135005902,0.08612401891676504,-0.1268945224919662,-0.0021149087081994366,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.5684290064043096,0.5136858012808619,0.563685801280862,3.643602849783747,0.06072671416306245,3.668355215151678,0.061139253585861295,-0.024752365367930906,-0.00041253942279884846,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.5992843689843634,0.5198568737968727,0.5698568737968728,1.8106335208476594,0.03017722534746099,1.8194149779073996,0.030323582965123327,-0.008781457059740205,-0.00014635761766233676,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.6301397315644173,0.5260279463128834,0.5760279463128835,4.662174862153734,0.0777029143692289,4.7144408412859775,0.07857401402143296,-0.052265979132243956,-0.0008710996522040659,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.660995094144471,0.5321990188288942,0.5821990188288942,2.9500378717320928,0.049167297862201545,2.9653446325828554,0.04942241054304759,-0.015306760850762657,-0.0002551126808460443,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.6918504567245254,0.5383700913449051,0.5883700913449051,1.1342526640855795,0.01890421106809299,1.1304899498945815,0.01884149916490969,0.00376271419099794,6.2711903183299e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.7227058193045792,0.5445411638609159,0.5945411638609159,4.0583096655927875,0.06763849442654646,4.084786411491223,0.06807977352485371,-0.026476745898435183,-0.00044127909830725306,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.753561181884633,0.5507122363769266,0.6007122363769266,2.24365674542787,0.037394279090464506,2.2526731887992355,0.037544553146653926,-0.009016443371365312,-0.00015027405618942187,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.784416544464687,0.5568833088929374,0.6068833088929374,4.9576669169809975,0.08262778194968329,5.032925961794717,0.08388209936324528,-0.07525904481371981,-0.001254317413561997,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.8152719070447407,0.5630543814089481,0.6130543814089482,3.3747454904287224,0.05624575817381204,3.39919182707672,0.056653197117945336,-0.02444633664799767,-0.0004074389441332945,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.8461272696247946,0.5692254539249589,0.619225453924959,1.545068751488543,0.025751145858142383,1.5492590691446821,0.025820984485744703,-0.0041903176561390865,-6.98386276023181e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.8769826322048484,0.5753965264409697,0.6253965264409698,4.438150959885206,0.07396918266475344,4.483689716974368,0.0747281619495728,-0.04553875708916166,-0.000758979284819361,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.9078379947849022,0.5815675989569804,0.6315675989569804,2.6736032933631577,0.04456005488938596,2.6891331816377715,0.04481888636062952,-0.015529888274613768,-0.0002588314712435628,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.938693357364956,0.5877386714729912,0.6377386714729912,4.921803530939542,0.08203005884899237,5.148870820042248,0.08581451366737079,-0.22706728910270613,-0.0037844548183784354,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,2.96954871994501,0.593909743989002,0.643909743989002,3.794326062363325,0.06323876770605542,3.8224153658084106,0.0637069227634735,-0.028089303445085534,-0.00046815505741809225,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,3.0004040825250637,0.6000808165050128,0.6500808165050128,1.9666674212430735,0.03277779035405123,1.9771838457891135,0.03295306409648523,-0.01051642454604007,-0.00017527374243400117,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,3.0312594451051176,0.6062518890210236,0.6562518890210236,4.778966223570933,0.07964943705951555,4.841641963450456,0.08069403272417427,-0.06267573987952346,-0.0010445956646587243,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,3.062114807685172,0.6124229615370343,0.6624229615370344,3.108546134963035,0.05180910224938392,3.1248498230315818,0.052080830383859696,-0.016303688068546762,-0.00027172813447577936,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,3.0929701702652257,0.6185940340530451,0.6685940340530452,1.2831639022160743,0.021386065036934573,1.2827231265682713,0.021378718776137853,0.0004407756478030933,7.346260796718222e-06,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,3.1238255328452795,0.6247651065690559,0.674765106569056,4.207773325569178,0.07012955542615297,4.234108931432274,0.0705684821905379,-0.026335605863096134,-0.0004389267643849356,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,3.1546808954253334,0.6309361790850667,0.6809361790850668,2.401922074652248,0.04003203457753746,2.412627482822245,0.04021045804703741,-0.0107054081699971,-0.00017842346949995165,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,3.185536258005387,0.6371072516010774,0.6871072516010774,5.015479418039831,0.08359132363399718,5.117491485007122,0.0852915247501187,-0.1020120669672906,-0.00170020111612151,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,3.216391620585441,0.6432783241170882,0.6932783241170882,3.530138570159579,0.058835642835992984,3.555488372405307,0.05925813954008845,-0.025349802245727915,-0.00042249670409546527,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,3.247246983165495,0.649449396633099,0.699449396633099,1.7005798972977573,0.028342998288295954,1.705286044712011,0.02842143407853352,-0.004706147414253792,-7.84357902375632e-05,0.1,3.7717881470264105,0.1,0.25
Chen2020,P03_0p3DC_vs_0p3p0p7_0p1tau,3.2781023457455487,0.6556204691491098,0.7056204691491098,4.574674957235402,0.07624458262059003,4.618888242915091,0.07698147071525151,-0.04421328567968885,-0.0007368880946614809,0.1,3.7717881470264105,0.1,0.25
