param_set,Q_nom_Ah,tau95_eq_s,V_max_cutoff,V_min_cutoff,protocol_label,protocol_type,phase_label,current_formula,DC_C,AC_C,kappa,n_tau,T_period_s,f_anchor_Hz,I_DC_A,I_AC_A,I_peak_charge_A,I_peak_discharge_A,I_peak_charge_C,I_peak_discharge_C,peak_current_constraint_margin_C,dt_eval_max_s,est_t_total_s,est_output_points,est_wall_s,Q_sin_ripple_amp_Ah,Q_lobe_per_period_Ah,Q_lobe_Q_frac,smoke_member,feasibility_risk,compute_risk
Chen2020,5.0,39.04888331734019,4.2,2.5,DCAC_DC0p2C_AC0p4C_0p1tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.2,0.4,2.0,0.1,24.535136992128194,0.0407578730993366,1.0,2.0,-3.0,1.0,-0.6000000000000001,0.2,0.3999999999999999,0.24535136992128195,17000.0,69288,83.14559999999999,0.0021693824065188994,0.0014857086054212009,0.0002971417210842402,True,low,high
Chen2020,5.0,39.04888331734019,4.2,2.5,DCAC_DC0p2C_AC0p4C_1tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.2,0.4,2.0,1.0,245.35136992128196,0.0040757873099336595,1.0,2.0,-3.0,1.0,-0.6000000000000001,0.2,0.3999999999999999,2.4535136992128197,17000.0,6928,8.3136,0.021693824065188997,0.014857086054212008,0.0029714172108424018,True,low,low
Chen2020,5.0,39.04888331734019,4.2,2.5,DCAC_DC0p2C_AC0p4C_10tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.2,0.4,2.0,10.0,2453.5136992128196,0.00040757873099336596,1.0,2.0,-3.0,1.0,-0.6000000000000001,0.2,0.3999999999999999,10.0,17000.0,1700,2.04,0.21693824065188996,0.1485708605421201,0.029714172108424017,True,medium,low
Chen2020,5.0,39.04888331734019,4.2,2.5,DCAC_DC0p4C_AC0p6C_0p1tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.4,0.6,1.5,0.1,24.535136992128194,0.0407578730993366,2.0,3.0,-5.0,1.0,-1.0,0.19999999999999996,0.0,0.24535136992128195,8500.0,34644,41.572799999999994,0.0032540736097783495,0.0012016873769597263,0.00024033747539194526,True,low,medium
Chen2020,5.0,39.04888331734019,4.2,2.5,DCAC_DC0p4C_AC0p6C_1tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.4,0.6,1.5,1.0,245.35136992128196,0.0040757873099336595,2.0,3.0,-5.0,1.0,-1.0,0.19999999999999996,0.0,2.4535136992128197,8500.0,3464,4.1568,0.0325407360977835,0.012016873769597263,0.0024033747539194527,True,low,low
Chen2020,5.0,39.04888331734019,4.2,2.5,DCAC_DC0p4C_AC0p6C_10tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.4,0.6,1.5,10.0,2453.5136992128196,0.00040757873099336596,2.0,3.0,-5.0,1.0,-1.0,0.19999999999999996,0.0,10.0,8500.0,850,1.02,0.32540736097783496,0.12016873769597264,0.024033747539194527,True,medium,low
ORegan2022,5.0,47.72789653541888,4.4,2.5,DC_0p2C,DC,charge_first,I_py = -I_DC,0.2,0.0,0.0,,,,1.0,0.0,-1.0,0.0,-0.2,0.0,0.8,10.0,17000.0,1700,4.08,0.0,0.0,0.0,True,low,low
ORegan2022,5.0,47.72789653541888,4.4,2.5,DC_0p4C,DC,charge_first,I_py = -I_DC,0.4,0.0,0.0,,,,2.0,0.0,-2.0,0.0,-0.4,0.0,0.6,10.0,8500.0,850,2.04,0.0,0.0,0.0,True,low,low
ORegan2022,5.0,47.72789653541888,4.4,2.5,DCAC_DC0p2C_AC0p4C_0p1tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.2,0.4,2.0,0.1,29.988321825393136,0.03334631413596584,1.0,2.0,-3.0,1.0,-0.6000000000000001,0.2,0.3999999999999999,0.2998832182539314,17000.0,56688,136.0512,0.002651549807523271,0.0018159225201156033,0.00036318450402312067,True,low,high
ORegan2022,5.0,47.72789653541888,4.4,2.5,DCAC_DC0p2C_AC0p4C_1tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.2,0.4,2.0,1.0,299.8832182539314,0.003334631413596584,1.0,2.0,-3.0,1.0,-0.6000000000000001,0.2,0.3999999999999999,2.9988321825393136,17000.0,5668,13.6032,0.026515498075232704,0.018159225201156037,0.003631845040231207,True,low,medium
ORegan2022,5.0,47.72789653541888,4.4,2.5,DCAC_DC0p2C_AC0p4C_10tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.2,0.4,2.0,10.0,2998.8321825393136,0.0003334631413596584,1.0,2.0,-3.0,1.0,-0.6000000000000001,0.2,0.3999999999999999,10.0,17000.0,1700,4.08,0.2651549807523271,0.18159225201156035,0.03631845040231207,True,medium,low
ORegan2022,5.0,47.72789653541888,4.4,2.5,DCAC_DC0p4C_AC0p6C_0p1tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.4,0.6,1.5,0.1,29.988321825393136,0.03334631413596584,2.0,3.0,-5.0,1.0,-1.0,0.19999999999999996,0.0,0.2998832182539314,8500.0,28344,68.0256,0.003977324711284906,0.0014687746722320196,0.0002937549344464039,True,low,high
ORegan2022,5.0,47.72789653541888,4.4,2.5,DCAC_DC0p4C_AC0p6C_1tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.4,0.6,1.5,1.0,299.8832182539314,0.003334631413596584,2.0,3.0,-5.0,1.0,-1.0,0.19999999999999996,0.0,2.9988321825393136,8500.0,2834,6.8016,0.039773247112849054,0.014687746722320198,0.0029375493444640396,True,low,low
ORegan2022,5.0,47.72789653541888,4.4,2.5,DCAC_DC0p4C_AC0p6C_10tau,DCAC,charge_first,I_py = -I_DC - I_AC * pybamm.sin(omega * t),0.4,0.6,1.5,10.0,2998.8321825393136,0.0003334631413596584,2.0,3.0,-5.0,1.0,-1.0,0.19999999999999996,0.0,10.0,8500.0,850,2.04,0.39773247112849064,0.146877467223202,0.029375493444640396,True,medium,low
