#Device,NGU201,,,
#Device Name,RS-NGU201-00000.local,,,
#Format,LOG,,,
#Date,20/11/2025,,,
#Version,04.013 0092C027A93,,,
#Serial No.,101322,,,
#Logging Interval[s],1,,,
#Mode,Unlimited,,,
#Start Time,10:44:25,,,
#Stop Time,XX:XX:XX,,,
#Actual Count,0000000000,,,
#Calibration Ch1,factory,,,
#Calibration Date Ch1,none,,,
Timestamp,U1[V],I1[A],P1[W],DVM1[V]
38:15.9,3.653237E+00,1.019892E+00,3.725906E+00,nan
38:16.9,3.653297E+00,1.019881E+00,3.725929E+00,nan
38:17.9,3.653376E+00,1.019888E+00,3.726034E+00,nan
38:18.9,3.653378E+00,1.019886E+00,3.726031E+00,nan
38:19.9,3.653438E+00,1.019892E+00,3.726110E+00,nan
38:20.9,3.653488E+00,1.019890E+00,3.726157E+00,nan
38:21.9,3.653552E+00,1.019889E+00,3.726218E+00,nan
38:22.9,3.653606E+00,1.019893E+00,3.726287E+00,nan
38:23.9,3.653661E+00,1.019886E+00,3.726320E+00,nan
38:24.9,3.653696E+00,1.019888E+00,3.726360E+00,nan
38:25.9,3.653745E+00,1.019885E+00,3.726401E+00,nan
38:26.9,3.653805E+00,1.019892E+00,3.726484E+00,nan
38:27.9,3.653857E+00,1.019890E+00,3.726533E+00,nan
38:28.9,3.653909E+00,1.019893E+00,3.726595E+00,nan
38:29.9,3.653963E+00,1.019897E+00,3.726665E+00,nan
38:30.9,3.654010E+00,1.019893E+00,3.726699E+00,nan
38:31.9,3.654050E+00,1.019899E+00,3.726762E+00,nan
38:32.9,3.654104E+00,1.019899E+00,3.726818E+00,nan
38:33.9,3.654166E+00,1.019894E+00,3.726863E+00,nan
38:34.9,3.654208E+00,1.019898E+00,3.726919E+00,nan
38:35.9,3.654243E+00,1.019894E+00,3.726941E+00,nan
38:36.9,3.654307E+00,1.019895E+00,3.727011E+00,nan
38:37.9,3.654387E+00,1.019895E+00,3.727092E+00,nan
38:38.9,3.654436E+00,1.019894E+00,3.727138E+00,nan
38:39.9,3.654473E+00,1.019892E+00,3.727166E+00,nan
38:40.9,3.654488E+00,1.019892E+00,3.727182E+00,nan
38:41.9,3.654560E+00,1.019888E+00,3.727241E+00,nan
38:42.9,3.654610E+00,1.019889E+00,3.727296E+00,nan
38:43.9,3.654667E+00,1.019883E+00,3.727331E+00,nan
38:44.9,3.654728E+00,1.019885E+00,3.727403E+00,nan
38:45.9,3.654793E+00,1.019890E+00,3.727488E+00,nan
38:46.9,3.654845E+00,1.019890E+00,3.727541E+00,nan
38:47.9,3.654867E+00,1.019889E+00,3.727559E+00,nan
38:48.9,3.654902E+00,1.019890E+00,3.727599E+00,nan
38:49.9,3.654979E+00,1.019889E+00,3.727673E+00,nan
38:50.9,3.655038E+00,1.019888E+00,3.727729E+00,nan
38:51.9,3.655070E+00,1.019892E+00,3.727775E+00,nan
38:52.9,3.655117E+00,1.019889E+00,3.727814E+00,nan
38:53.9,3.655172E+00,1.019895E+00,3.727893E+00,nan
38:54.9,3.655241E+00,1.019899E+00,3.727977E+00,nan
38:55.9,3.655244E+00,1.019902E+00,3.727989E+00,nan
38:56.9,3.655318E+00,1.019893E+00,3.728033E+00,nan
38:57.9,3.655382E+00,1.019895E+00,3.728107E+00,nan
38:58.9,3.655434E+00,1.019899E+00,3.728174E+00,nan
38:59.9,3.655486E+00,1.019899E+00,3.728227E+00,nan
39:00.9,3.655506E+00,1.019898E+00,3.728243E+00,nan
39:01.9,3.655568E+00,1.019890E+00,3.728279E+00,nan
39:02.9,3.655605E+00,1.019895E+00,3.728335E+00,nan
39:03.9,3.655652E+00,1.019892E+00,3.728369E+00,nan
39:04.9,3.655722E+00,1.019890E+00,3.728435E+00,nan
39:05.9,3.655756E+00,1.019885E+00,3.728452E+00,nan
39:06.9,3.655803E+00,1.019895E+00,3.728537E+00,nan
39:07.9,3.655855E+00,1.019895E+00,3.728590E+00,nan
39:08.9,3.655912E+00,1.019893E+00,3.728639E+00,nan
39:09.9,3.655997E+00,1.019894E+00,3.728729E+00,nan
39:10.9,3.656019E+00,1.019890E+00,3.728738E+00,nan
39:11.9,3.656039E+00,1.019890E+00,3.728758E+00,nan
39:12.9,3.656116E+00,1.019895E+00,3.728855E+00,nan
39:13.9,3.656160E+00,1.019890E+00,3.728882E+00,nan
39:14.9,3.656222E+00,1.019893E+00,3.728955E+00,nan
39:15.9,3.656276E+00,1.019892E+00,3.729005E+00,nan
39:16.9,3.656319E+00,1.019888E+00,3.729035E+00,nan
39:17.9,3.656373E+00,1.019892E+00,3.729104E+00,nan
39:18.9,3.656415E+00,1.019897E+00,3.729166E+00,nan
39:19.9,3.656475E+00,1.019897E+00,3.729226E+00,nan
39:20.9,3.656522E+00,1.019900E+00,3.729288E+00,nan
39:21.9,3.656569E+00,1.019892E+00,3.729303E+00,nan
39:22.9,3.656618E+00,1.019890E+00,3.729350E+00,nan
39:23.9,3.656678E+00,1.019890E+00,3.729410E+00,nan
39:24.9,3.656695E+00,1.019886E+00,3.729414E+00,nan
39:25.9,3.656767E+00,1.019902E+00,3.729543E+00,nan
39:26.9,3.656819E+00,1.019899E+00,3.729587E+00,nan
39:27.9,3.656866E+00,1.019899E+00,3.729635E+00,nan
39:28.9,3.656916E+00,1.019904E+00,3.729703E+00,nan
39:29.9,3.656958E+00,1.019902E+00,3.729737E+00,nan
39:30.9,3.657025E+00,1.019907E+00,3.729824E+00,nan
39:31.9,3.657067E+00,1.019893E+00,3.729816E+00,nan
39:32.9,3.657139E+00,1.019890E+00,3.729880E+00,nan
39:33.9,3.657171E+00,1.019897E+00,3.729936E+00,nan
39:34.9,3.657225E+00,1.019889E+00,3.729964E+00,nan
39:35.9,3.657270E+00,1.019894E+00,3.730028E+00,nan
39:36.9,3.657339E+00,1.019893E+00,3.730094E+00,nan
39:37.9,3.657391E+00,1.019898E+00,3.730165E+00,nan
39:38.9,3.657416E+00,1.019892E+00,3.730167E+00,nan
39:39.9,3.657493E+00,1.019898E+00,3.730269E+00,nan
39:40.9,3.657525E+00,1.019895E+00,3.730292E+00,nan
39:41.9,3.657569E+00,1.019893E+00,3.730329E+00,nan
39:42.9,3.657626E+00,1.019894E+00,3.730392E+00,nan
39:43.9,3.657674E+00,1.019895E+00,3.730444E+00,nan
39:44.9,3.657716E+00,1.019895E+00,3.730487E+00,nan
39:45.9,3.657802E+00,1.019898E+00,3.730585E+00,nan
39:46.9,3.657825E+00,1.019894E+00,3.730594E+00,nan
39:47.9,3.657862E+00,1.019897E+00,3.730641E+00,nan
39:48.9,3.657897E+00,1.019890E+00,3.730653E+00,nan
39:49.9,3.657958E+00,1.019885E+00,3.730697E+00,nan
39:50.9,3.658003E+00,1.019893E+00,3.730771E+00,nan
39:51.9,3.658057E+00,1.019892E+00,3.730822E+00,nan
39:52.9,3.658109E+00,1.019893E+00,3.730880E+00,nan
39:53.9,3.658166E+00,1.019895E+00,3.730947E+00,nan
39:54.9,3.658221E+00,1.019894E+00,3.730998E+00,nan
39:55.9,3.658270E+00,1.019894E+00,3.731048E+00,nan
39:56.9,3.658325E+00,1.019903E+00,3.731136E+00,nan
39:57.9,3.658357E+00,1.019905E+00,3.731178E+00,nan
39:58.9,3.658419E+00,1.019900E+00,3.731223E+00,nan
39:59.9,3.658473E+00,1.019900E+00,3.731279E+00,nan
40:00.9,3.658503E+00,1.019898E+00,3.731300E+00,nan
40:01.9,3.658592E+00,1.019898E+00,3.731390E+00,nan
40:02.9,3.658637E+00,1.019892E+00,3.731413E+00,nan
40:03.9,3.658699E+00,1.019889E+00,3.731467E+00,nan
40:04.9,3.658739E+00,1.019893E+00,3.731521E+00,nan
40:05.9,3.658796E+00,1.019897E+00,3.731593E+00,nan
40:06.9,3.658825E+00,1.019895E+00,3.731619E+00,nan
40:07.9,3.658895E+00,1.019892E+00,3.731675E+00,nan
40:08.9,3.658937E+00,1.019895E+00,3.731732E+00,nan
40:09.9,3.658962E+00,1.019895E+00,3.731758E+00,nan
40:10.9,3.659024E+00,1.019897E+00,3.731826E+00,nan
40:11.9,3.659060E+00,1.019904E+00,3.731891E+00,nan
40:12.9,3.659135E+00,1.019898E+00,3.731944E+00,nan
40:13.9,3.659170E+00,1.019903E+00,3.731998E+00,nan
40:14.9,3.659231E+00,1.019912E+00,3.732093E+00,nan
40:15.9,3.659254E+00,1.019900E+00,3.732075E+00,nan
40:16.9,3.659328E+00,1.019900E+00,3.732150E+00,nan
40:17.9,3.659395E+00,1.019903E+00,3.732228E+00,nan
40:18.9,3.659415E+00,1.019900E+00,3.732239E+00,nan
40:19.9,3.659454E+00,1.019904E+00,3.732293E+00,nan
40:20.9,3.659514E+00,1.019893E+00,3.732312E+00,nan
40:21.9,3.659573E+00,1.019902E+00,3.732405E+00,nan
40:22.9,3.659606E+00,1.019900E+00,3.732433E+00,nan
40:23.9,3.659697E+00,1.019903E+00,3.732536E+00,nan
40:24.9,3.659707E+00,1.019898E+00,3.732527E+00,nan
40:25.9,3.659774E+00,1.019898E+00,3.732595E+00,nan
40:26.9,3.659796E+00,1.019900E+00,3.732628E+00,nan
40:27.9,3.659880E+00,1.019899E+00,3.732709E+00,nan
40:28.9,3.659910E+00,1.019900E+00,3.732744E+00,nan
40:29.9,3.659977E+00,1.019904E+00,3.732826E+00,nan
40:30.9,3.660017E+00,1.019908E+00,3.732880E+00,nan
40:31.9,3.660061E+00,1.019905E+00,3.732917E+00,nan
40:32.9,3.660096E+00,1.019905E+00,3.732952E+00,nan
40:33.9,3.660173E+00,1.019903E+00,3.733021E+00,nan
40:34.9,3.660242E+00,1.019905E+00,3.733101E+00,nan
40:35.9,3.660277E+00,1.019902E+00,3.733122E+00,nan
40:36.9,3.660326E+00,1.019908E+00,3.733196E+00,nan
40:37.9,3.660376E+00,1.019890E+00,3.733182E+00,nan
40:38.9,3.660410E+00,1.019897E+00,3.733240E+00,nan
40:39.9,3.660470E+00,1.019897E+00,3.733301E+00,nan
40:40.9,3.660522E+00,1.019895E+00,3.733349E+00,nan
40:41.9,3.660584E+00,1.019899E+00,3.733426E+00,nan
40:42.9,3.660631E+00,1.019894E+00,3.733456E+00,nan
40:43.9,3.660656E+00,1.019890E+00,3.733467E+00,nan
40:44.9,3.660713E+00,1.019903E+00,3.733572E+00,nan
40:45.9,3.660767E+00,1.019894E+00,3.733595E+00,nan
40:46.9,3.660807E+00,1.019897E+00,3.733645E+00,nan
40:47.9,3.660866E+00,1.019890E+00,3.733682E+00,nan
40:48.9,3.660886E+00,1.019900E+00,3.733739E+00,nan
40:49.9,3.660963E+00,1.019898E+00,3.733808E+00,nan
40:50.9,3.661032E+00,1.019890E+00,3.733851E+00,nan
40:51.9,3.661079E+00,1.019889E+00,3.733894E+00,nan
40:52.9,3.661139E+00,1.019895E+00,3.733978E+00,nan
40:53.9,3.661159E+00,1.019897E+00,3.734003E+00,nan
40:54.9,3.661201E+00,1.019899E+00,3.734055E+00,nan
40:55.9,3.661273E+00,1.019889E+00,3.734092E+00,nan
40:56.9,3.661325E+00,1.019895E+00,3.734168E+00,nan
40:57.9,3.661364E+00,1.019897E+00,3.734213E+00,nan
40:58.9,3.661389E+00,1.019895E+00,3.734233E+00,nan
40:59.9,3.661468E+00,1.019886E+00,3.734282E+00,nan
41:00.9,3.661493E+00,1.019895E+00,3.734339E+00,nan
41:01.9,3.661565E+00,1.019893E+00,3.734404E+00,nan
41:02.9,3.661614E+00,1.019902E+00,3.734486E+00,nan
41:03.9,3.661644E+00,1.019893E+00,3.734484E+00,nan
41:04.9,3.661701E+00,1.019893E+00,3.734542E+00,nan
41:05.9,3.661753E+00,1.019886E+00,3.734572E+00,nan
41:06.9,3.661800E+00,1.019899E+00,3.734667E+00,nan
41:07.9,3.661840E+00,1.019889E+00,3.734670E+00,nan
41:08.9,3.661914E+00,1.019888E+00,3.734741E+00,nan
41:09.9,3.661956E+00,1.019894E+00,3.734807E+00,nan
41:10.9,3.661993E+00,1.019899E+00,3.734864E+00,nan
41:11.9,3.662043E+00,1.019895E+00,3.734900E+00,nan
41:12.9,3.662102E+00,1.019900E+00,3.734980E+00,nan
41:13.9,3.662127E+00,1.019895E+00,3.734986E+00,nan
41:14.9,3.662201E+00,1.019892E+00,3.735048E+00,nan
41:15.9,3.662243E+00,1.019899E+00,3.735119E+00,nan
41:16.9,3.662263E+00,1.019894E+00,3.735121E+00,nan
41:17.9,3.662343E+00,1.019893E+00,3.735197E+00,nan
41:18.9,3.662390E+00,1.019905E+00,3.735291E+00,nan
41:19.9,3.662454E+00,1.019894E+00,3.735315E+00,nan
41:20.9,3.662486E+00,1.019898E+00,3.735362E+00,nan
41:21.9,3.662518E+00,1.019904E+00,3.735418E+00,nan
41:22.9,3.662588E+00,1.019898E+00,3.735465E+00,nan
41:23.9,3.662645E+00,1.019895E+00,3.735514E+00,nan
41:24.9,3.662677E+00,1.019895E+00,3.735547E+00,nan
41:25.9,3.662756E+00,1.019898E+00,3.735637E+00,nan
41:26.9,3.662786E+00,1.019889E+00,3.735635E+00,nan
41:27.9,3.662843E+00,1.019894E+00,3.735712E+00,nan
41:28.9,3.662885E+00,1.019894E+00,3.735755E+00,nan
41:29.9,3.662939E+00,1.019902E+00,3.735838E+00,nan
41:30.9,3.662987E+00,1.019895E+00,3.735863E+00,nan
41:31.9,3.663019E+00,1.019895E+00,3.735896E+00,nan
41:32.9,3.663085E+00,1.019892E+00,3.735950E+00,nan
41:33.9,3.663133E+00,1.019894E+00,3.736007E+00,nan
41:34.9,3.663192E+00,1.019892E+00,3.736058E+00,nan
41:35.9,3.663219E+00,1.019893E+00,3.736091E+00,nan
41:36.9,3.663304E+00,1.019904E+00,3.736219E+00,nan
41:37.9,3.663343E+00,1.019892E+00,3.736213E+00,nan
41:38.9,3.663368E+00,1.019894E+00,3.736247E+00,nan
41:39.9,3.663437E+00,1.019897E+00,3.736327E+00,nan
41:40.9,3.663482E+00,1.019894E+00,3.736364E+00,nan
41:41.9,3.663539E+00,1.019898E+00,3.736435E+00,nan
41:42.9,3.663583E+00,1.019895E+00,3.736471E+00,nan
41:43.9,3.663653E+00,1.019899E+00,3.736556E+00,nan
41:44.9,3.663692E+00,1.019894E+00,3.736578E+00,nan
41:45.9,3.663769E+00,1.019889E+00,3.736638E+00,nan
41:46.9,3.663779E+00,1.019897E+00,3.736676E+00,nan
41:47.9,3.663829E+00,1.019899E+00,3.736736E+00,nan
41:48.9,3.663863E+00,1.019888E+00,3.736729E+00,nan
41:49.9,3.663945E+00,1.019892E+00,3.736826E+00,nan
41:50.9,3.663960E+00,1.019889E+00,3.736832E+00,nan
41:51.9,3.664012E+00,1.019894E+00,3.736904E+00,nan
41:52.9,3.664079E+00,1.019893E+00,3.736968E+00,nan
41:53.9,3.664114E+00,1.019899E+00,3.737026E+00,nan
41:54.9,3.664160E+00,1.019902E+00,3.737083E+00,nan
41:55.9,3.664222E+00,1.019895E+00,3.737123E+00,nan
41:56.9,3.664269E+00,1.019895E+00,3.737171E+00,nan
41:57.9,3.664329E+00,1.019895E+00,3.737232E+00,nan
41:58.9,3.664378E+00,1.019892E+00,3.737268E+00,nan
41:59.9,3.664428E+00,1.019890E+00,3.737315E+00,nan
42:00.9,3.664470E+00,1.019889E+00,3.737353E+00,nan
42:01.9,3.664532E+00,1.019885E+00,3.737402E+00,nan
42:02.9,3.664554E+00,1.019888E+00,3.737434E+00,nan
42:03.9,3.664614E+00,1.019893E+00,3.737513E+00,nan
42:04.9,3.664678E+00,1.019890E+00,3.737570E+00,nan
42:05.9,3.664703E+00,1.019886E+00,3.737581E+00,nan
42:06.9,3.664750E+00,1.019890E+00,3.737643E+00,nan
42:07.9,3.664827E+00,1.019890E+00,3.737721E+00,nan
42:08.9,3.664879E+00,1.019895E+00,3.737793E+00,nan
42:09.9,3.664904E+00,1.019895E+00,3.737818E+00,nan
42:10.9,3.664941E+00,1.019893E+00,3.737847E+00,nan
42:11.9,3.665020E+00,1.019893E+00,3.737928E+00,nan
42:12.9,3.665057E+00,1.019899E+00,3.737989E+00,nan
42:13.9,3.665097E+00,1.019899E+00,3.738029E+00,nan
42:14.9,3.665144E+00,1.019892E+00,3.738049E+00,nan
42:15.9,3.665223E+00,1.019899E+00,3.738158E+00,nan
42:16.9,3.665290E+00,1.019895E+00,3.738212E+00,nan
42:17.9,3.665290E+00,1.019897E+00,3.738217E+00,nan
42:18.9,3.665337E+00,1.019900E+00,3.738279E+00,nan
42:19.9,3.665419E+00,1.019895E+00,3.738344E+00,nan
42:20.9,3.665471E+00,1.019897E+00,3.738401E+00,nan
42:21.9,3.665505E+00,1.019898E+00,3.738441E+00,nan
42:22.9,3.665545E+00,1.019898E+00,3.738481E+00,nan
42:23.9,3.665617E+00,1.019894E+00,3.738541E+00,nan
42:24.9,3.665654E+00,1.019904E+00,3.738616E+00,nan
42:25.9,3.665714E+00,1.019902E+00,3.738667E+00,nan
42:26.9,3.665753E+00,1.019898E+00,3.738694E+00,nan
42:27.9,3.665812E+00,1.019899E+00,3.738759E+00,nan
42:28.9,3.665869E+00,1.019892E+00,3.738789E+00,nan
42:29.9,3.665931E+00,1.019895E+00,3.738866E+00,nan
42:30.9,3.665956E+00,1.019898E+00,3.738901E+00,nan
42:31.9,3.666031E+00,1.019893E+00,3.738958E+00,nan
42:32.9,3.666058E+00,1.019893E+00,3.738986E+00,nan
42:33.9,3.666090E+00,1.019892E+00,3.739014E+00,nan
42:34.9,3.666162E+00,1.019897E+00,3.739106E+00,nan
42:35.9,3.666204E+00,1.019899E+00,3.739158E+00,nan
42:36.9,3.666244E+00,1.019890E+00,3.739166E+00,nan
42:37.9,3.666325E+00,1.019902E+00,3.739291E+00,nan
42:38.9,3.666343E+00,1.019898E+00,3.739295E+00,nan
42:39.9,3.666417E+00,1.019897E+00,3.739366E+00,nan
42:40.9,3.666474E+00,1.019899E+00,3.739434E+00,nan
42:41.9,3.666494E+00,1.019899E+00,3.739454E+00,nan
42:42.9,3.666566E+00,1.019897E+00,3.739518E+00,nan
42:43.9,3.666588E+00,1.019898E+00,3.739545E+00,nan
42:44.9,3.666647E+00,1.019897E+00,3.739601E+00,nan
42:45.9,3.666692E+00,1.019888E+00,3.739614E+00,nan
42:46.9,3.666744E+00,1.019893E+00,3.739686E+00,nan
42:47.9,3.666789E+00,1.019890E+00,3.739722E+00,nan
42:48.9,3.666831E+00,1.019886E+00,3.739751E+00,nan
42:49.9,3.666878E+00,1.019893E+00,3.739822E+00,nan
42:50.9,3.666922E+00,1.019895E+00,3.739877E+00,nan
42:51.9,3.666977E+00,1.019895E+00,3.739932E+00,nan
42:52.9,3.667014E+00,1.019893E+00,3.739961E+00,nan
42:53.9,3.667091E+00,1.019898E+00,3.740058E+00,nan
42:54.9,3.667138E+00,1.019899E+00,3.740110E+00,nan
42:55.9,3.667190E+00,1.019897E+00,3.740155E+00,nan
42:56.9,3.667212E+00,1.019895E+00,3.740172E+00,nan
42:57.9,3.667259E+00,1.019893E+00,3.740211E+00,nan
42:58.9,3.667316E+00,1.019895E+00,3.740278E+00,nan
42:59.9,3.667366E+00,1.019893E+00,3.740320E+00,nan
43:00.9,3.667450E+00,1.019899E+00,3.740429E+00,nan
43:01.9,3.667517E+00,1.019893E+00,3.740474E+00,nan
43:02.9,3.667544E+00,1.019889E+00,3.740488E+00,nan
43:03.9,3.667579E+00,1.019893E+00,3.740537E+00,nan
43:04.9,3.667633E+00,1.019902E+00,3.740625E+00,nan
43:05.9,3.667685E+00,1.019899E+00,3.740669E+00,nan
43:06.9,3.667747E+00,1.019895E+00,3.740718E+00,nan
43:07.9,3.667764E+00,1.019894E+00,3.740731E+00,nan
43:08.9,3.667819E+00,1.019897E+00,3.740796E+00,nan
43:09.9,3.667896E+00,1.019895E+00,3.740869E+00,nan
43:10.9,3.667925E+00,1.019897E+00,3.740905E+00,nan
43:11.9,3.667980E+00,1.019894E+00,3.740951E+00,nan
43:12.9,3.668020E+00,1.019903E+00,3.741024E+00,nan
43:13.9,3.668067E+00,1.019893E+00,3.741035E+00,nan
43:14.9,3.668116E+00,1.019894E+00,3.741090E+00,nan
43:15.9,3.668163E+00,1.019892E+00,3.741128E+00,nan
43:16.9,3.668223E+00,1.019895E+00,3.741203E+00,nan
43:17.9,3.668282E+00,1.019894E+00,3.741259E+00,nan
43:18.9,3.668339E+00,1.019895E+00,3.741322E+00,nan
43:19.9,3.668394E+00,1.019889E+00,3.741354E+00,nan
43:20.9,3.668438E+00,1.019889E+00,3.741400E+00,nan
43:21.9,3.668515E+00,1.019894E+00,3.741497E+00,nan
43:22.9,3.668530E+00,1.019893E+00,3.741507E+00,nan
43:23.9,3.668597E+00,1.019893E+00,3.741575E+00,nan
43:24.9,3.668651E+00,1.019900E+00,3.741659E+00,nan
43:25.9,3.668678E+00,1.019894E+00,3.741663E+00,nan
43:26.9,3.668735E+00,1.019894E+00,3.741722E+00,nan
43:27.9,3.668785E+00,1.019893E+00,3.741767E+00,nan
43:28.9,3.668812E+00,1.019889E+00,3.741781E+00,nan
43:29.9,3.668874E+00,1.019889E+00,3.741844E+00,nan
43:30.9,3.668916E+00,1.019892E+00,3.741896E+00,nan
43:31.9,3.668993E+00,1.019893E+00,3.741980E+00,nan
43:32.9,3.669055E+00,1.019889E+00,3.742029E+00,nan
43:33.9,3.669075E+00,1.019892E+00,3.742058E+00,nan
43:34.9,3.669144E+00,1.019893E+00,3.742134E+00,nan
43:35.9,3.669194E+00,1.019890E+00,3.742175E+00,nan
43:36.9,3.669238E+00,1.019895E+00,3.742239E+00,nan
43:37.9,3.669288E+00,1.019890E+00,3.742271E+00,nan
43:38.9,3.669337E+00,1.019889E+00,3.742317E+00,nan
43:39.9,3.669345E+00,1.019885E+00,3.742310E+00,nan
43:40.9,3.669409E+00,1.019895E+00,3.742413E+00,nan
43:41.9,3.669488E+00,1.019890E+00,3.742475E+00,nan
43:42.9,3.669523E+00,1.019892E+00,3.742515E+00,nan
43:43.9,3.669582E+00,1.019893E+00,3.742581E+00,nan
43:44.9,3.669597E+00,1.019899E+00,3.742619E+00,nan
43:45.9,3.669637E+00,1.019900E+00,3.742664E+00,nan
43:46.9,3.669714E+00,1.019893E+00,3.742715E+00,nan
43:47.9,3.669768E+00,1.019899E+00,3.742793E+00,nan
43:48.9,3.669803E+00,1.019902E+00,3.742838E+00,nan
43:49.9,3.669847E+00,1.019902E+00,3.742883E+00,nan
43:50.9,3.669899E+00,1.019902E+00,3.742936E+00,nan
43:51.9,3.669954E+00,1.019897E+00,3.742974E+00,nan
43:52.9,3.669996E+00,1.019904E+00,3.743044E+00,nan
43:53.9,3.670043E+00,1.019902E+00,3.743083E+00,nan
43:54.9,3.670105E+00,1.019902E+00,3.743146E+00,nan
43:55.9,3.670145E+00,1.019912E+00,3.743224E+00,nan
43:56.9,3.670207E+00,1.019907E+00,3.743268E+00,nan
43:57.9,3.670276E+00,1.019907E+00,3.743339E+00,nan
43:58.9,3.670293E+00,1.019903E+00,3.743343E+00,nan
43:59.9,3.670370E+00,1.019900E+00,3.743412E+00,nan
44:00.9,3.670392E+00,1.019895E+00,3.743416E+00,nan
44:01.9,3.670439E+00,1.019902E+00,3.743487E+00,nan
44:02.9,3.670501E+00,1.019902E+00,3.743550E+00,nan
44:03.9,3.670573E+00,1.019903E+00,3.743628E+00,nan
44:04.9,3.670610E+00,1.019900E+00,3.743657E+00,nan
44:05.9,3.670662E+00,1.019898E+00,3.743701E+00,nan
44:06.9,3.670717E+00,1.019895E+00,3.743747E+00,nan
44:07.9,3.670759E+00,1.019894E+00,3.743785E+00,nan
44:08.9,3.670801E+00,1.019894E+00,3.743829E+00,nan
44:09.9,3.670870E+00,1.019899E+00,3.743917E+00,nan
44:10.9,3.670898E+00,1.019899E+00,3.743945E+00,nan
44:11.9,3.670947E+00,1.019902E+00,3.744005E+00,nan
44:12.9,3.671004E+00,1.019904E+00,3.744072E+00,nan
44:13.9,3.671049E+00,1.019899E+00,3.744099E+00,nan
44:14.9,3.671098E+00,1.019895E+00,3.744136E+00,nan
44:15.9,3.671138E+00,1.019904E+00,3.744209E+00,nan
44:16.9,3.671190E+00,1.019893E+00,3.744220E+00,nan
44:17.9,3.671239E+00,1.019903E+00,3.744308E+00,nan
44:18.9,3.671304E+00,1.019902E+00,3.744369E+00,nan
44:19.9,3.671373E+00,1.019903E+00,3.744444E+00,nan
44:20.9,3.671393E+00,1.019895E+00,3.744436E+00,nan
44:21.9,3.671428E+00,1.019890E+00,3.744454E+00,nan
44:22.9,3.671507E+00,1.019894E+00,3.744548E+00,nan
44:23.9,3.671569E+00,1.019899E+00,3.744630E+00,nan
44:24.9,3.671618E+00,1.019902E+00,3.744690E+00,nan
44:25.9,3.671626E+00,1.019902E+00,3.744697E+00,nan
44:26.9,3.671693E+00,1.019902E+00,3.744766E+00,nan
44:27.9,3.671762E+00,1.019902E+00,3.744836E+00,nan
44:28.9,3.671802E+00,1.019902E+00,3.744877E+00,nan
44:29.9,3.671861E+00,1.019900E+00,3.744933E+00,nan
44:30.9,3.671896E+00,1.019908E+00,3.744996E+00,nan
44:31.9,3.671950E+00,1.019907E+00,3.745047E+00,nan
44:32.9,3.672025E+00,1.019903E+00,3.745109E+00,nan
44:33.9,3.672035E+00,1.019907E+00,3.745133E+00,nan
44:34.9,3.672104E+00,1.019903E+00,3.745190E+00,nan
44:35.9,3.672161E+00,1.019909E+00,3.745271E+00,nan
44:36.9,3.672198E+00,1.019904E+00,3.745290E+00,nan
44:37.9,3.672250E+00,1.019905E+00,3.745348E+00,nan
44:38.9,3.672292E+00,1.019904E+00,3.745386E+00,nan
44:39.9,3.672337E+00,1.019911E+00,3.745455E+00,nan
44:40.9,3.672379E+00,1.019904E+00,3.745474E+00,nan
44:41.9,3.672448E+00,1.019903E+00,3.745541E+00,nan
44:42.9,3.672505E+00,1.019895E+00,3.745571E+00,nan
44:43.9,3.672537E+00,1.019900E+00,3.745622E+00,nan
44:44.9,3.672575E+00,1.019899E+00,3.745656E+00,nan
44:45.9,3.672639E+00,1.019905E+00,3.745744E+00,nan
44:46.9,3.672688E+00,1.019909E+00,3.745809E+00,nan
44:47.9,3.672750E+00,1.019904E+00,3.745853E+00,nan
44:48.9,3.672768E+00,1.019903E+00,3.745867E+00,nan
44:49.9,3.672832E+00,1.019900E+00,3.745923E+00,nan
44:50.9,3.672882E+00,1.019902E+00,3.745978E+00,nan
44:51.9,3.672951E+00,1.019903E+00,3.746054E+00,nan
44:52.9,3.672988E+00,1.019900E+00,3.746082E+00,nan
44:53.9,3.673040E+00,1.019908E+00,3.746163E+00,nan
44:54.9,3.673085E+00,1.019903E+00,3.746190E+00,nan
44:55.9,3.673124E+00,1.019899E+00,3.746216E+00,nan
44:56.9,3.673221E+00,1.019905E+00,3.746338E+00,nan
44:57.9,3.673226E+00,1.019907E+00,3.746348E+00,nan
44:58.9,3.673268E+00,1.019909E+00,3.746400E+00,nan
44:59.9,3.673352E+00,1.019905E+00,3.746472E+00,nan
45:00.9,3.673397E+00,1.019908E+00,3.746527E+00,nan
45:01.9,3.673427E+00,1.019903E+00,3.746539E+00,nan
45:02.9,3.673488E+00,1.019900E+00,3.746592E+00,nan
45:03.9,3.673536E+00,1.019909E+00,3.746673E+00,nan
45:04.9,3.673565E+00,1.019909E+00,3.746703E+00,nan
45:05.9,3.673620E+00,1.019905E+00,3.746745E+00,nan
45:06.9,3.673664E+00,1.019909E+00,3.746804E+00,nan
45:07.9,3.673719E+00,1.019911E+00,3.746865E+00,nan
45:08.9,3.673746E+00,1.019903E+00,3.746864E+00,nan
45:09.9,3.673803E+00,1.019908E+00,3.746941E+00,nan
45:10.9,3.673882E+00,1.019911E+00,3.747031E+00,nan
45:11.9,3.673917E+00,1.019916E+00,3.747085E+00,nan
