#Device,NGU201,,,
#Device Name,RS-NGU201-00000.local,,,
#Format,LOG,,,
#Date,20/11/2025,,,
#Version,04.013 0092C027A93,,,
#Serial No.,101322,,,
#Logging Interval[s],1,,,
#Mode,Unlimited,,,
#Start Time,10:44:25,,,
#Stop Time,XX:XX:XX,,,
#Actual Count,0000000000,,,
#Calibration Ch1,factory,,,
#Calibration Date Ch1,none,,,
Timestamp,U1[V],I1[A],P1[W],DVM1[V]
32:06.8,3.874240E+00,1.019899E+00,3.951334E+00,nan
32:07.8,3.874300E+00,1.019905E+00,3.951420E+00,nan
32:08.8,3.874389E+00,1.019899E+00,3.951486E+00,nan
32:09.8,3.874496E+00,1.019898E+00,3.951590E+00,nan
32:10.8,3.874572E+00,1.019900E+00,3.951678E+00,nan
32:11.8,3.874659E+00,1.019897E+00,3.951752E+00,nan
32:12.8,3.874733E+00,1.019898E+00,3.951832E+00,nan
32:13.8,3.874852E+00,1.019897E+00,3.951949E+00,nan
32:14.8,3.874932E+00,1.019900E+00,3.952044E+00,nan
32:15.8,3.875016E+00,1.019894E+00,3.952106E+00,nan
32:16.8,3.875122E+00,1.019893E+00,3.952209E+00,nan
32:17.8,3.875189E+00,1.019898E+00,3.952297E+00,nan
32:18.8,3.875286E+00,1.019894E+00,3.952381E+00,nan
32:19.8,3.875380E+00,1.019897E+00,3.952487E+00,nan
32:20.8,3.875457E+00,1.019894E+00,3.952555E+00,nan
32:21.8,3.875538E+00,1.019902E+00,3.952668E+00,nan
32:22.8,3.875652E+00,1.019904E+00,3.952794E+00,nan
32:23.8,3.875736E+00,1.019903E+00,3.952875E+00,nan
32:24.8,3.875791E+00,1.019897E+00,3.952906E+00,nan
32:25.8,3.875885E+00,1.019898E+00,3.953007E+00,nan
32:26.8,3.875969E+00,1.019905E+00,3.953122E+00,nan
32:27.8,3.876083E+00,1.019904E+00,3.953233E+00,nan
32:28.8,3.876168E+00,1.019902E+00,3.953310E+00,nan
32:29.8,3.876269E+00,1.019912E+00,3.953452E+00,nan
32:30.8,3.876356E+00,1.019908E+00,3.953526E+00,nan
32:31.8,3.876432E+00,1.019905E+00,3.953595E+00,nan
32:32.8,3.876529E+00,1.019895E+00,3.953654E+00,nan
32:33.8,3.876606E+00,1.019893E+00,3.953723E+00,nan
32:34.8,3.876705E+00,1.019897E+00,3.953838E+00,nan
32:35.8,3.876782E+00,1.019908E+00,3.953960E+00,nan
32:36.8,3.876901E+00,1.019902E+00,3.954057E+00,nan
32:37.8,3.876970E+00,1.019900E+00,3.954123E+00,nan
32:38.8,3.877074E+00,1.019897E+00,3.954215E+00,nan
32:39.8,3.877168E+00,1.019893E+00,3.954296E+00,nan
32:40.8,3.877240E+00,1.019900E+00,3.954399E+00,nan
32:41.8,3.877312E+00,1.019902E+00,3.954477E+00,nan
32:42.8,3.877436E+00,1.019898E+00,3.954588E+00,nan
32:43.8,3.877502E+00,1.019894E+00,3.954642E+00,nan
32:44.8,3.877574E+00,1.019902E+00,3.954745E+00,nan
32:45.8,3.877678E+00,1.019900E+00,3.954846E+00,nan
32:46.8,3.877758E+00,1.019897E+00,3.954912E+00,nan
32:47.8,3.877852E+00,1.019905E+00,3.955042E+00,nan
32:48.8,3.877968E+00,1.019888E+00,3.955092E+00,nan
32:49.8,3.878020E+00,1.019892E+00,3.955160E+00,nan
32:50.8,3.878129E+00,1.019892E+00,3.955271E+00,nan
32:51.8,3.878206E+00,1.019895E+00,3.955364E+00,nan
32:52.8,3.878290E+00,1.019890E+00,3.955431E+00,nan
32:53.8,3.878382E+00,1.019895E+00,3.955543E+00,nan
32:54.8,3.878483E+00,1.019897E+00,3.955652E+00,nan
32:55.8,3.878570E+00,1.019895E+00,3.955735E+00,nan
32:56.8,3.878652E+00,1.019895E+00,3.955819E+00,nan
32:57.8,3.878751E+00,1.019886E+00,3.955886E+00,nan
32:58.8,3.878833E+00,1.019886E+00,3.955969E+00,nan
32:59.8,3.878949E+00,1.019886E+00,3.956088E+00,nan
33:00.8,3.879028E+00,1.019892E+00,3.956188E+00,nan
33:01.8,3.879095E+00,1.019899E+00,3.956286E+00,nan
33:02.8,3.879192E+00,1.019895E+00,3.956369E+00,nan
33:03.8,3.879264E+00,1.019892E+00,3.956428E+00,nan
33:04.8,3.879345E+00,1.019892E+00,3.956511E+00,nan
33:05.8,3.879457E+00,1.019890E+00,3.956620E+00,nan
33:06.8,3.879534E+00,1.019892E+00,3.956703E+00,nan
33:07.8,3.879610E+00,1.019892E+00,3.956782E+00,nan
33:08.8,3.879734E+00,1.019886E+00,3.956889E+00,nan
33:09.8,3.879826E+00,1.019892E+00,3.957001E+00,nan
33:10.8,3.879888E+00,1.019892E+00,3.957065E+00,nan
33:11.8,3.879982E+00,1.019893E+00,3.957166E+00,nan
33:12.8,3.880054E+00,1.019893E+00,3.957239E+00,nan
33:13.8,3.880155E+00,1.019893E+00,3.957343E+00,nan
33:14.8,3.880242E+00,1.019895E+00,3.957441E+00,nan
33:15.8,3.880319E+00,1.019894E+00,3.957514E+00,nan
33:16.8,3.880428E+00,1.019886E+00,3.957596E+00,nan
33:17.8,3.880517E+00,1.019895E+00,3.957721E+00,nan
33:18.8,3.880604E+00,1.019892E+00,3.957795E+00,nan
33:19.8,3.880668E+00,1.019885E+00,3.957836E+00,nan
33:20.8,3.880769E+00,1.019892E+00,3.957964E+00,nan
33:21.8,3.880886E+00,1.019888E+00,3.958068E+00,nan
33:22.8,3.880987E+00,1.019888E+00,3.958172E+00,nan
33:23.8,3.881047E+00,1.019890E+00,3.958242E+00,nan
33:24.8,3.881129E+00,1.019894E+00,3.958340E+00,nan
33:25.8,3.881233E+00,1.019899E+00,3.958466E+00,nan
33:26.8,3.881312E+00,1.019893E+00,3.958522E+00,nan
33:27.8,3.881391E+00,1.019894E+00,3.958608E+00,nan
33:28.8,3.881493E+00,1.019892E+00,3.958702E+00,nan
33:29.8,3.881587E+00,1.019885E+00,3.958773E+00,nan
33:30.8,3.881674E+00,1.019898E+00,3.958910E+00,nan
33:31.8,3.881763E+00,1.019892E+00,3.958977E+00,nan
33:32.8,3.881862E+00,1.019903E+00,3.959122E+00,nan
33:33.8,3.881951E+00,1.019898E+00,3.959193E+00,nan
33:34.8,3.882030E+00,1.019899E+00,3.959279E+00,nan
33:35.8,3.882105E+00,1.019900E+00,3.959360E+00,nan
33:36.8,3.882186E+00,1.019899E+00,3.959439E+00,nan
33:37.8,3.882280E+00,1.019893E+00,3.959510E+00,nan
33:38.8,3.882377E+00,1.019895E+00,3.959618E+00,nan
33:39.8,3.882442E+00,1.019898E+00,3.959694E+00,nan
33:40.8,3.882518E+00,1.019892E+00,3.959747E+00,nan
33:41.8,3.882622E+00,1.019895E+00,3.959868E+00,nan
33:42.8,3.882711E+00,1.019895E+00,3.959959E+00,nan
33:43.8,3.882818E+00,1.019886E+00,3.960034E+00,nan
33:44.8,3.882900E+00,1.019894E+00,3.960147E+00,nan
33:45.8,3.882979E+00,1.019893E+00,3.960222E+00,nan
33:46.8,3.883056E+00,1.019888E+00,3.960281E+00,nan
33:47.8,3.883177E+00,1.019890E+00,3.960415E+00,nan
33:48.8,3.883254E+00,1.019886E+00,3.960478E+00,nan
33:49.8,3.883336E+00,1.019892E+00,3.960581E+00,nan
33:50.8,3.883432E+00,1.019890E+00,3.960675E+00,nan
33:51.8,3.883494E+00,1.019894E+00,3.960753E+00,nan
33:52.8,3.883564E+00,1.019892E+00,3.960813E+00,nan
33:53.8,3.883680E+00,1.019894E+00,3.960942E+00,nan
33:54.8,3.883764E+00,1.019886E+00,3.960998E+00,nan
33:55.8,3.883871E+00,1.019898E+00,3.961151E+00,nan
33:56.8,3.883965E+00,1.019892E+00,3.961223E+00,nan
33:57.8,3.884029E+00,1.019898E+00,3.961313E+00,nan
33:58.8,3.884103E+00,1.019889E+00,3.961354E+00,nan
33:59.8,3.884240E+00,1.019899E+00,3.961533E+00,nan
34:00.8,3.884306E+00,1.019895E+00,3.961586E+00,nan
34:01.8,3.884373E+00,1.019886E+00,3.961620E+00,nan
34:02.8,3.884485E+00,1.019894E+00,3.961763E+00,nan
34:03.8,3.884552E+00,1.019890E+00,3.961817E+00,nan
34:04.8,3.884634E+00,1.019889E+00,3.961895E+00,nan
34:05.8,3.884725E+00,1.019895E+00,3.962013E+00,nan
34:06.8,3.884841E+00,1.019897E+00,3.962137E+00,nan
34:07.8,3.884931E+00,1.019898E+00,3.962232E+00,nan
34:08.8,3.885000E+00,1.019898E+00,3.962303E+00,nan
34:09.8,3.885060E+00,1.019894E+00,3.962349E+00,nan
34:10.8,3.885164E+00,1.019897E+00,3.962465E+00,nan
34:11.8,3.885267E+00,1.019886E+00,3.962532E+00,nan
34:12.8,3.885359E+00,1.019893E+00,3.962650E+00,nan
34:13.8,3.885421E+00,1.019886E+00,3.962688E+00,nan
34:14.8,3.885525E+00,1.019895E+00,3.962829E+00,nan
34:15.8,3.885617E+00,1.019892E+00,3.962908E+00,nan
34:16.8,3.885686E+00,1.019893E+00,3.962983E+00,nan
34:17.8,3.885803E+00,1.019893E+00,3.963102E+00,nan
34:18.8,3.885882E+00,1.019895E+00,3.963193E+00,nan
34:19.8,3.885983E+00,1.019892E+00,3.963282E+00,nan
34:20.8,3.886050E+00,1.019890E+00,3.963345E+00,nan
34:21.8,3.886152E+00,1.019888E+00,3.963439E+00,nan
34:22.8,3.886234E+00,1.019892E+00,3.963537E+00,nan
34:23.8,3.886313E+00,1.019895E+00,3.963632E+00,nan
34:24.8,3.886437E+00,1.019895E+00,3.963759E+00,nan
34:25.8,3.886503E+00,1.019897E+00,3.963832E+00,nan
34:26.8,3.886573E+00,1.019892E+00,3.963883E+00,nan
34:27.8,3.886679E+00,1.019893E+00,3.963996E+00,nan
34:28.8,3.886744E+00,1.019888E+00,3.964043E+00,nan
34:29.8,3.886840E+00,1.019892E+00,3.964155E+00,nan
34:30.8,3.886905E+00,1.019898E+00,3.964246E+00,nan
34:31.8,3.887029E+00,1.019894E+00,3.964358E+00,nan
34:32.8,3.887113E+00,1.019899E+00,3.964463E+00,nan
34:33.8,3.887209E+00,1.019895E+00,3.964547E+00,nan
34:34.8,3.887301E+00,1.019897E+00,3.964645E+00,nan
34:35.8,3.887393E+00,1.019894E+00,3.964729E+00,nan
34:36.8,3.887455E+00,1.019895E+00,3.964797E+00,nan
34:37.8,3.887568E+00,1.019897E+00,3.964918E+00,nan
34:38.8,3.887625E+00,1.019897E+00,3.964976E+00,nan
34:39.8,3.887722E+00,1.019893E+00,3.965060E+00,nan
34:40.8,3.887844E+00,1.019890E+00,3.965174E+00,nan
34:41.8,3.887923E+00,1.019889E+00,3.965250E+00,nan
34:42.8,3.887995E+00,1.019897E+00,3.965353E+00,nan
34:43.8,3.888069E+00,1.019889E+00,3.965399E+00,nan
34:44.8,3.888165E+00,1.019893E+00,3.965512E+00,nan
34:45.8,3.888257E+00,1.019889E+00,3.965591E+00,nan
34:46.8,3.888369E+00,1.019894E+00,3.965724E+00,nan
34:47.8,3.888440E+00,1.019890E+00,3.965783E+00,nan
34:48.8,3.888532E+00,1.019888E+00,3.965867E+00,nan
34:49.8,3.888626E+00,1.019894E+00,3.965987E+00,nan
34:50.8,3.888723E+00,1.019888E+00,3.966061E+00,nan
34:51.8,3.888795E+00,1.019893E+00,3.966154E+00,nan
34:52.8,3.888889E+00,1.019892E+00,3.966245E+00,nan
34:53.8,3.888983E+00,1.019889E+00,3.966331E+00,nan
34:54.8,3.889042E+00,1.019884E+00,3.966372E+00,nan
34:55.8,3.889151E+00,1.019899E+00,3.966542E+00,nan
34:56.8,3.889310E+00,1.019894E+00,3.966684E+00,nan
34:57.8,3.889335E+00,1.019902E+00,3.966739E+00,nan
34:58.8,3.889387E+00,1.019900E+00,3.966787E+00,nan
34:59.8,3.889501E+00,1.019890E+00,3.966864E+00,nan
35:00.8,3.889610E+00,1.019900E+00,3.967015E+00,nan
35:01.8,3.889679E+00,1.019893E+00,3.967056E+00,nan
35:02.8,3.889781E+00,1.019892E+00,3.967154E+00,nan
35:03.8,3.889865E+00,1.019890E+00,3.967235E+00,nan
35:04.8,3.889949E+00,1.019890E+00,3.967321E+00,nan
35:05.8,3.890023E+00,1.019895E+00,3.967416E+00,nan
35:06.8,3.890120E+00,1.019890E+00,3.967495E+00,nan
35:07.8,3.890204E+00,1.019897E+00,3.967606E+00,nan
35:08.8,3.890281E+00,1.019893E+00,3.967669E+00,nan
35:09.8,3.890395E+00,1.019895E+00,3.967795E+00,nan
35:10.8,3.890457E+00,1.019895E+00,3.967859E+00,nan
35:11.8,3.890541E+00,1.019895E+00,3.967944E+00,nan
35:12.8,3.890642E+00,1.019894E+00,3.968043E+00,nan
35:13.8,3.890756E+00,1.019894E+00,3.968160E+00,nan
35:14.8,3.890848E+00,1.019889E+00,3.968233E+00,nan
35:15.8,3.890927E+00,1.019892E+00,3.968324E+00,nan
35:16.8,3.891014E+00,1.019888E+00,3.968398E+00,nan
35:17.8,3.891096E+00,1.019893E+00,3.968500E+00,nan
35:18.8,3.891180E+00,1.019890E+00,3.968577E+00,nan
35:19.8,3.891262E+00,1.019890E+00,3.968660E+00,nan
35:20.8,3.891358E+00,1.019899E+00,3.968793E+00,nan
35:21.8,3.891457E+00,1.019894E+00,3.968874E+00,nan
35:22.8,3.891517E+00,1.019898E+00,3.968949E+00,nan
35:23.8,3.891598E+00,1.019904E+00,3.969057E+00,nan
35:24.8,3.891678E+00,1.019899E+00,3.969119E+00,nan
35:25.8,3.891804E+00,1.019898E+00,3.969242E+00,nan
35:26.8,3.891873E+00,1.019894E+00,3.969299E+00,nan
35:27.8,3.891955E+00,1.019889E+00,3.969362E+00,nan
35:28.8,3.892049E+00,1.019889E+00,3.969458E+00,nan
35:29.8,3.892138E+00,1.019892E+00,3.969559E+00,nan
35:30.8,3.892220E+00,1.019894E+00,3.969653E+00,nan
35:31.8,3.892324E+00,1.019897E+00,3.969768E+00,nan
35:32.8,3.892423E+00,1.019895E+00,3.969864E+00,nan
35:33.8,3.892485E+00,1.019894E+00,3.969923E+00,nan
35:34.8,3.892552E+00,1.019899E+00,3.970011E+00,nan
35:35.8,3.892671E+00,1.019894E+00,3.970112E+00,nan
35:36.8,3.892758E+00,1.019897E+00,3.970210E+00,nan
35:37.8,3.892877E+00,1.019890E+00,3.970307E+00,nan
35:38.8,3.892931E+00,1.019889E+00,3.970357E+00,nan
35:39.8,3.893018E+00,1.019897E+00,3.970476E+00,nan
35:40.8,3.893102E+00,1.019897E+00,3.970562E+00,nan
35:41.8,3.893196E+00,1.019897E+00,3.970658E+00,nan
35:42.8,3.893283E+00,1.019895E+00,3.970741E+00,nan
35:43.8,3.893364E+00,1.019900E+00,3.970844E+00,nan
35:44.8,3.893446E+00,1.019903E+00,3.970937E+00,nan
35:45.8,3.893521E+00,1.019905E+00,3.971023E+00,nan
35:46.8,3.893615E+00,1.019899E+00,3.971094E+00,nan
35:47.8,3.893734E+00,1.019898E+00,3.971210E+00,nan
35:48.8,3.893793E+00,1.019898E+00,3.971271E+00,nan
35:49.8,3.893899E+00,1.019895E+00,3.971370E+00,nan
35:50.8,3.893996E+00,1.019900E+00,3.971488E+00,nan
35:51.8,3.894083E+00,1.019895E+00,3.971557E+00,nan
35:52.8,3.894160E+00,1.019894E+00,3.971630E+00,nan
35:53.8,3.894227E+00,1.019897E+00,3.971709E+00,nan
35:54.8,3.894363E+00,1.019893E+00,3.971833E+00,nan
35:55.8,3.894432E+00,1.019893E+00,3.971903E+00,nan
35:56.8,3.894519E+00,1.019889E+00,3.971977E+00,nan
35:57.8,3.894576E+00,1.019892E+00,3.972045E+00,nan
35:58.8,3.894670E+00,1.019892E+00,3.972141E+00,nan
35:59.8,3.894774E+00,1.019890E+00,3.972242E+00,nan
36:00.8,3.894838E+00,1.019886E+00,3.972293E+00,nan
36:01.8,3.894952E+00,1.019889E+00,3.972419E+00,nan
36:02.8,3.895004E+00,1.019884E+00,3.972452E+00,nan
36:03.8,3.895111E+00,1.019892E+00,3.972590E+00,nan
36:04.8,3.895195E+00,1.019892E+00,3.972676E+00,nan
36:05.8,3.895299E+00,1.019895E+00,3.972797E+00,nan
36:06.8,3.895363E+00,1.019894E+00,3.972858E+00,nan
36:07.8,3.895447E+00,1.019895E+00,3.972949E+00,nan
36:08.8,3.895566E+00,1.019897E+00,3.973075E+00,nan
36:09.8,3.895648E+00,1.019890E+00,3.973134E+00,nan
36:10.8,3.895735E+00,1.019890E+00,3.973222E+00,nan
36:11.8,3.895827E+00,1.019897E+00,3.973340E+00,nan
36:12.8,3.895903E+00,1.019898E+00,3.973423E+00,nan
36:13.8,3.895983E+00,1.019898E+00,3.973504E+00,nan
36:14.8,3.896079E+00,1.019898E+00,3.973603E+00,nan
36:15.8,3.896151E+00,1.019893E+00,3.973656E+00,nan
36:16.8,3.896248E+00,1.019894E+00,3.973760E+00,nan
36:17.8,3.896334E+00,1.019895E+00,3.973853E+00,nan
36:18.8,3.896411E+00,1.019899E+00,3.973946E+00,nan
36:19.8,3.896508E+00,1.019898E+00,3.974040E+00,nan
36:20.8,3.896587E+00,1.019903E+00,3.974140E+00,nan
36:21.8,3.896688E+00,1.019894E+00,3.974210E+00,nan
36:22.8,3.896753E+00,1.019900E+00,3.974300E+00,nan
36:23.8,3.896847E+00,1.019902E+00,3.974401E+00,nan
36:24.8,3.896931E+00,1.019900E+00,3.974482E+00,nan
36:25.8,3.897015E+00,1.019900E+00,3.974568E+00,nan
36:26.8,3.897105E+00,1.019904E+00,3.974673E+00,nan
36:27.8,3.897209E+00,1.019900E+00,3.974765E+00,nan
36:28.8,3.897275E+00,1.019893E+00,3.974803E+00,nan
36:29.8,3.897350E+00,1.019898E+00,3.974899E+00,nan
36:30.8,3.897454E+00,1.019899E+00,3.975010E+00,nan
36:31.8,3.897560E+00,1.019898E+00,3.975113E+00,nan
36:32.8,3.897655E+00,1.019902E+00,3.975224E+00,nan
36:33.8,3.897734E+00,1.019897E+00,3.975285E+00,nan
36:34.8,3.897818E+00,1.019903E+00,3.975396E+00,nan
36:35.8,3.897902E+00,1.019903E+00,3.975482E+00,nan
36:36.8,3.897972E+00,1.019904E+00,3.975557E+00,nan
36:37.8,3.898061E+00,1.019905E+00,3.975653E+00,nan
36:38.8,3.898175E+00,1.019909E+00,3.975784E+00,nan
36:39.8,3.898264E+00,1.019904E+00,3.975855E+00,nan
36:40.8,3.898318E+00,1.019911E+00,3.975936E+00,nan
36:41.8,3.898420E+00,1.019900E+00,3.976000E+00,nan
36:42.8,3.898541E+00,1.019898E+00,3.976114E+00,nan
36:43.8,3.898586E+00,1.019898E+00,3.976159E+00,nan
36:44.8,3.898720E+00,1.019898E+00,3.976296E+00,nan
36:45.8,3.898774E+00,1.019911E+00,3.976401E+00,nan
36:46.8,3.898873E+00,1.019898E+00,3.976452E+00,nan
36:47.8,3.898932E+00,1.019904E+00,3.976537E+00,nan
36:48.8,3.899044E+00,1.019899E+00,3.976632E+00,nan
36:49.8,3.899148E+00,1.019898E+00,3.976733E+00,nan
36:50.8,3.899252E+00,1.019899E+00,3.976844E+00,nan
36:51.8,3.899317E+00,1.019898E+00,3.976904E+00,nan
36:52.8,3.899410E+00,1.019903E+00,3.977020E+00,nan
36:53.8,3.899490E+00,1.019898E+00,3.977081E+00,nan
36:54.8,3.899589E+00,1.019903E+00,3.977202E+00,nan
36:55.8,3.899656E+00,1.019903E+00,3.977270E+00,nan
36:56.8,3.899760E+00,1.019903E+00,3.977376E+00,nan
36:57.8,3.899829E+00,1.019899E+00,3.977432E+00,nan
36:58.8,3.899921E+00,1.019903E+00,3.977541E+00,nan
36:59.8,3.900000E+00,1.019903E+00,3.977622E+00,nan
37:00.8,3.900082E+00,1.019902E+00,3.977700E+00,nan
37:01.8,3.900168E+00,1.019903E+00,3.977793E+00,nan
37:02.8,3.900248E+00,1.019900E+00,3.977864E+00,nan
37:03.8,3.900357E+00,1.019899E+00,3.977970E+00,nan
37:04.8,3.900426E+00,1.019902E+00,3.978051E+00,nan
37:05.8,3.900537E+00,1.019897E+00,3.978145E+00,nan
37:06.8,3.900614E+00,1.019892E+00,3.978203E+00,nan
37:07.8,3.900716E+00,1.019900E+00,3.978342E+00,nan
37:08.8,3.900773E+00,1.019893E+00,3.978370E+00,nan
37:09.8,3.900902E+00,1.019900E+00,3.978531E+00,nan
37:10.8,3.900966E+00,1.019890E+00,3.978558E+00,nan
37:11.8,3.901038E+00,1.019899E+00,3.978665E+00,nan
37:12.8,3.901129E+00,1.019894E+00,3.978739E+00,nan
37:13.8,3.901214E+00,1.019889E+00,3.978805E+00,nan
37:14.8,3.901315E+00,1.019888E+00,3.978904E+00,nan
37:15.8,3.901380E+00,1.019893E+00,3.978989E+00,nan
37:16.8,3.901506E+00,1.019883E+00,3.979078E+00,nan
37:17.8,3.901548E+00,1.019884E+00,3.979126E+00,nan
37:18.8,3.901660E+00,1.019883E+00,3.979235E+00,nan
37:19.8,3.901744E+00,1.019888E+00,3.979341E+00,nan
37:20.8,3.901813E+00,1.019886E+00,3.979407E+00,nan
37:21.8,3.901900E+00,1.019879E+00,3.979465E+00,nan
37:22.8,3.902001E+00,1.019886E+00,3.979599E+00,nan
37:23.8,3.902061E+00,1.019889E+00,3.979669E+00,nan
37:24.8,3.902153E+00,1.019876E+00,3.979713E+00,nan
37:25.8,3.902249E+00,1.019884E+00,3.979841E+00,nan
37:26.8,3.902341E+00,1.019885E+00,3.979939E+00,nan
37:27.8,3.902420E+00,1.019885E+00,3.980020E+00,nan
37:28.8,3.902524E+00,1.019886E+00,3.980132E+00,nan
37:29.8,3.902608E+00,1.019883E+00,3.980202E+00,nan
37:30.8,3.902673E+00,1.019881E+00,3.980263E+00,nan
37:31.8,3.902767E+00,1.019880E+00,3.980354E+00,nan
37:32.8,3.902853E+00,1.019876E+00,3.980428E+00,nan
37:33.8,3.902933E+00,1.019881E+00,3.980528E+00,nan
37:34.8,3.903032E+00,1.019884E+00,3.980640E+00,nan
37:35.8,3.903119E+00,1.019885E+00,3.980733E+00,nan
37:36.8,3.903195E+00,1.019886E+00,3.980816E+00,nan
37:37.8,3.903270E+00,1.019889E+00,3.980902E+00,nan
37:38.8,3.903361E+00,1.019885E+00,3.980980E+00,nan
37:39.8,3.903453E+00,1.019894E+00,3.981109E+00,nan
37:40.8,3.903540E+00,1.019889E+00,3.981177E+00,nan
37:41.8,3.903606E+00,1.019892E+00,3.981255E+00,nan
37:42.8,3.903718E+00,1.019889E+00,3.981359E+00,nan
37:43.8,3.903807E+00,1.019883E+00,3.981425E+00,nan
37:44.8,3.903901E+00,1.019886E+00,3.981536E+00,nan
37:45.8,3.903986E+00,1.019889E+00,3.981632E+00,nan
37:46.8,3.904092E+00,1.019890E+00,3.981745E+00,nan
37:47.8,3.904132E+00,1.019888E+00,3.981776E+00,nan
37:48.8,3.904248E+00,1.019889E+00,3.981900E+00,nan
37:49.8,3.904315E+00,1.019889E+00,3.981968E+00,nan
37:50.8,3.904407E+00,1.019888E+00,3.982057E+00,nan
37:51.8,3.904496E+00,1.019880E+00,3.982118E+00,nan
37:52.8,3.904602E+00,1.019879E+00,3.982221E+00,nan
37:53.8,3.904659E+00,1.019886E+00,3.982309E+00,nan
37:54.8,3.904738E+00,1.019889E+00,3.982400E+00,nan
37:55.8,3.904837E+00,1.019886E+00,3.982491E+00,nan
37:56.8,3.904932E+00,1.019888E+00,3.982592E+00,nan
37:57.8,3.905023E+00,1.019893E+00,3.982705E+00,nan
37:58.7,3.905117E+00,1.019888E+00,3.982781E+00,nan
37:59.7,3.905206E+00,1.019897E+00,3.982907E+00,nan
38:00.8,3.905278E+00,1.019886E+00,3.982941E+00,nan
38:01.7,3.905358E+00,1.019893E+00,3.983046E+00,nan
38:02.7,3.905442E+00,1.019893E+00,3.983132E+00,nan
38:03.7,3.905521E+00,1.019890E+00,3.983203E+00,nan
38:04.7,3.905610E+00,1.019889E+00,3.983289E+00,nan
38:05.7,3.905694E+00,1.019897E+00,3.983405E+00,nan
38:06.7,3.905786E+00,1.019890E+00,3.983473E+00,nan
38:07.7,3.905873E+00,1.019890E+00,3.983562E+00,nan
38:08.7,3.905984E+00,1.019893E+00,3.983685E+00,nan
38:09.7,3.906046E+00,1.019885E+00,3.983719E+00,nan
38:10.7,3.906138E+00,1.019892E+00,3.983837E+00,nan
38:11.7,3.906227E+00,1.019886E+00,3.983908E+00,nan
38:12.7,3.906286E+00,1.019888E+00,3.983974E+00,nan
38:13.7,3.906410E+00,1.019884E+00,3.984085E+00,nan
38:14.7,3.906485E+00,1.019884E+00,3.984161E+00,nan
38:15.7,3.906547E+00,1.019890E+00,3.984249E+00,nan
38:16.7,3.906663E+00,1.019890E+00,3.984368E+00,nan
38:17.7,3.906725E+00,1.019893E+00,3.984441E+00,nan
38:18.7,3.906849E+00,1.019883E+00,3.984527E+00,nan
38:19.7,3.906920E+00,1.019888E+00,3.984621E+00,nan
38:20.7,3.907000E+00,1.019883E+00,3.984681E+00,nan
38:21.7,3.907094E+00,1.019884E+00,3.984783E+00,nan
38:22.7,3.907156E+00,1.019889E+00,3.984865E+00,nan
38:23.7,3.907233E+00,1.019888E+00,3.984939E+00,nan
38:24.7,3.907317E+00,1.019888E+00,3.985025E+00,nan
38:25.7,3.907416E+00,1.019888E+00,3.985126E+00,nan
38:26.7,3.907503E+00,1.019883E+00,3.985194E+00,nan
38:27.7,3.907572E+00,1.019885E+00,3.985275E+00,nan
38:28.7,3.907698E+00,1.019886E+00,3.985409E+00,nan
38:29.7,3.907775E+00,1.019885E+00,3.985482E+00,nan
38:30.7,3.907872E+00,1.019884E+00,3.985576E+00,nan
38:31.7,3.907948E+00,1.019888E+00,3.985669E+00,nan
38:32.7,3.908028E+00,1.019885E+00,3.985739E+00,nan
38:33.7,3.908107E+00,1.019890E+00,3.985840E+00,nan
38:34.7,3.908194E+00,1.019884E+00,3.985904E+00,nan
38:35.7,3.908288E+00,1.019881E+00,3.985990E+00,nan
38:36.7,3.908397E+00,1.019890E+00,3.986136E+00,nan
38:37.7,3.908454E+00,1.019880E+00,3.986154E+00,nan
38:38.7,3.908528E+00,1.019881E+00,3.986235E+00,nan
38:39.7,3.908622E+00,1.019885E+00,3.986346E+00,nan
38:40.7,3.908706E+00,1.019888E+00,3.986442E+00,nan
38:41.7,3.908818E+00,1.019884E+00,3.986541E+00,nan
38:42.7,3.908885E+00,1.019890E+00,3.986634E+00,nan
38:43.7,3.908967E+00,1.019888E+00,3.986707E+00,nan
38:44.7,3.909058E+00,1.019890E+00,3.986810E+00,nan
38:45.7,3.909130E+00,1.019888E+00,3.986874E+00,nan
38:46.7,3.909226E+00,1.019886E+00,3.986967E+00,nan
38:47.7,3.909323E+00,1.019889E+00,3.987076E+00,nan
38:48.7,3.909395E+00,1.019894E+00,3.987169E+00,nan
38:49.7,3.909494E+00,1.019893E+00,3.987265E+00,nan
38:50.7,3.909556E+00,1.019892E+00,3.987323E+00,nan
38:51.7,3.909650E+00,1.019894E+00,3.987429E+00,nan
38:52.7,3.909732E+00,1.019890E+00,3.987498E+00,nan
38:53.7,3.909838E+00,1.019886E+00,3.987591E+00,nan
38:54.7,3.909925E+00,1.019894E+00,3.987710E+00,nan
38:55.7,3.909982E+00,1.019898E+00,3.987782E+00,nan
38:56.7,3.910091E+00,1.019889E+00,3.987859E+00,nan
38:57.7,3.910168E+00,1.019889E+00,3.987937E+00,nan
38:58.7,3.910259E+00,1.019892E+00,3.988040E+00,nan
38:59.7,3.910349E+00,1.019892E+00,3.988131E+00,nan
39:00.7,3.910440E+00,1.019892E+00,3.988225E+00,nan
39:01.7,3.910529E+00,1.019903E+00,3.988360E+00,nan
39:02.7,3.910604E+00,1.019898E+00,3.988416E+00,nan
