condition,case_role,delta_t_raw_mean_s,delta_t_raw_min_s,delta_t_raw_max_s,delta_t_geom_mean_s,delta_t_resid_mean_s,resid_abs_mean_s,resid_max_abs_s,dt_resid_class,min_U_NE_mV,margin_class,fraction_time_below_50mV,fraction_time_below_0mV,Q_at_min_U_NE_Ah,Q_frac_of_DC_end_at_min_U_NE,I_charge_at_min_U_NE_A,I_charge_peak_observed_A,V_terminal_at_min_U_NE_V,distance_to_4p2V_at_min_U_NE_mV,c_e_range_at_min_U_NE_molm3_x,eta_n_at_min_U_NE_V_x,schedule_verdict,max_c_e_range_molm3,max_c_e_range_vs_DC,c_e_range_at_min_U_NE_molm3_y,c_e_range_at_min_vs_DC,max_neg_surface_sto_range,max_surface_range_vs_DC,neg_surface_sto_range_at_min_U_NE,surface_range_at_min_vs_DC,eta_n_at_min_U_NE_V_y,eta_n_at_min_vs_DC,microstate_context_class
Chen2020_DFN_Day34_fixed_AC0p38,fixed_near_boundary_baseline,69.35065528421227,-0.012173282616458891,137.95346019234694,69.36353608981146,-0.012880805599183419,0.012948244713588224,0.04513282634252391,geometry_dominated,0.5656856544375326,near_boundary,0.143701991706886,0.0,3.9065085913724236,0.8694889377022643,3.3741398314382796,3.3999912821600367,4.20000000000005,-4.973799150320701e-11,623.7327186682746,-0.07321158460629495,admissible_near_boundary_with_raw_gain,747.6848433551694,1.9786909892746094,623.7327186682746,1.650661132311339,0.13327870236770345,1.1419008323889495,0.12683400687991409,1.0866841847831181,-0.07321158460629495,1.6157774013995374,transport_surface_stress_with_margin_pressure
Chen2020_DFN_Day34_fixed_AC0p7,fixed_stress_baseline,158.66534902126395,48.4389174145399,254.15932513260736,158.68556780196005,-0.0202187806960967,0.0202187806960967,0.0707415182105251,geometry_dominated,-25.30820344967092,risk_flag,0.2201935483870968,0.03948387096774193,3.523653313277779,0.7842751409684222,4.9533672638038935,4.999984249864502,4.194776116962791,5.2238830372095535,961.3940093992884,-0.09141658227888828,not_admissible_hard_margin,1054.0890622244815,2.78956641672317,961.3940093992884,2.5442560196948105,0.1730201409414363,1.482396207730154,0.13326621568460062,1.1417938494008533,-0.09141658227888828,2.017561135354918,transport_surface_stress_with_margin_pressure
Chen2020_DFN_Day34_sched_Qfrac_v1,rule_based_state_aware_v1,70.8086408278914,-0.012173282616458891,137.95346019234694,70.8220509685833,-0.013410140691898392,0.013477579806303198,0.07713112257533794,geometry_dominated,7.750469429029426,near_boundary,0.2231794742799648,0.0,3.3524699620830614,0.7461741035071637,3.3772296451254302,3.3999912821600367,4.106146107581967,93.85389241803298,693.577657768825,-0.06952142017545634,admissible_near_boundary_with_raw_gain,747.6848433551694,1.9786909892746094,693.577657768825,1.8355004437845068,0.13327870236770345,1.1419008323889495,0.08496026771174348,0.7279197553437252,-0.06952142017545634,1.5343355868716664,transport_surface_stress_with_margin_pressure
