model_type,condition,feature_id,tau_factor_set,omega_tau_set,delta_x_mean,delta_x_abs_mean,delta_x_max_abs,delta_x_std,delta_t_raw_mean_s,delta_t_raw_min_s,delta_t_raw_max_s
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,eta_p_mean,1.5,0.6666666666666666,0.007100519056282492,0.0071666981950064615,0.009893874720330646,0.0025374626280445247,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,j_n_mean_signed,1.5,0.6666666666666666,-0.8111067670527904,0.8185154762880067,1.0416822811202906,0.28710247735536937,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,j_p_mean_signed,1.5,0.6666666666666666,0.9183502087896033,0.9267384875580623,1.179412106047671,0.325062779319847,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_avg_sto,1.5,0.6666666666666666,0.00013600121821656321,0.0001360147198428521,0.00032427615603658477,0.0001060953824320738,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_avg_surface_sto,1.5,0.6666666666666666,0.007738625343934394,0.007738625343934394,0.009595711267576523,0.0017384595807203255,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_max_surface_sto,1.5,0.6666666666666666,0.007738625343934391,0.007738625343934391,0.009595711267576634,0.0017384595807203324,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_min_surface_sto,1.5,0.6666666666666666,0.007738625343934391,0.007738625343934391,0.009595711267576634,0.0017384595807203324,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_surface_minus_avg_sto,1.5,0.6666666666666666,0.0076026241257178325,0.0076026241257178325,0.009365361610511937,0.0017294984864198132,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,neg_surface_sto_range,1.5,0.6666666666666666,0.0,0.0,0.0,0.0,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,pos_avg_sto,1.5,0.6666666666666666,-9.076200630628722e-05,9.077101677476413e-05,0.00021640949180706803,7.080399643249165e-05,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,pos_avg_surface_sto,1.5,0.6666666666666666,-0.014475398341265133,0.014475398341265133,0.019617709877464473,0.004867963165658073,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,pos_surface_minus_avg_sto,1.5,0.6666666666666666,-0.014384636334958853,0.014384636334958853,0.019410860611085122,0.004866418942396338,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_1p5tauSet,total_heating_mean,1.5,0.6666666666666666,0.0,0.0,0.0,0.0,158.52087493259984,48.82036040303774,254.07481445077337
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,cell_temperature_K,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,elyte_c_mean,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,elyte_c_range,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,eta_n_mean,3.0,0.3333333333333333,-0.03892589431541885,0.039293477597092154,0.05155505958248484,0.012795843624314705,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,eta_p_mean,3.0,0.3333333333333333,0.007027612795553788,0.007074589178278199,0.009903596571194455,0.0025193643486540783,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,j_n_mean_signed,3.0,0.3333333333333333,-0.8061294384080637,0.8113815355898556,1.0416895806000324,0.28750846715582046,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,j_p_mean_signed,3.0,0.3333333333333333,0.9127147844709184,0.9186613068516987,1.17942037065477,0.3255224485436231,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,neg_avg_sto,3.0,0.3333333333333333,4.5083638781867606e-05,4.517170307740889e-05,0.00012547268938034595,3.894119167172997e-05,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,neg_avg_surface_sto,3.0,0.3333333333333333,0.008806933170681755,0.008806933170681753,0.010844273607302557,0.0021311457260094193,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,neg_max_surface_sto,3.0,0.3333333333333333,0.00880693317068175,0.00880693317068175,0.010844273607302335,0.0021311457260094085,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,neg_min_surface_sto,3.0,0.3333333333333333,0.00880693317068175,0.00880693317068175,0.010844273607302335,0.0021311457260094085,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,neg_surface_minus_avg_sto,3.0,0.3333333333333333,0.008761849531899879,0.008761849531899879,0.010766722471707062,0.0021300962907555296,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,neg_surface_sto_range,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,pos_avg_sto,3.0,0.3333333333333333,-3.008709452184538e-05,3.0145865261139993e-05,8.373566924063658e-05,2.598786047993542e-05,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,pos_avg_surface_sto,3.0,0.3333333333333333,-0.02045293634023034,0.02045293634023034,0.026413005628441955,0.005743034620767677,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,pos_surface_minus_avg_sto,3.0,0.3333333333333333,-0.0204228492457085,0.0204228492457085,0.02637532613873419,0.005745375207424231,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_3p0tauSet,total_heating_mean,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,319.48167638214665,94.42706695952347,508.0364623013229
SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,cell_temperature_K,5.0,0.2,0.0,0.0,0.0,0.0,540.7947664785881,168.45983577165498,847.1593266184336
SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,elyte_c_mean,5.0,0.2,0.0,0.0,0.0,0.0,540.7947664785881,168.45983577165498,847.1593266184336
SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,elyte_c_range,5.0,0.2,0.0,0.0,0.0,0.0,540.7947664785881,168.45983577165498,847.1593266184336
SPM,Chen2020_SPM_hier_DC03_AC07_5p0tauSet,eta_n_mean,5.0,0.2,-0.038420070013436364,0.039496017568146316,0.05144699673472945,0.014775192277103553,540.7947664785881,168.45983577165498,847.1593266184336
