condition,kappa,tau_label,DC,AC,f_Hz,ablation,A_dt,avg_dt,Q_window_lo,Q_window_hi,Q_CC_end_mAh,window_margin_to_CC,x_n_Q20,x_p_Q20,x_n_CC_end,x_p_CC_end,sign,dtQ_min,dtQ_max,dtQ_range,dtQ_n_cross,dtQ_fraction_positive,dtQ_mean_early,dtQ_mean_mid,dtQ_mean_late,status,infeasible_reason,trajectory_class,trajectory_class_robust
0.3+0.7C 10τ,2.3333333333333335,10τ,0.3,0.7,0.00143,baseline_strict,-7904.854857143955,-3.1317904463372312,1025.0,3549.0688968794307,3649.446939262072,100.37804238264152,0.2328042997947915,0.6803506844320333,0.6834121460184595,0.3793995770509761,-,-7.023212987747456,-0.0010172463294717,7.022195741417985,0.0,0.0,-3.3795801312771747,-2.9007546003180784,-3.1773764213307025,valid,,upward_drift,upward_drift
0.3+0.4C 0.1τ,1.3333333333333337,0.1τ,0.3,0.4,0.143,baseline_strict,-539.895538847051,-0.1755187057370126,1025.0,4101.0,4156.462329781138,55.46232978113767,0.2223169084744959,0.7051207757369115,0.760939502712084,0.3456813325872518,-,-0.2808469842112269,-0.0795789269218327,0.2012680572893941,0.0,0.0,-0.1175708072038504,-0.1757445552946047,-0.2314008132101162,valid,,downward_drift,flat
0.3+0.4C 1τ,1.3333333333333337,1τ,0.3,0.4,0.0143,baseline_strict,-919.7297495391877,-0.3019652193675837,1025.0,4070.813526025977,4120.813526025977,50.0,0.2217519706518966,0.7071281908474527,0.7558790748036346,0.3479937291110417,-,-0.5835581540077631,-0.0472467203556789,0.5363114336520842,0.0,0.0,-0.2799498344172755,-0.3104789463296145,-0.3158589452370086,valid,,weak_drift,weak_drift
0.3+0.4C 10τ,1.3333333333333337,10τ,0.3,0.4,0.00143,baseline_strict,-6745.563560322996,-2.3552979354424823,1025.0,3888.995870253131,3944.740136384566,55.74426613143487,0.2279237542101043,0.6933968295367791,0.7287669711470965,0.3587100063011562,-,-4.892320123508913,0.0042391821632008,4.896559305672114,0.0,0.025,-2.290442343612299,-2.160253659359833,-2.642289507610775,valid,,downward_drift,downward_drift
0.4+0.6C 0.5τ,1.4999999999999998,0.5τ,0.4,0.6,0.0286,baseline_strict,-563.9676059243981,-0.2016474333769399,1025.0,3821.800318654056,3872.4425690527455,50.64225039868961,0.226943355165156,0.6937968767084288,0.7148650231173975,0.3697269786942233,-,-0.3766593131952049,-0.0467621831762699,0.329897130018935,0.0,0.0,-0.1732515523350683,-0.1978468496961984,-0.228871006919342,valid,,weak_drift,weak_drift
0.4+0.5C 1.67τ,1.25,1.67τ,0.4,0.5,0.0086,baseline_strict,-1126.6458375022191,-0.4061777447317821,1025.0,3798.7754028010454,3850.936390456859,52.16098765581364,0.2279397932593496,0.6899223396567872,0.7128841625526745,0.3679216281835231,-,-0.8235477691256317,-0.0288430316519755,0.7947047374736561,0.0,0.0,-0.3749261619041378,-0.4174476563009943,-0.4143783263557447,valid,,weak_drift,weak_drift
0.4+0.6C 1.67τ,1.4999999999999998,1.67τ,0.4,0.6,0.0086,baseline_strict,-1280.291869699186,-0.472744449080818,1025.0,3733.2113226046863,3837.6973910774777,104.48606847279098,0.2287763113450475,0.6883133873099275,0.7102769244214188,0.3714038616727086,-,-0.9621235562627892,-0.0310014814505848,0.9311220748122044,0.0,0.0,-0.4551935073192374,-0.4689808529482892,-0.4809052564908704,valid,,weak_drift,weak_drift
0.4+0.6C 5τ,1.4999999999999998,5τ,0.4,0.6,0.00286,baseline_strict,-3498.979789837461,-1.3024301693949143,1025.0,3711.5008751010614,3764.4516437310976,52.95076863003624,0.2279819189926458,0.6941349974195247,0.6997104237544289,0.376062193788775,-,-2.769945270482443,-0.0204010978420152,2.7495441726404275,0.0,0.0,-1.3177901193457318,-1.303293107723344,-1.3287479273431524,valid,,weak_drift,weak_drift
0.4+0.6C 10τ,1.4999999999999998,10τ,0.4,0.6,0.00143,baseline_strict,-6777.5923826504095,-2.633472398923689,1025.0,3598.6333463834444,3665.195109646213,66.56176326276864,0.2330362104612083,0.6761566751754586,0.685347663629077,0.3799178927260033,-,-5.5168534593227,-0.0230217275093082,5.493831731813392,0.0,0.0,-2.6508728346091064,-2.407849434750963,-2.8630487387261945,valid,,downward_drift,downward_drift
0.5+0.5C 1τ,1.0,1τ,0.5,0.5,0.0143,baseline_strict,-563.7659106257615,-0.2093303696723016,1025.0,3718.187383695517,3770.536643421959,52.3492597264426,0.221977009343463,0.6966981641720251,0.699850669868092,0.3719247107927901,-,-0.4062652549704429,-0.024334216393178,0.3819310385772648,0.0,0.0,-0.203369348199469,-0.2136852341580997,-0.2136313025426778,valid,,weak_drift,weak_drift
