condition,kappa,tau_label,DC,AC,f_Hz,ablation,A_dt,avg_dt,Q_window_lo,Q_window_hi,Q_CC_end_mAh,window_margin_to_CC,x_n_Q20,x_p_Q20,x_n_CC_end,x_p_CC_end,sign,dtQ_min,dtQ_max,dtQ_range,dtQ_n_cross,dtQ_fraction_positive,dtQ_mean_early,dtQ_mean_mid,dtQ_mean_late,status,infeasible_reason,trajectory_class,trajectory_class_robust
0.3+0.4C 10τ,1.3333333333333337,10τ,0.3,0.4,0.00143,PE_A2a,-6784.718968095382,-2.368969536082369,1025.0,3888.995870253131,3943.8445481643657,54.84867791123452,0.2279839451439289,0.6933191659315381,0.7288124543618738,0.3586779756749814,-,-4.919345912689399,-0.0060399341917673,4.913305978497632,0.0,0.0,-2.295140716600198,-2.173634903099747,-2.6647754774831585,valid,,downward_drift,downward_drift
0.4+0.6C 0.5τ,1.4999999999999998,0.5τ,0.4,0.6,0.0286,PE_A2a,-566.9689298200619,-0.2027205610777792,1025.0,3821.800318654056,3889.9235517182688,68.12323306421285,0.2269214293152232,0.6937835098391486,0.7172920964235002,0.3687894921399939,-,-0.3754458016889354,-0.0510138199851932,0.3244319817037422,0.0,0.0,-0.1762041788762058,-0.1999657732307719,-0.2270068834617969,valid,,weak_drift,weak_drift
0.4+0.5C 1.67τ,1.25,1.67τ,0.4,0.5,0.0086,PE_A2a,-1132.7054765874016,-0.4083623625198925,1025.0,3798.7754028010454,3850.840610154994,52.06520735394861,0.2279489830202026,0.6899361733590379,0.7128490448255048,0.3679958973933667,-,-0.820978747631322,-0.0378303305026444,0.7831484171286774,0.0,0.0,-0.3810081781364075,-0.4185908190763238,-0.4138312992895772,valid,,weak_drift,weak_drift
0.4+0.6C 1.67τ,1.4999999999999998,1.67τ,0.4,0.6,0.0086,PE_A2a,-1230.5955048633066,-0.4543941953834504,1025.0,3733.2113226046863,3838.335844729573,105.12452212488688,0.2287237976360554,0.688355719235045,0.7100636411573289,0.3715102330423171,-,-0.9403296328788808,-0.0179676035358852,0.9223620293429956,0.0,0.0,-0.447702127908444,-0.4286749651926629,-0.4745012117640833,valid,,weak_drift,weak_drift
0.4+0.6C 5τ,1.4999999999999998,5τ,0.4,0.6,0.00286,PE_A2a,-3503.8612360672773,-1.3042471969920606,1025.0,3711.5008751010614,3764.4824776991054,52.98160259804399,0.2280334247717937,0.6940595804743834,0.6996300574839253,0.376099048142041,-,-2.7719183085140005,-0.0266247157751574,2.745293592738843,0.0,0.0,-1.319987982963042,-1.3054816363717496,-1.329849678719215,valid,,weak_drift,weak_drift
0.4+0.6C 10τ,1.4999999999999998,10τ,0.4,0.6,0.00143,PE_A2a,-6776.573451324396,-2.6330764873120187,1025.0,3598.6333463834444,3665.500341256189,66.86699487274473,0.2330362847244672,0.6761563406869319,0.6852647738543052,0.3799446700551611,-,-5.514989167714361,-0.0316075252408912,5.4833816424734705,0.0,0.0,-2.650277217475862,-2.4080419175192507,-2.86224766378455,valid,,downward_drift,downward_drift
0.5+0.5C 1τ,1.0,1τ,0.5,0.5,0.0143,PE_A2a,-540.5271708126571,-0.2007016571089683,1025.0,3718.187383695517,3811.624134533151,93.436750837634,0.221956353306568,0.696651415551087,0.7056348444039275,0.3699090370126444,-,-0.3893659612632442,-0.017125229777821,0.3722407314854232,0.0,0.0,-0.198918119006565,-0.2044529637673001,-0.2016132896386234,valid,,weak_drift,weak_drift
0.9+0.1C 16.7τ,0.1111111111111111,16.7τ,0.9,0.1,0.00086,PE_A2a,-777.2696744286106,-0.3068409731124722,1025.0,3558.1352151060455,3630.711516166187,72.5763010601413,0.2335288921894409,0.6610879358040402,0.6791932585533971,0.3649853038061448,-,-0.684027926545601,-0.001126963829328,0.6829009627162729,0.0,0.0,-0.1578692394605175,-0.4961042674406615,-0.2696066278130235,valid,,downward_drift,weak_drift
0.9+0.1C 1.67τ,0.1111111111111111,1.67τ,0.9,0.1,0.0086,PE_A2a,-84.29023153611755,-0.0337290678111555,1025.0,3524.0382778453027,3585.6745562267847,61.63627838148204,0.2322345035557087,0.6638462973850765,0.6718819316490426,0.3680978675949503,0,-0.0678104039222944,1.3363358827215658e-05,0.0678237672811216,0.0,0.0125,-0.034062533121785,-0.0334551890428579,-0.0331405774704992,valid,,flat,flat
0.9+0.1C 10τ,0.1111111111111111,10τ,0.9,0.1,0.00143,PE_A2a,-539.079156343512,-0.2104533448748133,1025.0,3586.513843670099,3739.4458105846193,152.93196691452022,0.2308283850774134,0.6665545440457346,0.6963328728521342,0.3544810162906004,-,-0.4111966922651542,-0.0041237535834056,0.4070729386817485,0.0,0.0,-0.2115358000921882,-0.2073794717411538,-0.2079515504916838,valid,,weak_drift,weak_drift
0.9+0.1C 1τ,0.1111111111111111,1τ,0.9,0.1,0.0143,PE_A2a,-50.077784394890294,-0.0201889662803866,1025.0,3505.4531197588058,3630.03281095143,124.57969119262408,0.2325524461043616,0.6641094124716096,0.6788109441907099,0.3641534871577386,0,-0.0410002598346636,0.0005387528530794,0.0415390126877431,0.0,0.0125,-0.0209079988300257,-0.020336435694802,-0.0190637995423497,valid,,flat,flat
0.1+0.9C 1τ,9.0,1τ,0.1,0.9,0.0143,B_Dsn_up,-3133.587073468844,-1.050901915881794,1025.0,4006.807365761156,4057.969855215443,51.162489454287424,0.2205363455268175,0.7089274597241368,0.7424432743973497,0.3640753132342033,-,-1.8632526128668057,-0.395638921552442,1.4676136913143636,0.0,0.0,-0.8549610900939932,-1.0132202424842864,-1.2754154934000372,valid,,downward_drift,downward_drift
0.1+0.2C 1τ,2.0,1τ,0.1,0.2,0.0143,B_Dsn_up,-1116.5956759584278,-0.3630024954351196,1025.0,4101.0,4771.484950490026,670.4849504900258,0.2184116693347314,0.7176719859854783,0.8616034185490621,0.289050136482976,-,-0.7402882188794441,-0.0874058133227663,0.6528824055566778,0.0,0.0,-0.2373812740872591,-0.2107575160167707,-0.6388134657523798,valid,,downward_drift,weak_drift
0.2+0.3C 1τ,1.4999999999999998,1τ,0.2,0.3,0.0143,B_Dsn_up,-1033.3562699463216,-0.3359415702036156,1025.0,4101.0,4532.899242309989,431.89924230998895,0.219467461408105,0.7086710979192502,0.82147807430707,0.3087825862691657,-,-0.6527324595582286,-0.0888415904309264,0.5638908691273021,0.0,0.0,-0.1131327548015554,-0.2648203887369388,-0.622668920083214,valid,,downward_drift,weak_drift
0.2+0.3C 10τ,1.4999999999999998,10τ,0.2,0.3,0.00143,B_Dsn_up,-8729.254635396253,-2.8378591142380536,1025.0,4101.0,4369.836935261852,268.836935261852,0.2193242748444789,0.7088280794642785,0.7931788180217089,0.3208431913619481,-,-5.430275374375317,-0.2131334555523911,5.217141918822926,0.0,0.0,-2.9919011984276196,-2.814963108451031,-2.785721095148089,valid,,upward_drift,upward_drift
0.2+0.3C 34.8τ,1.4999999999999998,34.8τ,0.2,0.3,0.00041,B_Dsn_up,-25501.724150364127,-8.290547513122277,1025.0,4101.0,4345.707848535975,244.70784853597524,0.2198269399820457,0.695761154027831,0.7895156987816029,0.3177486015607074,-,-19.10579795675605,0.0052079248843559,19.1110058816404,0.0,0.0125,-7.420748557011278,-10.274139735157918,-7.044018629390982,valid,,upward_drift,weak_drift
0.2+0.8C 0.1τ,4.0,0.1τ,0.2,0.8,0.143,B_Dsn_up,-1099.337812732231,-0.3691723959427352,1025.0,4002.844023047586,4054.9133684492726,52.06934540168686,0.2192734423788418,0.7110758806625683,0.7404681363153984,0.364059097609156,-,-0.5954189249444729,-0.145738377107826,0.4496805478366469,0.0,0.0,-0.2332779096520353,-0.3672387554258409,-0.5020194771500597,valid,,downward_drift,weak_drift
0.2+0.8C 1τ,4.0,1τ,0.2,0.8,0.0143,B_Dsn_up,-1625.8803862806458,-0.5597579106474638,1025.0,3929.613504077171,3982.774157833507,53.16065375633616,0.2209641003746053,0.7027406704997144,0.7289461542086563,0.3670754417910237,-,-1.088418323984782,-0.1133421628047168,0.9750761611800652,0.0,0.0,-0.4881618365444588,-0.5348516934261726,-0.6478996813140725,valid,,downward_drift,weak_drift
0.2+0.8C 10τ,4.0,10τ,0.2,0.8,0.00143,B_Dsn_up,-10135.809968490134,-3.8828772605834367,1025.0,3635.3863934568817,3710.347479888901,74.96108643201933,0.222622922606073,0.6846012630535941,0.6836150002364143,0.3803514860022732,-,-8.357881217884188,-0.0787938975562004,8.279087320327987,0.0,0.0,-3.797903801893608,-3.9251394214669206,-3.924237405346721,valid,,downward_drift,weak_drift
0.3+0.7C 0.1τ,2.3333333333333335,0.1τ,0.3,0.7,0.143,B_Dsn_up,-655.5588548035012,-0.2268868642613038,1025.0,3914.3645162661296,3970.177440146709,55.81292388057955,0.2194932844661339,0.7047690216848408,0.7262890702637568,0.3666035197624105,-,-0.3807014078262,-0.0799397413053763,0.3007616665208236,0.0,0.0,-0.1450798056212648,-0.2249606532366215,-0.3083590619491492,valid,,downward_drift,weak_drift
0.3+0.7C 1τ,2.3333333333333335,1τ,0.3,0.7,0.0143,B_Dsn_up,-1202.571418469592,-0.4240094757399631,1025.0,3861.189961016593,3911.863941872651,50.67398085605828,0.2207642120481122,0.7030134900815899,0.717163634675199,0.3693620240123496,-,-0.8215032501998849,-0.0741067228703589,0.7473965273295259,0.0,0.0,-0.3947215249349192,-0.4219112025878221,-0.4569565768298886,valid,,weak_drift,weak_drift
0.3+0.7C 10τ,2.3333333333333335,10τ,0.3,0.7,0.00143,B_Dsn_up,-7917.1992584773425,-3.13668112160709,1025.0,3549.0688968794307,3661.543802195527,112.47490531609628,0.2225285998274868,0.6803164364745667,0.6749185140225594,0.3774334199812791,-,-7.024222527552244,-0.0263972506311044,6.997825276921139,0.0,0.0,-3.381079920755666,-2.9098550541448778,-3.1812314723099258,valid,,upward_drift,weak_drift
0.3+0.4C 0.1τ,1.3333333333333337,0.1τ,0.3,0.4,0.143,B_Dsn_up,-528.2286897711011,-0.1717258419281863,1025.0,4101.0,4170.926585443201,69.92658544320057,0.2189972699313291,0.7052544518830789,0.7582880959583944,0.3452357107013297,-,-0.2812549427793783,-0.0794262047290961,0.2018287380502822,0.0,0.0,-0.1145685266402143,-0.1694321516048367,-0.2294781505105551,valid,,downward_drift,flat
0.3+0.4C 1τ,1.3333333333333337,1τ,0.3,0.4,0.0143,B_Dsn_up,-946.65989098909,-0.3108069101735994,1025.0,4070.813526025977,4121.438459824672,50.624933798694656,0.2189166175093644,0.707061611549176,0.7517600449303751,0.3478405929385503,-,-0.5784537594072087,-0.0645901190516876,0.513863640355521,0.0,0.0,-0.3035640395831047,-0.3147995504611774,-0.3146691764993726,valid,,weak_drift,weak_drift
0.3+0.4C 10τ,1.3333333333333337,10τ,0.3,0.4,0.00143,B_Dsn_up,-6737.599079345924,-2.3525170372366593,1025.0,3888.995870253131,3947.655738608668,58.65986835553713,0.2208148832865576,0.6934772373533804,0.7220356061316796,0.358259185961738,-,-4.892900262465506,0.0150170241085106,4.907917286574017,0.0,0.0625,-2.2862767573146163,-2.1576785287471303,-2.64069927087294,valid,,downward_drift,downward_drift
0.4+0.6C 0.5τ,1.4999999999999998,0.5τ,0.4,0.6,0.0286,B_Dsn_up,-578.556525013888,-0.2068637225028331,1025.0,3821.800318654056,3889.7365499522225,67.9362312981666,0.221077883193356,0.6938279231663539,0.7124293885766694,0.3686074559845128,-,-0.3808002050268896,-0.0468255384281443,0.3339746665987453,0.0,0.0,-0.1757028806221731,-0.2005060695659331,-0.2392097914693643,valid,,weak_drift,weak_drift
0.4+0.5C 1.67τ,1.25,1.67τ,0.4,0.5,0.0086,B_Dsn_up,-1109.585931698783,-0.4000273167677124,1025.0,3798.7754028010454,3904.823470475337,106.0480676742918,0.2212781353284115,0.689897579604888,0.7152061693426106,0.3649793316961506,-,-0.8001959016422916,-0.0287625191917982,0.7714333824504934,0.0,0.0,-0.3734694944208536,-0.4117227052307737,-0.4032543663153807,valid,,weak_drift,weak_drift
0.4+0.6C 1.67τ,1.4999999999999998,1.67τ,0.4,0.6,0.0086,B_Dsn_up,-1244.6296617084618,-0.4595762713640122,1025.0,3733.2113226046863,3838.3869710511863,105.17564844650042,0.2216192074660076,0.6883242984108938,0.7043035631223686,0.3713392332035899,-,-0.947743321818704,-0.0291769039170731,0.918566417901631,0.0,0.0,-0.4536891366731636,-0.4334739845125026,-0.4792714805547505,valid,,weak_drift,weak_drift
0.4+0.6C 5τ,1.4999999999999998,5τ,0.4,0.6,0.00286,B_Dsn_up,-3391.766626224546,-1.2625220626801226,1025.0,3711.5008751010614,3765.810618767038,54.30974366597593,0.2216015313965846,0.6942303619712816,0.6924066835173066,0.3757674141044274,-,-2.7560708762190944,-0.0054866334825722,2.7505842427365224,0.0,0.0,-1.3127038829309328,-1.199916282124759,-1.319931158222079,valid,,weak_drift,weak_drift
0.4+0.6C 10τ,1.4999999999999998,10τ,0.4,0.6,0.00143,B_Dsn_up,-6752.008618200449,-2.6235316804892186,1025.0,3598.6333463834444,3668.770176318653,70.13682993520797,0.222511968396698,0.6762285562060575,0.6761106243369793,0.3793400693343222,-,-5.510493434413221,-0.0095610989460965,5.500932335467125,0.0,0.0,-2.6440185556347666,-2.3976865346685914,-2.8504855393283832,valid,,downward_drift,downward_drift
0.5+0.5C 1τ,1.0,1τ,0.5,0.5,0.0143,B_Dsn_up,-540.5042872385076,-0.2006931602719906,1025.0,3718.187383695517,3811.9224549470114,93.73507125149445,0.2182394637725364,0.6967082967023196,0.6994094312855621,0.3697853161324432,-,-0.3914569049450771,-0.0149361449741339,0.3765207599709432,0.0,0.0,-0.1986578539384401,-0.2035426678052143,-0.2028918893831157,valid,,weak_drift,weak_drift
0.9+0.1C 16.7τ,0.1111111111111111,16.7τ,0.9,0.1,0.00086,B_Dsn_up,-778.622338788085,-0.3073749613304749,1025.0,3558.1352151060455,3639.4363936142113,81.30117850816578,0.2226381204073502,0.6610807808037451,0.6708250208510439,0.3638291245593281,-,-0.6829770343604461,-0.0014393751615064,0.6815376591989396,0.0,0.0,-0.1577729523733226,-0.4959503041447381,-0.2714011373464975,valid,,downward_drift,weak_drift
0.9+0.1C 1.67τ,0.1111111111111111,1.67τ,0.9,0.1,0.0086,B_Dsn_up,-85.5385846635237,-0.0342286012270592,1025.0,3524.0382778453027,3590.9986983459717,66.96042050066899,0.2221289709400176,0.6638468421099444,0.6628331699967488,0.3671448239394974,0,-0.0686258040716249,-0.0007206603426008,0.067905143729024,0.0,0.0,-0.0348549512271219,-0.0337231790042474,-0.0336154574403598,valid,,flat,flat
0.9+0.1C 10τ,0.1111111111111111,10τ,0.9,0.1,0.00143,B_Dsn_up,-535.4818272014097,-0.2090489686497962,1025.0,3586.513843670099,3751.830244713528,165.31640104342932,0.2216441413003075,0.666560162489082,0.6894595803032516,0.3532443474294937,-,-0.4109823095471256,-0.001686376400994,0.4092959331461315,0.0,0.0,-0.2107070022721597,-0.2059871196374264,-0.2058933407904963,valid,,weak_drift,weak_drift
0.9+0.1C 1τ,0.1111111111111111,1τ,0.9,0.1,0.0143,B_Dsn_up,-50.89995007350693,-0.0205204241386575,1025.0,3505.4531197588058,3632.913067103844,127.45994734503802,0.2224207430135033,0.6641228668578701,0.6696206416668447,0.3636441946505533,0,-0.0407308802804076,-4.472084428925882e-05,0.0406861594361184,0.0,0.0,-0.020841435861166,-0.0207023563913642,-0.019749138757328,valid,,flat,flat
0.1+0.9C 1τ,9.0,1τ,0.1,0.9,0.0143,B_Dsn_down,-3004.633613382554,-1.007655171787253,1025.0,4006.807365761156,4058.3781335450553,51.570767783899555,0.2333775161054681,0.7087942212485854,0.7519399917921329,0.3648695904711576,-,-1.7299983197122857,-0.4014109106869303,1.328587409025355,0.0,0.0,-0.8546629481108738,-0.9738633586547956,-1.1881265444017115,valid,,downward_drift,downward_drift
0.1+0.2C 1τ,2.0,1τ,0.1,0.2,0.0143,B_Dsn_down,-1172.4780851301384,-0.3811697285858707,1025.0,4101.0,4771.39708085404,670.3970808540398,0.2244477849862672,0.7175052502401921,0.8667738918151077,0.2891745058972969,-,-0.7586760190893983,-0.0917194879639282,0.66695653112547,0.0,0.0,-0.2385218338415382,-0.2574940529688196,-0.6443228021665646,valid,,downward_drift,weak_drift
0.2+0.3C 1τ,1.4999999999999998,1τ,0.2,0.3,0.0143,B_Dsn_down,-903.908737664463,-0.2938584972901375,1025.0,4101.0,4515.165941951657,414.16594195165726,0.2308308500101405,0.7088267343681169,0.8285231147505681,0.3106405580053863,-,-0.6322834070531219,-0.079689718865211,0.5525936881879109,0.0,0.0,-0.103928569390301,-0.1696046107255499,-0.6030719737038274,valid,,downward_drift,weak_drift
0.2+0.3C 10τ,1.4999999999999998,10τ,0.2,0.3,0.00143,B_Dsn_down,-8816.213354221867,-2.8661291788757697,1025.0,4101.0,4360.38338863674,259.38338863674016,0.2316654914538571,0.708666540440162,0.80763199320869,0.3223940145148856,-,-5.459850907418271,-0.2591771093914152,5.200673798026855,0.0,0.0,-3.016851936614758,-2.8415362669854853,-2.8189589529259425,valid,,upward_drift,weak_drift
0.2+0.3C 34.8τ,1.4999999999999998,34.8τ,0.2,0.3,0.00041,B_Dsn_down,-25595.31992645302,-8.320975268677834,1025.0,4101.0,4330.735253784911,229.73525378491104,0.2408140091094029,0.6956822881621234,0.8065602777707102,0.319944621079552,-,-19.13920217503103,-0.0566939131905201,19.082508261840513,0.0,0.0,-7.441512652880404,-10.299675077352695,-7.096480716881153,valid,,upward_drift,weak_drift
0.2+0.8C 0.1τ,4.0,0.1τ,0.2,0.8,0.143,B_Dsn_down,-1094.3676694054489,-0.3675033550902545,1025.0,4002.844023047586,4052.844023047586,49.999999999999545,0.2287944466560813,0.7110825164933441,0.7484197525015133,0.3643994138886074,-,-0.5960261924264766,-0.1448645090415387,0.4511616833849378,0.0,0.0,-0.2325938809347853,-0.36342199927202,-0.5016065006746352,valid,,downward_drift,weak_drift
0.2+0.8C 1τ,4.0,1τ,0.2,0.8,0.0143,B_Dsn_down,-1704.775667244216,-0.5869199688189988,1025.0,3929.613504077171,3979.613504077171,50.000000000000455,0.2372186062121511,0.7026549906252942,0.7420794109010138,0.3678330122361087,-,-1.172138850604036,-0.1169828156175147,1.0551560349865212,0.0,0.0,-0.4887392444850414,-0.568566762271384,-0.693564712265333,valid,,downward_drift,downward_drift
0.2+0.8C 10τ,4.0,10τ,0.2,0.8,0.00143,B_Dsn_down,,,,3635.3863934568817,,,,,,,invalid,,,,,,,,,infeasible,pre_run_flagged,invalid,invalid
0.3+0.7C 0.1τ,2.3333333333333335,0.1τ,0.3,0.7,0.143,B_Dsn_down,-659.2324376908799,-0.228158279780771,1025.0,3914.3645162661296,3964.3645162661296,50.0,0.2325510456117644,0.7047504652408366,0.7381134474777822,0.3673532348280298,-,-0.3811737908930809,-0.0769352334520438,0.304238557441037,0.0,0.0,-0.1441843529538043,-0.2255173715804995,-0.3123892862030982,valid,,downward_drift,weak_drift
0.3+0.7C 1τ,2.3333333333333335,1τ,0.3,0.7,0.0143,B_Dsn_down,-1198.8027867221035,-0.4226807101074462,1025.0,3861.189961016593,3911.189961016593,50.0,0.2355939857300008,0.7029892136931987,0.7335975571250611,0.3698905981291545,-,-0.8219782466485716,-0.0855148924021402,0.7364633542464314,0.0,0.0,-0.3967233094915269,-0.4189663686401021,-0.4540495140469346,valid,,weak_drift,weak_drift
0.3+0.7C 10τ,2.3333333333333335,10τ,0.3,0.7,0.00143,B_Dsn_down,-7926.59956805353,-3.140405389826475,1025.0,3549.0688968794307,3638.2111431058847,89.14224622645406,0.256115454086635,0.6802529183398391,0.7040974334788616,0.3816105700954402,-,-7.03181533014675,-0.0274008653195778,7.004414464827172,0.0,0.0,-3.389163219718746,-2.914736292533192,-3.179495404711694,valid,,upward_drift,upward_drift
0.3+0.4C 0.1τ,1.3333333333333337,0.1τ,0.3,0.4,0.143,B_Dsn_down,-520.4723086526512,-0.1692042615905888,1025.0,4101.0,4159.479649601977,58.479649601977144,0.231879872997528,0.705179090971452,0.7693779984166261,0.3464937208622358,-,-0.2626149430753381,-0.0781127755280901,0.184502167547248,0.0,0.0,-0.1141544366369578,-0.1693506432245006,-0.2225215373686701,valid,,downward_drift,flat
0.3+0.4C 1τ,1.3333333333333337,1τ,0.3,0.4,0.0143,B_Dsn_down,-885.6700817073629,-0.2907827659636604,1025.0,4070.813526025977,4120.976592491906,50.16306646592875,0.2302508596304569,0.707315615665275,0.7662463876905519,0.3483962658877888,-,-0.5607623841731766,-0.0341101206044641,0.5266522635687125,0.0,0.0,-0.2725240744053502,-0.2995987115484049,-0.3008037433951274,valid,,weak_drift,weak_drift
0.3+0.4C 10τ,1.3333333333333337,10τ,0.3,0.4,0.00143,B_Dsn_down,-6808.42219048909,-2.377245812818625,1025.0,3888.995870253131,3938.995870253131,49.999999999999545,0.2439384799174243,0.693398752907471,0.7440953675678758,0.3595487121479613,-,-4.925703571236257,-0.0290020749420818,4.896701496294175,0.0,0.0,-2.3051696377305415,-2.1805576677421397,-2.672564593572914,valid,,downward_drift,downward_drift
0.4+0.6C 0.5τ,1.4999999999999998,0.5τ,0.4,0.6,0.0286,B_Dsn_down,-554.0483132783138,-0.1981007759413251,1025.0,3821.800318654056,3871.800318654056,50.000000000000455,0.2419524935494895,0.6939043059921264,0.7281960391965885,0.3702528107459686,-,-0.3714789200190352,-0.0450106502585943,0.3264682697604409,0.0,0.0,-0.1722032312823719,-0.1948500283096404,-0.2223967960463018,valid,,weak_drift,weak_drift
0.4+0.5C 1.67τ,1.25,1.67τ,0.4,0.5,0.0086,B_Dsn_down,-1106.3415216213325,-0.3988576438107115,1025.0,3798.7754028010454,3848.7754028010454,50.0,0.2449205029377225,0.6899924330385888,0.7278838178839596,0.3689385618693085,-,-0.8037189413855382,-0.0241224258810272,0.779596515504511,0.0,0.0,-0.3725791065578268,-0.4087918164975348,-0.4035921285230758,valid,,weak_drift,weak_drift
0.4+0.6C 1.67τ,1.4999999999999998,1.67τ,0.4,0.6,0.0086,B_Dsn_down,-1240.1490032878564,-0.4579217998745806,1025.0,3733.2113226046863,3783.735242817312,50.52392021262585,0.2466135160018851,0.6883136741976111,0.7186744529593132,0.3746217959164712,-,-0.948093588259159,-0.0220320250403953,0.9260615632187637,0.0,0.0,-0.4496146624931757,-0.4347493344607898,-0.4769217049639022,valid,,weak_drift,weak_drift
0.4+0.6C 5τ,1.4999999999999998,5τ,0.4,0.6,0.00286,B_Dsn_down,-3491.998070519497,-1.2998313541915874,1025.0,3711.5008751010614,3762.8729469740624,51.372071873001005,0.2422935261063999,0.6941983215303907,0.7157326397379411,0.376620584885169,-,-2.761420833261112,-0.0205772585788357,2.7408435746822764,0.0,0.0,-1.3173269329806276,-1.298373722145656,-1.326402390508024,valid,,weak_drift,weak_drift
0.4+0.6C 10τ,1.4999999999999998,10τ,0.4,0.6,0.00143,B_Dsn_down,-6742.997185823757,-2.620030236746521,1025.0,3598.6333463834444,3662.30771558936,63.67436920591581,0.2577999992899101,0.6762483899504469,0.7051842362950492,0.3810212435885761,-,-5.5101692891846445,-0.0074988508022822,5.502670438382363,0.0,0.0,-2.642712187711943,-2.3957705840257595,-2.8432044143768165,valid,,downward_drift,downward_drift
0.5+0.5C 1τ,1.0,1τ,0.5,0.5,0.0143,B_Dsn_down,-546.2753592685237,-0.2028360011544907,1025.0,3718.187383695517,3768.187383695517,50.0,0.2356700464321267,0.6966809225683996,0.7169492303971432,0.373173341313313,-,-0.3925429645809041,-0.0186679173612143,0.3738750472196898,0.0,0.0,-0.2013028225231909,-0.2063392319792543,-0.2038881715950299,valid,,weak_drift,weak_drift
0.9+0.1C 16.7τ,0.1111111111111111,16.7τ,0.9,0.1,0.00086,B_Dsn_down,-775.7859337800575,-0.306255240207373,1025.0,3558.1352151060455,3608.1352151060455,50.0,0.2651433671240545,0.661083302487527,0.7037600663674884,0.3680094105996275,-,-0.6832033402085586,-0.0012392977958597,0.6819640424126988,0.0,0.0,-0.1580371217283357,-0.4957646816154568,-0.2679452847283671,valid,,downward_drift,weak_drift
0.9+0.1C 1.67τ,0.1111111111111111,1.67τ,0.9,0.1,0.0086,B_Dsn_down,-84.55751768373398,-0.0338360234148315,1025.0,3524.0382778453027,3574.0382778453027,50.0,0.2623598090123727,0.6637710098015431,0.6990419952266467,0.3701492384833922,0,-0.0676827489952908,-0.0005701671304298,0.0671125818648609,0.0,0.0,-0.0344641731540292,-0.0332853348840184,-0.0332664396176243,valid,,flat,flat
0.9+0.1C 10τ,0.1111111111111111,10τ,0.9,0.1,0.00143,B_Dsn_down,-536.7261315845276,-0.209534737792209,1025.0,3586.513843670099,3707.482459912252,120.96861624215262,0.2594647623768875,0.6665753404611288,0.7188478080150981,0.3577382130075692,-,-0.4108488373008754,-0.0028732513979093,0.407975585902966,0.0,0.0,-0.2112993681223333,-0.2063856684265264,-0.2063788584727507,valid,,weak_drift,weak_drift
0.9+0.1C 1τ,0.1111111111111111,1τ,0.9,0.1,0.0143,B_Dsn_down,-49.164239208748405,-0.0198206685774932,1025.0,3505.4531197588058,3555.4531197588058,50.0,0.2623050565730867,0.664174673860697,0.6963901883233631,0.3717472372829039,0,-0.0400915242472478,0.0005246068090589,0.0406161310563068,0.0,0.0125,-0.0198955513918575,-0.0198273978565955,-0.0194723171383966,valid,,flat,flat
