parameter_set,model_type,condition,reference_condition,Q_Ah,feature_id,x_DC,x_DCAC,delta_x,t_DC_s,t_DCAC_s,delta_t_raw_s,tau_factor_set,omega_tau_set,f_Hz,period_s
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2,j_n_mean_signed,-0.4464743273896474,-0.6320647673092434,-0.18559043991959606,479.9999999999992,396.0674872465661,83.93251275343312,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2,j_p_mean_signed,0.50550636547448,0.7156318658646096,0.21012550039012956,479.9999999999992,396.0674872465661,83.93251275343312,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2,cell_temperature_K,298.15,298.15,0.0,479.9999999999992,396.0674872465661,83.93251275343312,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2,total_heating_mean,0.0,0.0,0.0,479.9999999999992,396.0674872465661,83.93251275343312,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2,neg_surface_minus_avg_sto,0.004949489383461327,0.00947259675741854,0.004523107373957212,479.9999999999992,396.0674872465661,83.93251275343312,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2,pos_surface_minus_avg_sto,-0.018911767885318204,-0.028477438031330796,-0.009565670146012593,479.9999999999992,396.0674872465661,83.93251275343312,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2,neg_surface_sto_range,0.00459436958194458,0.008351178052334454,0.0037568084703898733,479.9999999999992,396.0674872465661,83.93251275343312,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2399769861697409,neg_avg_sto,0.1117386819773803,0.11170758809018966,-3.109388719063633e-05,575.9447668073772,500.94689896561937,74.9978678417578,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2399769861697409,neg_avg_surface_sto,0.1166883760427404,0.12271039191012954,0.006022015867389138,575.9447668073772,500.94689896561937,74.9978678417578,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2399769861697409,neg_max_surface_sto,0.11976321787292817,0.12863932092384803,0.008876103050919862,575.9447668073772,500.94689896561937,74.9978678417578,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2399769861697409,neg_min_surface_sto,0.11504607226420274,0.11973464717541488,0.004688574911212134,575.9447668073772,500.94689896561937,74.9978678417578,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2399769861697409,pos_avg_sto,0.7969867279242363,0.7970074787941354,2.0750869899055502e-05,575.9447668073772,500.94689896561937,74.9978678417578,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2399769861697409,pos_avg_surface_sto,0.7773873407195278,0.7665482294836412,-0.010839111235886545,575.9447668073772,500.94689896561937,74.9978678417578,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2399769861697409,elyte_c_mean,983.089890861498,964.3464744953338,-18.743416366164183,575.9447668073772,500.94689896561937,74.9978678417578,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2399769861697409,elyte_c_range,352.3296343710439,750.1321978850058,397.8025635139619,575.9447668073772,500.94689896561937,74.9978678417578,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2399769861697409,eta_n_mean,-0.0488823733994397,-0.0925230721317128,-0.0436406987322731,575.9447668073772,500.94689896561937,74.9978678417578,0.5,2.0,0.008764875571101144,114.09175086262731
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,0.2399769861697409,eta_p_mean,0.004339992226634798,0.00999972596118838,0.005659733734553582,575.9447668073772,500.94689896561937,74.9978678417578,0.5,2.0,0.008764875571101144,114.09175086262731
