parameter_set,model_type,condition,protocol_type,dc_c,ac_c,peak_c,tau_factor_set,tau_ref_set_s,f_Hz,period_s,omega_tau_set,kappa
Chen2020,DFN,Chen2020_DFN_amp_DC03,DC,0.3,0.0,0.3,,36.316532231592305,,,,0.0
Chen2020,DFN,Chen2020_DFN_amp_DC03_AC0p1_1p5tauSet,DCAC,0.3,0.1,0.4,1.5,36.316532231592305,0.002921625190367048,342.27525258788194,0.6666666666666666,0.33333333333333337
Chen2020,DFN,Chen2020_DFN_amp_DC03_AC0p2_1p5tauSet,DCAC,0.3,0.2,0.5,1.5,36.316532231592305,0.002921625190367048,342.27525258788194,0.6666666666666666,0.6666666666666667
Chen2020,DFN,Chen2020_DFN_amp_DC03_AC0p3_1p5tauSet,DCAC,0.3,0.3,0.6,1.5,36.316532231592305,0.002921625190367048,342.27525258788194,0.6666666666666666,1.0
Chen2020,DFN,Chen2020_DFN_amp_DC03_AC0p4_1p5tauSet,DCAC,0.3,0.4,0.7,1.5,36.316532231592305,0.002921625190367048,342.27525258788194,0.6666666666666666,1.3333333333333335
Chen2020,DFN,Chen2020_DFN_amp_DC03_AC0p5_1p5tauSet,DCAC,0.3,0.5,0.8,1.5,36.316532231592305,0.002921625190367048,342.27525258788194,0.6666666666666666,1.6666666666666667
Chen2020,DFN,Chen2020_DFN_amp_DC03_AC0p7_1p5tauSet,DCAC,0.3,0.7,1.0,1.5,36.316532231592305,0.002921625190367048,342.27525258788194,0.6666666666666666,2.3333333333333335
