pair_idx,source_json,source_file,dc_case_id,dc_condition,dcac_case_id,dcac_condition,DC_C,AC_C,tau_label,f_Hz,phase,I_DC_A_used,I_AC_A_used,kappa_used,kappa_meta,q_lo_mAh,q_hi_mAh,Q_ref_mAh,Q_window_span_mAh,N_Q,n_finite,n_nonfinite,dt_model_mean_s,dt_model_median_s,dt_model_min_s,dt_model_max_s,dt_model_sign_topology,dt_geom_mean_s,dt_geom_median_s,dt_geom_min_s,dt_geom_max_s,dt_geom_sign_topology,dt_resid_mean_s,dt_resid_median_s,dt_resid_min_s,dt_resid_max_s,dt_resid_mean_abs_s,dt_resid_median_abs_s,dt_resid_max_abs_s,dt_resid_p95_abs_s,dt_resid_sign_topology,resid_over_geom_median,resid_over_geom_p95,resid_over_geom_max,resid_over_model_median,resid_over_model_p95,resid_over_model_max,residual_class,pair_status,fp_mode,dt_eval_geom_s,dc_clean_removed,dcac_clean_removed,dc_q_match_max_abs_mAh,dcac_q_match_max_abs_mAh
10,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.30C_baseline,0.3C_DC,DC0.30C+AC0.40C_f0.14300Hz,0.3+0.4C 0.1τ,0.3,0.4,0.1τ,0.143,discharge_first,1.4999999966216415,1.999999996621562,1.3333333340840268,1.3333333333333337,256.2994121486482,4147.079904563546,5125.988242972963,3890.7804924148977,80,80,0,-4.823942149827164,-4.696452811405379,-9.292162413237747,-0.9137279995894687,negative_only,-1.3881424251279213,-1.3499751907399968,-2.964283978630192,-0.0013856134182788082,negative_only,-3.4357997246992427,-4.243118166145678,-6.811948629279868,-0.36964119841991305,3.4357997246992427,4.243118166145678,6.811948629279868,6.634141249083404,negative_only,2.7685672904643512,171.69291303468182,3707.0192982384915,0.7346432757695938,0.9941317348917561,0.999730314240685,small_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
11,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.30C_baseline,0.3C_DC,DC0.30C+AC0.40C_f0.01430Hz,0.3+0.4C 1τ,0.3,0.4,1τ,0.0143,discharge_first,1.5000003106169637,1.9999996721493811,1.333332838662389,1.3333333333333337,256.2994121486482,4106.182954208485,5125.988242972963,3849.883542059837,80,80,0,-16.16027343086252,-16.023673292855733,-32.08467604701855,-1.549807825130756,negative_only,-14.206017970935713,-14.343640871862362,-29.678780865582667,-0.012876188801783428,negative_only,-1.9542554599268058,-1.0478778494807557,-31.151635014694875,-0.08209643549173506,1.9542554599268058,1.0478778494807557,31.151635014694875,3.3890797930468564,negative_only,0.07425746286812543,11.207899635447875,190.83779227907957,0.0691239541502803,0.9171255553219297,0.9947872627800823,inspect_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
12,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.30C_baseline,0.3C_DC,DC0.30C+AC0.40C_f0.00143Hz,0.3+0.4C 10τ,0.3,0.4,10τ,0.00143,discharge_first,1.4999944027053258,1.9999520448132853,1.3333063384811683,1.3333333333333337,256.2994121486482,4071.8701519879887,5125.988242972963,3815.5707398393406,80,80,0,-128.5704764324856,-104.87444983347177,-286.1844037927567,0.809917286844211,negative_only,-129.1685996214383,-105.46028908812605,-287.40471174891354,-0.010674226101400563,negative_only,0.5981231889526739,0.6509864175764051,-1.127355539449809,1.5266346539556253,0.6491868953870508,0.6622175286706806,1.5266346539556253,1.1320031602851597,mixed,0.004581718939272781,2.0142731777010154,23.65629323372384,0.004602809582574503,1.8918409995001952,167.01399892566687,small_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
13,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.40C_baseline,0.4C_DC,DC0.40C+AC0.60C_f0.02860Hz,0.4+0.6C 0.5τ,0.4,0.6,0.5τ,0.0286,discharge_first,2.0000000163639244,2.999999981366595,1.4999999784103544,1.4999999999999998,256.29475865442873,3866.2894512635025,5125.895173088575,3609.994692609074,80,80,0,-10.000327588346995,-9.680575167906909,-20.99372107963336,-0.9290799424198894,negative_only,-7.481269400005462,-7.0374431127706885,-16.5015636821513,-0.0023662725820940977,negative_only,-2.5190581883415333,-0.8359335392528919,-20.42333591757506,-0.04929694161660336,2.5190581883415333,0.8359335392528919,20.42333591757506,18.596148488221864,negative_only,0.12067897054161528,68.24146574488327,7842.203348387493,0.107683687709074,0.9825342580665622,0.9998725010744232,inspect_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
14,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.40C_baseline,0.4C_DC,DC0.40C+AC0.50C_f0.00860Hz,0.4+0.5C 1.67τ,0.4,0.5,1.67τ,0.0086,discharge_first,1.9999982168311792,2.4999982167844044,1.250000222872914,1.25,256.29475865442873,3867.766790194729,5125.895173088575,3611.4720315403,80,80,0,-24.301524614968745,-24.334500550048233,-49.264461487474364,-0.43768338003144436,negative_only,-22.2699846924613,-21.62328248297422,-46.26269221054872,-0.0022508830527385726,negative_only,-2.0315399225074415,-0.7425589913300428,-47.96531159231017,0.08916342133750277,2.0357470239475886,0.7425589913300428,47.96531159231017,2.604689530255381,negative_only,0.03553614789031318,9.765795088330517,502.817866561788,0.03431607047981747,0.9068079339615864,0.9980151557410532,inspect_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
15,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.40C_baseline,0.4C_DC,DC0.40C+AC0.60C_f0.00860Hz,0.4+0.6C 1.67τ,0.4,0.6,1.67τ,0.0086,discharge_first,2.0000011966020104,2.999998792988338,1.499998499043559,1.4999999999999998,256.29475865442873,3801.879722816383,5125.895173088575,3545.5849641619548,80,80,0,-27.209770698467565,-26.716382121278457,-57.50959598134159,-0.6906570627674569,negative_only,-25.102346019507287,-24.163281522431816,-54.86215168420631,-0.0004021889603791351,negative_only,-2.107424678960283,-0.6727657899014048,-55.6983219106296,0.0431829746044059,2.109540186398264,0.6727657899014048,55.6983219106296,2.167819576115697,negative_only,0.026615675559817954,14.257221513644739,2140.346046751457,0.025922466366495256,0.932403194844299,0.9995330040179554,inspect_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
16,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.40C_baseline,0.4C_DC,DC0.40C+AC0.60C_f0.00286Hz,0.4+0.6C 5τ,0.4,0.6,5τ,0.00286,discharge_first,1.9999294597527264,2.999905286801023,1.5000055487816728,1.4999999999999998,256.29475865442873,3683.3454389149056,5125.895173088575,3427.050680260477,80,80,0,-74.70614507637148,-71.56230631550386,-165.86426984181435,-0.5953526333628361,negative_only,-74.47789516450803,-71.64831498369529,-165.27305550762958,-0.0005680529352503072,negative_only,-0.228249911863454,-0.10824068868174663,-2.7037835947285203,0.19611452033410615,0.2882230838446652,0.15219505143045353,2.7037835947285203,0.7766717115493974,negative_only,0.0018737618000941765,0.39528506049189904,1160.9520270553624,0.0018740093911074642,0.2821659012114236,0.9991393792715055,small_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
17,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.40C_baseline,0.4C_DC,DC0.40C+AC0.60C_f0.00143Hz,0.4+0.6C 10τ,0.4,0.6,10τ,0.00143,discharge_first,1.9999768341406592,2.999976353130215,1.5000055510239103,1.4999999999999998,256.29475865442873,3606.820484631729,5125.895173088575,3350.5257259773,80,80,0,-155.15273503467697,-152.3574148851285,-329.79023383610865,-0.7017329544955828,negative_only,-155.14750807445995,-152.34053235267083,-330.1869417623543,-0.2200015421703938,negative_only,-0.005226960217024157,0.07351277336010753,-1.3901115341609511,0.45285352350674657,0.23120627373575645,0.17698284469543069,1.3901115341609511,0.6357180214404246,negative_only,0.0012403553166914182,0.31453357593729014,3.8675508111872117,0.001241895723354738,0.23925015192510513,0.7945578713422621,small_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
18,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.50C_baseline,0.5C_DC,DC0.50C+AC0.50C_f0.01430Hz,0.5+0.5C 1τ,0.5,0.5,1τ,0.0143,discharge_first,2.5000000050478626,2.499999994692601,0.9999999958578952,1.0,256.29930050411707,3760.840259883264,5125.986010082342,3504.540959379147,80,80,0,-12.263485319035743,-12.107936553385116,-24.754088361257345,-0.5530008480855031,negative_only,-11.002297130294581,-10.777072627344523,-22.24351014920103,-0.00014574948454537662,negative_only,-1.261188188741162,-0.6966537779203463,-17.19854711599146,-0.00722523482232873,1.261188188741162,0.6966537779203463,17.19854711599146,2.5539390327372513,negative_only,0.06681725979726899,6.41888919123791,16595.77328376604,0.06263130364258998,0.8644312924193059,0.9999397473241995,inspect_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
19,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.90C_baseline,0.9C_DC,DC0.90C+AC0.10C_f0.00086Hz,0.9+0.1C 16.7τ,0.9,0.1,16.7τ,0.00086,discharge_first,4.500009652486069,0.4999843438370139,0.1111073936387654,0.1111111111111111,256.26232692733436,3588.2322525894783,5125.246538546687,3331.969925662144,80,80,0,-21.89027697267693,-22.89239356202495,-41.0847199991324,-0.06424881210659805,negative_only,-21.907540012085956,-22.889590776771797,-41.12254227723804,-0.007942806834307703,negative_only,0.017263039409028024,0.013553646577577183,-0.1960664921634816,0.24559895224138018,0.0586142787991033,0.04088620673269361,0.24559895224138018,0.14626117867085212,near_zero,0.0022683644366004894,0.19549927114667817,11.91822841578436,0.0022735223493236577,0.1635047121271439,0.9225900047735545,null_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
20,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.90C_baseline,0.9C_DC,DC0.90C+AC0.10C_f0.00860Hz,0.9+0.1C 1.67τ,0.9,0.1,1.67τ,0.0086,discharge_first,4.5000000148543275,0.4999999848101852,0.1111111073688232,0.1111111111111111,256.26232692733436,3609.121609370245,5125.246538546687,3352.8592824429106,80,80,0,-2.0232939966815766,-2.0168493299466945,-4.062104910973517,-0.0023335512364610622,negative_only,-2.0456363096572536,-2.0313302597722895,-4.104703354826597,-0.0033905260129358794,negative_only,0.022342312975676747,0.027644718872181784,-0.05233008178538512,0.0946130710012767,0.03194870916031434,0.030216396398373035,0.0946130710012767,0.06402705901411991,near_zero,0.01829697511787841,0.38241164696490954,1.6088321600698932,0.01860669062424623,0.5640659646601238,4.000832686379707,null_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
21,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.90C_baseline,0.9C_DC,DC0.90C+AC0.10C_f0.00143Hz,0.9+0.1C 10τ,0.9,0.1,10τ,0.00143,discharge_first,4.500082502732919,0.4999174632828165,0.1110907328875002,0.1111111111111111,256.26232692733436,3618.568961339042,5125.246538546687,3362.3066344117074,80,80,0,-12.414043210500111,-12.546357004558416,-24.652361507338355,-0.04110302150706957,negative_only,-12.400800167885986,-12.562886612209155,-24.726034989181812,-0.0018243294646254071,negative_only,-0.01324304261412479,-0.005473374505470474,-0.18304185236684134,0.13480615509115523,0.06168084420936282,0.05474758858684936,0.18304185236684134,0.13971322373242853,near_zero,0.003884945407119882,0.47777090799437183,21.53048163946052,0.0038875416744230873,0.3232052287821068,0.9556156847420176,null_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
22,data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,DC0.90C_baseline,0.9C_DC,DC0.90C+AC0.10C_f0.01430Hz,0.9+0.1C 1τ,0.9,0.1,1τ,0.0143,discharge_first,4.500000270657775,0.4999997286514137,0.1111110441285212,0.1111111111111111,256.26232692733436,3614.047869927634,5125.246538546687,3357.7855430002996,80,80,0,-1.262502481905352,-1.22830208593291,-2.5013670692351297,-0.026087691984457706,negative_only,-1.23939800115754,-1.2214738114614647,-2.4732294555506087,-0.00038279178079392295,negative_only,-0.023104480747812062,-0.022337361470817996,-0.11650045215947102,0.0467505464370106,0.03763669952327149,0.030000456336665593,0.11650045215947102,0.09904314696406118,near_zero,0.026547848629286594,1.822755540610278,254.71544367327763,0.026544824426370097,0.6449981371543465,0.9960894031833382,null_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
23,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,DC0.10C_baseline,0.1C_DC,DC0.10C+AC0.90C_f0.00666Hz,0.1+0.9C 1τ,0.1,0.9,1τ,0.006660931598825,discharge_first,0.5000004573429515,4.499999534324871,8.999990836484997,9.0,256.31565373203813,3938.4463977179785,5126.313074640762,3682.13074398594,80,80,0,-44.96102850035891,-43.522176069217494,-114.4777290705506,17.57796905396026,mixed,-53.58860786036523,-53.50584647073447,-115.44987247329118,-7.227536480058916e-05,negative_only,8.627579360006322,2.3682326276175445,-0.8011264736619523,129.51638034681673,8.650392865766523,2.3682326276175445,129.51638034681673,13.373271412328933,positive_only,0.047214882414135365,128.5756447361514,103711.74305715824,0.0495559604849106,7.689978671664255,12.254066381996406,inspect_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
24,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,DC0.10C_baseline,0.1C_DC,DC0.10C+AC0.20C_f0.00666Hz,0.1+0.2C 1τ,0.1,0.2,1τ,0.006660931598825,discharge_first,0.499999997930637,0.9999999979293936,2.0000000041362394,2.0,256.31565373203813,4742.558529988912,5126.313074640762,4486.242876256873,80,80,0,-37.102110222708674,-35.784463548226995,-85.4973209895652,4.1722447106512845,mixed,-37.842357667910015,-36.96028571001443,-84.99467557211028,-7.68723402870819e-05,negative_only,0.7402474452013479,0.5395284867781811,-81.70859709439355,86.74831592479677,3.0968143415042872,0.8261531888538229,86.74831592479677,2.8100711055774785,mixed,0.02275420177690376,9.544707158824783,15331.57721224686,0.023202903712115204,1.1140919065591408,49.46756374070813,inspect_residual,admissible,raw,0.1,0,0,9.094947017729282e-13,9.094947017729282e-13
25,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,DC0.20C_baseline,0.2C_DC,DC0.20C+AC0.30C_f0.00666Hz,0.2+0.3C 1τ,0.2,0.3,1τ,0.006660931598825,discharge_first,1.0000000384513383,1.4999999252794207,1.4999998676024182,1.4999999999999998,256.31652566494716,4462.893162577469,5126.330513298943,4206.576636912522,80,80,0,-34.39786013399538,-33.969948424793074,-72.03582477116652,-1.4632229642338643,negative_only,-32.688740865745544,-32.285525205016256,-70.65690165828619,-0.022088503822487837,negative_only,-1.7091192682498346,-0.6300951075581906,-67.48458743761512,-0.056009412777370926,1.7091192682498346,0.6300951075581906,67.48458743761512,2.094644854817077,negative_only,0.019979770587328846,7.035296677104166,86.84865636327571,0.019588267886547585,0.8722535682798426,0.988616786626027,inspect_residual,admissible,raw,0.1,1,0,2.8591509362740908e-05,9.094947017729282e-13
26,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,DC0.20C_baseline,0.2C_DC,DC0.20C+AC0.30C_f0.00067Hz,0.2+0.3C 10τ,0.2,0.3,10τ,0.0006660931598825,discharge_first,0.999996095216473,1.499994007143335,1.4999998643180956,1.4999999999999998,256.31652566494716,4306.997895629409,5126.330513298943,4050.6813699644617,80,80,0,-330.7323612170059,-315.2342123189824,-705.4587302412783,5.918451500145238,mixed,-333.48781275362296,-316.9602662806533,-710.2795455367968,-0.4389035169115232,negative_only,2.7554515366170578,2.7784670416272093,-0.3779477569030405,7.471911044463013,2.7703183919989853,2.7784670416272093,7.471911044463013,5.500028186023064,positive_only,0.006863078801593021,0.5954001791851461,12.45087561277364,0.006910506336490889,1.0879601806871033,10.368069830876133,small_residual,admissible,raw,0.1,1,0,2.8591509362740908e-05,9.094947017729282e-13
27,data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,DC0.20C_baseline,0.2C_DC,DC0.20C+AC0.30C_f0.00019Hz,0.2+0.3C 34.8τ,0.2,0.3,34.8τ,0.0001909777591271,discharge_first,1.000083188458336,1.4998649146742242,1.4997401536029416,1.4999999999999998,256.31652566494716,4523.356971316575,5126.330513298943,4267.040445651628,80,80,0,-1137.7135841302813,-1122.0451060654045,-2461.0090307841256,1.868784095524461,mixed,-1139.6900972850503,-1124.0508975476823,-2464.2347071882787,-0.07490200268512126,negative_only,1.976513154768864,1.6097280194612722,0.27482890624014544,4.7781657368668675,1.976513154768864,1.6097280194612722,4.7781657368668675,4.300774867619929,positive_only,0.001743275036503338,0.06345281992500046,25.949721349649327,0.0017463193527200722,0.06782817378770845,11.259584523235828,small_residual,admissible,raw,0.1,1,0,2.8591509362740908e-05,9.094947017729282e-13
