protocol_pair,protocol_label_DCAC,file_name_DCAC,Q_label,Q_Ah,is_anchor,segment_label,t_DC_s,t_DCAC_s,dt_raw_s,t_geom_DC_s,t_geom_DCAC_s,dt_geom_s,dt_resid_s,geometry_phase_offset_rad,geometry_phase_offset_s,geometry_phase_reference_status,geometry_phase_fit_rmse_A,geometry_phase_fit_window_s
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.15000000000000002,False,A_shared_prescribed_current,529.4818557035612,525.2897585688257,4.192097134735491,529.4117647058875,525.5137658058511,3.8979989000364412,0.2940982346990495,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.16,False,A_shared_prescribed_current,564.7796309124433,560.4435416120384,4.336089300404865,564.7058823529467,560.5610400957643,4.144842257182404,0.1912470432224609,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.16999999999999998,False,A_shared_prescribed_current,600.0775076747793,595.7864321732036,4.291075501575733,600.0000000000059,595.624836604792,4.375163395213917,-0.08408789363818414,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.18,False,A_shared_prescribed_current,635.3752552342322,634.6070978199301,0.7681574143020953,635.2941176470651,630.7117485184976,4.582369128567507,-3.8142117142654115,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.19,False,A_shared_prescribed_current,670.6730223644806,669.6086447833112,1.064377581169424,670.5882352941245,665.8315782759355,4.756657018189003,-3.692279437019579,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.2,False,A_shared_prescribed_current,705.9707954944342,704.6015882029336,1.3692072915006293,705.8823529411837,705.1221381031589,0.7602148380248082,0.6089924534758211,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.21000000000000002,False,A_shared_prescribed_current,741.2686285160732,739.5876161128116,1.6810124032616613,741.176470588243,740.1590093882743,1.017461199968693,0.6635512032929682,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.22000000000000003,False,A_shared_prescribed_current,776.566489050083,774.5671044967326,1.99938455335041,776.4705882353023,775.1870848619088,1.2835033733935006,0.7158811799569094,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.22999999999999998,False,A_shared_prescribed_current,811.8643406957327,809.5506585461334,2.3136821495993445,811.7647058823613,810.2087937111004,1.5559121712609567,0.7577699783383878,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.24,False,A_shared_prescribed_current,847.1622482076468,844.5324137189663,2.629834488680558,847.0588235294207,845.2260923749627,1.8327311544579743,0.7971033342225837,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.25,False,A_shared_prescribed_current,882.4600016178099,879.5191917313487,2.9408098864612384,882.3529411764799,880.2406418023586,2.112299374121335,0.8285105123399035,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.26,False,A_shared_prescribed_current,917.7578497628415,914.5085720259854,3.249277736856129,917.6470588235358,915.2539432191239,2.3931156044118325,0.8561621324442967,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,0.27,False,A_shared_prescribed_current,953.0556717173773,949.5160874953591,3.5395842220182203,952.9411764705916,950.2674536411379,2.673722829453709,0.8658613925645113,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
