protocol_pair,protocol_label_DCAC,file_name_DCAC,Q_label,Q_Ah,is_anchor,segment_label,t_DC_s,t_DCAC_s,dt_raw_s,t_geom_DC_s,t_geom_DCAC_s,dt_geom_s,dt_resid_s,geometry_phase_offset_rad,geometry_phase_offset_s,geometry_phase_reference_status,geometry_phase_fit_rmse_A,geometry_phase_fit_window_s
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,1.9400000000000002,False,A_shared_prescribed_current,6847.778961487549,6848.9727517133815,-1.1937902258323447,6847.058823528611,6844.769345056957,2.2894784716545473,-3.483268697486892,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,1.9500000000000002,False,A_shared_prescribed_current,6883.076634137186,6883.953840468567,-0.8772063313808758,6882.352941175661,6879.935539713042,2.4174014626187272,-3.294607793999603,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,1.9600000000000002,False,A_shared_prescribed_current,6918.374283284042,6918.93694862383,-0.5626653397885093,6917.647058822709,6915.2054888744,2.441569948309734,-3.0042352880982435,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,1.97,False,A_shared_prescribed_current,6953.671915420766,6953.9238545869775,-0.2519391662117414,6952.941176469757,6954.199271000883,-1.2580945311256073,1.006155364913866,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,1.98,False,A_shared_prescribed_current,6988.969545861205,6988.909024190696,0.06052167050893331,6988.2352941168065,6989.238446345716,-1.00315222890913,1.0636738994180632,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,1.99,False,A_shared_prescribed_current,7024.26720513341,7023.9046078227075,0.3625973107027676,7023.529411763855,7024.264883447784,-0.7354716839290631,1.0980689946318307,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.0,False,A_shared_prescribed_current,7059.564883522066,7058.915799423359,0.6490840987071351,7058.8235294109045,7059.282905273361,-0.4593758624569091,1.1084599611640442,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.01,False,A_shared_prescribed_current,7094.862651284009,7093.94563542103,0.9170158629794969,7094.117647057953,7094.295558448396,-0.17791139044311421,1.094927253422611,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.02,False,A_shared_prescribed_current,7130.160213776468,7129.0028101994785,1.1574035769890543,7129.4117647050025,7129.305106371017,0.10665833398525137,1.050745243003803,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.03,False,A_shared_prescribed_current,7165.457885605381,7164.109751715011,1.3481338903702635,7164.705882352051,7164.313333093855,0.392549258195686,0.9555846321745776,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.04,False,A_shared_prescribed_current,7200.755673144131,7199.314707710347,1.4409654337841857,7199.9999999991005,7199.321743607484,0.6782563916167419,0.7627090421674438,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.05,False,A_shared_prescribed_current,7236.053428829995,7238.400165114621,-2.3467362846258766,7235.294117646149,7234.331707237635,0.962410408514188,-3.3091466931400646,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.06,False,A_shared_prescribed_current,7271.351084794642,7273.389115103482,-2.0380303088404617,7270.5882352931985,7269.344571921766,1.2436633714323762,-3.281693680272838,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.07,False,A_shared_prescribed_current,7306.6487519101265,7308.390696180618,-1.7419442704913308,7305.882352940246,7304.369324752095,1.513028188151111,-3.254972458642442,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.08,False,A_shared_prescribed_current,7341.9464272337755,7343.363613349946,-1.4171861161703418,7341.1764705872965,7339.405074220444,1.7713963668529686,-3.1885824830233105,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.09,False,A_shared_prescribed_current,7377.244227422372,7378.333214479929,-1.088987057556551,7376.470588234344,7374.4604386245555,2.010149609788641,-3.099136667345192,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.0999999999999996,False,A_shared_prescribed_current,7412.541797251904,7413.303927522228,-0.7621302703237234,7411.764705881393,7409.5465005790475,2.218205302345268,-2.9803355726689915,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.11,False,A_shared_prescribed_current,7447.839565779507,7448.273563277033,-0.4339974975255245,7447.058823528442,7444.682370333022,2.376453195420254,-2.8104506929457784,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.1199999999999997,False,A_shared_prescribed_current,7483.137449559974,7483.255647454111,-0.11819789413675608,7482.352941175491,7479.9039331883205,2.449007987170262,-2.567205881307018,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.13,False,A_shared_prescribed_current,7518.435263191749,7518.243146256,0.19211693574925448,7517.64705882254,7515.286995908954,2.360062913586262,-2.1679459778370074,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.1399999999999997,False,A_shared_prescribed_current,7553.733233519037,7553.241077438097,0.49215608093982155,7552.941176469588,7554.062815331288,-1.1216388617003759,1.6137949426401974,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.15,False,A_shared_prescribed_current,7589.0310736028705,7588.248970153262,0.7821034496082575,7588.235294116638,7589.096270440842,-0.8609763242038753,1.6430797738121328,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.1599999999999997,False,A_shared_prescribed_current,7624.328807104732,7623.27365948835,1.0551476163818734,7623.529411763686,7624.11952069624,-0.590108932554358,1.6452565489362314,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.17,False,A_shared_prescribed_current,7659.626626619976,7658.416122609404,1.2105040105725493,7658.823529410735,7659.136033504016,-0.31250409328094975,1.523008103853499,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.1799999999999997,False,A_shared_prescribed_current,7694.924547071986,7694.084008204898,0.8405388670880711,7694.117647057784,7694.148349335812,-0.030702278028002183,0.8712411451160733,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.19,False,A_shared_prescribed_current,7730.222554182689,7732.712449630666,-2.489895447976778,7729.411764704833,7729.158434576444,0.2533301283892797,-2.743225576366058,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.1999999999999997,False,A_shared_prescribed_current,7765.520620143234,7767.719958951789,-2.199338808554785,7764.705882351882,7764.1679102337,0.5379721181816421,-2.737310926736427,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.21,False,A_shared_prescribed_current,7800.818570428517,7802.720026754183,-1.901456325666004,7799.999999998931,7799.178211811319,0.821788187612583,-2.723244513278587,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.2199999999999998,False,A_shared_prescribed_current,7836.116433293249,7837.706861996512,-1.5904287032626598,7835.294117645979,7834.190712513267,1.1034051327123962,-2.693833835975056,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.23,False,A_shared_prescribed_current,7871.414267932288,7872.688266142363,-1.2739982100756606,7870.588235293029,7869.2068306419205,1.3814046511088236,-2.655402861184484,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.2399999999999998,False,A_shared_prescribed_current,7906.712219165833,7907.668656004527,-0.9564368386945716,7905.882352940077,7904.228137129487,1.6542158105903582,-2.61065264928493,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.25,False,A_shared_prescribed_current,7942.010169244792,7942.651367715334,-0.6411984705418945,7941.176470587127,7939.256478366274,1.9199922208536009,-2.5611906913954954,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.26,False,A_shared_prescribed_current,7977.308091003805,7977.634186562095,-0.3260955582900351,7976.470588234175,7974.294132369629,2.1764558645463694,-2.5025514228364045,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.27,False,A_shared_prescribed_current,8012.605873133513,8012.62390289153,-0.018029758016382402,8011.7647058812245,8009.402649220708,2.362056660516828,-2.3800864185332102,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.28,False,A_shared_prescribed_current,8047.903641607559,8047.6204182867905,0.2832233207682293,8047.058823528273,8044.605896031099,2.4529274971737323,-2.169704176405503,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.29,False,A_shared_prescribed_current,8083.20146133198,8082.636117642451,0.5653436895290724,8082.3529411753225,8079.992422493818,2.3605186815048,-1.7951749919757276,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.3,False,A_shared_prescribed_current,8118.499400079479,8117.671279713976,0.8281203655024001,8117.647058822371,8118.886117543102,-1.239058720731009,2.067179086233409,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.31,False,A_shared_prescribed_current,8153.797434661807,8152.753627878341,1.0438067834656977,8152.9411764694205,8153.926201520324,-0.9850250509034595,2.028831834369157,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.32,False,A_shared_prescribed_current,8189.095453977263,8187.912588679342,1.1828652979211256,8188.235294116468,8188.955324253936,-0.720030137467802,1.9028954353889276,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.33,False,A_shared_prescribed_current,8224.393430668077,8223.25917459761,1.1342560704670177,8223.529411763519,8223.976924496508,-0.44751273298970773,1.5817688034567254,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.34,False,A_shared_prescribed_current,8259.691393835272,8262.057761915205,-2.3663680799327267,8258.823529410567,8258.99356651007,-0.170037099502224,-2.1963309804305027,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.35,False,A_shared_prescribed_current,8294.989346895618,8297.05907965323,-2.0697327576126554,8294.117647057616,8294.007263131914,0.11038392570117139,-2.180116683313827,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.36,False,A_shared_prescribed_current,8330.287324005845,8332.041569687784,-1.75424568193921,8329.411764704664,8329.019691093605,0.3920736110594589,-2.146319292998669,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.3699999999999997,False,A_shared_prescribed_current,8365.585415128538,8367.019819987638,-1.4344048590992315,8364.705882351713,8364.032345832673,0.6735365190397715,-2.107941378139003,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.38,False,A_shared_prescribed_current,8400.883476675028,8402.00173249571,-1.1182558206819522,8399.999999998761,8399.04666440638,0.953335592381336,-2.071591413063288,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.3899999999999997,False,A_shared_prescribed_current,8436.181443461726,8436.98214386809,-0.8007004063638306,8435.29411764581,8434.064136031593,1.2299816142167401,-2.0306820205805707,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.4,False,A_shared_prescribed_current,8471.479560637821,8471.966967265005,-0.4874066271841002,8470.58823529286,8469.086416185086,1.5018191077742813,-1.9892257349583815,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.4099999999999997,False,A_shared_prescribed_current,8506.777373007462,8506.954813537208,-0.17744052974558144,8505.882352939909,8504.115460566773,1.7668923731362156,-1.944332902881797,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.42,False,A_shared_prescribed_current,8542.07532377378,8541.94629311086,0.12903066292165022,8541.176470586957,8539.153699576282,2.0227710106755694,-1.8937403477539192,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.4299999999999997,False,A_shared_prescribed_current,8577.373450215047,8576.948010873739,0.4254393413084472,8576.470588234006,8574.204283827827,2.266304406179188,-1.8408650648707408,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.44,False,A_shared_prescribed_current,8612.67134719751,8611.959566193544,0.7117810039671895,8611.764705881056,8609.27145053353,2.4932553475264285,-1.781474343559239,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.4499999999999997,False,A_shared_prescribed_current,8647.969261311779,8646.993946159193,0.9753151525856083,8647.058823528103,8644.558924146839,2.4998993812641856,-1.5245842286785773,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.46,False,A_shared_prescribed_current,8683.26729967952,8682.063085860698,1.204213818822609,8682.352941175153,8683.722187477564,-1.3692463024108292,2.5734601212334383,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.4699999999999998,False,A_shared_prescribed_current,8718.565367424597,8717.18660821273,1.378759211866054,8717.647058822202,8718.766505677,-1.1194468547982979,2.498206066664352,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.48,False,A_shared_prescribed_current,8753.86335297758,8756.420664107594,-2.5573111300145683,8752.94117646925,8753.799469124006,-0.8582926547551324,-1.699018475259436,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.4899999999999998,False,A_shared_prescribed_current,8789.161595549656,8791.426553227486,-2.264957677829443,8788.235294116299,8788.82440443916,-0.5891103228605061,-1.675847354968937,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.5,False,A_shared_prescribed_current,8824.459443343549,8826.419615514484,-1.9601721709350386,8823.52941176335,8823.843832118608,-0.3144203552583349,-1.6457518156767037,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.51,False,A_shared_prescribed_current,8859.757177930824,8861.403837073798,-1.6466591429743858,8858.823529410396,8858.859756928085,-0.0362275176885305,-1.6104316252858553,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.52,False,A_shared_prescribed_current,8895.05530447579,8896.380122856317,-1.324818380526267,8894.117647057446,8893.873866740345,0.24378031710148207,-1.568598697627749,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.53,False,A_shared_prescribed_current,8930.353229877874,8931.354605707565,-1.001375829691824,8929.411764704495,8928.887679640726,0.5240850637692347,-1.5254608934610587,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.54,False,A_shared_prescribed_current,8965.651118177177,8966.321490958253,-0.6703727810763667,8964.705882351544,8963.902664467174,0.8032178843695874,-1.473590665445954,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.55,False,A_shared_prescribed_current,9000.94890655625,9001.29206292838,-0.34315637212966976,8999.999999998592,8998.92035295884,1.0796470397526718,-1.4228034118823416,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.56,False,A_shared_prescribed_current,9036.246771841155,9036.267099703588,-0.02032786243216833,9035.294117645642,9033.942459465165,1.351658180477898,-1.3719860429100663,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.57,False,A_shared_prescribed_current,9071.54480981716,9071.25209317728,0.292716639880382,9070.58823529269,9068.971025820949,1.6172094717403525,-1.3244928318599705,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.58,False,A_shared_prescribed_current,9106.842760934336,9106.247030224911,0.59573070942497,9105.88235293974,9104.008615107628,1.8737378321111464,-1.2780071226861764,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
0.3C DC vs 0.3C+0.7C 0.1tau,0.3C+0.7C 0.1tau,MJ1_0p3C_0p7C_0p1tau_NGU201_raw.csv,SegmentA_grid,2.59,False,A_shared_prescribed_current,9142.140747417137,9141.255949725986,0.8847976911511068,9141.176470586788,9139.058590971788,2.117879614999765,-1.2330819238486583,0.11623892818282267,0.12902521028293318,estimated_from_current_waveform,0.09254619816951276,34.87167845484671
