condition,ablation,Q_mAh,delta_t_min,t_DC_min,t_DCAC_min,Q_window_lo,Q_window_hi,status
0.2+0.8C 0.1τ,baseline_strict,3324.3479165304143,-0.5128295820980081,199.46087499182485,199.97370457392287,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3362.042144670257,-0.4776118254121684,201.72252868021542,202.2001405056276,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3399.7363728101,-0.5326495196514164,203.98418236860599,204.5168318882574,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3437.430600949943,-0.49629076902365343,206.24583605699658,206.7421268260202,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3475.1248290897856,-0.5523295748764819,208.50748974538712,209.0598193202636,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3512.8190572296285,-0.5153764111114773,210.76914343377769,211.28451984488916,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3550.5132853694713,-0.48340220969627506,213.03079712216825,213.51419933186452,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3588.207513509314,-0.5354996541973378,215.29245081055885,215.82795046475619,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3625.901741649157,-0.5009939688903614,217.5541044989494,218.05509846783977,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3663.595969789,-0.5552283220811053,219.81575818734,220.3709865094211,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3701.2901979288426,-0.5201061829448311,222.07741187573055,222.59751805867538,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3738.9844260686855,-0.5749550630025624,224.3390655641211,224.91402062712368,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3776.6786542085283,-0.5388271556834904,226.6007192525117,227.1395464081952,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3814.372882348371,-0.5943710784390532,228.86237294090228,229.45674401934133,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3852.0671104882144,-0.5579710264153922,231.12402662929287,231.68199765570824,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3889.7613386280573,-0.5262404473742208,233.38568031768344,233.91192076505766,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3927.4555667679,-0.5773894256654785,235.647334006074,236.2247234317395,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,3965.149794907743,-0.5427300309200898,237.90898769446457,238.45171772538467,1025.0,4002.844023047586,valid
0.2+0.8C 0.1τ,baseline_strict,4002.844023047586,-0.596324895543512,240.17064138285514,240.76696627839866,1025.0,4002.844023047586,valid
0.2+0.8C 1τ,baseline_strict,1025.0,-0.17732626220813472,61.5,61.67732626220813,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1061.7672595452807,-0.26468394414581176,63.706035572716836,63.97071951686265,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1098.5345190905614,-0.35730874288744874,65.91207114543367,66.26937988832113,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1135.3017786358419,-0.4545743455236637,68.11810671815051,68.57268106367418,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1172.0690381811226,-0.55263272566123,70.32414229086734,70.87677501652858,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1208.8362977264032,-0.6521910350473111,72.53017786358419,73.1823688986315,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1245.603557271684,-0.7520926469218163,74.73621343630104,75.48830608322285,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1282.3708168169646,-0.8526061154113752,76.94224900901787,77.79485512442925,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1319.138076362245,-0.11436943527630015,79.14828458173471,79.26265401701102,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1355.9053359075258,-0.1629599103237221,81.35432015445154,81.51728006477528,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1392.6725954528065,-0.2440428219553117,83.56035572716839,83.8043985491237,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1429.439854998087,-0.3354340414721264,85.76639129988523,86.10182534135735,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1466.2071145433679,-0.4318818955680702,87.97242687260207,88.40430876817014,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1502.9743740886483,-0.5274318364973017,90.1784624453189,90.7058942818162,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1539.741633633929,-0.625582552305741,92.38449801803573,93.01008057034147,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1576.5088931792097,-0.7251614253148697,94.59053359075259,95.31569501606745,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1613.2761527244902,-0.8264464478663134,96.79656916346941,97.62301561133572,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1650.0434122697711,-0.9280827879678478,99.00260473618626,99.93068752415411,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1686.8106718150516,-0.15913663477726914,101.2086403089031,101.36777694368037,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1723.5779313603323,-0.23059276794083416,103.41467588161994,103.64526864956078,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1760.345190905613,-0.3172523527006888,105.62071145433677,105.93796380703746,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1797.1124504508934,-0.4076395132255281,107.82674702705361,108.23438654027913,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1833.8797099961741,-0.5047794660469662,110.03278259977044,110.53756206581741,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1870.6469695414548,-0.6028997392168549,112.2388181724873,112.84171791170415,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1907.4142290867355,-0.7015077309131054,114.44485374520414,115.14636147611724,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1944.1814886320162,-0.801873266687835,116.65088931792097,117.4527625846088,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,1980.9487481772967,-0.9021052421360916,118.8569248906378,119.75903013277389,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2017.7160077225774,-1.0023380046204693,121.06296046335464,122.06529846797511,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2054.483267267858,-0.22023262242693514,123.26899603607148,123.48922865849842,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2091.250526813139,-0.2976237453341431,125.47503160878834,125.77265535412248,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2128.0177863584195,-0.38649291350228243,127.68106718150517,128.06756009500745,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2164.7850459037,-0.47986429446135237,129.88710275422198,130.36696704868334,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2201.5523054489804,-0.5771346742251353,132.09313832693883,132.67027300116396,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2238.3195649942613,-0.6764538122778504,134.2991738996557,134.97562771193353,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2275.0868245395422,-0.7754538044637077,136.50520947237254,137.28066327683624,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2311.8540840848227,-0.8753055568864814,138.71124504508938,139.58655060197586,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2348.621343630103,-0.9751076161721054,140.91728061780623,141.89238823397832,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2385.3886031753837,-0.21467642637447473,143.123316190523,143.33799261689748,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2422.1558627206646,-0.2766369560580339,145.32935176323988,145.6059887192979,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2458.923122265945,-0.36087880198623074,147.5353873359567,147.89626613794292,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2495.690381811226,-0.45401333003947003,149.74142290867354,150.19543623871303,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2532.4576413565064,-0.5486015102505007,151.94745848139036,152.49605999164086,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2569.224900901787,-0.6452133935032482,154.1534940541072,154.79870744761044,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2605.992160447068,-0.743827410468263,156.35952962682407,157.10335703729234,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2642.7594199923483,-0.8427894502441632,158.56556519954088,159.40835464978505,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2679.526679537629,-0.9421284658345334,160.77160077225776,161.71372923809227,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2716.2939390829097,-0.2062259364365976,162.97763634497457,163.18386228141117,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2753.06119862819,-0.2522063572910762,165.18367191769138,165.43587827498246,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2789.828458173471,-0.3343390145520061,167.38970749040826,167.72404650496026,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2826.5957177187515,-0.42334837332573444,169.59574306312507,170.0190914364508,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2863.3629772640325,-0.5201670578847977,171.8017786358419,172.32194569372672,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2900.130236809313,-0.6168270800814752,174.00781420855876,174.62464128864025,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2936.8974963545934,-0.7159554452992476,176.2138497812756,176.92980522657484,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,2973.664755899874,-0.8158039970777281,178.41988535399244,179.23568935107016,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3010.432015445155,-0.9155427846248434,180.62592092670928,181.54146371133413,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3047.1992749904357,-1.0162404589006655,182.83195649942616,183.8481969583268,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3083.966534535716,-0.24834625472124874,185.037992072143,185.28633832686424,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3120.7337940809966,-0.31869777064851706,187.2440276448598,187.56272541550834,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3157.5010536262776,-0.4037556131010206,189.45006321757666,189.85381883067765,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3194.268313171558,-0.49771125857851073,191.65609879029347,192.15381004887197,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3231.0355727168385,-0.5928269978801229,193.8621343630103,194.45496136089045,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3267.8028322621194,-0.6908417678233794,196.06816993572718,196.75901170355056,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3304.5700918074,-0.7887881183841576,198.274205508444,199.06299362682816,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3341.337351352681,-0.8876403324828971,200.48024108116084,201.36788141364374,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3378.1046108979613,-0.9876412853068965,202.68627665387766,203.67391793918458,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3414.8718704432417,-0.26936013380130436,204.8923122265945,205.16167236039578,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3451.6391299885227,-0.3002651780248925,207.09834779931137,207.39861297733626,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3488.406389533803,-0.37692287347169134,209.30438337202818,209.68130624549988,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3525.173649079084,-0.4657053069401021,211.51041894474506,211.97612425168515,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3561.9409086243645,-0.5604209276143896,213.71645451746187,214.27687544507626,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3598.708168169645,-0.6573111940555464,215.92249009017868,216.57980128423424,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3635.475427714926,-0.7574018149191336,218.12852566289556,218.88592747781468,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3672.2426872602064,-0.8570329385596779,220.3345612356124,221.19159417417208,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3709.0099468054873,-0.9565576867792516,222.54059680832924,223.4971544951085,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3745.7772063507678,-1.0566728300011468,224.74663238104606,225.80330521104722,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3782.544465896048,-0.2861170309762808,226.9526679537629,227.23878498473917,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3819.311725441329,-0.35878648491416243,229.15870352647974,229.5174900113939,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3856.0789849866096,-0.4449838238343849,231.36473909919658,231.809722923031,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3892.84624453189,-0.5371141896416702,233.57077467191343,234.1078888615551,1025.0,3929.613504077171,valid
0.2+0.8C 1τ,baseline_strict,3929.613504077171,-0.6328338564536655,235.77681024463024,236.4096441010839,1025.0,3929.613504077171,valid
0.2+0.8C 10τ,baseline_strict,1025.0,-5.8926933948297116,61.5,67.3926933948297,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1058.0428657399605,-4.324224151854196,63.48257194439762,67.80679609625182,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1091.0857314799212,-2.7949346413801854,65.46514388879525,68.26007853017545,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1124.1285972198816,-1.345745797775415,67.4477158331929,68.79346163096831,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1157.171462959842,-0.1397189547927913,69.43028777759052,69.5700067323833,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1190.2143286998025,-7.282216085999774,71.41285972198814,78.69507580798792,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1223.2571944397632,-5.699517201595336,73.39543166638579,79.09494886798113,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1256.3000601797237,-4.1334508119013815,75.37800361078342,79.5114544226848,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1289.3429259196841,-2.608091956588002,77.36057555518104,79.96866751176906,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1322.3857916596448,-1.1727106305534412,79.34314749957869,80.51585813013213,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1355.4286573996053,-0.03257730208700498,81.32571944397633,81.35829674606333,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1388.4715231395658,-7.0907065351900505,83.30829138837393,90.39899792356398,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1421.5143888795265,-5.509757252653177,85.29086333277158,90.80062058542475,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1454.557254619487,-3.9471928111124424,87.27343527716923,91.22062808828167,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1487.6001203594474,-2.4387317407466527,89.25600722156683,91.6947389623135,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1520.6429860994078,-1.0180489421723602,91.23857916596447,92.25662810813682,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1553.6858518393683,0.005759518755530735,93.2211511103621,93.21539159160656,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1586.728717579329,-6.900789771876377,95.20372305475975,102.10451282663612,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1619.7715833192894,-5.320781582316173,97.18629499915735,102.50707658147353,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1652.81444905925,-3.7620146765084277,99.168866943555,102.93088162006343,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1685.8573147992106,-2.252719699762747,101.15143888795265,103.40415858771539,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1718.900180539171,-0.8532533736060941,103.13401083235026,103.98726420595635,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1751.9430462791315,-0.0950998197411233,105.11658277674789,105.21168259648901,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1784.9859120190922,-6.707680759778759,107.09915472114554,113.80683548092429,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1818.0287777590527,-5.129524180777465,109.08172666554316,114.21125084632062,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1851.0716434990131,-3.5754325890307883,111.06429860994079,114.63973119897157,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1884.1145092389738,-2.0749484951715202,113.04687055433844,115.12181904950995,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1917.157374978934,-0.6992893883112478,115.02944249873605,115.7287318870473,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1950.2002407188947,-8.099705321342238,117.0120144431337,125.11171976447594,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,1983.2431064588552,-6.514804309684602,118.99458638753131,125.5093906972159,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2016.2859721988157,-4.938044102811076,120.97715833192893,125.91520243474001,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2049.3288379387764,-3.388485997199738,122.95973027632658,126.34821627352632,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2082.3717036787366,-1.897771513080852,124.9423022207242,126.84007373380504,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2115.4145694186973,-0.5549977520891389,126.92487416512184,127.47987191721099,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2148.457435158658,-7.90866893228061,128.9074461095195,136.8161150418001,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2181.5003008986187,-6.324927919632743,130.89001805391712,137.21494597354985,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2214.543166638579,-4.751741953031812,132.87258999831474,137.62433195134653,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2247.586032378539,-3.206135603417124,134.85516194271236,138.06129754612948,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2280.6288981185,-1.729597898752824,136.83773388711,138.56733178586282,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2313.6717638584605,-0.4150705988507373,138.82030583150765,139.2353764303584,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2346.714629598421,-7.716658390068915,140.8028777759053,148.51953616597422,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2379.757495338382,-6.132857709505667,142.78544972030292,148.91830742980858,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2412.800361078342,-4.561041291534821,144.76802166470054,149.32906295623536,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2445.8432268183024,-3.0217414840702683,146.75059360909816,149.7723350931684,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2478.886092558263,-1.5545773342294826,148.73316555349578,150.28774288772527,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2511.9289582982237,-0.28063616396884755,150.7157374978934,150.99637366186226,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2544.9718240381844,-7.5244771016940835,152.69830944229108,160.22278654398514,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2578.0146897781447,-5.940875914755785,154.68088138668867,160.62175730144446,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2611.0575555181053,-4.371246007064928,156.66345333108632,161.03469933815126,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2644.1004212580656,-2.8384223559961357,158.64602527548394,161.48444763148007,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2677.1432869980263,-1.381472955140483,160.62859721988156,162.01007017502204,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2710.186152737987,-0.1547511301484216,162.6111691642792,162.76592029442764,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2743.2290184779476,-7.33119973491351,164.59374110867685,171.92494084359035,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2776.271884217908,-5.748439443906985,166.57631305307447,172.32475249698146,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2809.314749957868,-4.181604868800605,168.55888499747206,172.74048986627267,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2842.357615697829,-2.655325268467186,170.5414569418697,173.1967822103369,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2875.4004814377895,-1.2144276888531447,172.52402888626736,173.7384565751205,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2908.44334717775,-0.07253290207930453,174.50660083066498,174.57913373274428,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2941.4862129177104,-7.137684368142952,176.48917277506263,183.62685714320557,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,2974.529078657671,-5.555903226872185,178.47174471946028,184.02764794633245,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3007.5719443976313,-3.9923719866057583,180.45431666385787,184.44668865046364,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3040.614810137592,-2.472970542017447,182.43688860825554,184.90985915027298,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3073.6576758775527,-1.0489064292786376,184.41946055265316,185.4683669819318,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3106.700541617513,0.010313747093944888,186.40203249705078,186.39171874995685,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3139.7434073574736,-6.944442231816356,188.38460444144843,195.32904667326477,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3172.7862730974343,-5.36389186560582,190.36717638584605,195.73106825145186,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3205.8291388373946,-3.8045040568378985,192.34974833024367,196.15425238708158,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3238.8720045773553,-2.2917331520165134,194.33232027464132,196.6240534266578,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3271.914870317316,-0.8863576881773951,196.31489221903897,197.20124990721635,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3304.957736057276,0.012931550578832685,198.29746416343656,198.28453261285773,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3338.000601797237,-6.747610575135908,200.2800361078342,207.0276466829701,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3371.043467537197,-5.168418459869342,202.26260805223183,207.43102651210117,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3404.086333277158,-3.618561212097666,204.24517999662945,207.86374120872713,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3437.1291990171185,-2.1183760510652063,206.22775194102712,208.34612799209233,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3470.1720647570787,-0.7312437440054964,208.2103238854247,208.9415676294302,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3503.2149304970394,-8.14356889049756,210.19289582982236,218.33646472031992,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3536.257796237,-6.558970427721548,212.17546777422,218.73443820194154,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3569.3006619769603,-4.982843105825456,214.1580397186176,219.14088282444305,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3602.343527716921,-3.4389705947874973,216.14061166301522,219.57958225780274,1025.0,3635.3863934568817,valid
0.2+0.8C 10τ,baseline_strict,3635.3863934568817,-1.9513145890493737,218.1231836074129,220.07449819646226,1025.0,3635.3863934568817,valid
0.3+0.7C 0.1τ,baseline_strict,1025.0,-0.11569057577542026,41.0,41.11569057577542,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1061.5742343831155,-0.15246477681851048,42.46296937532462,42.61543415214313,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1098.1484687662312,-0.10945036141393606,43.925938750649244,44.03538911206318,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1134.7227031493467,-0.14641750281097454,45.38890812597386,45.53532562878483,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1171.2969375324624,-0.10369019212968549,46.85187750129849,46.95556769342817,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1207.8711719155779,-0.1400677000439676,48.314846876623115,48.45491457666708,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1244.4454062986933,-0.10096797214126431,49.777816251947726,49.878784224088996,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1281.019640681809,-0.13378352114393693,51.240785627272345,51.374569148416285,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1317.5938750649245,-0.17060860528675523,52.703755002596964,52.87436360788372,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1354.16810944804,-0.12748939798755904,54.16672437792158,54.29421377590914,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1390.7423438311557,-0.1643004347405622,55.629693753246215,55.793994187986776,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1427.3165782142712,-0.12228862701712538,57.092663128570834,57.21495175558796,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1463.8908125973867,-0.15790435038990533,58.55563250389545,58.71353685428536,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1500.4650469805024,-0.12207034943010057,60.01860187922008,60.140672228650175,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1537.0392813636179,-0.1517907359836954,61.48157125454468,61.63336199052838,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1573.6135157467334,-0.18894709221950354,62.9445406298693,63.13348772208881,1025.0,3914.3645162661296,valid
0.3+0.7C 0.1τ,baseline_strict,1610.187750129849,-0.14646739586814875,64.40751000519394,64.55397740106208,1025.0,3914.3645162661296,valid
