file_name,file_size_kb,delimiter,csv_format,header_line_idx,columns,logging_interval_s,source_date,start_time,time_column_name,time_value_examples,time_column_style,time_numeric_monotonic_first_20
MJ1_0p3C_0p4C_0p1tau_NGU201_raw.csv,459.6240234375,"','",NGU201_LOG_raw,0,"['Timestamp', 'U1[V]', 'I1[A]', '']",,unknown_not_recorded,unknown_not_recorded,Timestamp,"['0:00:01', '0:00:02', '0:00:03', '0:00:04', '0:00:05', '0:00:06', '0:00:07', '0:00:08']",timestamp_string_colon_format,unknown_not_recorded
MJ1_0p3C_0p4C_10tau_NGU201_raw.csv,451.9482421875,"','",NGU201_LOG_raw,0,"['Timestamp', 'U1[V]', 'I1[A]', '']",,unknown_not_recorded,unknown_not_recorded,Timestamp,"['0:00:01', '0:00:02', '0:00:03', '0:00:04', '0:00:05', '0:00:06', '0:00:07', '0:00:08']",timestamp_string_colon_format,unknown_not_recorded
MJ1_0p3C_0p4C_1tau_NGU201_raw.csv,719.236328125,"','",NGU201_LOG_raw,13,"['Timestamp', 'U1[V]', 'I1[A]', 'P1[W]', 'DVM1[V]']",1.0,2025-12-08,10:40:17,Timestamp,"['10:40:17.3', '10:40:18.3', '10:40:19.3', '10:40:20.3', '10:40:21.3', '10:40:22.3', '10:40:23.3', '10:40:24.3']",timestamp_string_colon_format,unknown_not_recorded
MJ1_0p3C_DC_NGU201_raw.csv,683.3447265625,"','",NGU201_LOG_raw,13,"['Timestamp', 'U1[V]', 'I1[A]', 'P1[W]', 'DVM1[V]']",1.0,20/11/2025,10:44:25,Timestamp,"['44:26.0', '44:27.0', '44:28.0', '44:29.0', '44:30.0', '44:31.0', '44:32.0', '44:33.0']",timestamp_string_colon_format,unknown_not_recorded
